"Value","Year","Convergence_year","Scenario","Model","Unit","Target"
5703.220175,2005,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4843.68384230441,2018,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4747.40343278834,2019,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4651.9392184727,2020,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4393.39753103395,2021,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4140.42677597001,2022,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3893.0269532809,2023,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3651.1980629666,2024,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3414.94010502713,2025,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3184.25307946248,2026,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2959.13698627265,2027,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2739.59182545764,2028,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2525.61759701746,2029,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2317.21430095209,2030,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2165.77011374051,2031,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2018.1530871108,2032,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1874.36322106295,2033,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1734.40051559697,2034,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1598.26497071285,2035,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1465.9565864106,2036,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1337.47536269022,2037,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1212.8212995517,2038,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1091.99439699505,2039,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
974.994655020268,2040,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
909.274967852536,2041,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
843.555280684805,2042,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
777.835593517073,2043,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
712.115906349342,2044,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
646.39621918161,2045,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
580.676532013879,2046,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
514.956844846147,2047,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
449.237157678416,2048,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
383.517470510684,2049,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
317.797783342953,2050,2040,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5432.49526377849,2018,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5400.60831602595,2019,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5367.49134882479,2020,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5114.52615698046,2021,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4866.67330239883,2022,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4623.93278507992,2023,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4386.30460502373,2024,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
4153.78876223024,2025,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
3926.38525669947,2026,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
3704.09408843141,2027,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
3486.91525742607,2028,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
3274.84876368344,2029,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
3067.89460720352,2030,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2916.41553346251,2031,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2768.33982147672,2032,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2623.66747124616,2033,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2482.39848277082,2034,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2344.53285605069,2035,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2210.0705910858,2036,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
2079.01168787612,2037,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1951.35614642166,2038,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1827.10396672243,2039,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1706.25514877841,2040,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1620.34075181111,2041,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1534.42635484381,2042,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1448.51195787651,2043,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1362.5975609092,2044,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1276.6831639419,2045,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1190.7687669746,2046,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1104.8543700073,2047,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
1018.93997303999,2048,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
933.025576072691,2049,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
847.111179105388,2050,2040,"SSP1-19","GCAM4","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4342.31331286094,2018,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4191.20213267766,2019,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
4042.64949114221,2020,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
3735.48923848522,2021,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
3435.56313331072,2022,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
3142.87117561872,2023,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
2857.41336540921,2024,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
2579.1897026822,2025,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
2308.20018743768,2026,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
2044.44481967566,2027,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
1787.92359939613,2028,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
1538.6365265991,2029,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
1296.58360128455,2030,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
1164.02427236003,2031,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
1035.22908760622,2032,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
910.198047023133,2033,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
788.931150610764,2034,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
671.428398369114,2035,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
557.689790298183,2036,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
447.715326397971,2037,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
341.505006668477,2038,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
239.058831109703,2039,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
140.376799721647,2040,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
110.141789929247,2041,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
79.9067801368469,2042,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
49.6717703444469,2043,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
19.4367605520469,2044,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-10.7982492403532,2045,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-41.0332590327532,2046,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-71.2682688251533,2047,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-101.503278617553,2048,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-131.738288409953,2049,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
-161.973298202353,2050,2040,"SSP1-19","IMAGE","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4721.0534795389,2018,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4611.36199597128,2019,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4502.91286789168,2020,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4284.02660328609,2021,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
4069.62264015134,2022,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3859.70097848743,2023,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3654.26161829438,2024,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3453.30455957217,2025,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3256.82980232081,2026,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
3064.83734654029,2027,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2877.32719223063,2028,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2694.29933939181,2029,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2515.75378802383,2030,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2368.49894801646,2031,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2224.81671094258,2032,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
2084.70707680221,2033,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1948.17004559534,2034,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1815.20561732197,2035,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1685.81379198211,2036,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1559.99456957575,2037,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1437.74795010289,2038,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1319.07393356353,2039,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1203.97251995767,2040,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1116.37527701138,2041,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
1028.77803406508,2042,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
941.180791118783,2043,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
853.583548172486,2044,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
765.986305226189,2045,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
678.389062279892,2046,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
590.791819333596,2047,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
503.194576387299,2048,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
415.597333441002,2049,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
328.000090494705,2050,2040,"SSP1-19","MESSAGE-GLOBIOM","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4376.55750476386,2018,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4229.19133016557,2019,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
4084.26469012557,2020,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3922.08077957581,2021,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3762.90782975492,2022,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3606.74584066291,2023,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3453.59481229978,2024,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3303.45474466552,2025,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3156.32563776014,2026,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
3012.20749158363,2027,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2871.100306136,2028,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2733.00408141725,2029,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2597.91881742737,2030,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2473.27924230935,2031,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2351.39834285947,2032,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2232.27611907773,2033,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2115.91257096413,2034,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
2002.30769851867,2035,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1891.46150174136,2036,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1783.37398063219,2037,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1678.04513519116,2038,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1575.47496541827,2039,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1475.66347131352,2040,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1351.38502951335,2041,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1227.10658771318,2042,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
1102.82814591301,2043,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
978.549704112835,2044,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
854.271262312663,2045,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
729.992820512492,2046,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
605.71437871232,2047,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
481.435936912148,2048,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
357.157495111976,2049,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
232.879053311804,2050,2040,"SSP1-19","REMIND-MAGPIE","Mt CO2","1.5C"
5703.220175,2005,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5602.449666,2006,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5686.716019,2007,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5512.512876,2008,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5120.690227,2009,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5352.120423,2010,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5128.17802,2011,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4903.010212,2012,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5038.523665,2013,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5046.56463,2014,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4928.610664,2015,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4838.476243,2016,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4761.301727,2017,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4463.82574039433,2018,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4326.0033748821,2019,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
4190.31727273533,2020,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3856.86810384332,2021,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3531.35449969146,2022,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
3213.77646027975,2023,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
2904.13398560819,2024,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
2602.42707567678,2025,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
2308.65573048551,2026,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
2022.8199500344,2027,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
1744.91973432344,2028,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
1474.95508335263,2029,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
1212.92599712197,2030,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
1137.02949775687,2031,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
1063.02174532163,2032,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
990.902739816253,2033,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
920.672481240749,2034,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
852.330969595112,2035,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
785.878204879344,2036,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
721.314187093444,2037,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
658.638916237412,2038,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
597.852392311248,2039,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
538.954615314952,2040,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
497.503728234675,2041,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
456.052841154398,2042,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
414.601954074122,2043,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
373.151066993845,2044,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
331.700179913568,2045,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
290.249292833292,2046,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
248.798405753015,2047,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
207.347518672738,2048,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
165.896631592462,2049,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
124.445744512185,2050,2040,"SSP1-19","WITCH-GLOBIOM","Mt CO2","1.5C"
5703.220175,2005,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5602.449666,2006,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5686.716019,2007,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5512.512876,2008,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5120.690227,2009,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5352.120423,2010,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5128.17802,2011,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4903.010212,2012,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5038.523665,2013,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
5046.56463,2014,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4928.610664,2015,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4838.476243,2016,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4761.301727,2017,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4867.00778194733,2018,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4793.7685734097,2019,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4721.06282140804,2020,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4481.7026749578,2021,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4245.98363088741,2022,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
4013.90568919688,2023,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3785.4688498862,2024,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3560.67311295538,2025,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3339.51847840442,2026,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
3122.00494623331,2027,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2908.13251644206,2028,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2697.90118903066,2029,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2491.31096399912,2030,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2343.97844498868,2031,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2199.14731758833,2032,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
2056.81758179806,2033,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1916.98923761788,2034,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1779.66228504777,2035,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1644.83672408776,2036,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1512.51255473782,2037,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1382.68977699797,2038,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1255.36839086821,2039,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1130.54839634853,2040,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
1042.44323915763,2041,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
956.058324619304,2042,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
871.393652733543,2043,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
788.449223500349,2044,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
707.225036919721,2045,2050,"SSP1-19","AIM/CGE","Mt CO2","1.5C"
