"Year","Source","Fuel","ModelYr","NH3","Nox","Total_PM10","Total_PM25","Brake_PM10","Tire_PM10","Brake_PM25","Tire_PM25","SO2","VOC"
2035,21,9,2021,0,0,0,0,212.435481172771,82.0110123815198,26.5544174887195,12.3015757321588,0,0
2036,21,9,2021,0,0,0,0,204.63201541172,78.9984606692357,25.5789757589826,11.8497350826582,0,0
2037,21,9,2021,0,0,0,0,197.104486225151,76.0924537325419,24.6379614085398,11.4139126550207,0,0
2038,21,9,2021,0,0,0,0,189.893116912553,73.3084575803353,23.736609677827,10.9962457766472,0,0
2039,21,9,2021,0,0,0,0,183.160813780162,70.7094783620351,22.8950337920645,10.6064143437101,0,0
2040,21,9,2021,0,0,0,0,176.852298487354,68.2741372802678,22.1065373109193,10.2410568658301,0,0
2041,21,9,2021,0,0,0,0,170.70408710527,65.9005318915393,21.3379500012648,9.88510900944,0,0
2042,21,9,2021,0,0,0,0,164.804520713096,63.6230363825682,20.6007112063085,9.54350636272238,0,0
2043,21,9,2021,0,0,0,0,159.332147370994,61.5103091700065,19.9164579557354,9.22648481048689,0,0
2044,21,9,2021,0,0,0,0,154.328139165047,59.5786900230548,19.2910238964935,8.93686591173972,0,0
2045,21,9,2021,0,0,0,0,149.83260451373,57.8429971877701,18.7290042019756,8.67644323485524,0,0
2046,21,9,2021,0,0,0,0,145.854657434347,56.3071473791985,18.2316484205935,8.44616882198497,0,0
2047,21,9,2021,0,0,0,0,142.666345193718,55.0769830291594,17.8337649968636,8.26148611417956,0,0
2048,21,9,2021,0,0,0,0,140.198873717812,54.1239820929575,17.5249455405385,8.11865486448495,0,0
2049,21,9,2021,0,0,0,0,138.654410593488,53.5279362946564,17.3321522911447,8.02956246917475,0,0
2050,21,9,2021,0,0,0,0,137.974386349867,53.264864236289,17.2458993563662,7.9899265455333,0,0
2022,31,9,2021,0,0,0,0,374.426154452632,137.507931227742,46.8032920910928,20.6260730274505,0,0
2023,31,9,2021,0,0,0,0,365.312445367489,134.160841870729,45.6640625565047,20.1240381453316,0,0
2024,31,9,2021,0,0,0,0,354.567115470415,130.214742825253,44.3209011086505,19.5320778635192,0,0
2025,31,9,2021,0,0,0,0,342.829149830998,125.903940266492,42.8537271286617,18.8855243201442,0,0
2026,31,9,2021,0,0,0,0,332.257001638874,122.02112199379,41.5320812574685,18.3031116557648,0,0
2027,31,9,2021,0,0,0,0,322.003390017921,118.255681980025,40.2504538785025,17.7382227540757,0,0
2028,31,9,2021,0,0,0,0,311.714538384206,114.47702494495,38.9642888076187,17.1715309494168,0,0
2029,31,9,2021,0,0,0,0,300.837967616633,110.482633896029,37.6046923088269,16.5723103280658,0,0
2030,31,9,2021,0,0,0,0,290.114220109803,106.544283800554,36.2642691493459,15.9815187772666,0,0
2031,31,9,2021,0,0,0,0,279.074799880834,102.490030775826,34.8843616339676,15.373494132397,0,0
2032,31,9,2021,0,0,0,0,268.191730401424,98.4933188491288,33.5239815520726,14.7738880137283,0,0
2033,31,9,2021,0,0,0,0,257.31726298496,94.4996711854637,32.1646385859246,14.1747770930609,0,0
