Source,full name,api key,units,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Growth (2021-2050)
Coal,Electricity: Electric Power Sector: Power Only: Coal: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_CL_NA_USA_BLNKWH.A,BkWh,937.806702,902.792786,940.786499,868.397827,862.064148,859.016235,852.494812,830.451843,799.290405,785.879272,776.698303,766.799133,758.988281,749.430054,738.6026,735.119873,732.954956,728.440369,725.614502,714.385986,712.928162,709.941528,708.875244,709.603394,694.454285,682.812927,679.684143,672.886841,673.833984,672.533752,-1.10%
Petroleum,Electricity: Electric Power Sector: Power Only: Petroleum: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_PET_NA_USA_BLNKWH.A,BkWh,10.329939,9.983875,10.219658,9.806955,9.635908,9.26947,8.794577,8.404312,8.15347,8.003458,7.668476,7.570586,7.486306,7.413025,7.32127,7.220523,7.103472,6.904,6.815121,6.677933,6.416046,6.11426,5.832061,5.554615,5.210614,5.178689,5.186148,5.209363,5.231809,5.258611,-2.30%
Natural Gas,Electricity: Electric Power Sector: Power Only: Natural Gas: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_NG_NA_USA_BLNKWH.A,BkWh,1325.19043,1274.877197,1216.840576,1117.796753,1000.700867,921.505554,867.00531,825.276245,783.058289,708.335938,663.791504,653.004578,645.187744,629.864197,605.313965,600.301514,595.935974,607.475586,614.734314,623.109924,628.597351,642.620483,656.141418,668.797668,681.226074,676.902283,670.310181,679.532227,681.294922,693.250854,-2.20%
Nuclear Power,Electricity: Electric Power Sector: Power Only: Nuclear: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_NUP_NA_USA_BLNKWH.A,BkWh,777.68219,783.615601,785.479919,788.973022,781.77594,773.335144,759.403198,759.750244,760.1745,760.892944,761.986206,762.744629,756.144653,756.839111,758.244141,759.288696,759.499451,759.710083,759.710571,760.05542,761.307068,762.213013,763.006592,763.841919,764.584534,765.087036,765.297058,765.265137,764.633667,766.466431,-0.10%
Renewable Sources,Electricity: Electric Power Sector: Power Only: Renewable Sources: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_RNWBSRC_NA_USA_BLNKWH.A,BkWh,783.760986,872.653198,951.913513,1122.178955,1261.490601,1354.387329,1436.466919,1507.886475,1593.161987,1691.751953,1766.208496,1808.19104,1855.840942,1906.284302,1974.924316,2017.62146,2060.440674,2085.868896,2113.688965,2147.698242,2178.243652,2201.918701,2229.859131,2250.613037,2288.353027,2338.50293,2383.855225,2414.331299,2448.252686,2477.716553,4.00%
Total,Electricity: Electric Power Sector: Power Only: Total: Low oil and gas supply,AEO.2022.LOWOGS.GEN_NA_ELEP_POW_TOT_NA_USA_BLNKWH.A,BkWh,3835.874512,3844.684082,3906.033936,3907.773438,3915.944824,3917.486084,3924.090088,3931.483154,3943.23291,3953.960938,3974.671143,3996.102051,4020.75,4046.061523,4080.016113,4114.259766,4149.449219,4180.929688,4211.823242,4241.748535,4276.877441,4311.398926,4351.35791,4385.597168,4420.591309,4454.287109,4488.249512,4519.532227,4554.608398,4595.986328,0.60%
