Year,Source,Fuel,ModelYr,NO2,NO,N2O,NOx,Total_PM10,Total_PM25,Brake_PM10,Tire_PM10,Brake_PM25,Tire_PM25,SO2
2021,21,1,1991,701.0110798,18357.45924,221.9945003,19212.16446,191.4918676,169.397395,127.2044899,49.10754486,15.90056145,7.366095,12.93958127
2021,31,1,1991,1279.782028,34167.37528,517.0361875,35733.02204,213.3488923,188.7324905,160.0439309,59.63116219,20.00550356,8.944626882,20.22757564
2021,21,2,1991,1104.742709,18121.699,3.841139995,19381.49639,191.7747636,176.4343353,127.203532,49.10909549,15.89860539,7.365420039,8.78604379
2021,31,2,1991,2283.598686,37459.02809,9.348987671,40063.13796,804.4165274,740.0609644,163.1105609,62.73095343,20.3887865,9.409541195,14.51947481
2021,21,1,1992,701.1587326,18361.16571,221.9949605,19216.05417,191.4919494,169.3974674,127.204817,49.10753934,15.90059445,7.366089093,13.29941821
2022,21,1,1992,701.1260099,18358.83909,221.7979145,19213.67252,191.3892182,169.3065529,127.2004289,49.10583554,15.90005653,7.365845551,13.29809737
2021,31,1,1992,1278.574483,34144.50313,516.5372744,35708.74706,214.6539472,189.8870273,160.1347515,59.72277428,20.01684154,8.958369063,20.22682885
2022,31,1,1992,1278.475167,34132.53292,515.1502296,35696.59078,214.3421778,189.6111812,160.1290746,59.72070821,20.01614628,8.958061922,20.22340294
2021,21,2,1992,1104.968117,18125.46171,3.838319122,19385.52444,191.7772951,176.4346848,127.2039375,49.1103713,15.90182547,7.365793821,8.784402437
2022,21,2,1992,1104.846035,18123.31228,3.841388109,19383.2151,191.7107272,176.3730513,127.2025402,49.10732433,15.89892369,7.366842024,8.784829023
2021,31,2,1992,2375.92949,38973.58081,10.91890106,41682.96834,1121.183083,1031.485389,165.3665454,65.01124259,20.67083086,9.75169315,15.18509567
2022,31,2,1992,2375.356388,38964.17793,10.90977629,41672.92824,1120.980703,1031.299487,165.3608156,65.00889396,20.6700623,9.751473334,15.18304314
2021,21,1,1993,708.2040459,18545.47102,224.171505,19408.95012,193.3694746,171.0583226,128.4517755,49.58903387,16.05646832,7.438315098,13.21703456
2022,21,1,1993,701.2951673,18363.08113,221.7978832,19218.12036,191.3891737,169.3065464,127.2002209,49.10585526,15.90001641,7.365839169,13.08740865
2023,21,1,1993,699.3297914,18311.96863,221.2206103,19164.61897,190.8751178,168.8517896,126.8433323,48.96807243,15.85541323,7.34517218,13.05089454
2021,31,1,1993,1284.303385,34268.79507,517.8452671,35839.81619,211.2332887,186.8609875,159.8971216,59.48264999,19.98714111,8.92235659,20.42325518
2022,31,1,1993,1284.205437,34256.92134,516.4545284,35827.7627,210.9229453,186.5865055,159.8915985,59.48064305,19.9864548,8.922054229,20.41981224
2023,31,1,1993,1280.587602,34157.80502,514.6187439,35724.19687,210.2457603,185.9874278,159.4430246,59.31378674,19.93037572,8.8970219,20.36174739
2021,21,2,1993,1116.075032,18307.53087,3.872342653,19580.25033,193.661225,178.1536987,128.4538796,49.59088514,16.05997703,7.433445441,8.872929816
2022,21,2,1993,1105.124988,18127.62442,3.830846888,19387.81804,191.7100033,176.3834523,127.2024643,49.11139384,15.89595839,7.373826669,8.787855207
2023,21,2,1993,1102.038601,18077.11764,3.838914725,19333.82785,191.1856697,175.8878839,126.8423724,48.97220564,15.84179283,7.346023756,8.769701679
2021,31,2,1993,2507.007525,41123.71931,13.16427106,43982.58482,1574.155381,1448.218374,168.5923426,68.27192233,21.07400613,10.24073097,14.5843914
2022,31,2,1993,2506.475781,41115.00182,13.15317123,43973.26356,1573.948568,1448.028437,168.5866324,68.26980279,21.07327687,10.24040223,14.5823241
2023,31,2,1993,2499.318602,40997.60396,13.11330861,43847.68925,1569.490301,1443.926434,168.1137882,68.07814426,21.01427068,10.21163748,14.54091468
2021,21,1,1994,508.9272216,13488.50965,187.8739944,14110.32238,185.1647987,163.8003486,130.5642582,50.40447395,16.32053525,7.560632027,13.62196535
2022,21,1,1994,500.6687201,13268.28218,184.6496537,13879.98332,182.0805655,161.0719031,128.4477,49.58734391,16.05596028,7.438062076,13.40026822
2023,21,1,1994,494.4183357,13102.95428,182.3858375,13707.02862,179.826137,159.0776186,126.8437198,48.96808492,15.85545002,7.345179298,13.23312908
2024,21,1,1994,491.7730583,13034.63397,181.6418622,13635.49444,178.9690902,158.3194793,126.1623023,48.70506179,15.77028551,7.305722959,13.16319652
2021,31,1,1994,1069.492874,28918.83788,448.734812,30230.18371,228.6810202,202.2956168,160.0488494,59.63617492,20.00608767,8.945386792,20.61494325
2022,31,1,1994,1069.40084,28906.92994,447.5312735,30218.07737,228.4149778,202.060203,160.0432277,59.63413717,20.00540509,8.945074543,20.61146893
2023,31,1,1994,1066.385249,28822.75554,445.9407554,30130.18388,227.7012982,201.4289349,159.5943135,59.46682696,19.94928929,8.919982263,20.55287199
2024,31,1,1994,1060.674202,28671.2838,443.9102679,29971.72886,226.5575072,200.4171185,158.7370391,59.14742471,19.84212157,8.872066057,20.44331446
2021,21,2,1994,807.9441725,13253.05936,3.944197333,14174.39088,187.7974262,172.7818269,130.5665898,50.40344405,16.32311396,7.563598011,9.022684525
2022,21,2,1994,794.7597387,13036.81039,3.88019657,13943.1207,184.7054828,169.9302631,128.444664,49.58322391,16.06116967,7.439413528,8.87163268
2023,21,2,1994,784.8457688,12874.35173,3.820683851,13769.34816,182.4091598,167.81276,126.843235,48.96768804,15.86005015,7.356426949,8.7637865
2024,21,2,1994,780.7567025,12807.01608,3.810721523,13697.34387,181.4852348,166.9887787,126.1557341,48.69624632,15.76568928,7.301112766,8.712379183
2021,31,2,1994,2660.124354,43635.38648,17.43251231,46668.84938,4516.644367,4155.298787,174.72443,74.47077494,21.84056233,11.17057162,16.47333823
2022,31,2,1994,2659.673847,43627.9922,17.41785276,46660.94831,4516.362862,4155.043466,174.718479,74.46822471,21.83972338,11.1702015,16.4711782
2023,31,2,1994,2652.111108,43503.92781,17.36490469,46528.26889,4503.659886,4143.354247,174.2283315,74.25923481,21.77866272,11.13885786,16.42456545
2024,31,2,1994,2637.97593,43272.05242,17.2760038,46280.27797,4479.506739,4121.131704,173.2924447,73.86042152,21.66148425,11.07900746,16.33682128
2021,21,1,1995,449.1964646,12005.22911,151.2714109,12554.86901,162.9003579,144.1047566,133.5498827,51.55705038,16.69373244,7.733519987,13.81519162
2022,21,1,1995,439.3263194,11740.06501,147.7813973,12277.60999,159.2465209,140.8725068,130.6177981,50.42510064,16.32721544,7.563725575,13.51099772
2023,21,1,1995,431.0082573,11518.1033,145.0221614,12045.47686,156.2488233,138.2206724,128.1441505,49.47017044,16.01801636,7.420483019,13.25533759
2024,21,1,1995,424.5409621,11347.06322,143.0618668,11866.53691,154.0009885,136.2322157,126.2182745,48.72667469,15.77728844,7.308966934,13.05725346
2025,21,1,1995,421.7545591,11274.87849,142.3995337,11790.95971,153.1141067,135.4476692,125.3858424,48.40529804,15.67322642,7.26075492,12.97258333
2021,31,1,1995,1077.853839,29156.17827,380.3968455,30477.86458,200.4693856,177.3390207,161.5373485,60.26488982,20.19217256,9.03968517,21.44501823
2022,31,1,1995,1077.760698,29144.1149,379.3769915,30465.60525,200.2218515,177.120101,161.5318435,60.2628096,20.19148148,9.039375357,21.44142475
2023,31,1,1995,1074.721545,29059.22896,378.0289962,30376.96581,199.592345,176.5632019,161.078636,60.09376644,20.13484985,9.014017032,21.38047268
2024,31,1,1995,1068.965744,28906.56379,376.3078556,30217.2523,198.5941655,175.6802106,160.2134957,59.77098675,20.02668675,8.96560479,21.26650457
2025,31,1,1995,1061.952224,28723.1587,374.4857373,30025.30867,197.4421137,174.661103,159.1568084,59.3767575,19.89460137,8.906472422,21.12812227
2021,21,2,1995,718.0977315,11779.31114,4.032962604,12598.19576,163.7717075,150.6697335,133.4904374,51.53398337,16.68634372,7.730417707,9.224894321
2022,21,2,1995,702.2450067,11519.28209,3.942168884,12320.09047,160.1286788,147.31763,130.5596498,50.40310483,16.31981334,7.560094235,9.022428761
2023,21,2,1995,688.9669255,11301.4621,3.868277137,12087.12991,157.1067021,144.5373573,128.0874205,49.44832977,16.01147941,7.417295937,8.851170168
2024,21,2,1995,678.7231545,11133.44173,3.811946508,11907.4267,154.8082176,142.4235715,126.1617981,48.70426933,15.77036646,7.305357005,8.719498189
2025,21,2,1995,674.3908807,11062.3595,3.789625465,11831.40253,153.8683336,141.5582724,125.3300067,48.38374241,15.66521391,7.257112026,8.662149195
2021,31,2,1995,2613.559173,42871.55122,16.8191195,45851.91123,4267.127921,3925.74447,173.8432674,73.58001101,21.73044047,11.036913,15.6957842
2022,31,2,1995,2613.098113,42863.97751,16.80507769,45843.81221,4266.861442,3925.499566,173.837254,73.57746816,21.72970965,11.03662022,15.6936532
2023,31,2,1995,2605.662836,42742.00251,16.75405159,45713.38137,4254.856313,3914.45494,173.3497732,73.3711426,21.66871584,11.00562146,15.64915328
2024,31,2,1995,2591.780845,42514.30517,16.66828039,45469.82979,4232.03863,3893.464715,172.4185175,72.97697462,21.55234194,10.9464917,15.56561527
2025,31,2,1995,2574.930805,42237.89902,16.56706591,45174.22058,4204.2075,3867.857735,171.2813874,72.49571726,21.41018921,10.87424396,15.46396519
2021,21,5,1995,8.035050184,214.8013586,2.700903305,224.630306,2.913025704,2.572898409,2.384548348,0.917977968,0.301725826,0.135319461,0.30721175
2022,21,5,1995,7.859741299,210.05627,2.634039295,219.671294,2.841461525,2.511370234,2.332942508,0.905520706,0.281023667,0.124899408,0.303327133
2023,21,5,1995,7.703877113,206.0787128,2.589721402,215.5181385,2.785582685,2.46186751,2.287768592,0.884096067,0.282910741,0.130574188,0.288351333
2024,21,5,1995,7.591171952,203.0240359,2.54808569,212.3172494,2.737201425,2.441915453,2.259435358,0.869268816,0.278696872,0.116123697,0.288650332
2025,21,5,1995,7.534727039,201.7259278,2.54125058,210.9561708,2.727393139,2.423899837,2.229664124,0.861920977,0.27516726,0.125443898,0.279213838
2021,31,5,1995,19.41824321,522.6587173,6.705611543,546.4477994,3.13887308,2.776794706,2.835669916,1.041766435,0.354250553,0.156140053,0.470002379
2022,31,5,1995,19.41646137,522.4552006,6.687612457,546.2410387,3.134628394,2.772887068,2.835666468,1.041200251,0.354447454,0.156123597,0.4697601
2023,31,5,1995,19.36185541,520.9370093,6.663342246,544.6557734,3.12464983,2.764388416,2.827585819,1.038682821,0.353289781,0.155820531,0.468367001
2024,31,5,1995,19.2580114,518.1957796,6.633202798,541.7884414,3.109045339,2.750200406,2.812509707,1.032635064,0.351386698,0.154923582,0.465903642
2025,31,5,1995,19.13205373,514.899932,6.601139829,538.3381769,3.091826353,2.734781836,2.793944713,1.026244579,0.349169259,0.153862856,0.462966739
2021,21,1,1996,1514.252974,8750.92302,133.8535079,10347.95647,154.3846327,136.5716324,137.2415882,52.98227151,17.15519966,7.947298577,14.38358803
2022,21,1,1996,1473.407202,8513.694722,130.0841117,10067.63964,150.1542678,132.8293131,133.5457364,51.55546832,16.69321684,7.733283195,13.9953474
2023,21,1,1996,1438.849201,8314.243174,126.9137195,9831.748836,146.4674691,129.5679559,130.2516937,50.28381278,16.28146495,7.542534265,13.65034544
2024,21,1,1996,1408.056166,8137.821103,124.4014409,9622.860788,143.4174767,126.8698595,127.4562797,49.20464444,15.93203197,7.380654145,13.35853507
2025,21,1,1996,1385.298037,8008.210695,122.6496006,9469.261594,141.2069089,124.9143728,125.3862146,48.40548823,15.67327221,7.260784973,13.14303749
2026,21,1,1996,1382.884052,7993.596742,122.3468226,9452.097945,140.9239464,124.6640181,125.1711642,48.32247421,15.64639436,7.248339084,13.12000089
2021,31,1,1996,3077.557042,17713.6225,367.5877007,20958.85702,170.53639,150.8597419,163.0554597,60.65935647,20.38193532,9.098856333,21.20281876
2022,31,1,1996,3070.449651,17667.23152,365.8074492,20904.91869,169.9372804,150.3297484,162.6955843,60.52547139,20.33695534,9.078770371,21.1531796
2023,31,1,1996,3065.533584,17637.35099,364.5077033,20869.84232,169.3976629,149.8524279,162.2391196,60.35565706,20.27989702,9.053303286,21.09303147
2024,31,1,1996,3049.165164,17544.87102,362.8477409,20760.11848,168.556306,149.1081235,161.3678291,60.0315034,20.17097993,9.004677602,20.9806246
2025,31,1,1996,3029.260267,17433.94561,361.0898371,20628.22825,167.5905378,148.2538109,160.3034949,59.63555856,20.03793253,8.945288829,20.84409595
2026,31,1,1996,3024.022734,17403.09713,360.3460246,20591.85228,167.2744664,147.9742201,160.0285476,59.53324246,20.00355752,8.929940056,20.8079856
2021,21,2,1996,614.4740109,10079.54098,4.142701768,10780.2561,155.2185012,142.7983083,137.181076,52.95876214,17.14615092,7.94404039,9.47904421
2022,21,2,1996,597.8320765,9806.568068,4.029783344,10488.30456,150.9921079,138.9124084,133.4839883,51.53242272,16.68713568,7.725934265,9.225212194
2023,21,2,1996,583.1114813,9565.034489,3.92966031,10229.98195,147.2790275,135.5001355,130.1933285,50.26080937,16.27437626,7.538154544,8.997694616
2024,21,2,1996,570.7155597,9361.719609,3.847449192,10012.53533,144.1768007,132.6416312,127.3995843,49.1821317,15.92507621,7.379063002,8.803398538
2025,21,2,1996,561.594225,9212.174643,3.788310623,9852.592994,141.90844,130.5535136,125.3319234,48.3850687,15.66852278,7.260199131,8.667214466
2026,21,2,1996,560.5784137,9195.518116,3.786032601,9834.779501,141.6314831,130.306944,125.112971,48.2925085,15.63835867,7.244105085,8.645943909
2021,31,2,1996,2302.62796,37771.17648,16.11367325,40396.97663,3787.509623,3484.498542,172.451923,71.95100306,21.55649319,10.79254695,14.75517351
2022,31,2,1996,2297.220573,37682.47891,16.06518131,40302.11513,3779.032025,3476.697703,172.071327,71.7921904,21.50889534,10.76874878,14.72087682
2023,31,2,1996,2290.684095,37575.25482,16.01634247,40187.43348,3768.394125,3466.911046,171.5885913,71.59076743,21.44858309,10.73855517,14.67915786
2024,31,2,1996,2278.480622,37375.07949,15.93435716,39973.34052,3748.192684,3448.326384,170.6670576,71.20616191,21.33338858,10.68091663,14.60092631
2025,31,2,1996,2263.665632,37132.06818,15.83774411,39713.44113,3723.549084,3425.655,169.5412698,70.73663905,21.19266205,10.61037615,14.50558498
2026,31,2,1996,2259.740675,37067.67497,15.80898469,39644.58652,3717.14646,3419.763127,169.2505138,70.61531594,21.15627262,10.59230987,14.48052539
2021,21,5,1996,27.06789761,156.4890421,2.391388323,185.0441366,2.756718175,2.434010139,2.450754424,0.949857615,0.304441543,0.138520902,0.31966362
2022,21,5,1996,26.34693564,152.2463366,2.320743397,180.02842,2.684635962,2.367158265,2.387580807,0.92087098,0.297055155,0.135531414,0.311907913
2023,21,5,1996,25.71949227,148.6785018,2.264438481,175.8155325,2.617690884,2.307462812,2.330107197,0.898982077,0.28305481,0.126808555,0.307963633
2024,21,5,1996,25.18279184,145.5232838,2.212263245,172.0787284,2.563021587,2.264738902,2.275786409,0.88103867,0.281711424,0.127046329,0.292758931
2025,21,5,1996,24.76207048,143.1996161,2.199650663,169.3360472,2.519661096,2.216493317,2.243441564,0.869080966,0.272851001,0.117898581,0.293062186
2026,21,5,1996,24.7328001,142.9449027,2.18979775,169.0375959,2.514364396,2.222665259,2.239099013,0.858663658,0.279373822,0.127361595,0.279373822
2021,31,5,1996,53.68759503,307.3671425,6.03648412,363.9665628,2.713217144,2.400149419,2.841902095,1.043632035,0.355196727,0.156515625,0.460902223
2022,31,5,1996,53.56401693,306.5711556,6.00713255,363.039548,2.70340742,2.391534308,2.835763327,1.04146603,0.354470416,0.156354923,0.459898741
2023,31,5,1996,53.47785475,306.0525317,5.985841067,362.4299325,2.694792439,2.383716047,2.827646329,1.038441524,0.353510321,0.155736485,0.458484723
2024,31,5,1996,53.19221247,304.444981,5.958586072,360.5213154,2.681415422,2.372021335,2.812459242,1.032760937,0.351614264,0.154945154,0.456151587
2025,31,5,1996,52.84465813,302.5139891,5.92968962,358.2246222,2.666294971,2.358517855,2.793924596,1.026038701,0.349213626,0.15384544,0.453085168
2026,31,5,1996,52.7533835,301.9800199,5.917497195,357.5941617,2.661270915,2.353879557,2.788912287,1.024458019,0.348844456,0.153673199,0.452252401
2021,21,1,1997,1533.026143,8868.832297,136.9163032,10485.74437,118.4743454,104.8046742,141.8047444,54.74381314,17.72559181,8.211526953,14.63498701
2022,21,1,1997,1489.219905,8614.141723,132.4860913,10184.83787,114.7177185,101.4815155,137.3910502,53.03989914,17.17387883,7.955943095,14.17856828
2023,21,1,1997,1446.90197,8369.600388,128.6000775,9895.666319,111.3351195,98.48914924,133.320745,51.46856603,16.66509783,7.720241709,13.75872719
2024,21,1,1997,1407.669166,8144.193936,125.3193528,9628.893799,108.3971888,95.89022349,129.6976415,50.06986614,16.21220995,7.510441458,13.3859673
2025,21,1,1997,1375.87373,7962.170909,122.7490247,9413.351203,106.0508802,93.81464132,126.7578336,48.93495595,15.84472801,7.340209386,13.08399309
2026,21,1,1997,1360.139669,7870.459557,121.2565847,9305.036201,104.803281,92.71101715,125.3117735,48.37669751,15.66397273,7.256472312,12.93424265
2027,21,1,1997,1360.964684,7873.463782,121.0923558,9308.895601,104.7735796,92.68469536,125.3970604,48.40962984,15.67463915,7.261410955,12.94172491
2021,31,1,1997,3096.307229,17814.18586,373.6078375,21079.12992,193.6616334,171.3167667,165.9105855,61.60865637,20.7388186,9.241250332,23.40247484
2022,31,1,1997,3068.176851,17646.92311,368.33924,20882.16217,191.229882,169.1656347,164.0042773,60.90077626,20.50053936,9.135073222,23.13055452
2023,31,1,1997,3056.619331,17578.88198,366.2330096,20801.91566,190.2209893,168.2731199,163.1889114,60.59799344,20.39860764,9.089652154,23.0147046
2024,31,1,1997,3040.296626,17486.68134,364.5648918,20692.51952,189.262488,167.4252507,162.3122408,60.27248738,20.28903265,9.040827142,22.89200722
2025,31,1,1997,3020.449478,17376.10295,362.7990092,20561.04086,188.1493706,166.4405484,161.2417309,59.87496269,20.15522294,8.981197578,22.7430042
2026,31,1,1997,3015.228749,17345.36679,362.0515055,20524.79243,187.8001538,166.1316294,160.96523,59.77227111,20.12064707,8.965794843,22.7036021
2027,31,1,1997,3017.162632,17354.42427,361.9284703,20535.87299,187.8498024,166.1755153,161.0747368,59.81294597,20.1343478,8.971892066,22.71791647
2021,21,2,1997,625.8235718,10265.70415,4.277465008,10979.36331,115.3914431,106.1595922,141.5835679,54.656562,17.69889182,8.198717119,9.78654193
2022,21,2,1997,606.2506348,9944.608859,4.141096013,10635.94542,111.7563466,102.8153278,137.1744266,52.956049,17.1465371,7.94141951,9.48199526
2023,21,2,1997,588.3122109,9650.357715,4.019494842,10321.23755,108.4553572,99.77733534,133.1109143,51.38753574,16.64254435,7.709082847,9.197560149
2024,21,2,1997,572.4450249,9390.102911,3.910787091,10042.88752,105.5627364,97.11488712,129.4953171,49.99111719,16.18704665,7.503684117,8.951615281
2025,21,2,1997,559.6224816,9179.789303,3.826987147,9817.95841,103.2397731,94.9765208,126.5610798,48.85688169,15.81804179,7.329369527,8.743718867
2026,21,2,1997,553.1856931,9074.205415,3.778386906,9705.029496,102.0368702,93.87524025,125.120379,48.29893915,15.64456416,7.244133898,8.650227986
2027,21,2,1997,553.4247972,9078.078596,3.778624625,9709.175974,102.0439424,93.87927732,125.1966408,48.33841958,15.65101721,7.25066713,8.649448051
2021,31,2,1997,2269.59616,37229.34501,15.80254857,39817.50065,3650.844968,3358.766627,173.738256,72.0649505,21.71731222,10.80967437,15.92254651
2022,31,2,1997,2243.189262,36796.18959,15.60844008,39354.20702,3608.781525,3320.068562,171.7420331,71.23698535,21.46778565,10.68547488,15.73808277
2023,31,2,1997,2231.942778,36611.7011,15.52727308,39156.89436,3590.80513,3303.530996,170.8880963,70.88267433,21.36100734,10.63242086,15.65926142
2024,31,2,1997,2220.055245,36416.70088,15.44776905,38948.34201,3571.551992,3285.818381,169.970193,70.50201278,21.24627657,10.57531171,15.57570465
2025,31,2,1997,2205.629576,36180.05791,15.3540395,38695.2546,3548.073319,3264.219198,168.8490968,70.03697097,21.10608607,10.50554156,15.47396694
2026,31,2,1997,2201.804066,36117.31218,15.32616935,38628.13466,3541.97177,3258.605023,168.5595324,69.91692874,21.06991228,10.48746907,15.44726031
2027,31,2,1997,2203.176746,36139.83961,15.33180355,38652.23346,3544.339056,3260.781888,168.6742306,69.96441643,21.08432321,10.49457702,15.45711259
2021,21,5,1997,27.37828692,158.4333278,2.442477297,187.3103725,2.113236915,1.869683948,2.528550691,0.975755785,0.316503063,0.145128234,0.325766567
2022,21,5,1997,26.59598754,153.8779284,2.36290557,181.9305467,2.045591692,1.808783264,2.45000211,0.947704506,0.307427244,0.140296047,0.315901502
2023,21,5,1997,25.8406838,149.5115712,2.293402318,176.7619452,1.985624741,1.75536577,2.377237255,0.918164824,0.298015975,0.138959279,0.306054941
2024,21,5,1997,25.13843091,145.4847994,2.234822896,171.9973208,1.933671581,1.707457919,2.316063716,0.892948666,0.289245333,0.135868268,0.296248851
2025,21,5,1997,24.57451554,142.2330489,2.188463583,168.1478062,1.891201551,1.673380234,2.260216488,0.874702072,0.280178008,0.128130186,0.292136825
2026,21,5,1997,24.29028517,140.5929832,2.161798916,166.2126445,1.874253615,1.652343654,2.233685242,0.859510413,0.275043332,0.123977866,0.289628963
2027,21,5,1997,24.30410007,140.6466212,2.161409224,166.2798419,1.870425854,1.651870659,2.235108068,0.860243412,0.282088682,0.125796304,0.287171361
2021,31,5,1997,53.68403102,307.4634016,6.106351746,364.0599321,3.1995284,2.830436226,2.874810986,1.05578256,0.359375425,0.158282002,0.505631746
2022,31,5,1997,53.19517551,304.5754936,6.020299617,360.6560403,3.159229698,2.794586482,2.841734298,1.043722239,0.355188574,0.156590938,0.499791929
2023,31,5,1997,52.99440515,303.4004941,5.985768231,359.2690764,3.14244791,2.779880899,2.827604289,1.038408655,0.35346688,0.155774373,0.497264643
2024,31,5,1997,52.71136802,301.806857,5.958475322,357.3771479,3.126601028,2.765861395,2.812405805,1.032866012,0.351550726,0.154929902,0.494728641
2025,31,5,1997,52.36704655,299.8930478,5.929718185,355.1009355,3.108352575,2.74974681,2.79392927,1.026119135,0.349280252,0.15389939,0.491465888
2026,31,5,1997,52.27643269,299.3637208,5.917549738,354.4760167,3.102616556,2.744642862,2.789081998,1.024353213,0.348724187,0.153624818,0.490609247
2027,31,5,1997,52.31018981,299.5229538,5.915386976,354.6706351,3.103274432,2.745249484,2.791061345,1.02498629,0.348751291,0.153726305,0.490730965
2021,31,9,1997,0,0,0,0,0,0,161.050563,58.93994917,20.20626945,8.81401071,0
2022,31,9,1997,0,0,0,0,0,0,158.9263369,58.2688222,19.81890197,8.690307174,0
2023,31,9,1997,0,0,0,0,0,0,158.087216,58.08482864,19.81794378,8.865922217,0
2024,31,9,1997,0,0,0,0,0,0,157.4985812,57.77893571,19.8487638,8.700827966,0
2025,31,9,1997,0,0,0,0,0,0,156.287434,57.34083178,19.49163009,8.221923964,0
2026,31,9,1997,0,0,0,0,0,0,156.1636916,57.27726503,19.51122318,8.351394772,0
2027,31,9,1997,0,0,0,0,0,0,156.3609758,57.25786349,19.57402063,8.399874994,0
2021,21,1,1998,1269.536318,7482.351408,132.9278515,8822.465846,127.5203882,112.8069785,147.3503674,56.88473964,18.41879357,8.532670861,15.27160905
2022,21,1,1998,1225.56917,7221.977708,128.1649106,8515.674327,123.0452728,108.8482209,142.2556061,54.91788417,17.78195232,8.237643204,14.74262872
2023,21,1,1998,1188.786825,7005.418892,123.870094,8260.286053,118.9004321,105.1815798,137.4460911,53.06119596,17.1807668,7.959138688,14.24441364
2024,21,1,1998,1150.689226,6782.476792,120.1007919,7997.145046,115.1638619,101.8761776,133.0309088,51.35668722,16.6288636,7.703463315,13.78802298
2025,21,1,1998,1118.154448,6592.668321,116.9563228,7773.007204,112.0003711,99.07765771,129.2563959,49.89955164,16.15705575,7.484888419,13.39830343
2026,21,1,1998,1098.140709,6474.002884,114.7779234,7633.209959,109.964315,97.27655998,126.947354,49.00811688,15.86842379,7.351181222,13.15844188
2027,21,1,1998,1088.116496,6413.142421,113.5042382,7561.754046,108.877218,96.31482959,125.8003219,48.56529215,15.72503137,7.284759389,13.03820594
2028,21,1,1998,1090.089177,6422.40007,113.4063162,7573.074879,108.9626,96.39037513,126.044181,48.65946332,15.75552695,7.298883562,13.06170468
2021,31,1,1998,2989.613869,17273.06451,330.8066958,20426.09543,171.3479607,151.577634,170.7461469,63.36498427,21.34326176,9.504699233,24.13827781
2022,31,1,1998,2931.811664,16933.58363,323.5783856,20025.60089,167.8588626,148.4911777,167.4629625,62.14656389,20.9328648,9.321940217,23.67104149
2023,31,1,1998,2900.918379,16753.60489,318.7322455,19813.02661,165.4162406,146.3303758,165.080108,61.26229994,20.63501546,9.189295805,23.33336239
2024,31,1,1998,2879.163026,16629.64857,316.5943597,19666.13785,164.2291099,145.2802066,163.8366267,60.80084081,20.47958488,9.120082266,23.15855005
2025,31,1,1998,2860.378075,16524.73906,315.0672647,19541.4488,163.2715646,144.4331825,162.7560446,60.39981766,20.34451218,9.059928738,23.00779715
2026,31,1,1998,2855.432935,16495.46121,314.4167931,19506.95165,162.9669446,144.1636639,162.4769206,60.29621356,20.30960383,9.044388378,22.96794852
2027,31,1,1998,2857.257333,16503.92285,314.3062369,19517.31703,163.00511,144.1974193,162.587527,60.33725628,20.32343185,9.050544248,22.98241763
2028,31,1,1998,2862.670832,16532.96907,314.5673985,19552.05513,163.2432138,144.4081057,162.9027717,60.45428899,20.36284647,9.068099036,23.02574854
2021,21,2,1998,524.3507256,8601.176368,4.429060059,9199.1156,125.984148,115.903877,146.6471094,56.6143521,18.33116352,8.492024554,10.13670613
2022,21,2,1998,506.1215477,8302.15696,4.274404181,8879.310139,121.5874227,111.8603931,141.5751677,54.65408822,17.69566679,8.19882839,9.786030027
2023,21,2,1998,489.0321502,8021.843844,4.130895346,8579.51199,117.4849098,108.0874909,136.7916799,52.80752991,17.09711998,7.921592897,9.456299298
2024,21,2,1998,473.4488274,7766.200808,3.998359278,8306.096342,113.7647254,104.6648507,132.396029,51.10957771,16.54933739,7.666237171,9.15240597
2025,21,2,1998,460.1727274,7548.418771,3.89292327,8073.173474,110.5995721,101.751282,128.6359723,49.65910246,16.08020618,7.447648831,8.892085569
2026,21,2,1998,451.8997468,7412.698387,3.819255629,7928.02587,108.6039613,99.91295385,126.3440625,48.77093487,15.79041119,7.318014282,8.73453178
2027,21,2,1998,447.6820913,7343.415721,3.77866135,7853.924693,107.5675822,98.96183777,125.1977157,48.33115379,15.6503177,7.250879538,8.654003149
2028,21,2,1998,448.348517,7354.552543,3.78756747,7865.830007,107.6984657,99.07711456,125.4429397,48.43053929,15.6799996,7.260240053,8.674324101
2021,31,2,1998,2471.038614,40533.71272,22.51275047,43351.55518,2966.623288,2729.28439,186.2960713,82.73223615,23.28714903,12.40979059,17.11231593
2022,31,2,1998,2423.242631,39749.69158,22.06212044,42513.02549,2909.466168,2676.70052,182.7138314,81.14139279,22.8392523,12.17137255,16.78156952
2023,31,2,1998,2388.684114,39182.7898,21.74323472,41906.73002,2868.036642,2638.584413,180.1138079,79.98669001,22.51426864,11.99809125,16.54235082
2024,31,2,1998,2370.776189,38889.05632,21.58475876,41592.57714,2846.466451,2618.740821,178.7573037,79.38411441,22.34455495,11.90752313,16.41821579
2025,31,2,1998,2355.322809,38635.55362,21.45409969,41321.44264,2827.766739,2601.536814,177.5782275,78.86046249,22.19716581,11.82895542,16.31104334
2026,31,2,1998,2351.246616,38568.69223,21.41489967,41249.95002,2822.901298,2597.061313,177.2737,78.72526074,22.15925395,11.80875595,16.28283969
2027,31,2,1998,2352.740912,38593.2074,21.42293899,41276.16039,2824.779595,2598.789445,177.3941812,78.77908572,22.17436629,11.81642491,16.29329512
