Year,Source,Fuel,ModelYr,NO2,NO,N2O,NOx,Total_PM10,Total_PM25,Brake_PM10,Tire_PM10,Brake_PM25,Tire_PM25,SO2
2033,21,1,2014,64.53142391,540.4637134,30.53212467,609.8742819,49.82096373,44.07256224,179.2506213,69.19991514,22.40632641,10.37993546,16.47361377
2034,21,1,2014,62.86462817,520.746265,29.235189,588.3175874,70.91572782,62.73340254,172.1749618,66.46835272,21.52186963,9.970200969,15.82078078
2035,21,1,2014,60.60393924,501.2484657,28.02249355,566.3832964,68.0187918,60.17071525,165.5013552,63.89200219,20.68765647,9.583754798,15.20533984
2036,21,1,2014,58.41048443,482.1909849,26.92323253,544.9612229,65.41442727,57.86684365,159.6788706,61.6442239,19.95986379,9.246586517,14.66724377
2037,21,1,2014,56.4512158,465.0720093,25.93240237,525.7290037,63.0731343,55.79570932,154.4955601,59.64320427,19.31195372,8.946431268,14.18787563
2038,21,1,2014,54.74983401,450.0781375,25.06005713,508.8990495,61.02007901,53.9795015,150.0180844,57.91466623,18.7522672,8.687161562,13.77331958
2039,21,1,2014,53.50355445,438.7418414,24.33097613,496.2151811,59.31621322,52.47225843,146.4025404,56.5188594,18.30031506,8.477790094,13.43788168
2040,21,1,2014,52.42408585,428.8617001,23.74478824,485.1671044,57.95973746,51.27227662,143.6363814,55.45095262,17.95454539,8.317607499,13.18045561
2041,21,1,2014,51.58704175,421.0734953,23.27846896,476.4723058,56.88815179,50.32434759,141.514547,54.63186655,17.68932278,8.194732172,12.98253479
2042,21,1,2014,51.01831694,415.5771112,22.94265637,470.3582323,56.12827409,49.65213885,140.1103642,54.08973447,17.51379298,8.113420201,12.85079054
2043,21,1,2014,50.78814061,412.8505035,22.76022497,467.3777169,55.74273792,49.31108262,139.6336305,53.90571952,17.45421038,8.085815392,12.80415778
2044,21,1,2014,51.04548066,414.1375314,22.80094042,468.9344676,55.90014471,49.45032444,140.4880879,54.23556401,17.56099204,8.135290976,12.8797376
2021,31,1,2014,148.7121783,1299.271954,90.68080107,1459.66131,76.71224387,67.86112364,416.397999,153.0769376,52.04973289,22.96142472,46.1240446
2022,31,1,2014,159.0597765,1367.69321,87.12568382,1539.065045,82.34014675,72.8396666,401.4029871,147.5645167,50.1753886,22.1345727,44.45348559
2023,31,1,2014,152.7684777,1312.964025,83.50586201,1477.552848,78.94312316,69.83458274,385.0878518,141.5667644,48.13599517,21.23491477,42.64491728
2024,31,1,2014,174.8825343,1463.335494,79.82026297,1651.429771,91.43435454,80.8845767,367.712746,135.1792882,45.96408302,20.27678993,40.72262949
2025,31,1,2014,166.5836859,1395.177479,76.16109198,1574.355824,87.18090784,77.12190945,350.0818549,128.6977029,43.76021645,19.3045604,38.77382378
2026,31,1,2014,159.1056185,1332.306447,72.7180905,1503.439195,83.25129229,73.64566355,334.4004551,122.9328547,41.80004119,18.43984491,37.03629913
2027,31,1,2014,152.0677744,1272.809227,69.45073832,1436.368056,79.54333973,70.36555318,319.7841116,117.5596269,39.97300684,17.6338563,35.41056835
2028,31,1,2014,145.4084758,1216.374976,66.33962406,1372.765784,76.01365077,67.24312131,305.8790245,112.4477785,38.23487276,16.86708721,33.86875531
2029,31,1,2014,143.0316265,1177.715939,63.31611945,1331.398998,95.57673139,84.54901694,292.1277908,107.3925332,36.51597492,16.10880221,32.34523132
2030,31,1,2014,136.7551486,1125.777835,60.51132637,1272.714118,91.35927295,80.81814274,279.3440099,102.6929205,34.91799422,15.40386097,30.92900741
2031,31,1,2014,130.7368604,1075.952249,57.81945501,1216.419977,87.31312998,77.23887596,267.089333,98.1878658,33.38616694,14.72811199,29.57132709
2032,31,1,2014,125.2116518,1030.217862,55.35143573,1164.747463,83.60576978,73.95925817,255.8756731,94.06547623,31.9844617,14.10975102,28.3269027
2033,31,1,2014,120.1641623,988.434295,53.09420498,1117.538784,80.2124763,70.95750007,245.5955438,90.28625361,30.69944588,13.54287153,27.18807759
2034,31,1,2014,106.4322933,873.1462939,51.05801929,987.478431,101.6749206,89.94357614,236.2870029,86.86427993,29.53587802,13.02956486,26.15707423
2035,31,1,2014,103.1153903,845.6875005,49.27746129,956.4546094,98.13594991,86.81293508,228.0961302,83.85310261,28.51201562,12.57789831,25.25009063
2036,31,1,2014,100.2108406,821.3397013,47.83075,928.9826299,95.302784,84.30667762,221.7487291,81.51968629,27.71859187,12.22788817,24.54576381
2037,31,1,2014,98.05310363,803.0057747,46.72849727,908.3257269,93.1657771,82.41620397,217.0698441,79.79962695,27.13374499,11.9698788,24.02575898
2038,31,1,2014,96.68024924,791.0918181,45.99942679,894.931372,91.77350018,81.18461199,214.1296252,78.71869884,26.76618494,11.80774593,23.6981602
2039,31,1,2014,96.45960545,788.5124844,45.70265344,892.1092942,91.2439965,80.71616484,213.2036918,78.37833891,26.65045536,11.75668661,23.59349093
2040,31,1,2014,96.99366017,792.1590166,45.87566989,896.3232035,91.65520859,81.07994743,214.4898343,78.85115642,26.81123113,11.82761147,23.73350614
2041,31,1,2014,97.65469871,796.8364284,46.10805693,901.70472,92.18562848,81.5491708,216.0577245,79.42756136,27.00721768,11.9140717,23.90470162
2042,31,1,2014,98.22810519,800.8022266,46.29946219,906.2804319,92.63377072,81.94559822,217.4313656,79.93254296,27.17891345,11.98981648,24.05439092
2043,31,1,2014,98.79502799,804.5415368,46.46848345,910.6214161,93.05311821,82.31658477,218.8162933,80.44163145,27.35203207,12.06618398,24.20477567
2044,31,1,2014,99.33684794,808.0098628,46.61832491,914.6639695,93.44017602,82.65897598,220.1551811,80.93383578,27.51938326,12.14001556,24.34985381
2021,21,2,2014,441.6608029,659.162239,8.341374191,1109.700841,26.93964768,24.78436291,276.1134146,106.5939213,34.51420989,15.98899811,13.74552457
2022,21,2,2014,457.5597814,682.8905489,8.074604601,1149.647354,30.53378992,28.09100871,267.3747873,103.2203269,33.42184746,15.48295682,13.30872269
2023,21,2,2014,441.1626988,658.4185952,7.784833428,1108.449144,29.4419558,27.08650306,257.7584884,99.50800136,32.2198303,14.92608229,12.83028716
2024,21,2,2014,493.3177878,736.2580804,7.477384707,1239.491993,37.33326611,34.34653066,247.4640381,95.53381166,30.93304285,14.33000516,12.31880935
2025,21,2,2014,472.7704139,705.5921096,7.163517206,1187.865575,35.80050625,32.93633845,236.935286,91.46909812,29.61689192,13.72034447,11.79584698
2026,21,2,2014,454.0917262,677.7148745,6.881278599,1140.934284,34.37870956,31.62834764,227.6473988,87.88354324,28.45592101,13.18245516,11.33308534
2027,21,2,2014,436.2856742,651.1400861,6.615044811,1096.195347,33.01931354,30.37766517,218.9602197,84.52986255,27.37003869,12.67940472,10.89803731
2028,21,2,2014,419.2191049,625.6689344,6.358985837,1053.314651,31.70317581,29.16685207,210.6395175,81.31766572,26.32989645,12.19757883,10.48255159
2029,21,2,2014,408.6176881,609.846723,6.102217818,1026.677688,45.14921244,41.53720405,202.2580817,78.08199022,25.28224649,11.7122697,10.06436707
2030,21,2,2014,392.0217127,585.0776276,5.857117438,984.9794893,43.27374131,39.81171444,194.3085068,75.0129524,24.28852521,11.25190395,9.667338287
2031,21,2,2014,375.7844884,560.8440634,5.617020627,944.1821363,41.44404463,38.1284724,186.4972842,71.99749791,23.31220336,10.79955872,9.277447735
2032,21,2,2014,360.3096449,537.748764,5.389008105,905.3006017,39.70285344,36.52655129,179.0868049,69.13672404,22.38580444,10.37049791,8.90675238
2033,21,2,2014,345.5301092,515.6906942,5.170356189,868.1663826,38.03737103,34.99414418,171.9757954,66.39152466,21.49706358,9.958648457,8.551803552
2034,21,2,2014,334.9484563,499.8977737,4.962217147,841.5788313,54.15564369,49.8230634,165.1873415,63.77072844,20.64844963,9.565685933,8.213109033
2035,21,2,2014,321.6069817,479.9864126,4.7661578,808.0579996,51.95450891,47.79799388,158.784613,61.29901156,19.84805066,9.194733034,7.893841285
2036,21,2,2014,309.7811897,462.3366764,4.593561254,778.3445444,49.9812715,45.98260921,153.1984897,59.14236935,19.14982852,8.871296569,7.614602808
2037,21,2,2014,299.198266,446.5423802,4.439068115,751.7546299,48.20882816,44.35196311,148.2256249,57.22264124,18.52805475,8.583289772,7.365963542
2038,21,2,2014,289.9824928,432.7880105,4.305013682,728.5992297,46.6566678,42.92418829,143.9296695,55.56446885,17.99112133,8.334468151,7.150961293
2039,21,2,2014,282.4290656,421.5148738,4.195646465,709.6210255,45.3716914,41.74189033,140.4609349,54.22519593,17.5576473,8.133669789,6.976953452
2040,21,2,2014,276.5224023,412.6994519,4.110747441,694.780186,44.35243392,40.80402532,137.8070301,53.20058163,17.22604586,7.980206069,6.843423096
2041,21,2,2014,271.9165073,405.825342,4.044761522,683.2073589,43.54844205,40.06491451,135.7716134,52.41450785,16.97144036,7.86216712,6.74105785
2042,21,2,2014,268.7457028,401.0928111,4.000002842,675.2404953,42.98207772,39.54397109,134.4237822,51.89419806,16.80275182,7.78412971,6.673263318
2043,21,2,2014,267.36115,399.025496,3.982062304,671.7607862,42.70247085,39.28607914,133.9666442,51.7183008,16.74630215,7.758095463,6.648852878
2044,21,2,2014,268.5518729,400.8033045,4.001349065,674.7539664,42.83630954,39.41000957,134.7861508,52.0346299,16.84783744,7.804989052,6.688253236
2021,31,2,2014,3318.125393,4952.177384,32.17964618,8337.000135,35.86064708,32.99168481,360.0280126,143.8215417,45.00350717,21.57311851,23.29503644
2022,31,2,2014,3220.068881,4805.832518,30.99587533,8090.625083,36.5496193,33.62549821,347.063379,138.6423804,43.3829707,20.79625345,22.45185488
2023,31,2,2014,3088.111647,4608.890475,29.72932917,7759.076622,35.04973149,32.24568289,332.9568001,133.0072932,41.61958193,19.95096618,21.5385848
2024,31,2,2014,2998.289071,4474.832981,28.39503805,7533.388463,37.27679978,34.29455841,317.9336602,127.0060059,39.74167604,19.05078251,20.56755065
2025,31,2,2014,2856.859947,4263.754861,27.04803558,7178.040727,35.52481026,32.68279237,302.6897921,120.9163001,37.83617345,18.13740545,19.58292197
2026,31,2,2014,2728.453939,4072.113885,25.83368507,6855.410982,33.92688999,31.21260461,289.1309505,115.5000127,36.14141978,17.32495927,18.70546343
2027,31,2,2014,2606.323011,3889.838254,24.69686379,6548.547809,32.42527223,29.83114225,276.4933362,110.4517491,34.56163762,16.56771042,17.88451374
2028,31,2,2014,2491.726323,3718.808053,23.61510771,6260.618784,30.9960874,28.51640874,264.4707858,105.64895,33.05893932,15.8472665,17.1059304
2029,31,2,2014,2384.254819,3558.410216,22.54991631,5990.589624,35.05040249,32.24631595,252.5810329,100.8993842,31.57261798,15.13482855,16.3366022
2030,31,2,2014,2279.445606,3401.98656,21.56023751,5727.249802,33.50765852,30.82687322,241.5279095,96.48388798,30.19102165,14.4724861,15.62121941
2031,31,2,2014,2178.931311,3251.973103,20.61113496,5474.702724,32.0278608,29.46555346,230.932137,92.25114378,28.86647195,13.83765221,14.93568436
2032,31,2,2014,2086.231864,3113.622868,19.74230483,5241.789953,30.67243949,28.21852684,221.2366231,88.37814579,27.65452893,13.25667851,14.30729632
2033,31,2,2014,2001.952862,2987.837916,18.94615055,5030.0313,29.43145169,27.07676723,212.3481285,84.82733819,26.54345508,12.72417543,13.73213235
2034,31,2,2014,1908.892742,2848.950636,18.2260222,4796.214019,34.12636852,31.39615603,204.299792,81.61234586,25.53758271,12.24182345,13.21137349
2035,31,2,2014,1842.575352,2749.973807,17.59348802,4629.584466,32.93981425,30.30457461,197.2175196,78.78318902,24.65220376,11.81757593,12.75343306
2036,31,2,2014,1790.267804,2671.906559,17.09744657,4498.159469,31.99780287,29.43803073,191.7297005,76.59086485,23.96630413,11.488412,12.39784329
2037,31,2,2014,1751.218411,2613.627287,16.72848864,4400.04645,31.2917246,28.7882207,187.6839719,74.97484624,23.46053925,11.24607297,12.13538845
2038,31,2,2014,1726.181379,2576.260093,16.49371104,4337.137977,30.83547129,28.36868353,185.1419287,73.95926122,23.14283585,11.09398952,11.9700925
2039,31,2,2014,1717.375906,2563.119172,16.41377849,4315.015297,30.66953181,28.21581861,184.3413364,73.63943504,23.04260311,11.04582458,11.917265
2040,31,2,2014,1726.329778,2576.48121,16.50396258,4337.511923,30.8200741,28.35425678,185.4532497,74.08366015,23.18174712,11.11244478,11.98828339
2041,31,2,2014,1737.538349,2593.2107,16.61569656,4365.675344,31.01095846,28.52990584,186.8091818,74.62510806,23.35106557,11.19368026,12.07513013
2042,31,2,2014,1747.190536,2607.616323,16.71258684,4389.927214,31.17399933,28.67985798,187.9967808,75.09952234,23.49958443,11.26472803,12.15093289
2043,31,2,2014,1756.594689,2621.652344,16.80839816,4413.554409,31.3303687,28.82385125,189.1941903,75.578152,23.64937686,11.33654965,12.22707792
2044,31,2,2014,1765.501221,2634.943916,16.89930497,4435.932777,31.47710269,28.95877399,190.351673,76.04036705,23.7939018,11.40584299,12.30065267
2021,21,5,2014,1.339721717,12.0441308,0.855688441,13.49179729,0.58675876,0.519033841,4.933218488,1.904483913,0.616659116,0.285672927,0.566715178
2022,21,5,2014,1.391109959,12.35203017,0.827548675,13.85396686,0.664982087,0.588246438,4.777097549,1.844212942,0.597139451,0.276604489,0.548686618
2023,21,5,2014,1.342984366,11.92520623,0.79801711,13.37516604,0.64120851,0.567237896,4.605285932,1.777886681,0.57564242,0.266680688,0.528972047
2024,21,5,2014,1.504462795,13.02089858,0.767473481,14.64250045,0.813137585,0.719336007,4.421355866,1.706877162,0.552659126,0.256028881,0.507894051
2025,21,5,2014,1.441348906,12.4877426,0.736463888,14.04141227,0.77986411,0.689868586,4.233249065,1.634236787,0.529155573,0.24513395,0.486351349
2026,21,5,2014,1.38453968,11.99133229,0.707044739,13.48375799,0.74885819,0.662461603,4.067295596,1.570176775,0.508402807,0.235520665,0.467262271
2027,21,5,2014,1.330599905,11.51407257,0.678660934,12.94827419,0.719152644,0.636202881,3.91209335,1.510263834,0.48902102,0.226546254,0.449309435
2028,21,5,2014,1.279047149,11.0535388,0.651066833,12.43205139,0.690390926,0.610737444,3.763413914,1.452880923,0.470431148,0.217931551,0.432182897
2029,21,5,2014,1.252445005,10.71131897,0.623726499,12.06023256,0.983105295,0.869667807,3.613690654,1.395063521,0.451711332,0.209252667,0.41492468
2030,21,5,2014,1.202129759,10.26499175,0.59724856,11.5595556,0.942082623,0.833431897,3.471645237,1.340243488,0.433927513,0.201033981,0.39856029
2031,21,5,2014,1.15280486,9.829682148,0.571436255,11.07107084,0.902123134,0.79804549,3.332074773,1.286353366,0.416498134,0.192979507,0.382493294
2032,21,5,2014,1.105840579,9.41462872,0.546837024,10.60530194,0.864073553,0.764354255,3.199714552,1.235259168,0.399959693,0.185292113,0.3671887
2033,21,5,2014,1.060992644,9.018432168,0.523330391,10.16075892,0.827651703,0.73215547,3.072587595,1.186202824,0.3841066,0.177922998,0.35250437
2034,21,5,2014,1.033299225,8.685425125,0.501117771,9.797076834,1.17816983,1.042251015,2.951390407,1.139394959,0.368908597,0.17087458,0.338599006
2035,21,5,2014,0.995964667,8.359230783,0.480448192,9.430698891,1.130122389,0.999679109,2.836985985,1.095195339,0.354651495,0.164254585,0.325387909
2036,21,5,2014,0.959934685,8.040813888,0.46147887,9.073236564,1.086957494,0.961532353,2.737101046,1.056700634,0.342114983,0.158465565,0.313884032
2037,21,5,2014,0.927693593,7.754719795,0.444552718,8.752362946,1.048249932,0.927206615,2.648285196,1.022440084,0.331067303,0.153320237,0.303621208
2038,21,5,2014,0.899695583,7.504052278,0.429652871,8.471531518,1.014188902,0.897153399,2.571407334,0.992687252,0.32136058,0.14889596,0.294727044
2039,21,5,2014,0.879060749,7.313875847,0.417071349,8.259096538,0.986052649,0.872163655,2.509586002,0.968809913,0.313614935,0.145360609,0.287591444
2040,21,5,2014,0.861512621,7.14842695,0.407074787,8.074480559,0.963484554,0.852570195,2.462065505,0.950442044,0.307789116,0.142548634,0.281986858
2041,21,5,2014,0.847546288,7.017864325,0.398941676,7.928998139,0.945923736,0.836725631,2.425767145,0.936611935,0.30336639,0.140409881,0.277845159
2042,21,5,2014,0.837980061,6.926046911,0.393146572,7.826492952,0.933098712,0.825623575,2.401680196,0.927209663,0.300288896,0.139023611,0.275102697
2043,21,5,2014,0.834217048,6.879661269,0.39010934,7.77602133,0.927078847,0.820108211,2.393564181,0.923872293,0.299299736,0.13877965,0.27396796
2044,21,5,2014,0.838656556,6.900496179,0.391169692,7.801414498,0.929859088,0.822230714,2.40810664,0.929389778,0.300983998,0.139385001,0.275719489
2021,31,5,2014,1.937035782,17.18976092,1.232147213,19.28105053,1.006102971,0.890018553,5.683103732,2.087119104,0.710388917,0.313065927,0.778338064
2022,31,5,2014,2.072714343,18.08601748,1.183832838,20.32130297,1.081546749,0.956755437,5.478450159,2.011959217,0.684803022,0.301793764,0.75014864
2023,31,5,2014,1.990652433,17.36163926,1.134644148,19.50835243,1.036941567,0.917297485,5.255778916,1.930185006,0.656972262,0.289529265,0.719628356
2024,31,5,2014,2.281628332,19.36333486,1.084562064,21.81952232,1.203650065,1.064775619,5.018633873,1.843095761,0.627328807,0.276465647,0.68719084
2025,31,5,2014,2.173399285,18.46210393,1.034850893,20.80191621,1.14762058,1.015205679,4.778000173,1.754723767,0.597249238,0.263207177,0.654303459
2026,31,5,2014,2.075825531,17.63002402,0.988075287,19.86476856,1.095898896,0.969456537,4.56397853,1.676124462,0.570500973,0.251421076,0.624987949
2027,31,5,2014,1.98399396,16.84245391,0.943666985,18.97827142,1.047109642,0.926294135,4.364489496,1.602859176,0.545561561,0.240428377,0.59755236
2028,31,5,2014,1.897085999,16.09533306,0.901397408,18.13751382,1.000666631,0.88520897,4.174713736,1.533166355,0.521839615,0.229970606,0.571541554
2029,31,5,2014,1.865326439,15.56372746,0.860312544,17.56961694,1.261369092,1.115827377,3.987031891,1.464238136,0.498381113,0.219630957,0.545828213
2030,31,5,2014,1.783465603,14.87722592,0.82220108,16.79505868,1.205720267,1.066603111,3.812554002,1.400167375,0.476568335,0.210024069,0.521925857
2031,31,5,2014,1.704971001,14.21863854,0.785625967,16.05203042,1.152336414,1.019377048,3.645301859,1.338733724,0.455659775,0.200811899,0.499016576
2032,31,5,2014,1.632906717,13.61414856,0.752084059,15.3700094,1.103414903,0.976103551,3.492254404,1.282533068,0.436531266,0.192385017,0.478014036
2033,31,5,2014,1.567073411,13.06185,0.721417423,14.74690502,1.058643928,0.936496706,3.351949356,1.231002037,0.419000074,0.1846531,0.458797714
2034,31,5,2014,1.386283942,11.5148891,0.693749947,13.00521867,1.344471546,1.189347419,3.22491221,1.184349073,0.403111898,0.177649892,0.441400758
2035,31,5,2014,1.342957938,11.15201069,0.669551538,12.59573125,1.297680192,1.147948079,3.113115508,1.143292621,0.389134751,0.171492581,0.426097172
2036,31,5,2014,1.305112053,10.83069505,0.649894376,12.23366756,1.26025874,1.114851204,3.026475533,1.111477777,0.378310737,0.166727676,0.414212451
2037,31,5,2014,1.276994696,10.58861533,0.634911881,11.96130161,1.232035354,1.089892756,2.962623774,1.088028705,0.370329877,0.163208988,0.405435445
2038,31,5,2014,1.25908725,10.43119485,0.625001221,11.78455657,1.21367229,1.073642262,2.922485944,1.073292584,0.365313297,0.160994796,0.399913226
2039,31,5,2014,1.256121747,10.39640732,0.620971049,11.74650209,1.206711982,1.067489097,2.909858447,1.068649229,0.36373201,0.160294662,0.398138196
2040,31,5,2014,1.263044907,10.44414261,0.623311405,11.80160964,1.212213431,1.072339232,2.927419004,1.075094353,0.365929844,0.161260944,0.40050216
2041,31,5,2014,1.27163558,10.50545731,0.626464443,11.87207305,1.219291847,1.078588782,2.948812819,1.082946898,0.368601924,0.16245246,0.403392204
2042,31,5,2014,1.279078013,10.55739821,0.629057401,11.93194338,1.225252753,1.083881255,2.967547957,1.089837384,0.370944166,0.163470105,0.405924009
2043,31,5,2014,1.286441124,10.60628221,0.631356443,11.98861028,1.230859725,1.088859732,2.986444355,1.096777542,0.37331534,0.164513553,0.408457092
2044,31,5,2014,1.293444776,10.65155756,0.633385499,12.04134021,1.236052377,1.093429378,3.004736914,1.103488953,0.375589561,0.165520425,0.410895837
2021,21,9,2014,0,0,0,0,0,0,276.1131334,106.5939136,34.51417455,15.98893662,0
2022,21,9,2014,0,0,0,0,0,0,267.3744786,103.2202714,33.42182073,15.4829962,0
2023,21,9,2014,0,0,0,0,0,0,257.758278,99.50800929,32.21978941,14.92619114,0
2024,21,9,2014,0,0,0,0,0,0,247.4639016,95.53377608,30.93296518,14.33001337,0
2025,21,9,2014,0,0,0,0,0,0,236.9350495,91.46906363,29.61694885,13.72029676,0
2026,21,9,2014,0,0,0,0,0,0,227.647217,87.88344461,28.45583144,13.18246368,0
2027,21,9,2014,0,0,0,0,0,0,218.9602001,84.52987646,27.3700347,12.67935626,0
2028,21,9,2014,0,0,0,0,0,0,210.63944,81.31772364,26.3299655,12.19763014,0
2029,21,9,2014,0,0,0,0,0,0,202.2579631,78.08202717,25.28232036,11.71233722,0
2030,21,9,2014,0,0,0,0,0,0,194.3083194,75.01307966,24.28858817,11.25199177,0
2031,21,9,2014,0,0,0,0,0,0,186.4971026,71.99738824,23.31218708,10.79947428,0
2032,21,9,2014,0,0,0,0,0,0,179.0867307,69.13653914,22.3859084,10.37051216,0
2033,21,9,2014,0,0,0,0,0,0,171.9758436,66.39146505,21.4968331,9.958594182,0
2034,21,9,2014,0,0,0,0,0,0,165.1874168,63.77080117,20.64805981,9.565449754,0
2035,21,9,2014,0,0,0,0,0,0,158.7848149,61.299058,19.84834922,9.195042945,0
2036,21,9,2014,0,0,0,0,0,0,153.1984642,59.1423068,19.14976824,8.871270418,0
2037,21,9,2014,0,0,0,0,0,0,148.2254636,57.22249572,18.52823,8.583374357,0
2038,21,9,2014,0,0,0,0,0,0,143.92944,55.5643611,17.99099346,8.334688603,0
2039,21,9,2014,0,0,0,0,0,0,140.4604082,54.22534406,17.55779606,8.13348657,0
2040,21,9,2014,0,0,0,0,0,0,137.8068498,53.20051212,17.22606969,7.979709649,0
2041,21,9,2014,0,0,0,0,0,0,135.7710693,52.41409105,16.97208664,7.862415681,0
2042,21,9,2014,0,0,0,0,0,0,134.4239272,51.89472594,16.80292738,7.784119974,0
2043,21,9,2014,0,0,0,0,0,0,133.9672516,51.71895495,16.74563532,7.757905214,0
2044,21,9,2014,0,0,0,0,0,0,134.7865802,52.03454651,16.84888941,7.804086004,0
2021,31,9,2014,0,0,0,0,0,0,318.0944519,116.8044537,39.74370983,17.54514163,0
2022,31,9,2014,0,0,0,0,0,0,306.6490412,112.5990892,38.30168105,16.88415204,0
2023,31,9,2014,0,0,0,0,0,0,294.1624647,108.0455957,36.76474217,16.17826765,0
2024,31,9,2014,0,0,0,0,0,0,280.8917606,103.1494511,35.11437689,15.50303616,0
2025,31,9,2014,0,0,0,0,0,0,267.4244841,98.21884155,33.44328415,14.72836063,0
2026,31,9,2014,0,0,0,0,0,0,255.4110804,93.80160377,31.92317647,14.04927788,0
2027,31,9,2014,0,0,0,0,0,0,244.2799703,89.68545234,30.53160289,13.44693595,0
2028,31,9,2014,0,0,0,0,0,0,233.6457845,85.79060982,29.1961096,12.86282339,0
2029,31,9,2014,0,0,0,0,0,0,223.123989,81.9530021,27.88664262,12.28780897,0
2030,31,9,2014,0,0,0,0,0,0,213.3788845,78.37617392,26.65299065,11.77690285,0
2031,31,9,2014,0,0,0,0,0,0,204.0332467,74.9230198,25.50266619,11.21402285,0
2032,31,9,2014,0,0,0,0,0,0,195.5048534,71.78068273,24.43487796,10.75806202,0
2033,31,9,2014,0,0,0,0,0,0,187.5923372,68.90773604,23.48071577,10.34671828,0
2034,31,9,2014,0,0,0,0,0,0,180.4899178,66.28823826,22.55930959,9.928566783,0
2035,31,9,2014,0,0,0,0,0,0,174.2136459,63.98713537,21.84470482,9.638869754,0
2036,31,9,2014,0,0,0,0,0,0,169.4089483,62.22495695,21.07983143,9.31871336,0
2037,31,9,2014,0,0,0,0,0,0,165.8125113,60.87163282,20.77098856,9.141604281,0
2038,31,9,2014,0,0,0,0,0,0,163.5063085,60.09505344,20.50519809,8.976171051,0
2039,31,9,2014,0,0,0,0,0,0,162.9334771,59.84960924,20.30765077,8.973148013,0
2040,31,9,2014,0,0,0,0,0,0,163.8717843,60.21241632,20.45879127,9.043054347,0
2041,31,9,2014,0,0,0,0,0,0,165.0365427,60.68378038,20.72584499,9.079227141,0
2042,31,9,2014,0,0,0,0,0,0,166.1476082,60.91511107,20.71065103,9.101978243,0
2043,31,9,2014,0,0,0,0,0,0,167.281033,61.30931065,20.91012913,9.160869679,0
2044,31,9,2014,0,0,0,0,0,0,168.2349673,61.81140037,21.035986,9.234665552,0
2021,21,1,2015,83.8144638,741.810015,51.42108473,832.2828249,36.9504338,32.68707033,296.454466,114.4466273,37.05684132,17.1669063,26.10695743
2022,21,1,2015,81.27134109,718.8568134,49.81565092,806.5809365,35.80706117,31.67560996,287.5692984,111.0164211,35.94616584,16.65237594,25.32272014
2023,21,1,2015,84.33780168,737.3942214,48.12009819,828.358543,40.51787463,35.84289113,277.696364,107.2049692,34.712055,16.0806629,24.45189636
2024,21,1,2015,81.13573223,709.9807991,46.35027261,797.4965048,39.01259182,34.51128517,267.0200175,103.0833746,33.37750245,15.46243075,23.51401561
2025,21,1,2015,90.84846822,775.2988139,44.54361206,873.1322479,49.43439268,43.73060444,256.0401757,98.84459342,32.00501244,14.82661344,22.5498259
2026,21,1,2015,87.39240289,745.5403415,42.82505902,839.6499335,47.53523519,42.05057577,246.3508352,95.10394505,30.79384559,14.26552653,21.6955694
2027,21,1,2015,84.12153512,716.9534462,41.16006032,807.5353568,45.70812931,40.43427661,237.2619058,91.59518684,29.65774151,13.7392133,20.89281315
2028,21,1,2015,80.93153102,688.9499121,39.52939948,776.0900109,43.92442954,38.85639748,228.4949629,88.21070849,28.5618728,13.23154216,20.11478271
2029,21,1,2015,77.74553291,661.1348411,37.9102016,744.8391644,42.14657113,37.28366849,219.6331763,84.78959905,27.45414971,12.71838204,19.33231387
2030,21,1,2015,76.22509075,641.2706555,36.32594896,723.281833,60.03655666,53.1094706,211.1605382,81.51872686,26.39506915,12.22775137,18.58321403
2031,21,1,2015,73.14051043,614.4422484,34.77543223,693.1278082,57.51431169,50.87826084,202.7802066,78.28349631,25.34751455,11.74246071,17.84273067
2032,21,1,2015,70.19073722,588.7399858,33.28845999,664.2447895,55.09744146,48.74024192,194.7745572,75.19296648,24.34682764,11.27888623,17.1351947
2033,21,1,2015,67.33244236,563.9231738,31.85739665,636.3462016,52.76898397,46.68046151,187.0310143,72.20354347,23.37888753,10.83047205,16.44978214
2034,21,1,2015,64.58586318,540.1457762,30.48693521,609.6085051,50.53473365,44.70398097,179.5469403,69.31430045,22.4433631,10.39708999,15.78892844
2035,21,1,2015,62.89750857,520.3524896,29.18843172,587.9534492,71.91717532,63.61930818,172.3873456,66.55032134,21.54841661,9.982494495,15.15706551
2036,21,1,2015,60.75614068,501.5549628,28.00443515,566.8459236,69.0659253,61.09701188,166.0913965,64.11973994,20.76142579,9.617914738,14.60027326
2037,21,1,2015,58.59445413,482.7290094,26.91695623,545.6891217,66.45209286,58.78479068,160.3613372,61.90765674,20.04516293,9.286101025,14.09324874
2038,21,1,2015,56.66646435,465.8339203,25.93734229,526.7141616,64.10416255,56.70777305,155.2698505,59.94207323,19.40872621,8.991264648,13.64238247
2039,21,1,2015,55.03397395,451.3686775,25.0930592,510.4865823,62.09064634,54.92658661,150.987984,58.28905884,18.87350349,8.743311204,13.26263774
2040,21,1,2015,53.83294166,440.3870643,24.38291574,498.2055479,60.40748847,53.43761817,147.4965275,56.94117426,18.43706395,8.541134038,12.95240119
2041,21,1,2015,52.70399818,430.1906604,23.78250131,486.7889072,58.98763056,52.18159366,144.5786498,55.81473619,18.07232902,8.372168785,12.69294851
