Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Plant FIPS state code,Plant FIPS county code,Plant county name,Plant annual net generation (MWh)
FL,Manatee Solar Energy Center,60014,12,81,Manatee,161150.00
OH,Findlay Wind Farm,60015,39,63,Hancock,7400.00
WA,MESA 1,60016,53,61,Snohomish,0.00
MI,Domino Farms Solar,60017,26,161,Washtenaw,1434.00
MI,Ford World Headquarters,60018,26,163,Wayne,780.00
MI,Greenwood Solar Farm,60019,26,147,St Clair,2230.00
MA,Oxford,60022,25,27,Worcester,3379.00
CO,SR Jenkins Ft Lupton,60023,8,123,Weld,32388.00
HI,Waipio Solar,60024,15,3,Honolulu,79392.00
FL,Eight Flags Energy,60025,12,89,Nassau,160083.00
CA,Little Rock Pham Solar,60026,6,37,Los Angeles,7826.00
CA,Adera Solar,60027,6,39,Madera,27107.00
MD,CES VMT Solar,60029,24,43,Washington,1513.00
NC,Pecan Solar,60030,37,131,Northampton,163335.00
CA,SunE Rochester,60032,6,71,San Bernardino,1170.00
CA,"CA Flats Solar 130, LLC",60033,6,79,San Luis Obispo,343907.00
CA,"CA Flats Solar 150, LLC",60034,6,79,San Luis Obispo,381601.00
CA,Tequesquite Landfill Solar PV Project,60035,6,65,Riverside,8253.00
MD,CCBC-Catonsville,60036,24,27,Howard,2771.00
OH,Owens Corning Headquarters,60038,39,95,Lucas,1544.00
CA,Frontier Solar LLC,60039,6,99,Stanislaus,51424.00
CT,UI RCP New Haven Fuel Cell,60040,9,9,New Haven,17684.00
CA,"Cuyama Solar, LLC",60043,6,83,Santa Barbara,77635.00
TX,Buckthorn Westex,60044,48,371,Pecos,334184.00
NY,Shoreham Solar Commons,60045,36,103,Suffolk,50456.00
IN,Portage Solar,60046,18,127,Porter,2321.00
IN,Middlebury Solar,60047,18,39,Elkhart,2093.00
NC,"TWE Chocowinity Solar, LLC",60048,37,13,Beaufort,6488.00
CA,Golden Hills Wind,60049,6,1,Alameda,278168.00
NC,Innovative Solar 10,60050,37,87,Haywood,2284.00
NC,"Innovative Solar 18, LLC",60051,37,161,Rutherford,3632.00
NC,"Innovative Solar 26, LLC",60052,37,23,Burke,3608.00
NC,"Innovative Solar 63, LLC",60053,37,79,Greene,8770.00
CT,UI RCP Bridgeport Seaside,60054,9,1,Fairfield,24019.00
NC,Innovative Solar 16,60055,37,89,Henderson,3399.00
MA,"Syncarpha Palmer, LLC",60056,25,13,Hampden,7489.00
OR,"Steel Bridge Solar, LLC",60057,41,53,Polk,4145.00
AL,"River Bend Solar, LLC",60058,1,77,Lauderdale,150357.00
TX,Los Vientos V Wind Power,60059,48,427,Starr,323691.00
CA,Lindberg FIeld Solar,60060,6,73,San Diego,4014.00
FL,Citrus Solar Energy Center Hybrid,60061,12,27,DeSoto,159476.00
AZ,Avalon Solar II,60062,4,19,Pima,43567.00
GA,"Live Oak Solar, LLC",60063,13,43,Candler,97179.00
GA,"White Pine Solar, LLC",60064,13,269,Taylor,193952.00
MA,"Federal Road Solar 1, LLC CSG",60065,25,23,Plymouth,7228.00
MA,BWC Swan Pond River CSG,60067,25,5,Bristol,2241.00
ID,Grand View Solar Two,60068,16,39,Elmore,189660.00
KS,"Cedar Bluff Wind, LLC",60069,20,135,Ness,820208.00
FL,Perry Solar Facility,60071,12,123,Taylor,6405.00
NC,Neisler Street Solar,60072,37,45,Cleveland,3404.00
MA,Leominster,60073,25,27,Worcester,3061.00
MA,North Adams Landfill,60074,25,3,Berkshire,3374.00
MA,Fisher Road Solar,60075,25,5,Bristol,7848.00
MA,Palmer Landfill,60076,25,13,Hampden,6109.00
CA,CED Avenal,60077,6,31,Kings,44880.00
CA,CED Ducor 1,60078,6,107,Tulare,48284.00
CA,CED Ducor 2,60079,6,107,Tulare,48195.00
CA,CED Ducor 3,60080,6,107,Tulare,35935.00
CA,CED Ducor 4,60081,6,107,Tulare,47964.00
GA,"White Oak Solar, LLC",60082,13,33,Burke,144098.00
CA,Fresno Solar,60083,6,19,Fresno,6440.00
GA,PCA-Valdosta Mill,60084,13,185,Lowndes,300023.00
CA,AVS Lancaster 1,60085,6,37,Los Angeles,8416.00
CA,US-TOPCO (Soccer Center),60086,6,37,Los Angeles,6735.00
TX,South Plains II,60087,48,153,Floyd,966260.00
ND,Sunflower Wind Project,60088,38,59,Morton,402008.00
MD,Elkton Solar,60089,24,15,Cecil,2298.00
CA,"Kingbird B Solar, LLC",60091,6,29,Kern,58467.00
CA,"Blythe Solar II, LLC",60092,6,65,Riverside,301860.00
CA,"Blythe Solar 110, LLC",60093,6,65,Riverside,289872.00
CA,"Blythe Solar III, LLC Hybrid",60094,6,65,Riverside,325512.00
CA,"Blythe Solar IV, LLC",60095,6,65,Riverside,374072.00
MD,Town of Chestertown- Chestertown WWTP,60096,24,29,Kent,1856.00
NY,Onondaga County - Metro Water Board,60097,36,67,Onondaga,1224.00
NY,Onondaga County - Oak Orchard WWTP,60098,36,67,Onondaga,1986.00
MA,"Hewlett-Packard (HP) - Andover, MA",60099,25,9,Essex,2360.00
CA,Dinuba Energy,60100,6,107,Tulare,0.00
NC,"Shelby Randolph Road Solar 1, LLC",60101,37,45,Cleveland,3374.00
MI,Lorin Industries,60102,26,121,Muskegon,8782.00
TX,"Javelina Wind Energy, LLC",60104,48,479,Webb,927307.00
NC,"Lafayette Solar I, LLC",60105,37,45,Cleveland,3185.00
NC,"Rockingham Solar, LLC",60106,37,153,Richmond,9265.00
NC,"York Road Solar I, LLC",60107,37,45,Cleveland,3266.00
NC,"SID Solar I, LLC",60108,37,45,Cleveland,8257.00
CT,UDR Glastonbury Fuel Cell,60109,9,3,Hartford,24028.00
MA,Town of Needham VNEM CSG,60110,25,21,Norfolk,3993.00
MA,Williamsburg Solar LLC VNEM CSG,60111,25,15,Hampshire,3076.00
OR,Oregon Convention Center,60112,41,51,Multnomah,1850.00
NJ,Jackson Board of Education-Liberty HS,60113,34,29,Ocean,1707.00
NY,Oneida County- DPW,60114,36,65,Oneida,1821.00
NY,Town of Halfmoon,60115,36,91,Saratoga,1511.00
MA,"BJ's Wholesale Club, Inc- Uxbridge",60116,25,27,Worcester,986.00
MI,Western Michigan Solar Gardens,60117,26,77,Kalamazoo,1486.00
MI,Grand Valley Solar Gardens,60118,26,139,Ottawa,4070.00
CO,Granby Hydro,60119,8,49,Grand,4693.00
CA,UCI Fuel Cell,60120,6,59,Orange,11144.00
NC,"HCE Johnston I, LLC",60121,37,101,Johnston,3355.00
TX,Colorado Bend II,60122,48,481,Wharton,6170995.00
TX,Castle Gap Solar Hybrid,60123,48,461,Upton,427588.00
FL,Goldfinch,60124,12,105,Polk,5689.00
HI,Kawailoa Solar,60125,15,3,Honolulu,78194.00
OH,Harpster Wind,60126,39,175,Wyandot,3208.00
VA,"Eastern Shore Solar, LLC",60127,51,1,Accomack,156228.00
OH,Zephyr Wind,60128,39,63,Hancock,10341.00
NC,"Red Toad 1425 A Powatan Road, LLC",60129,37,101,Johnston,3912.00
WY,Big Sand Draw Plant,60130,56,13,Fremont,25126.00
NC,Durham Solar,60131,37,63,Durham,5799.00
WV,New Creek Wind,60132,54,23,Grant,303345.00
NC,"Morgan Farm, LLC",60133,37,69,Franklin,9088.00
NC,"Nashville Farms, LLC",60134,37,127,Nash,3478.00
NC,"Cedar Solar, LLC",60135,37,61,Duplin,9104.00
NC,"Elm Solar, LLC",60136,37,105,Lee,8856.00
KY,Glasgow LFGTE,60137,21,9,Barren,5639.00
CA,Lemoore 1,60142,6,31,Kings,2386.00
CO,Peak View Wind Farm,60143,8,55,Huerfano,203889.00
NC,"Baltimore Church Solar, LLC",60144,37,155,Robeson,7630.00
NM,"Broadview Energy JN, LLC",60145,35,9,Curry,729737.00
NC,"Cohen Farm Solar, LLC",60146,37,105,Lee,9577.00
NC,"Floyd Solar, LLC",60147,37,155,Robeson,9008.00
NC,"Innovative Solar 43, LLC",60149,37,17,Bladen,68147.00
NY,Cornell Geneva Solar Farm,60150,36,69,Ontario,3010.00
CA,Building F,60151,6,37,Los Angeles,1959.00
NM,"Broadview Energy KW, LLC",60152,35,9,Curry,584705.00
CA,Building G,60153,6,37,Los Angeles,2332.00
CA,Buidling L,60154,6,37,Los Angeles,1527.00
NC,Shelter Solar,60156,37,93,Hoke,9657.00
NC,Heedeh Solar,60157,37,47,Columbus,6480.00
NC,Tate Solar,60160,37,127,Nash,8844.00
NC,Eagle Solar,60161,37,185,Warren,7525.00
NC,Robin Solar,60165,37,191,Wayne,7114.00
NC,Cash Solar,60178,37,127,Nash,11034.00
NC,Daystar Solar,60179,37,103,Jones,9550.00
NC,Kathleen Solar,60180,37,183,Wake,9800.00
NC,Grove Solar,60181,37,49,Craven,13236.00
CA,Dulles,60182,6,65,Riverside,2943.00
CA,Freeway Springs,60183,6,37,Los Angeles,3016.00
GA,ADS Renewable Energy-Wolf Creek LLC,60184,13,289,Twiggs,20535.00
CA,Solverde 1,60185,6,37,Los Angeles,222686.00
CA,Antelope DSR 1,60186,6,37,Los Angeles,131210.00
CA,Antelope DSR 2,60187,6,37,Los Angeles,14213.00
NC,Conetoe Solar,60188,37,65,Edgecombe,8551.00
NC,Sugar Run Solar,60189,37,73,Gates,9599.00
OH,HMW Minster PV I,60190,39,11,Auglaize,8389.00
NC,"TWE New Bern Solar Project, LLC",60191,37,49,Craven,5947.00
CA,Whitethorn Solar LLC,60193,6,1,Alameda,6149.00
NM,South Valley Solar Energy Center,60195,35,1,Bernalillo,23065.00
NM,Santa Fe Solar Energy Center,60196,35,49,Santa Fe,22668.00
NM,Santolina Solar Energy Center,60197,35,1,Bernalillo,25959.00
NM,Rio Communities Solar Energy Center,60198,35,61,Valencia,23647.00
NC,"County Home Solar Center, LLC",60199,37,45,Cleveland,3486.00
NC,"Laurinburg Solar, LLC (Heelstone)",60200,37,155,Robeson,3803.00
NJ,CES Cherry Hill Solar,60201,34,7,Camden,1735.00
NC,Hemlock Solar,60207,37,131,Northampton,9579.00
NC,"Long Farm 46 Solar, LLC",60208,37,131,Northampton,9267.00
NC,HXNAir Solar One,60209,37,83,Halifax,9248.00
TX,Cotton Plains Wind Farm,60210,48,153,Floyd,195342.00
TX,Rocksprings,60217,48,465,Val Verde,471817.00
OK,Frontier Windpower,60218,40,71,Kay,527902.00
CA,Strata Roof 1,60219,6,67,Sacramento,1582.00
CA,Zero Waste Energy Development Co LLC,60220,6,85,Santa Clara,5452.00
VA,Bristol Plant,60222,51,520,Bristol City,4294.00
CA,Equinix San Jose,60223,6,85,Santa Clara,6654.00
CA,Intel Santa Clara,60224,6,85,Santa Clara,7165.00
CT,CMEEC - Bozrah,60225,9,11,New London,3315.00
CA,"Rancho Seco Solar, LLC",60226,6,67,Sacramento,22317.00
NJ,BJ's Wholesale Club Inc Dist Center,60227,34,5,Burlington,2208.00
CT,Conn Mun Electric Energy Coop,60228,9,11,New London,1295.00
NY,Orange County Solar Farm (NY),60229,36,71,Orange,2383.00
AZ,Estrella Mountain PV,60230,4,13,Maricopa,3987.00
CA,Genentech-Oceanside Hybrid,60231,6,73,San Diego,6255.00
NY,Onondaga County- Jamesville,60232,36,67,Onondaga,2708.00
CA,RE Garland,60233,6,29,Kern,480955.00
VA,Belle Haven Diesel Generation Facility,60234,51,1,Accomack,456.00
VA,Perdue Diesel Generation Facility,60235,51,1,Accomack,464.00
VA,Onancock Diesel Generation Facility,60236,51,1,Accomack,455.00
CA,Midway Solar Farm II,60237,6,25,Imperial,73427.00
IN,"McDonald Solar Farm, LLC",60238,18,167,Vigo,8682.00
IN,"Pastime Farm, LLC",60239,18,21,Clay,8922.00
NC,"Yanceyville Farm 3, LLC",60240,37,33,Caswell,8989.00
SC,Union Renewable Energy Facility,60241,45,87,Union,15859.00
CA,"Algonquin SKIC 10 Solar, LLC",60242,6,29,Kern,19783.00
AK,Ambler,60243,2,188,Northwest Arctic,1298.00
AK,Marshall,60244,2,270,Wade Hampton,1537.00
AK,New Stuyahok,60245,2,70,Dillingham,1879.00
CO,Valley View Solar,60247,8,123,Weld,9775.00
CO,Skylark,60248,8,123,Weld,9280.00
CA,Silicon Valley Clean Water,60249,6,81,San Mateo,7030.00
AK,Swampy Acres Microgrid,60250,2,150,Kodiak Island,4.00
IN,IMPA Huntingburg Solar Park,60251,18,37,Dubois,2572.00
IN,IMPA Washington Solar Park,60252,18,27,Daviess,4872.00
IN,IMPA Anderson Solar Park,60253,18,95,Madison,5144.00
MN,Owatonna Energy Station,60254,27,147,Steele,32424.00
CA,Weymouth Solar Plant,60255,6,37,Los Angeles,5278.00
OK,Bluestem,60256,40,7,Beaver,809582.00
NC,Stainback Solar Farm,60257,37,181,Vance,9658.00
NM,Alta Luna,60258,35,29,Luna,71289.00
WY,"Pioneer Wind Park, LLC",60259,56,9,Converse,242742.00
AK,Brevig Mission,60260,2,180,Nome,1261.00
NV,Playa Solar 2,60261,32,3,Clark,284762.00
NE,Prairie Breeze II,60262,31,3,Antelope,287331.00
OR,Durham AWTF,60263,41,67,Washington,11246.00
TX,Bacliff Generating Station,60264,48,167,Galveston,147638.00
NJ,Junction Road,60265,34,19,Hunterdon,7028.00
NJ,Cedar Branch,60266,34,1,Atlantic,9961.00
NJ,Sharon Station,60267,34,25,Monmouth,4515.00
TX,Blue Cloud Wind Energy LLC,60270,48,17,Bailey,561407.00
MA,"CED Westfield Solar, LLC",60274,25,13,Hampden,3205.00
CA,Westside Solar Power PV1,60275,6,31,Kings,5026.00
MA,West Groton CHP,60276,25,17,Middlesex,23037.00
CA,Castor Solar,60277,6,29,Kern,3121.00
MA,Southbridge Solar,60278,25,27,Worcester,2948.00
CA,Antelope Big Sky Ranch,60279,6,37,Los Angeles,51042.00
CA,Summer Solar LLC,60280,6,37,Los Angeles,55487.00
CA,Central Antelope Dry Ranch B LLC,60281,6,37,Los Angeles,8370.00
CO,SR Mavericks,60283,8,123,Weld,14943.00
NC,Organ Church Solar,60284,37,159,Rowan,9970.00
AZ,Red Horse III,60285,4,3,Cochise,74243.00
NC,Willard Solar,60287,37,141,Pender,8102.00
NC,Ajax Solar,60288,37,155,Robeson,3901.00
NC,Jester Solar,60290,37,191,Wayne,9513.00
NC,Trinity Solar,60291,37,151,Randolph,9669.00
SC,St. Matthews Solar,60293,45,17,Calhoun,19630.00
OH,Clinton Battery,60297,39,27,Clinton,-2566.00
OH,HMV Minster Energy Storage System,60299,39,11,Auglaize,0.00
TX,Montana Solar Facility,60300,48,141,El Paso,7918.00
NM,Holloman Solar Facility,60301,35,35,Otero,9084.00
MD,Keys Energy Center,60302,24,33,Prince Georges,4934380.00
MS,Sumrall II Solar Farm,60303,28,73,Lamar,102257.00
CO,"San Isabel Solar, LLC",60304,8,71,Las Animas,75798.00
MS,Sumrall I Solar Farm,60306,28,73,Lamar,104287.00
AZ,"Mesquite Solar 2, LLC",60307,4,13,Maricopa,256211.00
AZ,"Mesquite Solar 3, LLC",60308,4,13,Maricopa,433102.00
CA,"Portal Ridge Solar B, LLC",60310,6,37,Los Angeles,46449.00
CA,"Portal Ridge Solar C, LLC",60311,6,37,Los Angeles,30316.00
NC,"Howell Midland Farm, LLC",60312,37,25,Cabarrus,9226.00
NC,"Augustus Farm, LLC",60313,37,147,Pitt,9478.00
NE,Prairie Breeze III,60314,31,3,Antelope,127966.00
CA,Midway Solar Farm III,60315,6,25,Imperial,50997.00
VA,Scott Solar Farm,60316,51,145,Powhatan,29481.00
NM,"Grady Wind Energy Center, LLC",60317,35,9,Curry,912903.00
VA,Woodland Solar Farm,60318,51,93,Isle of Wight,36964.00
VA,Whitehouse Solar Farm,60319,51,109,Louisa,37320.00
CO,Jeffco Community Solar Gardens LLC,60320,8,59,Jefferson,2093.00
CA,"Willow Spring Solar, LLC",60324,6,29,Kern,264974.00
IA,O'Brien Wind,60326,19,141,O'Brien,821996.00
NJ,East Amwell,60327,34,19,Hunterdon,2670.00
HI,Schofield Generating Station,60328,15,3,Honolulu,22654.00
PA,"Ringer Hill Wind Farm, LLC",60329,42,111,Somerset,105420.00
OR,"Grove Solar Center, LLC",60330,41,45,Malheur,13235.00
OR,"Hyline Solar Center, LLC",60331,41,45,Malheur,14780.00
OR,"Open Range Solar Center, LLC",60332,41,45,Malheur,22861.00
OR,"Railroad Solar Center, LLC",60333,41,45,Malheur,10388.00
OR,"Thunderegg Solar Center, LLC",60334,41,45,Malheur,22539.00
OR,"Vale Air Solar Center, LLC",60335,41,45,Malheur,22641.00
CA,Midway Solar Farm 1,60336,6,25,Imperial,126391.00
TN,Providence Solar,60337,47,113,Madison,30405.00
TX,Electra Wind Farm,60338,48,487,Wilbarger,891444.00
TX,Horse Creek Wind Farm,60339,48,207,Haskell,826082.00
GA,Albany Green Energy LLC,60340,13,95,Dougherty,360631.00
NM,Wal-Mart Truth or Consequences PV,60341,35,51,Sierra,909.00
IA,Ida Grove Wind,60342,19,93,Ida,1116489.00
VT,Sudbury Solar,60344,50,21,Rutland,2951.00
FL,Okeechobee Clean Energy Center,60345,12,93,Okeechobee,9175823.00
MI,Demille Solar Farm,60346,26,87,Lapeer,39683.00
MI,Turrill Solar Farm,60347,26,87,Lapeer,26747.00
MI,O'Shea Solar Farm,60348,26,163,Wayne,3122.00
UT,"Hill AFB LFG Facility, Bldg #737",60349,49,11,Davis,14470.00
NV,"Solar Las Vegas MB 2, LLC",60350,32,3,Clark,1947.00
CO,Bison Solar LLC,60351,8,69,Larimer,62152.00
NV,"Boulder Solar Power, LLC",60352,32,3,Clark,260496.00
MD,Cecil County CCVT HS,60353,24,15,Cecil,2742.00
ND,Brady II Wind Energy Center,60354,38,89,Stark,632405.00
ND,Brady Wind Energy Center,60355,38,89,Stark,635102.00
OH,"South Field Energy, LLC",60356,39,29,Columbiana,2198702.00
PA,Lackawanna Energy Center,60357,42,69,Lackawanna,10555322.00
NC,Gastonia Solar Center,60359,37,71,Gaston,8291.00
NC,Wortham Solar Farm,60361,37,181,Vance,8848.00
NC,"White Farm Solar, LLC",60363,37,131,Northampton,9777.00
NC,White Street Renewables,60364,37,81,Guilford,18890.00
NY,Vulcraft Solar,60365,36,15,Chemung,1894.00
TX,Old Settler Wind,60366,48,153,Floyd,471031.00
NC,"Snow Camp Solar, LLC",60367,37,1,Alamance,10465.00
PA,Hummel Station,60368,42,109,Snyder,7540537.00
NC,Battleboro Farm,60369,37,127,Nash,8982.00
NC,"Flint Hill Solar, LLC",60370,37,125,Moore,8946.00
FL,Legoland Solar,60371,12,105,Polk,2266.00
TX,Lamesa Solar,60372,48,115,Dawson,212487.00
NJ,ILR Landfill,60375,34,23,Middlesex,9612.00
OH,"Clean Energy Future - Lordstown, LLC",60376,39,155,Trumbull,5966442.00
NJ,NHA at Mansfield NJ,60378,34,41,Warren,6621.00
NC,"Shoe Creek Solar, LLC",60380,37,165,Scotland,145109.00
AZ,Sulphur Springs,60381,4,3,Cochise,53521.00
NC,Monroe Solar Facility,60383,37,179,Union,103849.00
NC,Hertford Solar Farm,60384,37,143,Perquimans,8937.00
CA,Santa Rita Jail Fuel Cell,60385,6,1,Alameda,9505.00
CA,RE Garland A,60386,6,29,Kern,55493.00
PA,Morgantown,60388,42,11,Berks,5478.00
CA,RE Barren Ridge 1,60389,6,29,Kern,171285.00
WV,Beech Ridge Energy Storage,60390,54,25,Greenbrier,-12339.00
MA,SJA Solar LLC-Solterra Monastery CSG,60391,25,27,Worcester,26323.00
CT,Pfizer Groton Fuel Cell,60392,9,11,New London,40077.00
NC,Warbler Holdings,60393,37,45,Cleveland,2078.00
NC,Tamworth Holdings,60394,37,17,Bladen,10858.00
NC,MC1 Solar,60395,37,117,Martin,8874.00
NC,"St. Pauls Solar 1, LLC",60396,37,155,Robeson,9028.00
NC,"Kennedy Solar, LLC",60397,37,61,Duplin,8217.00
NC,Innovative Solar 65,60398,37,165,Scotland,8760.00
NC,"Lincoln Solar, LLC (NC)",60399,37,161,Rutherford,9041.00
NC,"Exum Farm Solar, LLC",60400,37,107,Lenoir,8276.00
NC,"Bizzell Church Solar 1, LLC",60401,37,101,Johnston,9386.00
NC,"CB Bladen Solar, LLC",60402,37,17,Bladen,9602.00
NC,"Currin Solar, LLC",60403,37,77,Granville,7737.00
ME,Pisgah Mountain Wind,60404,23,19,Penobscot,29562.00
NM,"Chaves Solar, LLC",60405,35,5,Chaves,163100.00
NM,"Roswell Solar, LLC",60406,35,5,Chaves,160726.00
NC,"Nash 97 Solar, LLC",60408,37,127,Nash,9356.00
NC,"South Winston Farm, LLC",60409,37,67,Forsyth,8797.00
IN,"Sullivan Solar, LLC",60410,18,153,Sullivan,8984.00
VT,"Coventry Photovoltaic, LLC",60411,50,19,Orleans,2622.00
CA,Munro Valley Solar,60412,6,27,Inyo,9380.00
AZ,Bonnybrooke PV,60413,4,21,Pinal,134962.00
TX,Bethel Wind Farm LLC,60414,48,69,Castro,1148976.00
NC,"Hardison Farm Solar, LLC",60415,37,117,Martin,9825.00
NC,"Maxton Solar, LLC",60416,37,155,Robeson,9353.00
NC,Modlin Solar Farm,60417,37,117,Martin,9419.00
WA,Calligan Creek Hydroelectric Project,60418,53,33,King,19481.00
NV,Don A Campbell 2 Geothermal,60419,32,21,Mineral,113525.00
UT,Veyo Heat Recovery Project,60421,49,53,Washington,31715.00
NC,Morgan's Corner,60422,37,139,Pasquotank,30888.00
MA,Fairhaven C CSG,60423,25,5,Bristol,2593.00
MA,West Bridgewater AB CSG,60424,25,23,Plymouth,2685.00
NY,Skidmore College,60425,36,91,Saratoga,2347.00
CA,RCWD PV Project,60426,6,65,Riverside,8427.00
TX,CoServ Community Solar Station,60427,48,121,Denton,2994.00
CA,CA Dept of Public Health at Richmond,60428,6,13,Contra Costa,4320.00
NC,Tides Lane Farm,60429,37,69,Franklin,6038.00
NY,Tompkins Cortland Community College,60431,36,109,Tompkins,1957.00
UT,Three Peaks Power,60432,49,21,Iron,224667.00
IN,Crane Solar Facility,60435,18,101,Martin,22143.00
TX,East Pecos Solar,60436,48,371,Pecos,285454.00
NJ,Bernards Solar,60437,34,35,Somerset,4459.00
NC,Whitakers Farm (Fisher Rd),60438,37,127,Nash,6364.00
NC,McGrigor Farm Solar,60440,37,163,Sampson,9927.00
OR,Salem Smart Power Center,60441,41,47,Marion,-276.00
MA,Carver MA 1 Community Solar,60442,25,23,Plymouth,2953.00
MA,Wareham MA 1 Community Solar,60443,25,23,Plymouth,3167.00
WA,Glacier Battery Storage,60444,53,73,Whatcom,-106.00
ID,ID Solar,60445,16,1,Ada,94415.00
CA,E&B Resources,60446,6,29,Kern,0.00
MD,Presbyterian Senior Living Service,60447,24,5,Baltimore,1398.00
GA,Valdosta,60448,13,185,Lowndes,1086.00
UT,Pavant Solar II LLC,60449,49,27,Millard,118178.00
CA,Corcoran,60450,6,31,Kings,2045.00
RI,Brookside,60451,44,7,Providence,1461.00
NY,Calverton,60452,36,103,Suffolk,0.00
NY,"Cummins, Inc",60453,36,13,Chautauqua,0.00
NY,Houghton,60454,36,3,Allegany,0.00
NY,Oneida - South,60455,36,65,Oneida,2619.00
NY,Oneida - West,60456,36,65,Oneida,2619.00
ME,Athens Energy,60457,23,25,Somerset,59221.00
MA,Hardwick-Athol & Eagle Hill,60458,25,27,Worcester,3973.00
TX,Port Comfort Peaking Facility,60459,48,57,Calhoun,62309.00
TX,"Chamon Power, LLC",60460,48,201,Harris,65666.00
MD,The Clorox Company,60461,24,25,Harford,2613.00
NY,Onondaga County- Clearwater,60462,36,75,Oswego,2992.00
NY,Greene County Meter #1,60463,36,39,Greene,1974.00
PA,Tenaska Westmoreland Generating Station,60464,42,129,Westmoreland,7115762.00
MD,Chesapeake College,60465,24,35,Queen Annes,2508.00
AZ,Red Rock,60467,4,13,Maricopa,118387.00
TX,Tejas Power Generation Unit 1,60468,48,201,Harris,52071.00
GA,Solar Glynn,60469,13,127,Glynn,28123.00
OH,Paulding Wind Farm III,60470,39,125,Paulding,309000.00
IL,Green River Wind Farm,60471,17,103,Lee,543835.00
TX,CPS 1 Community Solar,60472,48,29,Bexar,1786.00
MA,Westport MA 1 Community Solar,60473,25,5,Bristol,2043.00
CA,"Bayshore Solar B, LLC",60474,6,37,Los Angeles,54027.00
CA,"Bayshore Solar C, LLC",60475,6,37,Los Angeles,53454.00
MA,Westport MA 2 Community Solar,60476,25,5,Bristol,1807.00
NY,Bethlehem - East,60477,36,1,Albany,2099.00
NY,Bethlehem - West,60478,36,1,Albany,2099.00
NC,"Germantown Solar, LLC",60480,37,67,Forsyth,2936.00
CA,"Bayshore Solar A, LLC",60481,6,37,Los Angeles,55505.00
NC,"Williamston West Farm, LLC",60484,37,117,Martin,8670.00
CA,"Longboat Solar, LLC",60485,6,71,San Bernardino,51460.00
MT,Greenfield Wind - MT,60486,30,99,Teton,85334.00
NC,"River Road Solar, LLC",60487,37,91,Hertford,8668.00
NJ,Hamilton Solar-Crosswicks,60489,34,21,Mercer,9168.00
CA,Redwood 4 Solar Farm,60490,6,29,Kern,48181.00
CA,Springbok 3 Solar Farm Hybrid,60491,6,29,Kern,238731.00
MA,Rail Trail,60492,25,3,Berkshire,3212.00
MA,Rising Paper,60493,25,3,Berkshire,3373.00
MA,Hampden,60494,25,13,Hampden,4831.00
RI,Little Bay,60495,44,7,Providence,1674.00
MD,MEBA,60496,24,41,Talbot,2430.00
CO,SR Skylark B,60497,8,123,Weld,4396.00
MA,Shirley Water,60498,25,17,Middlesex,3011.00
NJ,Jefferson Avenue,60499,34,17,Hudson,2064.00
NJ,Westside Avenue,60500,34,17,Hudson,428.00
NJ,Hartz Way,60501,34,17,Hudson,1173.00
TX,"Tyler Bluff Wind Project, LLC",60502,48,97,Cooke,354564.00
SD,Crowned Ridge Wind Energy Center,60503,46,29,Codington,717233.00
MN,Blazing Star Wind Farm 1,60504,27,81,Lincoln,805636.00
SD,Crocker Wind Farm,60505,46,25,Clark,822113.00
TX,ETT Presidio NaS Battery,60506,48,377,Presidio,-52.00
NY,Broome County,60507,36,7,Broome,5773.00
CA,Valley Center,60509,6,73,San Diego,5804.00
NC,Two Mile Desert Project,60510,37,143,Perquimans,28437.00
CO,Clear Spring Ranch PV Project,60511,8,41,El Paso,22304.00
GA,Greenville,60512,13,199,Meriwether,2057.00
GA,Richland,60513,13,259,Stewart,1684.00
GA,Seminole,60514,13,253,Seminole,1303.00
GA,Vidalia Water Treatment Plant,60515,13,185,Lowndes,2233.00
CA,NLP Granger,60516,6,73,San Diego,7242.00
WA,Hancock Creek Hydroelectric Project,60517,53,33,King,19712.00
VT,Stafford Hill Solar Hybrid,60518,50,21,Rutland,1609.00
MN,Albany Solar,60519,27,145,Stearns,21026.00
MN,Annandale Solar,60520,27,171,Wright,11306.00
MN,Atwater Solar,60521,27,67,Kandiyohi,7962.00
MN,Chisago Solar,60522,27,25,Chisago,11202.00
MN,Dodge Center Solar,60523,27,39,Dodge,12940.00
MN,Eastwood Solar,60524,27,13,Blue Earth,10576.00
MN,Hastings Solar,60525,27,37,Dakota,7687.00
MN,Lake Emily Solar,60526,27,103,Nicollet,8603.00
MN,Lake Pulaski Solar,60527,27,171,Wright,12767.00
MN,Lawrence Creek Solar,60528,27,25,Chisago,6149.00
MN,Montrose Solar,60529,27,171,Wright,6505.00
MN,Paynesville Solar,60530,27,145,Stearns,21234.00
MN,Pine Island Solar,60531,27,49,Goodhue,7920.00
