State,Year,Activity
12,2028,0.062508092
12,2029,0.062489266
12,2030,0.062472436
12,2031,0.062459098
12,2032,0.062448018
12,2033,0.062439003
12,2034,0.06243196
12,2035,0.062426354
12,2036,0.062421356
12,2037,0.062417303
12,2038,0.062413373
12,2039,0.062408546
12,2040,0.062403633
12,2041,0.062399753
12,2042,0.062396604
12,2043,0.062394177
12,2044,0.062392182
12,2045,0.062389894
12,2046,0.062389793
12,2047,0.062388177
12,2048,0.062386805
12,2049,0.062384935
12,2050,0.06238385
13,2022,0.034974981
13,2023,0.034970543
13,2024,0.034966394
13,2025,0.034962598
13,2026,0.034959129
13,2027,0.034955968
13,2028,0.034953193
13,2029,0.034950833
13,2030,0.034948729
13,2031,0.034947051
13,2032,0.034945657
13,2033,0.034944515
13,2034,0.034943637
13,2035,0.034942938
13,2036,0.034942314
13,2037,0.034941801
13,2038,0.034941314
13,2039,0.034940692
13,2040,0.034940084
13,2041,0.0349396
13,2042,0.034939197
13,2043,0.034938897
13,2044,0.034938648
13,2045,0.034938366
13,2046,0.034938353
13,2047,0.034938144
13,2048,0.034937981
13,2049,0.03493775
13,2050,0.034937595
15,2022,0.002855496
15,2023,0.00285398
15,2024,0.002852555
15,2025,0.002851252
15,2026,0.002850062
15,2027,0.002848981
15,2028,0.002848028
15,2029,0.002847216
15,2030,0.002846491
15,2031,0.002845917
15,2032,0.00284544
15,2033,0.002845052
15,2034,0.002844749
15,2035,0.002844507
15,2036,0.002844293
15,2037,0.002844118
15,2038,0.002843948
15,2039,0.00284374
15,2040,0.002843528
15,2041,0.002843361
15,2042,0.002843227
15,2043,0.002843121
15,2044,0.002843035
15,2045,0.002842936
15,2046,0.002842933
15,2047,0.002842863
15,2048,0.002842803
15,2049,0.002842724
15,2050,0.002842678
16,2022,0.005319754
16,2023,0.005325506
16,2024,0.005330919
16,2025,0.005335866
16,2026,0.00534038
16,2027,0.005344491
16,2028,0.005348108
16,2029,0.005351188
16,2030,0.005353936
16,2031,0.005356117
16,2032,0.005357927
16,2033,0.005359402
16,2034,0.005360556
16,2035,0.005361471
16,2036,0.005362289
16,2037,0.005362951
16,2038,0.005363599
16,2039,0.005364387
16,2040,0.005365191
16,2041,0.005365824
16,2042,0.005366339
16,2043,0.00536674
16,2044,0.005367066
16,2045,0.005367438
16,2046,0.005367455
16,2047,0.005367721
16,2048,0.005367944
16,2049,0.005368251
16,2050,0.005368428
17,2022,0.033621586
17,2023,0.033612633
17,2024,0.033604175
17,2025,0.033596495
17,2026,0.033589443
17,2027,0.033583044
17,2028,0.033577398
17,2029,0.033572608
17,2030,0.033568316
17,2031,0.033564917
17,2032,0.033562093
17,2033,0.033559779
17,2034,0.033557986
17,2035,0.033556552
17,2036,0.033555286
17,2037,0.033554244
17,2038,0.033553244
17,2039,0.033551993
17,2040,0.033550751
17,2041,0.033549747
17,2042,0.033548954
17,2043,0.03354833
17,2044,0.033547813
17,2045,0.033547229
17,2046,0.033547197
17,2047,0.033546774
17,2048,0.033546423
17,2049,0.033545953
17,2050,0.033545669
18,2022,0.022535704
18,2023,0.022544207
18,2024,0.022552196
18,2025,0.022559508
18,2026,0.022566186
18,2027,0.022572255
18,2028,0.022577612
18,2029,0.022582151
18,2030,0.022586211
18,2031,0.02258944
18,2032,0.022592115
18,2033,0.022594288
18,2034,0.022595993
18,2035,0.022597349
18,2036,0.022598547
18,2037,0.022599536
18,2038,0.022600499
18,2039,0.022601655
18,2040,0.022602841
18,2041,0.022603788
18,2042,0.022604546
18,2043,0.022605126
18,2044,0.022605623
18,2045,0.022606178
18,2046,0.022606206
18,2047,0.022606585
18,2048,0.022606927
18,2049,0.022607368
18,2050,0.02260764
19,2022,0.011687322
19,2023,0.011704269
19,2024,0.011720215
19,2025,0.011734788
19,2026,0.011748093
19,2027,0.011760205
19,2028,0.011770868
19,2029,0.011779935
19,2030,0.011788039
19,2031,0.011794463
19,2032,0.011799799
19,2033,0.011804139
19,2034,0.011807542
19,2035,0.01181024
19,2036,0.011812645
19,2037,0.011814599
19,2038,0.011816507
19,2039,0.011818832
19,2040,0.011821197
19,2041,0.011823061
19,2042,0.011824574
19,2043,0.011825762
19,2044,0.011826717
19,2045,0.011827812
19,2046,0.011827864
19,2047,0.01182865
19,2048,0.011829305
19,2049,0.011830211
19,2050,0.01183073
20,2022,0.010441865
20,2023,0.01045051
20,2024,0.010458645
20,2025,0.010466084
20,2026,0.010472861
20,2027,0.010479036
20,2028,0.010484477
20,2029,0.0104891
20,2030,0.010493233
20,2031,0.010496515
20,2032,0.010499234
20,2033,0.010501448
20,2034,0.010503182
20,2035,0.010504561
20,2036,0.010505786
20,2037,0.010506783
20,2038,0.010507755
20,2039,0.010508941
20,2040,0.010510149
20,2041,0.010511101
20,2042,0.010511873
20,2043,0.010512475
20,2044,0.010512966
20,2045,0.010513527
20,2046,0.010513551
20,2047,0.010513952
20,2048,0.010514287
20,2049,0.010514747
20,2050,0.010515012
21,2022,0.015516475
21,2023,0.015529989
21,2024,0.015542698
21,2025,0.01555432
21,2026,0.015564933
21,2027,0.01557459
21,2028,0.015583093
21,2029,0.015590323
21,2030,0.015596784
21,2031,0.015601913
21,2032,0.015606167
21,2033,0.015609623
21,2034,0.015612335
21,2035,0.015614489
21,2036,0.015616407
21,2037,0.015617966
21,2038,0.015619482
21,2039,0.015621335
21,2040,0.015623225
21,2041,0.015624716
21,2042,0.015625923
21,2043,0.015626862
21,2044,0.015627631
21,2045,0.015628507
21,2046,0.015628545
21,2047,0.015629175
21,2048,0.015629698
21,2049,0.015630417
21,2050,0.01563084
22,2022,0.01642899
22,2023,0.016433766
22,2024,0.016438258
22,2025,0.016442357
22,2026,0.016446113
22,2027,0.016449525
22,2028,0.01645254
22,2029,0.016455088
22,2030,0.01645738
22,2031,0.01645919
22,2032,0.016460692
22,2033,0.016461915
22,2034,0.016462872
22,2035,0.016463637
22,2036,0.016464325
22,2037,0.016464866
22,2038,0.016465407
22,2039,0.016466062
22,2040,0.016466728
22,2041,0.016467258
22,2042,0.016467675
22,2043,0.016468022
22,2044,0.016468288
22,2045,0.016468594
22,2046,0.016468616
22,2047,0.016468836
22,2048,0.016469019
22,2049,0.01646927
22,2050,0.016469417
23,2022,0.004845602
23,2023,0.004853743
23,2024,0.004861405
23,2025,0.004868408
23,2026,0.0048748
23,2027,0.004880617
23,2028,0.004885739
23,2029,0.004890098
23,2030,0.004893988
23,2031,0.004897077
23,2032,0.004899637
23,2033,0.004901726
23,2034,0.004903358
23,2035,0.004904657
23,2036,0.004905811
23,2037,0.00490675
23,2038,0.004907666
23,2039,0.004908783
23,2040,0.00490992
23,2041,0.004910815
23,2042,0.004911545
23,2043,0.004912111
23,2044,0.004912573
23,2045,0.004913099
23,2046,0.004913123
23,2047,0.004913502
23,2048,0.004913815
23,2049,0.004914249
23,2050,0.004914501
24,2022,0.019068587
24,2023,0.019055724
24,2024,0.019043613
24,2025,0.019032535
24,2026,0.019022421
24,2027,0.019013234
24,2028,0.019005128
24,2029,0.018998238
24,2030,0.018992094
24,2031,0.018987205
24,2032,0.018983155
24,2033,0.01897985
24,2034,0.018977268
24,2035,0.018975225
24,2036,0.018973404
24,2037,0.018971917
24,2038,0.018970459
24,2039,0.018968682
24,2040,0.018966891
24,2041,0.01896548
24,2042,0.018964316
24,2043,0.018963432
24,2044,0.018962687
24,2045,0.01896186
24,2046,0.018961821
24,2047,0.018961214
24,2048,0.018960723
24,2049,0.018960036
24,2050,0.018959647
25,2022,0.018513487
25,2023,0.018491224
25,2024,0.018470281
25,2025,0.018451129
25,2026,0.018433669
25,2027,0.018417755
25,2028,0.018403754
25,2029,0.01839184
25,2030,0.018381204
25,2031,0.018372762
25,2032,0.018365759
25,2033,0.01836006
25,2034,0.018355588
25,2035,0.018352044
25,2036,0.01834889
25,2037,0.018346325
25,2038,0.018343812
25,2039,0.018340765
25,2040,0.018337657
25,2041,0.018335205
25,2042,0.018333211
25,2043,0.018331666
25,2044,0.01833041
25,2045,0.018328966
25,2046,0.018328896
25,2047,0.01832787
25,2048,0.018327023
25,2049,0.018325827
25,2050,0.018325147
26,2022,0.034016706
26,2023,0.034021454
26,2024,0.034025894
26,2025,0.034029951
26,2026,0.034033664
26,2027,0.034037057
26,2028,0.03404001
26,2029,0.034042547
26,2030,0.034044811
26,2031,0.034046601
26,2032,0.034048086
26,2033,0.034049309
26,2034,0.034050252
26,2035,0.034051008
26,2036,0.034051677
26,2037,0.034052226
26,2038,0.034052741
26,2039,0.034053406
26,2040,0.034054063
26,2041,0.034054585
26,2042,0.034055016
26,2043,0.034055347
26,2044,0.034055603
26,2045,0.034055914
26,2046,0.034055931
26,2047,0.034056156
26,2048,0.034056328
26,2049,0.034056592
26,2050,0.03405673
27,2022,0.019584846
27,2023,0.019597291
27,2024,0.019608986
27,2025,0.019619698
27,2026,0.019629457
27,2027,0.019638354
27,2028,0.019646169
27,2029,0.019652841
27,2030,0.019658779
27,2031,0.019663504
27,2032,0.0196674
27,2033,0.019670601
27,2034,0.019673086
27,2035,0.019675082
27,2036,0.019676839
27,2037,0.019678271
27,2038,0.019679668
27,2039,0.019681386
27,2040,0.019683125
27,2041,0.019684483
27,2042,0.0196856
27,2043,0.01968645
27,2044,0.019687159
27,2045,0.019687984
27,2046,0.01968801
27,2047,0.019688587
27,2048,0.019689068
27,2049,0.019689723
27,2050,0.019690107
28,2022,0.012457808
28,2023,0.012473771
28,2024,0.012488793
28,2025,0.012502515
28,2026,0.012515044
28,2027,0.01252645
28,2028,0.012536489
28,2029,0.012545035
28,2030,0.012552655
28,2031,0.012558718
28,2032,0.012563735
28,2033,0.012567822
28,2034,0.012571022
28,2035,0.012573575
28,2036,0.012575836
28,2037,0.012577676
28,2038,0.012579476
28,2039,0.01258166
28,2040,0.012583894
28,2041,0.012585656
28,2042,0.012587082
28,2043,0.012588185
28,2044,0.012589092
28,2045,0.012590134
28,2046,0.012590176
28,2047,0.012590916
28,2048,0.01259153
28,2049,0.012592381
28,2050,0.012592874
29,2022,0.021406651
29,2023,0.02141467
29,2024,0.021422194
29,2025,0.021429098
29,2026,0.021435395
29,2027,0.021441107
29,2028,0.021446149
29,2029,0.021450437
29,2030,0.021454264
29,2031,0.021457305
29,2032,0.02145983
29,2033,0.021461887
29,2034,0.021463484
29,2035,0.021464756
29,2036,0.021465889
29,2037,0.02146681
29,2038,0.021467695
29,2039,0.021468811
29,2040,0.021469926
29,2041,0.021470808
29,2042,0.021471527
29,2043,0.021472065
29,2044,0.021472535
29,2045,0.021473041
29,2046,0.02147306
29,2047,0.021473444
29,2048,0.021473744
29,2049,0.021474176
29,2050,0.021474428
30,2022,0.004017782
30,2023,0.004025015
30,2024,0.004031818
30,2025,0.004038039
30,2026,0.004043716
30,2027,0.004048884
30,2028,0.004053432
30,2029,0.004057302
30,2030,0.004060758
30,2031,0.004063502
30,2032,0.004065778
30,2033,0.004067631
30,2034,0.004069079
30,2035,0.004070233
30,2036,0.004071261
30,2037,0.004072095
30,2038,0.004072907
30,2039,0.004073899
30,2040,0.00407491
30,2041,0.004075705
30,2042,0.004076353
30,2043,0.004076854
30,2044,0.004077266
30,2045,0.004077734
30,2046,0.004077756
30,2047,0.004078091
30,2048,0.004078371
30,2049,0.004078754
30,2050,0.004078978
31,2022,0.006931792
31,2023,0.006939936
31,2024,0.006947597
31,2025,0.006954602
31,2026,0.006960992
31,2027,0.006966808
31,2028,0.006971927
31,2029,0.006976281
31,2030,0.006980167
31,2031,0.006983254
31,2032,0.006985811
31,2033,0.006987894
31,2034,0.006989521
31,2035,0.006990815
31,2036,0.006991967
31,2037,0.006992902
31,2038,0.00699381
31,2039,0.006994925
31,2040,0.006996058
31,2041,0.006996949
31,2042,0.006997674
31,2043,0.006998232
31,2044,0.006998691
31,2045,0.006999213
31,2046,0.00699923
31,2047,0.006999604
31,2048,0.006999918
31,2049,0.007000351
31,2050,0.007000602
32,2022,0.00771571
32,2023,0.007712923
32,2024,0.007710302
32,2025,0.007707906
32,2026,0.007705719
32,2027,0.00770373
32,2028,0.007701976
32,2029,0.007700483
32,2030,0.007699153
32,2031,0.007698094
32,2032,0.007697219
32,2033,0.007696503
32,2034,0.007695945
32,2035,0.007695499
32,2036,0.007695103
32,2037,0.007694781
32,2038,0.007694469
32,2039,0.007694085
32,2040,0.007693696
32,2041,0.007693388
32,2042,0.007693139
32,2043,0.007692945
32,2044,0.007692786
32,2045,0.007692605
32,2046,0.007692593
32,2047,0.007692466
32,2048,0.007692359
32,2049,0.00769221
32,2050,0.007692123
33,2022,0.004494393
33,2023,0.00449663
33,2024,0.004498739
33,2025,0.004500665
33,2026,0.004502422
33,2027,0.004504024
33,2028,0.004505434
33,2029,0.004506633
33,2030,0.004507702
33,2031,0.004508552
33,2032,0.004509257
33,2033,0.004509832
33,2034,0.00451028
33,2035,0.004510637
33,2036,0.004510954
33,2037,0.004511213
33,2038,0.004511466
33,2039,0.004511773
33,2040,0.004512086
33,2041,0.004512332
33,2042,0.004512533
33,2043,0.004512688
33,2044,0.004512816
33,2045,0.004512962
33,2046,0.004512969
33,2047,0.004513072
33,2048,0.004513159
33,2049,0.004513277
33,2050,0.004513347
34,2022,0.022513066
34,2023,0.022487308
34,2024,0.022463079
34,2025,0.02244091
34,2026,0.022420696
34,2027,0.022402289
34,2028,0.022386086
34,2029,0.022372288
34,2030,0.022359982
34,2031,0.022350204
34,2032,0.022342106
34,2033,0.022335502
34,2034,0.022330341
34,2035,0.022326222
34,2036,0.022322568
34,2037,0.022319594
34,2038,0.022316698
34,2039,0.022313164
34,2040,0.022309557
34,2041,0.022306731
34,2042,0.022304416
34,2043,0.022302631
34,2044,0.022301167
34,2045,0.022299493
34,2046,0.022299419
34,2047,0.02229822
34,2048,0.02229723
34,2049,0.022295864
34,2050,0.022295067
35,2022,0.008364902
35,2023,0.008373962
35,2024,0.008382489
35,2025,0.008390282
35,2026,0.008397394
35,2027,0.008403867
35,2028,0.008409567
35,2029,0.008414417
35,2030,0.008418744
35,2031,0.008422181
35,2032,0.008425029
35,2033,0.008427352
35,2034,0.008429167
35,2035,0.008430611
35,2036,0.008431897
35,2037,0.008432942
35,2038,0.008433959
35,2039,0.008435201
35,2040,0.008436467
35,2041,0.008437463
35,2042,0.008438272
35,2043,0.0084389
35,2044,0.008439415
35,2045,0.00844
35,2046,0.008440025
35,2047,0.008440447
35,2048,0.008440795
35,2049,0.008441277
35,2050,0.008441557
36,2022,0.035864561
36,2023,0.035844703
36,2024,0.035825996
36,2025,0.035808921
36,2026,0.035793329
36,2027,0.035779133
36,2028,0.035766634
36,2029,0.035755994
36,2030,0.035746513
36,2031,0.035738962
36,2032,0.035732722
36,2033,0.035727641
36,2034,0.035723661
36,2035,0.035720483
36,2036,0.035717662
36,2037,0.035715384
36,2038,0.035713152
36,2039,0.035710411
36,2040,0.035707634
36,2041,0.035705464
36,2042,0.035703692
36,2043,0.035702306
36,2044,0.035701164
36,2045,0.035699896
36,2046,0.035699833
36,2047,0.03569892
36,2048,0.035698139
36,2049,0.035697084
36,2050,0.035696487
37,2022,0.034081694
37,2023,0.034086147
37,2024,0.034090326
37,2025,0.03409413
37,2026,0.034097634
37,2027,0.034100806
37,2028,0.034103585
37,2029,0.034105953
37,2030,0.034108089
37,2031,0.034109764
37,2032,0.034111171
37,2033,0.034112291
37,2034,0.034113179
37,2035,0.034113883
37,2036,0.034114515
37,2037,0.034115023
37,2038,0.034115524
37,2039,0.034116116
37,2040,0.034116745
37,2041,0.034117236
37,2042,0.034117628
37,2043,0.034117931
37,2044,0.034118183
37,2045,0.034118465
37,2046,0.034118493
37,2047,0.034118688
37,2048,0.034118861
37,2049,0.034119078
37,2050,0.03411922
38,2022,0.003298765
38,2023,0.003305011
38,2024,0.003310889
38,2025,0.003316264
38,2026,0.003321167
38,2027,0.00332563
38,2028,0.003329559
38,2029,0.003332904
38,2030,0.00333589
38,2031,0.00333826
38,2032,0.003340223
38,2033,0.003341826
38,2034,0.003343077
38,2035,0.003344075
38,2036,0.00334496
38,2037,0.00334568
38,2038,0.003346383
38,2039,0.00334724
38,2040,0.003348114
38,2041,0.003348799
38,2042,0.003349358
38,2043,0.003349793
38,2044,0.003350149
38,2045,0.003350552
38,2046,0.00335057
38,2047,0.003350861
38,2048,0.003351102
38,2049,0.003351434
38,2050,0.003351627
39,2022,0.035294966
39,2023,0.035293333
39,2024,0.035291799
39,2025,0.035290422
39,2026,0.03528915
39,2027,0.035287979
39,2028,0.035286948
39,2029,0.035286092
39,2030,0.035285314
39,2031,0.035284693
39,2032,0.035284187
39,2033,0.035283779
39,2034,0.035283443
39,2035,0.035283174
39,2036,0.035282963
39,2037,0.035282763
39,2038,0.035282597
39,2039,0.035282379
39,2040,0.035282142
39,2041,0.035281965
39,2042,0.035281819
39,2043,0.03528171
39,2044,0.035281623
39,2045,0.03528152
39,2046,0.035281513
39,2047,0.035281432
39,2048,0.035281376
39,2049,0.035281289
39,2050,0.035281227
40,2022,0.0157119
40,2023,0.015726603
40,2024,0.015740448
40,2025,0.01575309
40,2026,0.015764635
40,2027,0.015775137
40,2028,0.015784387
40,2029,0.015792263
40,2030,0.015799288
40,2031,0.015804866
40,2032,0.01580949
40,2033,0.015813257
40,2034,0.015816199
40,2035,0.01581855
40,2036,0.015820633
40,2037,0.015822329
40,2038,0.015823988
40,2039,0.015825999
40,2040,0.015828055
40,2041,0.015829678
40,2042,0.015830986
40,2043,0.015832013
40,2044,0.015832847
40,2045,0.015833797
40,2046,0.015833836
40,2047,0.015834519
40,2048,0.015835087
40,2049,0.015835865
40,2050,0.01583632
41,2022,0.012002102
41,2023,0.012007068
41,2024,0.012011749
41,2025,0.012016019
41,2026,0.012019918
41,2027,0.012023467
41,2028,0.012026598
41,2029,0.01202926
41,2030,0.012031626
41,2031,0.012033516
41,2032,0.012035079
41,2033,0.012036351
41,2034,0.012037351
41,2035,0.012038143
41,2036,0.012038849
41,2037,0.012039416
41,2038,0.012039984
41,2039,0.012040663
41,2040,0.012041353
41,2041,0.012041905
41,2042,0.012042346
41,2043,0.012042694
41,2044,0.012042973
41,2045,0.012043299
41,2046,0.012043313
41,2047,0.012043542
41,2048,0.012043738
41,2049,0.012043996
41,2050,0.012044154
42,2022,0.031583859
42,2023,0.031586466
42,2024,0.031588911
42,2025,0.031591147
42,2026,0.031593184
42,2027,0.031595035
42,2028,0.031596685
42,2029,0.031598081
42,2030,0.031599304
42,2031,0.031600301
42,2032,0.031601124
42,2033,0.031601779
42,2034,0.031602301
42,2035,0.031602727
42,2036,0.031603091
42,2037,0.031603394
42,2038,0.031603678
42,2039,0.03160405
42,2040,0.031604407
42,2041,0.031604688
42,2042,0.031604928
42,2043,0.031605103
42,2044,0.031605255
42,2045,0.031605411
42,2046,0.03160543
42,2047,0.031605549
42,2048,0.031605662
42,2049,0.031605803
42,2050,0.031605875
44,2022,0.002637191
44,2023,0.002634852
44,2024,0.00263265
44,2025,0.002630637
44,2026,0.0026288
44,2027,0.002627128
44,2028,0.002625656
44,2029,0.002624404
44,2030,0.002623285
44,2031,0.002622398
44,2032,0.002621661
44,2033,0.002621063
44,2034,0.002620592
44,2035,0.002620219
44,2036,0.002619887
44,2037,0.002619618
44,2038,0.002619356
44,2039,0.002619033
44,2040,0.002618707
44,2041,0.002618449
44,2042,0.00261824
44,2043,0.002618078
44,2044,0.002617946
44,2045,0.002617793
44,2046,0.002617787
44,2047,0.002617679
44,2048,0.002617588
44,2049,0.002617464
44,2050,0.002617391
45,2022,0.018945321
45,2023,0.018958278
45,2024,0.018970468
45,2025,0.018981611
45,2026,0.018991778
45,2027,0.019001035
45,2028,0.019009181
45,2029,0.019016123
45,2030,0.019022314
45,2031,0.019027227
45,2032,0.019031304
45,2033,0.01903462
45,2034,0.019037221
45,2035,0.019039292
45,2036,0.019041129
45,2037,0.019042628
45,2038,0.019044071
45,2039,0.019045862
45,2040,0.019047661
45,2041,0.019049086
45,2042,0.01905024
45,2043,0.019051145
45,2044,0.019051898
45,2045,0.019052719
45,2046,0.019052756
45,2047,0.019053362
45,2048,0.019053862
45,2049,0.019054549
45,2050,0.019054951
46,2022,0.003411092
46,2023,0.003417042
46,2024,0.003422642
46,2025,0.003427761
46,2026,0.003432431
46,2027,0.003436683
46,2028,0.003440428
46,2029,0.003443611
46,2030,0.003446454
46,2031,0.003448714
46,2032,0.003450584
46,2033,0.003452109
46,2034,0.003453303
46,2035,0.003454251
46,2036,0.003455096
46,2037,0.003455783
46,2038,0.003456451
46,2039,0.003457268
46,2040,0.003458099
46,2041,0.003458754
46,2042,0.003459286
46,2043,0.0034597
46,2044,0.003460039
46,2045,0.003460422
46,2046,0.003460442
46,2047,0.003460717
46,2048,0.003460947
46,2049,0.003461263
46,2050,0.003461448
