State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
36,59,Nassau,NY,New York,p128,NYSTc
18,57,Hamilton,IN,Indiana,p106,RFCWc
18,43,Floyd,IN,Indiana,p107,RFCWc
54,65,Morgan,WV,West Virginia,p116,RFCWc
29,89,Howard,MO,Missouri,p72,SRMWc
46,7,Bennett,SD,South Dakota,p38,MROWc
39,121,Noble,OH,Ohio,p112,RFCWc
51,183,Sussex,VA,Virginia,p99,SRVCc
13,227,Pickens,GA,Georgia,p94,SRSOc
30,13,Cascade,MT,Montana,p18,NWPPc
47,147,Robertson,TN,Tennessee,p92,SRTVc
29,21,Buchanan,MO,Missouri,p54,SPNOc
41,65,Wasco,OR,Oregon,p5,NWPPc
6,51,Mono,CA,California,p10,CAMXc
19,119,Lyon,IA,Iowa,p45,MROWc
18,75,Jay,IN,Indiana,p105,RFCWc
31,65,Furnas,NE,Nebraska,p40,MROWc
18,135,Randolph,IN,Indiana,p105,RFCWc
17,83,Jersey,IL,Illinois,p81,SRMWc
26,145,Saginaw,MI,Michigan,p103,RFCMc
28,105,Oktibbeha,MS,Mississippi,p88,SRTVc
40,7,Beaver,OK,Oklahoma,p49,SPSOc
49,37,San Juan,UT,Utah,p25,NWPPc
6,39,Madera,CA,California,p9,CAMXc
22,3,Allen,LA,Louisiana,p58,SRMVc
48,255,Karnes,TX,Texas,p65,ERCTc
38,81,Sargent,ND,North Dakota,p37,MROWc
49,15,Emery,UT,Utah,p25,NWPPc
21,159,Martin,KY,Kentucky,p110,RFCWc
13,265,Taliaferro,GA,Georgia,p94,SRSOc
31,147,Richardson,NE,Nebraska,p41,MROWc
6,63,Plumas,CA,California,p9,CAMXc
48,277,Lamar,TX,Texas,p63,ERCTc
20,77,Harper,KS,Kansas,p53,SPNOc
49,29,Morgan,UT,Utah,p26,NWPPc
48,159,Franklin,TX,Texas,p63,ERCTc
30,17,Custer,MT,Montana,p35,MROWc
47,65,Hamilton,TN,Tennessee,p92,SRTVc
51,127,New Kent,VA,Virginia,p99,SRVCc
19,103,Johnson,IA,Iowa,p70,MROWc
5,95,Monroe,AR,Arkansas,p85,SRMVc
39,71,Highland,OH,Ohio,p112,RFCWc
19,55,Delaware,IA,Iowa,p70,MROWc
16,31,Cassia,ID,Idaho,p16,NWPPc
6,95,Solano,CA,California,p9,CAMXc
47,99,Lawrence,TN,Tennessee,p92,SRTVc
20,185,Stafford,KS,Kansas,p53,SPNOc
39,171,Williams,OH,Ohio,p112,RFCWc
26,21,Berrien,MI,Michigan,p104,RFCMc
55,131,Washington,WI,Wisconsin,p79,RFCWc
5,63,Independence,AR,Arkansas,p85,SRMVc
19,169,Story,IA,Iowa,p70,MROWc
46,5,Beadle,SD,South Dakota,p38,MROWc
21,13,Bell,KY,Kentucky,p109,SRTVc
29,189,St. Louis,MO,Missouri,p72,SRMWc
47,175,Van Buren,TN,Tennessee,p92,SRTVc
48,325,Medina,TX,Texas,p65,ERCTc
39,163,Vinton,OH,Ohio,p112,RFCWc
37,129,New Hanover,NC,North Carolina,p98,SRVCc
56,31,Platte,WY,Wyoming,p24,RMPAc
5,39,Dallas,AR,Arkansas,p85,SRMVc
26,89,Leelanau,MI,Michigan,p103,RFCMc
38,41,Hettinger,ND,North Dakota,p36,MROWc
17,45,Edgar,IL,Illinois,p83,SRMWc
36,47,Kings,NY,New York,p127,NYSTc
48,13,Atascosa,TX,Texas,p65,ERCTc
27,135,Roseau,MN,Minnesota,p42,MROWc
37,97,Iredell,NC,North Carolina,p97,SRVCc
27,75,Lake,MN,Minnesota,p43,MROWc
21,17,Bourbon,KY,Kentucky,p109,SRTVc
31,99,Kearney,NE,Nebraska,p40,MROWc
5,51,Garland,AR,Arkansas,p85,SRMVc
9,9,New Haven,CT,Connecticut,p132,NEWEc
36,33,Franklin,NY,New York,p127,NYSTc
12,86,Miami-Dade,FL,Florida,p102,FRCCc
31,175,Valley,NE,Nebraska,p40,MROWc
29,201,Scott,MO,Missouri,p72,SRMWc
37,161,Rutherford,NC,North Carolina,p97,SRVCc
48,17,Bailey,TX,Texas,p48,SPSOc
29,145,Newton,MO,Missouri,p55,SPNOc
54,99,Wayne,WV,West Virginia,p117,RFCWc
37,107,Lenoir,NC,North Carolina,p98,SRVCc
50,15,Lamoille,VT,Vermont,p129,NEWEc
13,301,Warren,GA,Georgia,p94,SRSOc
12,127,Volusia,FL,Florida,p101,FRCCc
37,79,Greene,NC,North Carolina,p98,SRVCc
27,57,Hubbard,MN,Minnesota,p43,MROWc
28,93,Marshall,MS,Mississippi,p88,SRTVc
27,43,Faribault,MN,Minnesota,p68,MROWc
40,5,Atoka,OK,Oklahoma,p50,SPSOc
24,25,Harford,MD,Maryland,p123,RFCEc
26,121,Muskegon,MI,Michigan,p103,RFCMc
51,193,Westmoreland,VA,Virginia,p99,SRVCc
35,21,Harding,NM,New Mexico,p31,AZNMc
37,141,Pender,NC,North Carolina,p98,SRVCc
19,73,Greene,IA,Iowa,p70,MROWc
28,53,Humphreys,MS,Mississippi,p87,SRMVc
29,171,Putnam,MO,Missouri,p54,SPNOc
37,125,Moore,NC,North Carolina,p98,SRVCc
17,11,Bureau,IL,Illinois,p81,SRMWc
13,15,Bartow,GA,Georgia,p94,SRSOc
13,37,Calhoun,GA,Georgia,p94,SRSOc
24,35,Queen Anne's,MD,Maryland,p123,RFCEc
6,59,Orange,CA,California,p10,CAMXc
45,19,Charleston,SC,South Carolina,p96,SRVCc
51,5,Alleghany,VA,Virginia,p99,SRVCc
13,219,Oconee,GA,Georgia,p94,SRSOc
20,41,Dickinson,KS,Kansas,p53,SPNOc
13,29,Bryan,GA,Georgia,p94,SRSOc
36,51,Livingston,NY,New York,p127,NYSTc
29,163,Pike,MO,Missouri,p72,SRMWc
12,7,Bradford,FL,Florida,p101,FRCCc
5,33,Crawford,AR,Arkansas,p56,SPSOc
8,1,Adams,CO,Colorado,p33,RMPAc
31,165,Sioux,NE,Nebraska,p39,RMPAc
42,117,Tioga,PA,Pennsylvania,p122,RFCEc
55,78,Menominee,WI,Wisconsin,p76,MROEc
19,67,Floyd,IA,Iowa,p69,MROWc
20,195,Trego,KS,Kansas,p52,SPNOc
27,123,Ramsey,MN,Minnesota,p43,MROWc
13,115,Floyd,GA,Georgia,p94,SRSOc
28,3,Alcorn,MS,Mississippi,p88,SRTVc
42,35,Clinton,PA,Pennsylvania,p119,RFCEc
20,173,Sedgwick,KS,Kansas,p53,SPNOc
34,21,Mercer,NJ,New Jersey,p126,RFCEc
22,105,Tangipahoa,LA,Louisiana,p58,SRMVc
42,25,Carbon,PA,Pennsylvania,p122,RFCEc
8,19,Clear Creek,CO,Colorado,p33,RMPAc
5,47,Franklin,AR,Arkansas,p56,SPSOc
19,27,Carroll,IA,Iowa,p45,MROWc
36,39,Greene,NY,New York,p127,NYSTc
26,71,Iron,MI,Michigan,p74,MROEc
47,165,Sumner,TN,Tennessee,p92,SRTVc
39,145,Scioto,OH,Ohio,p112,RFCWc
45,1,Abbeville,SC,South Carolina,p95,SRVCc
37,9,Ashe,NC,North Carolina,p97,SRVCc
36,63,Niagara,NY,New York,p127,NYSTc
17,199,Williamson,IL,Illinois,p81,SRMWc
37,61,Duplin,NC,North Carolina,p98,SRVCc
31,31,Cherry,NE,Nebraska,p40,MROWc
53,17,Douglas,WA,Washington,p4,NWPPc
41,31,Jefferson,OR,Oregon,p5,NWPPc
37,23,Burke,NC,North Carolina,p97,SRVCc
26,163,Wayne,MI,Michigan,p103,RFCMc
19,187,Webster,IA,Iowa,p45,MROWc
31,109,Lancaster,NE,Nebraska,p41,MROWc
21,155,Marion,KY,Kentucky,p109,SRTVc
37,111,McDowell,NC,North Carolina,p97,SRVCc
17,69,Hardin,IL,Illinois,p81,SRMWc
40,127,Pushmataha,OK,Oklahoma,p50,SPSOc
39,89,Licking,OH,Ohio,p112,RFCWc
12,5,Bay,FL,Florida,p91,SRSOc
36,95,Schoharie,NY,New York,p127,NYSTc
51,7,Amelia,VA,Virginia,p99,SRVCc
54,31,Hardy,WV,West Virginia,p116,RFCWc
29,121,Macon,MO,Missouri,p71,SRMWc
32,33,White Pine,NV,Nevada,p12,NWPPc
1,131,Wilcox,AL,Alabama,p89,SRSOc
6,47,Merced,CA,California,p9,CAMXc
39,21,Champaign,OH,Ohio,p112,RFCWc
48,155,Foard,TX,Texas,p60,ERCTc
54,109,Wyoming,WV,West Virginia,p117,RFCWc
18,123,Perry,IN,Indiana,p107,RFCWc
47,109,McNairy,TN,Tennessee,p92,SRTVc
20,81,Haskell,KS,Kansas,p53,SPNOc
37,151,Randolph,NC,North Carolina,p97,SRVCc
21,239,Woodford,KY,Kentucky,p109,SRTVc
16,65,Madison,ID,Idaho,p16,NWPPc
37,191,Wayne,NC,North Carolina,p98,SRVCc
47,31,Coffee,TN,Tennessee,p92,SRTVc
6,33,Lake,CA,California,p9,CAMXc
53,13,Columbia,WA,Washington,p2,NWPPc
37,49,Craven,NC,North Carolina,p98,SRVCc
28,137,Tate,MS,Mississippi,p87,SRMVc
48,239,Jackson,TX,Texas,p65,ERCTc
5,59,Hot Spring,AR,Arkansas,p85,SRMVc
19,181,Warren,IA,Iowa,p70,MROWc
22,93,St. James,LA,Louisiana,p58,SRMVc
17,139,Moultrie,IL,Illinois,p83,SRMWc
29,217,Vernon,MO,Missouri,p55,SPNOc
46,127,Union,SD,South Dakota,p38,MROWc
29,71,Franklin,MO,Missouri,p72,SRMWc
38,77,Richland,ND,North Dakota,p37,MROWc
49,23,Juab,UT,Utah,p25,NWPPc
5,145,White,AR,Arkansas,p85,SRMVc
6,89,Shasta,CA,California,p9,CAMXc
48,221,Hood,TX,Texas,p63,ERCTc
53,65,Stevens,WA,Washington,p3,NWPPc
22,117,Washington,LA,Louisiana,p58,SRMVc
16,13,Blaine,ID,Idaho,p15,NWPPc
45,87,Union,SC,South Carolina,p95,SRVCc
51,81,Greensville,VA,Virginia,p99,SRVCc
35,59,Union,NM,New Mexico,p31,AZNMc
13,79,Crawford,GA,Georgia,p94,SRSOc
8,113,San Miguel,CO,Colorado,p34,RMPAc
21,221,Trigg,KY,Kentucky,p93,SRTVc
29,51,Cole,MO,Missouri,p72,SRMWc
48,309,McLennan,TX,Texas,p63,ERCTc
39,47,Fayette,OH,Ohio,p113,RFCWc
55,27,Dodge,WI,Wisconsin,p76,MROEc
6,21,Glenn,CA,California,p9,CAMXc
46,77,Kingsbury,SD,South Dakota,p38,MROWc
18,45,Fountain,IN,Indiana,p105,RFCWc
13,107,Emanuel,GA,Georgia,p94,SRSOc
27,83,Lyon,MN,Minnesota,p44,MROWc
26,95,Luce,MI,Michigan,p103,RFCMc
48,297,Live Oak,TX,Texas,p65,ERCTc
1,103,Morgan,AL,Alabama,p89,SRSOc
1,55,Etowah,AL,Alabama,p90,SRSOc
13,161,Jeff Davis,GA,Georgia,p94,SRSOc
32,21,Mineral,NV,Nevada,p12,NWPPc
16,17,Bonner,ID,Idaho,p14,NWPPc
30,31,Gallatin,MT,Montana,p18,NWPPc
48,381,Randall,TX,Texas,p48,SPSOc
39,33,Crawford,OH,Ohio,p112,RFCWc
30,109,Wibaux,MT,Montana,p35,MROWc
21,215,Spencer,KY,Kentucky,p109,SRTVc
29,39,Cedar,MO,Missouri,p55,SPNOc
50,9,Essex,VT,Vermont,p129,NEWEc
21,165,Menifee,KY,Kentucky,p109,SRTVc
8,87,Morgan,CO,Colorado,p33,RMPAc
48,291,Liberty,TX,Texas,p66,SRMVc
49,49,Utah,UT,Utah,p25,NWPPc
55,67,Langlade,WI,Wisconsin,p75,MROEc
40,77,Latimer,OK,Oklahoma,p50,SPSOc
55,73,Marathon,WI,Wisconsin,p75,MROEc
13,235,Pulaski,GA,Georgia,p94,SRSOc
22,35,East Carroll,LA,Louisiana,p86,SRMVc
13,97,Douglas,GA,Georgia,p94,SRSOc
9,15,Windham,CT,Connecticut,p132,NEWEc
42,105,Potter,PA,Pennsylvania,p119,RFCEc
48,215,Hidalgo,TX,Texas,p65,ERCTc
13,129,Gordon,GA,Georgia,p94,SRSOc
1,119,Sumter,AL,Alabama,p89,SRSOc
12,41,Gilchrist,FL,Florida,p101,FRCCc
22,25,Catahoula,LA,Louisiana,p58,SRMVc
29,63,DeKalb,MO,Missouri,p54,SPNOc
48,165,Gaines,TX,Texas,p48,SPSOc
10,5,Sussex,DE,Delaware,p125,RFCEc
20,7,Barber,KS,Kansas,p53,SPNOc
17,57,Fulton,IL,Illinois,p81,SRMWc
23,21,Piscataquis,ME,Maine,p134,NEWEc
17,43,DuPage,IL,Illinois,p80,RFCWc
26,51,Gladwin,MI,Michigan,p103,RFCMc
13,283,Treutlen,GA,Georgia,p94,SRSOc
39,59,Guernsey,OH,Ohio,p112,RFCWc
12,81,Manatee,FL,Florida,p101,FRCCc
56,17,Hot Springs,WY,Wyoming,p21,NWPPc
51,173,Smyth,VA,Virginia,p118,RFCWc
35,47,San Miguel,NM,New Mexico,p31,AZNMc
29,95,Jackson,MO,Missouri,p54,SPNOc
51,195,Wise,VA,Virginia,p118,RFCWc
8,85,Montrose,CO,Colorado,p34,RMPAc
36,121,Wyoming,NY,New York,p127,NYSTc
50,23,Washington,VT,Vermont,p129,NEWEc
34,33,Salem,NJ,New Jersey,p126,RFCEc
17,75,Iroquois,IL,Illinois,p83,SRMWc
8,91,Ouray,CO,Colorado,p34,RMPAc
47,155,Sevier,TN,Tennessee,p92,SRTVc
18,83,Knox,IN,Indiana,p107,RFCWc
56,13,Fremont,WY,Wyoming,p21,NWPPc
25,11,Franklin,MA,Massachusetts,p131,NEWEc
17,135,Montgomery,IL,Illinois,p81,SRMWc
27,45,Fillmore,MN,Minnesota,p68,MROWc
5,21,Clay,AR,Arkansas,p85,SRMVc
20,5,Atchison,KS,Kansas,p53,SPNOc
42,93,Montour,PA,Pennsylvania,p122,RFCEc
48,109,Culberson,TX,Texas,p61,ERCTc
26,63,Huron,MI,Michigan,p103,RFCMc
45,85,Sumter,SC,South Carolina,p96,SRVCc
48,31,Blanco,TX,Texas,p64,ERCTc
28,143,Tunica,MS,Mississippi,p87,SRMVc
20,193,Thomas,KS,Kansas,p52,SPNOc
8,101,Pueblo,CO,Colorado,p34,RMPAc
35,33,Mora,NM,New Mexico,p31,AZNMc
5,89,Marion,AR,Arkansas,p56,SPSOc
26,39,Crawford,MI,Michigan,p103,RFCMc
31,155,Saunders,NE,Nebraska,p41,MROWc
21,109,Jackson,KY,Kentucky,p109,SRTVc
45,91,York,SC,South Carolina,p95,SRVCc
49,9,Daggett,UT,Utah,p26,NWPPc
21,31,Butler,KY,Kentucky,p93,SRTVc
51,720,Norton,VA,Virginia,p118,RFCWc
36,71,Orange,NY,New York,p127,NYSTc
51,41,Chesterfield,VA,Virginia,p99,SRVCc
48,131,Duval,TX,Texas,p65,ERCTc
20,29,Cloud,KS,Kansas,p53,SPNOc
40,151,Woods,OK,Oklahoma,p50,SPSOc
6,93,Siskiyou,CA,California,p8,NWPPc
48,157,Fort Bend,TX,Texas,p67,ERCTc
12,129,Wakulla,FL,Florida,p101,FRCCc
39,35,Cuyahoga,OH,Ohio,p111,RFCWc
37,183,Wake,NC,North Carolina,p98,SRVCc
12,97,Osceola,FL,Florida,p101,FRCCc
16,27,Canyon,ID,Idaho,p15,NWPPc
40,49,Garvin,OK,Oklahoma,p50,SPSOc
39,25,Clermont,OH,Ohio,p114,RFCWc
21,131,Leslie,KY,Kentucky,p110,RFCWc
22,33,East Baton Rouge,LA,Louisiana,p58,SRMVc
48,503,Young,TX,Texas,p63,ERCTc
31,169,Thayer,NE,Nebraska,p40,MROWc
20,15,Butler,KS,Kansas,p53,SPNOc
46,111,Sanborn,SD,South Dakota,p38,MROWc
33,11,Hillsborough,NH,New Hampshire,p130,NEWEc
21,157,Marshall,KY,Kentucky,p93,SRTVc
46,23,Charles Mix,SD,South Dakota,p38,MROWc
9,7,Middlesex,CT,Connecticut,p132,NEWEc
27,1,Aitkin,MN,Minnesota,p43,MROWc
29,143,New Madrid,MO,Missouri,p84,SRMWc
20,37,Crawford,KS,Kansas,p53,SPNOc
55,13,Burnett,WI,Wisconsin,p46,MROWc
13,287,Turner,GA,Georgia,p94,SRSOc
5,105,Perry,AR,Arkansas,p85,SRMVc
40,23,Choctaw,OK,Oklahoma,p50,SPSOc
13,257,Stephens,GA,Georgia,p94,SRSOc
12,107,Putnam,FL,Florida,p101,FRCCc
27,19,Carver,MN,Minnesota,p43,MROWc
16,73,Owyhee,ID,Idaho,p15,NWPPc
40,111,Okmulgee,OK,Oklahoma,p51,SPSOc
37,127,Nash,NC,North Carolina,p98,SRVCc
12,79,Madison,FL,Florida,p101,FRCCc
48,411,San Saba,TX,Texas,p63,ERCTc
22,47,Iberville,LA,Louisiana,p58,SRMVc
27,133,Rock,MN,Minnesota,p44,MROWc
51,840,Winchester,VA,Virginia,p100,SRVCc
4,11,Greenlee,AZ,Arizona,p28,AZNMc
8,123,Weld,CO,Colorado,p33,RMPAc
13,173,Lanier,GA,Georgia,p94,SRSOc
19,175,Union,IA,Iowa,p70,MROWc
39,117,Morrow,OH,Ohio,p112,RFCWc
13,195,Madison,GA,Georgia,p94,SRSOc
47,169,Trousdale,TN,Tennessee,p92,SRTVc
55,17,Chippewa,WI,Wisconsin,p46,MROWc
20,115,Marion,KS,Kansas,p53,SPNOc
16,67,Minidoka,ID,Idaho,p15,NWPPc
46,49,Faulk,SD,South Dakota,p38,MROWc
19,99,Jasper,IA,Iowa,p70,MROWc
28,95,Monroe,MS,Mississippi,p88,SRTVc
31,119,Madison,NE,Nebraska,p40,MROWc
47,55,Giles,TN,Tennessee,p92,SRTVc
9,5,Litchfield,CT,Connecticut,p132,NEWEc
19,65,Fayette,IA,Iowa,p69,MROWc
47,103,Lincoln,TN,Tennessee,p92,SRTVc
48,149,Fayette,TX,Texas,p64,ERCTc
51,36,Charles City,VA,Virginia,p99,SRVCc
28,63,Jefferson,MS,Mississippi,p87,SRMVc
26,143,Roscommon,MI,Michigan,p103,RFCMc
51,97,King and Queen,VA,Virginia,p99,SRVCc
36,3,Allegany,NY,New York,p127,NYSTc
46,125,Turner,SD,South Dakota,p38,MROWc
35,35,Otero,NM,New Mexico,p31,AZNMc
48,397,Rockwall,TX,Texas,p63,ERCTc
21,149,McLean,KY,Kentucky,p108,SRTVc
18,133,Putnam,IN,Indiana,p105,RFCWc
40,9,Beckham,OK,Oklahoma,p50,SPSOc
24,21,Frederick,MD,Maryland,p121,RFCWc
28,39,George,MS,Mississippi,p87,SRMVc
35,25,Lea,NM,New Mexico,p47,SPSOc
6,105,Trinity,CA,California,p9,CAMXc
40,61,Haskell,OK,Oklahoma,p50,SPSOc
18,19,Clark,IN,Indiana,p107,RFCWc
29,167,Polk,MO,Missouri,p55,SPNOc
18,1,Adams,IN,Indiana,p105,RFCWc
40,141,Tillman,OK,Oklahoma,p50,SPSOc
51,107,Loudoun,VA,Virginia,p99,SRVCc
41,55,Sherman,OR,Oregon,p5,NWPPc
40,125,Pottawatomie,OK,Oklahoma,p50,SPSOc
31,103,Keya Paha,NE,Nebraska,p40,MROWc
51,161,Roanoke,VA,Virginia,p118,RFCWc
56,27,Niobrara,WY,Wyoming,p24,RMPAc
28,51,Holmes,MS,Mississippi,p87,SRMVc
48,153,Floyd,TX,Texas,p48,SPSOc
31,55,Douglas,NE,Nebraska,p41,MROWc
47,119,Maury,TN,Tennessee,p92,SRTVc
46,61,Hanson,SD,South Dakota,p38,MROWc
19,147,Palo Alto,IA,Iowa,p45,MROWc
46,9,Bon Homme,SD,South Dakota,p38,MROWc
51,79,Greene,VA,Virginia,p100,SRVCc
42,89,Monroe,PA,Pennsylvania,p122,RFCEc
17,203,Woodford,IL,Illinois,p82,SRMWc
18,177,Wayne,IN,Indiana,p107,RFCWc
22,59,La Salle,LA,Louisiana,p58,SRMVc
42,21,Cambria,PA,Pennsylvania,p122,RFCEc
34,35,Somerset,NJ,New Jersey,p126,RFCEc
54,103,Wetzel,WV,West Virginia,p116,RFCWc
13,81,Crisp,GA,Georgia,p94,SRSOc
54,55,Mercer,WV,West Virginia,p117,RFCWc
36,53,Madison,NY,New York,p127,NYSTc
21,153,Magoffin,KY,Kentucky,p109,SRTVc
34,25,Monmouth,NJ,New Jersey,p126,RFCEc
5,93,Mississippi,AR,Arkansas,p85,SRMVc
5,117,Prairie,AR,Arkansas,p85,SRMVc
29,137,Monroe,MO,Missouri,p71,SRMWc
42,33,Clearfield,PA,Pennsylvania,p122,RFCEc
20,79,Harvey,KS,Kansas,p53,SPNOc
26,3,Alger,MI,Michigan,p74,MROEc
18,101,Martin,IN,Indiana,p107,RFCWc
30,55,McCone,MT,Montana,p35,MROWc
30,103,Treasure,MT,Montana,p20,NWPPc
19,17,Bremer,IA,Iowa,p69,MROWc
48,459,Upshur,TX,Texas,p57,SPSOc
55,99,Price,WI,Wisconsin,p46,MROWc
48,307,McCulloch,TX,Texas,p63,ERCTc
20,161,Riley,KS,Kansas,p53,SPNOc
38,9,Bottineau,ND,North Dakota,p37,MROWc
47,131,Obion,TN,Tennessee,p92,SRTVc
20,107,Linn,KS,Kansas,p53,SPNOc
38,61,Mountrail,ND,North Dakota,p36,MROWc
47,157,Shelby,TN,Tennessee,p92,SRTVc
28,71,Lafayette,MS,Mississippi,p88,SRTVc
39,105,Meigs,OH,Ohio,p112,RFCWc
8,83,Montezuma,CO,Colorado,p34,RMPAc
24,47,Worcester,MD,Maryland,p123,RFCEc
27,113,Pennington,MN,Minnesota,p42,MROWc
23,25,Somerset,ME,Maine,p134,NEWEc
12,115,Sarasota,FL,Florida,p101,FRCCc
20,97,Kiowa,KS,Kansas,p53,SPNOc
28,121,Rankin,MS,Mississippi,p87,SRMVc
27,87,Mahnomen,MN,Minnesota,p42,MROWc
26,53,Gogebic,MI,Michigan,p74,MROEc
48,209,Hays,TX,Texas,p64,ERCTc
31,157,Scotts Bluff,NE,Nebraska,p39,RMPAc
12,29,Dixie,FL,Florida,p101,FRCCc
13,7,Baker,GA,Georgia,p94,SRSOc
24,33,Prince George's,MD,Maryland,p123,RFCEc
18,91,LaPorte,IN,Indiana,p105,RFCWc
20,129,Morton,KS,Kansas,p52,SPNOc
31,131,Otoe,NE,Nebraska,p41,MROWc
19,13,Black Hawk,IA,Iowa,p69,MROWc
21,169,Metcalfe,KY,Kentucky,p93,SRTVc
5,35,Crittenden,AR,Arkansas,p85,SRMVc
12,37,Franklin,FL,Florida,p101,FRCCc
21,209,Scott,KY,Kentucky,p109,SRTVc
45,83,Spartanburg,SC,South Carolina,p95,SRVCc
51,660,Harrisonburg,VA,Virginia,p99,SRVCc
1,31,Coffee,AL,Alabama,p90,SRSOc
18,85,Kosciusko,IN,Indiana,p105,RFCWc
12,15,Charlotte,FL,Florida,p101,FRCCc
42,47,Elk,PA,Pennsylvania,p119,RFCEc
5,25,Cleveland,AR,Arkansas,p85,SRMVc
1,109,Pike,AL,Alabama,p90,SRSOc
37,185,Warren,NC,North Carolina,p98,SRVCc
48,169,Garza,TX,Texas,p48,SPSOc
6,25,Imperial,CA,California,p10,CAMXc
27,85,McLeod,MN,Minnesota,p43,MROWc
53,73,Whatcom,WA,Washington,p1,NWPPc
6,35,Lassen,CA,California,p8,NWPPc
48,103,Crane,TX,Texas,p62,ERCTc
31,153,Sarpy,NE,Nebraska,p41,MROWc
48,55,Caldwell,TX,Texas,p64,ERCTc
39,93,Lorain,OH,Ohio,p111,RFCWc
37,77,Granville,NC,North Carolina,p98,SRVCc
47,149,Rutherford,TN,Tennessee,p92,SRTVc
13,229,Pierce,GA,Georgia,p94,SRSOc
19,159,Ringgold,IA,Iowa,p70,MROWc
45,45,Greenville,SC,South Carolina,p95,SRVCc
26,137,Otsego,MI,Michigan,p103,RFCMc
29,3,Andrew,MO,Missouri,p54,SPNOc
27,91,Martin,MN,Minnesota,p68,MROWc
21,103,Henry,KY,Kentucky,p109,SRTVc
51,115,Mathews,VA,Virginia,p99,SRVCc
18,87,LaGrange,IN,Indiana,p105,RFCWc
21,55,Crittenden,KY,Kentucky,p108,SRTVc
53,67,Thurston,WA,Washington,p1,NWPPc
38,49,McHenry,ND,North Dakota,p37,MROWc
18,113,Noble,IN,Indiana,p105,RFCWc
42,59,Greene,PA,Pennsylvania,p115,RFCWc
22,21,Caldwell,LA,Louisiana,p58,SRMVc
28,163,Yazoo,MS,Mississippi,p87,SRMVc
31,149,Rock,NE,Nebraska,p40,MROWc
48,119,Delta,TX,Texas,p63,ERCTc
47,153,Sequatchie,TN,Tennessee,p92,SRTVc
8,45,Garfield,CO,Colorado,p33,RMPAc
51,29,Buckingham,VA,Virginia,p99,SRVCc
53,27,Grays Harbor,WA,Washington,p2,NWPPc
55,65,Lafayette,WI,Wisconsin,p77,MROWc
13,5,Bacon,GA,Georgia,p94,SRSOc
38,23,Divide,ND,North Dakota,p36,MROWc
51,37,Charlotte,VA,Virginia,p99,SRVCc
29,53,Cooper,MO,Missouri,p72,SRMWc
13,193,Macon,GA,Georgia,p94,SRSOc
21,119,Knott,KY,Kentucky,p110,RFCWc
51,15,Augusta,VA,Virginia,p99,SRVCc
22,89,St. Charles,LA,Louisiana,p58,SRMVc
27,101,Murray,MN,Minnesota,p44,MROWc
22,29,Concordia,LA,Louisiana,p58,SRMVc
35,5,Chaves,NM,New Mexico,p47,SPSOc
38,63,Nelson,ND,North Dakota,p37,MROWc
29,183,St. Charles,MO,Missouri,p72,SRMWc
46,121,Todd,SD,South Dakota,p38,MROWc
39,7,Ashtabula,OH,Ohio,p111,RFCWc
51,21,Bland,VA,Virginia,p118,RFCWc
30,83,Richland,MT,Montana,p35,MROWc
17,17,Cass,IL,Illinois,p81,SRMWc
20,33,Comanche,KS,Kansas,p53,SPNOc
40,71,Kay,OK,Oklahoma,p50,SPSOc
42,79,Luzerne,PA,Pennsylvania,p122,RFCEc
51,89,Henry,VA,Virginia,p118,RFCWc
22,15,Bossier,LA,Louisiana,p58,SRMVc
37,143,Perquimans,NC,North Carolina,p98,SRVCc
5,41,Desha,AR,Arkansas,p85,SRMVc
38,39,Griggs,ND,North Dakota,p37,MROWc
53,69,Wahkiakum,WA,Washington,p2,NWPPc
1,113,Russell,AL,Alabama,p90,SRSOc
18,165,Vermillion,IN,Indiana,p105,RFCWc
6,81,San Mateo,CA,California,p9,CAMXc
56,43,Washakie,WY,Wyoming,p21,NWPPc
8,103,Rio Blanco,CO,Colorado,p33,RMPAc
42,107,Schuylkill,PA,Pennsylvania,p122,RFCEc
22,37,East Feliciana,LA,Louisiana,p58,SRMVc
8,55,Huerfano,CO,Colorado,p34,RMPAc
13,205,Mitchell,GA,Georgia,p94,SRSOc
49,3,Box Elder,UT,Utah,p25,NWPPc
34,5,Burlington,NJ,New Jersey,p126,RFCEc
46,71,Jackson,SD,South Dakota,p38,MROWc
29,127,Marion,MO,Missouri,p71,SRMWc
21,45,Casey,KY,Kentucky,p109,SRTVc
38,51,McIntosh,ND,North Dakota,p36,MROWc
1,87,Macon,AL,Alabama,p90,SRSOc
20,47,Edwards,KS,Kansas,p53,SPNOc
13,295,Walker,GA,Georgia,p94,SRSOc
42,97,Northumberland,PA,Pennsylvania,p122,RFCEc
27,109,Olmsted,MN,Minnesota,p43,MROWc
13,105,Elbert,GA,Georgia,p94,SRSOc
27,31,Cook,MN,Minnesota,p43,MROWc
22,115,Vernon,LA,Louisiana,p58,SRMVc
29,186,Ste. Genevieve,MO,Missouri,p72,SRMWc
8,119,Teller,CO,Colorado,p33,RMPAc
49,53,Washington,UT,Utah,p25,NWPPc
17,13,Calhoun,IL,Illinois,p81,SRMWc
48,45,Briscoe,TX,Texas,p60,ERCTc
42,129,Westmoreland,PA,Pennsylvania,p115,RFCWc
