eGRID_subregion,NERC_Acronym,BA_Code,BA_Name,STATE_FIPS,COUNTY_FIPS
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,007
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,013
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,007
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,013
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,RFC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,013
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,013
NEWE,NPCC,ISNE,ISO New England Inc.,09,003
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,009
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,007
NEWE,NPCC,ISNE,ISO New England Inc.,09,001
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,011
NEWE,NPCC,ISNE,ISO New England Inc.,09,005
NEWE,NPCC,ISNE,ISO New England Inc.,09,015
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,005
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",10,003
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,SERC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
RFCE,RFC,PJM,"PJM Interconnection, LLC",11,001
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,095
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,095
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPC,Duke Energy Florida Inc,12,117
FRCC,SERC,FPC,Duke Energy Florida Inc,12,101
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,TAL,City of Tallahassee,12,073
FRCC,SERC,FPL,Florida Power & Light Company,12,015
FRCC,SERC,FPL,Florida Power & Light Company,12,015
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,005
FRCC,SERC,FPC,Duke Energy Florida Inc,12,103
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FPL,Florida Power & Light Company,12,061
FRCC,SERC,FPL,Florida Power & Light Company,12,051
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,063
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPC,Duke Energy Florida Inc,12,123
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,105
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,097
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPL,Florida Power & Light Company,12,027
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,FPL,Florida Power & Light Company,12,027
FRCC,SERC,FPC,Duke Energy Florida Inc,12,051
FRCC,SERC,FPC,Duke Energy Florida Inc,12,023
FRCC,SERC,FPL,Florida Power & Light Company,12,107
FRCC,SERC,TAL,City of Tallahassee,12,073
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
FRCC,SERC,FPC,Duke Energy Florida Inc,12,069
FRCC,SERC,FPC,Duke Energy Florida Inc,12,017
FRCC,SERC,FPL,Florida Power & Light Company,12,011
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,095
FRCC,SERC,FPC,Duke Energy Florida Inc,12,069
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,127
FRCC,SERC,FPC,Duke Energy Florida Inc,12,127
FRCC,SERC,FPC,Duke Energy Florida Inc,12,127
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,FPL,Florida Power & Light Company,12,027
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPC,Duke Energy Florida Inc,12,081
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,121
FRCC,SERC,FPL,Florida Power & Light Company,12,003
FRCC,SERC,JEA,JEA,12,089
FRCC,SERC,JEA,JEA,12,089
FRCC,SERC,JEA,JEA,12,089
FRCC,SERC,FPL,Florida Power & Light Company,12,127
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,TAL,City of Tallahassee,12,073
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,093
FRCC,SERC,FPL,Florida Power & Light Company,12,071
FRCC,SERC,HST,City of Homestead,12,086
FRCC,SERC,FPC,Duke Energy Florida Inc,12,083
FRCC,SERC,FPL,Florida Power & Light Company,12,107
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,105
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,JEA,JEA,12,031
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,091
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,113
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,063
FRCC,SERC,FPC,Duke Energy Florida Inc,12,047
FRCC,SERC,FPL,Florida Power & Light Company,12,051
FRCC,SERC,TEC,Tampa Electric Company,12,049
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,097
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,SEC,Seminole Electric Cooperative,12,053
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,107
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,009
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,009
FRCC,SERC,FPL,Florida Power & Light Company,12,061
FRCC,SERC,FPC,Duke Energy Florida Inc,12,097
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
FRCC,SERC,FPL,Florida Power & Light Company,12,111
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,FPL,Florida Power & Light Company,12,039
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPC,Duke Energy Florida Inc,12,097
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,055
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,093
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,005
FRCC,SERC,FPL,Florida Power & Light Company,12,011
FRCC,SERC,FPL,Florida Power & Light Company,12,071
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,FPC,Duke Energy Florida Inc,12,103
FRCC,SERC,FPL,Florida Power & Light Company,12,111
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,019
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,FPL,Florida Power & Light Company,12,087
FRCC,SERC,FPL,Florida Power & Light Company,12,085
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,SEC,Seminole Electric Cooperative,12,049
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,089
FRCC,SERC,FPL,Florida Power & Light Company,12,003
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,093
FRCC,SERC,FPL,Florida Power & Light Company,12,093
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPL,Florida Power & Light Company,12,061
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,FPC,Duke Energy Florida Inc,12,097
FRCC,SERC,FPC,Duke Energy Florida Inc,12,097
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPC,Duke Energy Florida Inc,12,103
FRCC,SERC,FPL,Florida Power & Light Company,12,009
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,FPC,Duke Energy Florida Inc,12,101
FRCC,SERC,TEC,Tampa Electric Company,12,105
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,113
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,111
FRCC,SERC,FPL,Florida Power & Light Company,12,011
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
FRCC,SERC,FPC,Duke Energy Florida Inc,12,123
FRCC,SERC,FPC,Duke Energy Florida Inc,12,103
FRCC,SERC,FPL,Florida Power & Light Company,12,127
FRCC,SERC,TEC,Tampa Electric Company,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,015
FRCC,SERC,FPL,Florida Power & Light Company,12,011
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,FPC,Duke Energy Florida Inc,12,117
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,FPL,Florida Power & Light Company,12,027
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,TAL,City of Tallahassee,12,129
FRCC,SERC,FPL,Florida Power & Light Company,12,099
FRCC,SERC,FPL,Florida Power & Light Company,12,127
FRCC,SERC,FPC,Duke Energy Florida Inc,12,001
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,113
FRCC,SERC,FPL,Florida Power & Light Company,12,115
FRCC,SERC,SEC,Seminole Electric Cooperative,12,107
FRCC,SERC,FPL,Florida Power & Light Company,12,117
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPC,Duke Energy Florida Inc,12,101
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,GVL,Gainesville Regional Utilities,12,001
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,FPL,Florida Power & Light Company,12,009
SRSO,SERC,AEC,PowerSouth Energy Cooperative,12,063
FRCC,SERC,FPL,Florida Power & Light Company,12,111
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,033
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,087
FRCC,SERC,TAL,City of Tallahassee,12,073
FRCC,SERC,FPL,Florida Power & Light Company,12,023
FRCC,SERC,FPC,Duke Energy Florida Inc,12,121
FRCC,SERC,FPC,Duke Energy Florida Inc,12,121
FRCC,SERC,FPL,Florida Power & Light Company,12,085
FRCC,SERC,FPC,Duke Energy Florida Inc,12,047
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,095
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FPC,Duke Energy Florida Inc,12,105
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,099
FRCC,SERC,JEA,JEA,12,031
FRCC,SERC,FPL,Florida Power & Light Company,12,109
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,111
FRCC,SERC,FPC,Duke Energy Florida Inc,12,041
FRCC,SERC,FPC,Duke Energy Florida Inc,12,041
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,FPL,Florida Power & Light Company,12,086
FRCC,SERC,FPL,Florida Power & Light Company,12,107
FRCC,SERC,FPC,Duke Energy Florida Inc,12,047
FRCC,SERC,FPL,Florida Power & Light Company,12,125
FRCC,SERC,FPC,Duke Energy Florida Inc,12,001
FRCC,SERC,FPC,Duke Energy Florida Inc,12,049
FRCC,SERC,FPC,Duke Energy Florida Inc,12,095
FRCC,SERC,FPL,Florida Power & Light Company,12,021
FRCC,SERC,FPL,Florida Power & Light Company,12,099
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",12,005
FRCC,SERC,FPL,Florida Power & Light Company,12,011
FRCC,SERC,FPL,Florida Power & Light Company,12,027
FRCC,SERC,FPL,Florida Power & Light Company,12,081
FRCC,SERC,TEC,Tampa Electric Company,12,057
FRCC,SERC,FMPP,Florida Municipal Power Pool,12,105
FRCC,SERC,FPL,Florida Power & Light Company,12,086
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,289
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,303
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,095
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,015
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,033
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,245
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,023
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,059
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,303
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,205
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,087
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,001
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,021
SRTV,SERC,TVA,Tennessee Valley Authority,13,111
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,051
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,015
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,127
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,117
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,031
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,241
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,269
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,269
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,205
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,205
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,199
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,213
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,233
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,149
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,059
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,073
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,073
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,195
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,023
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,087
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,321
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,267
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,157
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,213
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,087
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,087
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,071
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,095
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,297
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,175
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,293
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,001
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,103
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,089
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,089
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,095
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,193
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,053
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,245
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,179
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,049
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,119
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,261
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,013
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,255
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,135
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,099
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,107
SRVC,SERC,SEPA,Southeastern Power Administration,13,163
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,099
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,245
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,245
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,297
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,133
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,199
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,119
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,195
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,103
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,145
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,147
SRVC,SERC,SEPA,Southeastern Power Administration,13,147
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,149
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,161
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,161
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRVC,SERC,SEPA,Southeastern Power Administration,13,089
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,211
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,051
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,051
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,115
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,051
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,179
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,067
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,305
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,285
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,245
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,039
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,321
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,173
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,243
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,089
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,043
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,159
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,185
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,185
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,095
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,121
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,273
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,103
SRSO,SERC,SOCO,"Southern Company Services, Inc. - Trans",13,103
