Year,Source,Fuel,ModelYr,TotalEnergy
2023,21,5,1996,2.4187E+11
2023,21,5,1997,9.60239E+11
2023,21,5,1998,3.45988E+12
2023,21,5,1999,9.39953E+12
2023,21,5,2000,1.24854E+13
2023,21,5,2001,1.66845E+13
2023,21,5,2002,1.91295E+13
2023,21,5,2003,2.02429E+13
2023,21,5,2004,2.74666E+13
2023,21,5,2005,3.91743E+13
2023,21,5,2006,5.38195E+13
2023,21,5,2007,1.17076E+14
2023,21,5,2008,2.0358E+14
2023,21,5,2009,1.52713E+14
2023,21,5,2010,1.11656E+14
2023,21,5,2011,2.67145E+14
2023,21,5,2012,2.23348E+14
2023,21,5,2013,2.51649E+14
2023,21,5,2014,2.467E+14
2023,21,5,2015,2.20854E+14
2023,21,5,2016,3.51523E+14
2023,21,5,2017,1.98711E+14
2023,21,5,2018,1.88332E+14
2023,21,5,2019,1.09934E+14
2023,21,5,2020,7.54104E+13
2023,21,5,2021,1.01972E+14
2023,21,5,2022,1.0518E+14
2023,21,5,2023,1.07134E+14
2023,21,9,1998,4.11028E+12
2023,21,9,1999,4.40222E+12
2023,21,9,2000,4.15085E+12
2023,21,9,2001,2.48626E+12
2023,21,9,2002,8.36805E+11
2023,21,9,2003,7.8707E+11
2023,21,9,2004,3.57825E+11
2023,21,9,2005,1.76367E+11
2023,21,9,2006,4.26481E+11
2023,21,9,2007,1.20603E+12
2023,21,9,2008,1.04213E+12
2023,21,9,2009,2.24341E+12
2023,21,9,2010,1.49868E+13
2023,21,9,2011,2.18212E+14
2023,21,9,2012,3.72722E+14
2023,21,9,2013,4.38608E+14
2023,21,9,2014,2.83505E+15
2023,21,9,2015,3.90938E+15
2023,21,9,2016,1.9264E+15
2023,21,9,2017,4.06199E+15
2023,21,9,2018,7.92178E+15
2023,21,9,2019,9.75249E+15
2023,21,9,2020,5.47144E+15
2023,21,9,2021,6.39983E+15
2023,21,9,2022,6.56161E+15
2023,21,9,2023,6.82159E+15
2023,31,1,1993,4.61214E+16
2023,31,1,1994,5.40768E+16
2023,31,1,1995,6.06151E+16
2023,31,1,1996,6.68022E+16
2023,31,1,1997,7.88214E+16
2023,31,1,1998,1.00083E+17
2023,31,1,1999,9.76556E+16
2023,31,1,2000,1.24644E+17
2023,31,1,2001,1.4054E+17
2023,31,1,2002,1.6507E+17
2023,31,1,2003,1.9626E+17
2023,31,1,2004,2.31837E+17
2023,31,1,2005,2.55626E+17
2023,31,1,2006,2.85248E+17
2023,31,1,2007,2.95567E+17
2023,31,1,2008,2.33476E+17
2023,31,1,2009,2.04618E+17
2023,31,1,2010,2.49763E+17
2023,31,1,2011,2.76927E+17
2023,31,1,2012,3.18131E+17
2023,31,1,2013,3.55994E+17
2023,31,1,2014,3.72829E+17
2023,31,1,2015,5.08323E+17
2023,31,1,2016,4.4746E+17
2023,31,1,2017,4.89042E+17
2023,31,1,2018,4.88384E+17
2023,31,1,2019,5.81083E+17
2023,31,1,2020,5.22483E+17
2023,31,1,2021,7.50929E+17
2023,31,1,2022,7.31811E+17
2023,31,1,2023,7.44252E+17
2023,31,2,1993,1.8726E+15
2023,31,2,1994,2.46666E+15
2023,31,2,1995,2.51716E+15
2023,31,2,1996,2.24118E+15
2023,31,2,1997,3.11481E+15
2023,31,2,1998,1.26708E+15
2023,31,2,1999,3.98287E+15
2023,31,2,2000,3.59684E+15
2023,31,2,2001,4.79769E+15
2023,31,2,2002,4.38921E+15
2023,31,2,2003,5.29339E+15
2023,31,2,2004,4.84335E+15
2023,31,2,2005,4.18587E+15
2023,31,2,2006,2.39506E+15
2023,31,2,2007,1.11085E+13
2023,31,2,2008,4.67877E+12
2023,31,2,2009,8.4265E+14
2023,31,2,2010,1.25053E+15
2023,31,2,2011,2.34866E+15
2023,31,2,2012,1.85721E+15
2023,31,2,2013,2.37962E+15
2023,31,2,2014,5.37956E+15
2023,31,2,2015,3.602E+15
2023,31,2,2016,2.04079E+15
2023,31,2,2017,3.25754E+15
2023,31,2,2018,6.05691E+15
2023,31,2,2019,6.22802E+15
2023,31,2,2020,4.3367E+15
2023,31,2,2021,9.98385E+15
2023,31,2,2022,1.25226E+16
2023,31,2,2023,1.17466E+16
2023,31,5,1995,9.32371E+12
2023,31,5,1996,2.08317E+13
2023,31,5,1997,3.42582E+13
2023,31,5,1998,6.06293E+13
2023,31,5,1999,1.04584E+14
2023,31,5,2000,1.51033E+14
2023,31,5,2001,1.58363E+14
2023,31,5,2002,1.70969E+14
2023,31,5,2003,2.57567E+14
2023,31,5,2004,3.59485E+14
2023,31,5,2005,3.21274E+14
2023,31,5,2006,4.42016E+14
2023,31,5,2007,7.79953E+14
2023,31,5,2008,6.7788E+14
2023,31,5,2009,5.24453E+14
2023,31,5,2010,7.53686E+14
2023,31,5,2011,1.20462E+15
2023,31,5,2012,1.23467E+15
2023,31,5,2013,1.4112E+15
2023,31,5,2014,1.58338E+15
2023,31,5,2015,1.86446E+15
2023,31,5,2016,1.05778E+15
2023,31,5,2017,8.26183E+14
2023,31,5,2018,8.09872E+14
2023,31,5,2019,9.31232E+14
2023,31,5,2020,8.3424E+14
2023,31,5,2021,1.10107E+15
2023,31,5,2022,1.07489E+15
2023,31,5,2023,1.09373E+15
2023,31,9,1997,7.64149E+11
2023,31,9,1998,3.9408E+12
2023,31,9,1999,3.54945E+12
2023,31,9,2000,3.87482E+12
2023,31,9,2001,3.41601E+12
2023,31,9,2002,4.79096E+12
2023,31,9,2003,1.16563E+12
2023,31,9,2004,1.11518E+12
2023,31,9,2005,1.13041E+12
2023,31,9,2006,1.42899E+12
2023,31,9,2007,1.20273E+12
2023,31,9,2008,8.27009E+11
2023,31,9,2009,5.43254E+12
2023,31,9,2010,1.37541E+13
2023,31,9,2011,9.18623E+12
2023,31,9,2012,9.78409E+12
2023,31,9,2013,7.86988E+12
2023,31,9,2014,9.70291E+12
2023,31,9,2015,8.12928E+13
2023,31,9,2016,4.12412E+13
2023,31,9,2017,2.86094E+14
2023,31,9,2018,4.04789E+14
2023,31,9,2019,3.49183E+15
2023,31,9,2020,2.61878E+15
2023,31,9,2021,4.00165E+15
2023,31,9,2022,4.26473E+15
2023,31,9,2023,4.80133E+15
2024,21,1,1994,1.78416E+16
2024,21,1,1995,1.95632E+16
2024,21,1,1996,2.38228E+16
2024,21,1,1997,2.68572E+16
2024,21,1,1998,3.16607E+16
2024,21,1,1999,4.62343E+16
2024,21,1,2000,5.23202E+16
2024,21,1,2001,6.15056E+16
2024,21,1,2002,7.12666E+16
