gea,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,re-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,re-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,co2_shadow_price
ERCTc,2035,446867650,33708040,5567,5291534.7,485872778.9,430804428.8,49089233.5,229347840,267058350,0.0359,0.0539,0.1375,177583.03,106656.1,0.95,0.94,13.7,0.3,0.03,2.2,73.2,0.02,13.7,4.4,18.1,16.6,0.3,0.03,2.8,96,0.02,16.6,5.7,22.3,0,0,0,0,0,0,0,0,0,152.5,3.1,0.32,19.2,833.2,0.08,152.7,44.1,196.8,7113741.6,134.1,13.4,1141279.6,37929.9,9.7,7121397.7,2274247,9395644.7,0,67.64,30.36,0,98,75.9,35.11,0,111.01,523888030,436783550,28546516,486400.4,0,0,0,0,0,16692403,25019280,0,60010.8,0,408127.6,32432628,0,4353.9,147148.1,101388450,318702700,0,18901.6,110.6,0,0,0,0,11969.7,45777.1,0,4307.3,0,570.7,4980,0,5,2743.4,55733.5,0,104203.9,93335,50,0,428.8
ERCTc,2040,482712420,40372780,5852.2,5601185.5,528692219.9,465360929.6,48346923.6,242016000,284919140,0.0359,0.0539,0.1375,131577,116496.6,0.96,0.95,12.3,0.2,0.02,2,65.5,0.02,12.3,3.9,16.2,14.9,0.3,0.03,2.5,85.5,0.02,14.9,5.1,20,0,0,0,0,0,0,0,0,0,146.6,3,0.31,18.4,793.1,0.08,146.8,42.1,188.8,6951265.9,131,13.1,1119899.2,37074.5,9.6,6958747.2,2227339.7,9186086.9,0,30.77,22.03,0,52.8,34.82,25.66,0,60.48,571981630,480345280,34131130,482908.1,0,0,0,0,0,17025314,24349408,0,118333.3,0,390631,32147120,0,4633.5,12160.9,108694000,354626000,0,22709.8,110.6,0,0,0,0,12596.2,49660.5,0,4307.3,0,570.7,4980,0,5,2743.4,65793.4,0,117147.7,108578.6,50,0,187.6
ERCTc,2045,515342270,42386980,5190.9,5805125.6,563539587.9,496817969.8,47913033.6,252905060,296370340,0.0359,0.0539,0.1375,132909.11,125105.5,0.96,0.95,10.9,0.2,0.02,1.8,58.2,0.02,10.9,3.5,14.4,13.1,0.3,0.03,2.2,75,0.02,13.1,4.5,17.6,0,0,0,0,0,0,0,0,0,136.5,3.3,0.36,17.1,744.6,0.07,136.6,39.3,176,6545939.6,123.4,12.3,1069177.4,34948.3,9.4,6552984.6,2113193.2,8666177.8,0,29.7,21.63,0,51.33,33.59,25.12,0,58.71,607376100,515626560,35918210,476138.8,0,0,0,0,0,17905554,22994326,0,112698.8,0,372671.6,31858282,0,4096.9,13128.5,119212520,378508480,0,24111.3,110.6,0,0,0,0,13632,48446.7,0,4307.3,0,570.7,4980,0,5,2743.4,76528.9,0,130277.7,115176.7,50,0,198.6
ERCTc,2050,546422100,44559804,4834.7,5536531.7,596523276.2,526780454.4,45249411.3,241488670,289145180,0.0359,0.0539,0.1375,142899.8,132738.6,0.96,0.96,10.3,0.2,0.02,1.7,55.1,0.01,10.3,3.3,13.7,12.3,0.3,0.03,2.1,71.2,0.02,12.4,4.3,16.6,0,0,0,0,0,0,0,0,0,131.2,2.8,0.29,16.5,718.1,0.07,131.4,37.9,169.3,6577402.5,124,12.4,1069116.5,35104.5,9.3,6584481.3,2117770.6,8702251.9,0,36.34,22.93,0,59.28,40.87,26.58,0,67.45,644622000,551273860,37799590,448338.8,0,0,0,0,0,19335978,23062476,0,121171.2,0,359492.9,31527092,0,3876.8,26114.7,114074090,417863800,0,25538,110.6,0,0,0,0,15450.9,47998.4,0,4307.3,0,570.7,4980,0,5,2743.4,77810.8,0,156006.9,116602.4,50,0,268.9
FRCCc,2024,236466300,476294.4,0,1149799.7,238092390.5,227968173,186899506.9,36545684,33347130,0.0359,0.0539,0.15,9310.96,53555.8,0.36,0.36,283.8,11.6,1.5,29.9,1290.9,0.16,284.6,68.4,353,295.7,12.3,1.6,31.1,1337.7,0.17,296.5,71,367.5,179,8.3,1.12,16.9,762,0.09,179.5,39.6,219.1,645.4,41.7,5.9,51,2330.4,0.38,648.2,120.5,768.7,66301334.9,2699.8,348.8,6985354.2,301677.2,36.7,66477019.2,15985343.5,82462362.7,0,31.86,1.8,0,33.66,33.74,1.94,0,35.67,234871090,51192884,408832.2,3976771.5,0,0,14596272,0,0,2700723,134528800,0,724458.5,0,216458.7,29226628,0,0,0,48492160,0,0,502,742.5,0,5043,0,0,1762.6,32719,0,5996.9,0,54.5,3666,0,0,0,20234.4,0,0,1120.5,0,0,0
FRCCc,2026,241493680,4837587,0,1233465.9,247564732.7,232814890.7,161207578.5,31136412,36605268,0.0359,0.0539,0.15,37485.21,54757.4,0.48,0.46,223.8,8.6,1.1,24.3,1034.8,0.13,224.3,55.1,279.5,245.2,9.6,1.23,26.6,1129.5,0.14,245.8,60.3,306.1,168.6,6.9,0.91,16.7,750.6,0.08,169.1,39.1,208.2,521.2,31.5,4.39,42.9,1984.9,0.29,523.3,102.2,625.5,56314376.4,2159.5,275.7,6109271.6,260570.4,31.9,56453985,13882967.8,70336952.9,0,27.91,7.09,0,35,29.85,7.78,0,37.63,253020880,86357150,4085409.5,3819389.5,0,0,11155166,0,0,4355306.5,118516120,0,640176.4,0,213938.4,28233516,0,0,0,82001850,0,0,2807.1,742.5,0,5043,0,0,3092.7,32719,0,5996.9,0,54.5,3666,0,0,0,34637.4,0,0,11201.3,0,0,2.3
FRCCc,2028,247867740,8632813,0,1386764.6,257887320.7,238959893.9,159079247.3,37960212,41256996,0.0359,0.0539,0.15,57076.19,56316.1,0.53,0.5,201,7.8,1,22.2,943.6,0.12,201.5,50.3,251.8,222.3,8.9,1.14,24.6,1040.4,0.13,222.9,55.7,278.5,129.6,5,0.65,13.1,591.6,0.06,130,30.7,160.7,511.8,33.9,4.77,40.3,1877.1,0.29,514.1,96.3,610.4,52186719.4,2032.9,259.5,5763464.2,245179.4,30.3,52318145,13078072.3,65396217.2,10478980,24.53,10.7,0,35.22,26.48,11.91,0,38.38,261208500,98808070,7403606.5,3647204.8,0,0,10509887,0,0,7277125,109658750,2324133.8,791391.1,0,225651.8,27839798,0,0,0,91530950,0,0,5071.1,742.5,0,5043,0,0,5125.4,28813.5,3905.5,5996.9,0,57.5,3666,0,0,0,39311.8,0,0,19594.3,0,0,0
FRCCc,2030,255423280,15334694,0,1357806.3,272115795.8,246243926,151898810.9,36532336,37060670,0.0359,0.0539,0.15,59764.32,57836.9,0.6,0.57,175.5,7.3,0.95,18.7,793.3,0.1,176,42.3,218.3,200.7,8.7,1.13,21.4,901.9,0.12,201.3,48.3,249.6,99,3.9,0.51,9.9,448.2,0.05,99.3,23.3,122.6,476.2,33.2,4.69,35.9,1696.4,0.27,478.5,86.5,565,47551222,1982,257.2,5062450.7,215102.8,27.8,47680506.6,11480098.3,59160604.8,10117146.2,22.69,11.01,0,33.71,24.98,12.56,0,37.54,272660700,120216984,13072877,3450790.5,0,0,11035017,0,0,10909304,96559950,0,797351.4,0,224473.1,27303264,0,0,0,109307670,0,0,8244.8,742.5,0,5043,0,0,8117.4,28269.7,3905.5,5996.9,0,57.5,3666,0,0,0,47401.6,0,0,34813.7,0,0,0
FRCCc,2035,275831940,55319860,0,1013460.9,332165259.4,265919137.7,147325685,26867460,22612342,0.0359,0.0539,0.15,155321.32,63708.6,0.8,0.76,37.1,1.2,0.12,9,346,0.05,37.2,19.4,56.6,41.4,1.6,0.16,12,443,0.07,41.5,25.2,66.7,0,0,0,0,0,0,0,0,0,198.8,4.4,0.47,25.6,1113.3,0.11,199.1,58.8,257.9,12082359.6,403.2,40.3,2943681.9,112671,15.5,12105384.1,6305519,18410903.1,7618459.7,98.92,25.77,0,124.69,120.13,33.25,0,153.38,327954800,184839570,47087850,3322676.5,0,0,0,0,0,11736406,38418910,27112154,33067.2,0,221912.1,26628542,0,0,290118.2,173103170,0,0,21835.9,742.5,0,0,0,0,10905,28269.7,3905.5,2874.5,0,57.5,3666,0,0,2956.4,85598.3,0,0,138371.1,0,0,428.8
FRCCc,2040,298992740,76488840,0,1132860.7,376614447.2,288247587.1,159582031.6,34198516,21325562,0.0359,0.0539,0.15,121653.17,69449.4,0.86,0.82,25.1,0.9,0.09,6.7,248.5,0.04,25.2,14.1,39.3,28.5,1.2,0.12,9.5,335.9,0.06,28.6,19.5,48.1,0,0,0,0,0,0,0,0,0,200.8,4.3,0.44,27,1159.4,0.12,201.1,61.6,262.7,9076806.9,320.6,32.1,2426154.3,89743.4,13.6,9095112.3,5104230.7,14199343,1506533.1,48.46,19.75,0,68.21,59.85,26.66,0,86.51,363724100,217032420,65129612,3343260.8,0,0,0,0,0,12863113,28380060,22755558,178714.9,0,222020.3,26640468,0,0,41994.4,200564350,3604949.5,0,30868.1,742.5,0,0,0,0,11179.3,28269.7,3905.5,2874.5,0,57.5,3666,0,0,2956.4,96191.7,0,1554.4,194319.5,0,0,187.6
FRCCc,2045,319580930,83325460,0,1121742.9,404028129,308095875.4,171189821.4,35395044,19763878,0.0359,0.0539,0.15,123508.95,75170.4,0.86,0.82,26.5,0.9,0.09,6.4,243.3,0.04,26.6,13.7,40.2,30.2,1.2,0.12,9,327.2,0.05,30.3,18.8,49.1,0,0,0,0,0,0,0,0,0,211.3,5.2,0.58,26.7,1147.6,0.12,211.6,60.9,272.5,10227782.1,335.2,33.5,2465964.6,93755.8,13.8,10246925.9,5263643.5,15510569.4,1383817.1,51.37,20.21,0,71.58,63.02,27.4,0,90.42,388409500,232838300,70923210,2820489.2,0,0,0,0,0,13574066,32646048,21958864,162855.5,0,222488.8,26786808,0,0,50429.6,212774860,6489376.5,0,34904,667.6,0,0,0,0,11569.5,28988.4,3905.5,2874.5,0,57.5,3666,0,0,2956.4,102338.4,0,2798.4,214468.4,0,0,198.6
FRCCc,2050,338788500,90995080,0,1084694.3,430868297.8,326613190.9,175819559.4,33957230,20547836,0.0359,0.0539,0.15,125876.84,80143.4,0.87,0.83,24.8,0.8,0.08,6,229.7,0.03,24.9,12.9,37.8,28.4,1.1,0.11,8.4,309.1,0.05,28.4,17.7,46.1,0,0,0,0,0,0,0,0,0,197.5,4,0.4,25.1,1072.2,0.11,197.7,57.1,254.9,10291382.6,340.5,34.1,2496416,95219.6,13.8,10310828.9,5337736.7,15648565.6,764301.8,61.64,20.55,0,82.18,76.9,28.03,0,104.93,417473440,255048740,77480610,2762435.5,56081.5,0,0,0,0,13740182,33156764,21958864,154578.5,0,221687.2,26562662,0,0,71017.4,230413730,10894836,0,37796,667.6,7.6,0,0,0,12487.6,27899.4,3905.5,2874.5,0,57.5,3666,0,0,2956.4,114766.7,0,4625.9,231112.4,0,0,268.9
MROEc,2024,32809850,21.1,0,278934.8,33088806.8,31630518.2,25392661.3,22839798,25921864,0.0359,0.0539,0.183,19276.42,8183,0.54,0.65,232.3,12.5,1.7,23.3,959.7,0.17,233.2,52,285.2,226.3,16.9,2.38,18.7,785.3,0.17,227.5,42.2,269.7,219.2,13.6,1.88,17.5,835.8,0.11,220.1,42.5,262.6,813.5,67.8,9.82,50.8,2427.4,0.51,818.2,123.3,941.5,8353225.4,449.1,61,839008.2,34508.7,6,8383250.9,1869002.8,10252253.7,0,30.23,4.37,0,34.59,32.02,4.75,0,36.78,36181950,7696145.5,17.9,963837.2,0,0,3021637.2,0,0,81561.2,12886284,0,495588.4,0,1473997.6,9559418,85028.2,0,0,4882572.5,2732011.8,0,0.1,141.1,0,840.8,0,0,59.9,1982,0,2024.1,0,304.9,1197.1,350.7,0,0,2291.4,0,854.6,0.1,0,0,0
MROEc,2026,33358636,480270,0,332408.4,34171316.9,32159578.9,22878725,27271892,30461514,0.0359,0.0539,0.183,47092.25,8334.9,0.63,0.74,180.6,9.2,1.23,19.2,765.5,0.14,181.2,42,223.2,160,11.3,1.58,14.7,579.6,0.13,160.7,32,192.7,208.3,10.4,1.41,18.9,874.5,0.1,209,45,254,726.2,59.3,8.52,46.4,2250.8,0.43,730.3,113.6,843.9,6696729.6,340,45.7,712258.5,28396.1,5.1,6719346.4,1559867.9,8279214.4,0,28.9,10.01,0,38.91,30.78,11.01,0,41.79,37370924,11292592,406393.5,956812,0,0,2220789.8,0,0,136023.8,11219601,0,252149.2,0,1468636.6,9508316,45632.6,0,0,8439290,2717278.2,0,326.1,141.1,0,840.8,0,0,99.7,1982,0,1968.8,0,304.9,1197.1,333.7,0,0,3979.9,0,854.6,1304.1,0,0,2.3
MROEc,2028,34084108,769568.1,0,354710.5,35208387.4,32858973.5,23718173.4,30722042,29637260,0.0359,0.0539,0.183,67690.65,8402.9,0.69,0.8,145.8,6.9,0.92,16.7,634.2,0.13,146.3,35.6,181.9,118.5,8,1.12,11.9,441.1,0.11,119.1,25.1,144.2,159.3,5.1,0.63,17.1,763.7,0.08,159.7,39.9,199.6,598.5,47.6,6.82,40.4,1919.4,0.37,601.8,97.7,699.6,4924970.4,233.8,31.1,565033,21434.3,4.3,4940439.5,1204939.5,6145379,0,22.79,13.95,0,36.74,24.4,15.45,0,39.85,34131870,11490214,665136.8,909432.1,0,0,1460344.9,0,0,239940.4,8711661,0,203867,0,1418107,9228860,44251,0,0,8372848,2877425.2,0,512.1,141.1,0,840.8,0,0,175.4,1982,0,1883.4,0,306.9,1197.1,331.3,0,0,4001.7,0,899.5,1941.8,0,0,0
MROEc,2030,34929504,772021,0,450853,36152377.3,33673983.5,21404094.1,40573356,37623244,0.0359,0.0539,0.183,75950.42,8696.2,0.78,0.88,106.6,5.5,0.74,12.1,452.6,0.1,107,25.6,132.6,76.4,5.6,0.79,7.6,273.2,0.08,76.8,15.8,92.6,110.3,3.8,0.48,11.7,520.2,0.05,110.6,27.2,137.8,511.6,42.3,6.06,32.9,1606.3,0.31,514.5,80.9,595.4,3490861.1,180.4,24.3,396735.1,14830,3.4,3502860.1,839592.7,4342452.8,0,19.5,15.03,0,34.53,20.92,16.63,0,37.55,33205300,14748283,657743.7,387777.5,0,0,1196028.2,0,0,437076.4,6023534.5,0,105217.9,0,1299339.5,8786916,460.3,0,0,10534962,3776244.8,0,540.2,79.4,0,840.8,0,0,318.7,1982,0,1870.5,0,306.9,1197.1,123.8,0,0,5023.7,0,1128.2,2054.3,0,0,0
MROEc,2035,37165824,3443488.5,0,476794.8,41086108.5,35829931.6,12430838.6,40427890,42824860,0.0359,0.0539,0.183,181589.39,9497.9,0.95,0.96,12.9,0.2,0.02,3.5,72.1,0.05,12.9,5.7,18.6,13.1,0.2,0.02,3.5,73.3,0.05,13.1,5.7,18.9,0,0,0,0,0,0,0,0,0,157.7,3.6,0.38,21.3,881.3,0.1,157.9,47.6,205.5,534778.7,10.1,1,149654.5,2993.4,1.9,535354.3,239388.8,774743.1,0,82.02,33.27,0,115.29,91.28,39.3,0,130.58,43507028,28655270,2934714.8,456814.6,0,0,0,0,0,936712.3,1969028.6,0,972.1,0,1144637,8337918.5,0,0,7672.5,17488416,10230141,0,2223.2,79.4,0,0,0,0,707,4128.5,0,1098.9,0,312.5,1197.1,123.8,0,771.6,8359.4,0,2830.8,9270.9,0,0,428.8
MROEc,2040,39722108,5132650.5,0,439628.9,45294386.7,38294334.2,9582671.4,35033650,41533904,0.0359,0.0539,0.183,132587.51,10356.2,0.96,0.96,12,0.2,0.02,3,66.2,0.04,12,5,17,11.8,0.2,0.02,3.3,66.4,0.04,11.8,5.3,17.1,0,0,0,0,0,0,0,0,0,152.9,3.5,0.37,20.9,863.8,0.1,153.1,46.7,199.7,589489.2,11.1,1.1,153870.6,3273.6,1.9,590123.8,251947.9,842071.7,0,33.8,23.73,0,57.53,38.29,28.92,0,67.21,51831748,35711716,4402928.5,446894,0,0,0,0,0,946788.2,2146259.2,0,8632,0,1041045.2,8074211,62.4,0,0,21759462,13005465,0,3308.7,79.4,0,0,0,0,762.9,4128.5,0,1098.9,0,312.5,1197.1,123.8,0,771.6,10971,0,3433.8,13702.4,0,0,187.6
MROEc,2045,41960764,5542209,0,487938.4,47990911.2,40452512.7,9488458.8,38716668,45964410,0.0359,0.0539,0.183,134594.18,11051.4,0.95,0.96,13.7,0.3,0.03,3.1,75.1,0.04,13.7,5.4,19.1,12.6,0.2,0.02,3.2,69.7,0.04,12.6,5.3,17.8,0,0,0,0,0,0,0,0,0,137.8,3.3,0.36,19.2,789.7,0.09,138,42.7,180.7,724710.1,13.7,1.4,168675.2,3978.1,2,725490.2,287755.1,1013245.4,0,32.38,24.01,0,56.4,36.86,29.31,0,66.17,55276440,38502452,4722553.5,442319.2,0,0,0,0,0,949576.9,2635294.2,0,7209.8,0,999653.1,7966721.5,62.9,0,172.2,21881190,15671686,0,3568.7,79.4,0,0,0,0,812.1,4286.4,0,1098.9,0,312.5,1197.1,123.8,0,771.6,11467.4,0,4245.7,14727.5,0,0,198.6
MROEc,2050,44025284,6549033.5,0,512769.1,51087085.6,42442794.1,7449957.9,42217950,47800590,0.0359,0.0539,0.183,144561.64,11636.4,0.96,0.96,10.2,0.2,0.02,2.1,55.4,0.02,10.2,3.7,14,10.7,0.2,0.02,2.3,58.6,0.02,10.7,4.1,14.8,0,0,0,0,0,0,0,0,0,136.5,3.3,0.36,18.3,760,0.09,136.7,41,177.6,548499.1,10.3,1,113423.1,2970.9,1.1,549089.5,202252,751341.5,0,39.77,25.55,0,65.32,45.72,31.6,0,77.32,56682260,43637130,5613723,441772.6,0,0,0,0,0,995451.3,2034134.2,0,6492.9,0,973076.9,3974266.5,2.5,0,1665.6,23291582,19350094,0,3751.5,79.4,0,0,0,0,891.3,4286.4,0,1098.9,0,312.5,601.2,120.6,0,771.6,12462.2,0,5263,17820.8,0,0,268.9
MROWc,2024,198114270,16455.6,0,3603505.5,201734239.8,190990757.8,53845393.6,211615540,278934750,0.0359,0.054,0.1775,9907.93,43228.8,0.72,0.71,258.8,27.4,3.96,11,640.3,0.14,260.7,30.1,290.8,282.9,30,4.34,12,698.1,0.16,285,32.8,317.8,96,6.7,0.94,7.1,341.5,0.05,96.5,17.3,113.7,766.5,66.5,9.64,45.5,2216.6,0.47,771.1,111.7,882.8,69065941.7,7303.8,1057.4,2936212.4,170934.4,38.3,69572258.3,8040511.7,77612770,0,26.43,2.03,0,28.46,28.04,2.2,0,30.24,269082370,147888850,14085,1095722.9,0,14641410,58848296,0,0,1686250.6,15452870,0,870999.1,0,11208661,18695204,366278.1,0,0,14189221,132013380,0,21.6,198.1,0,15119.2,0,0,1230.5,4904.7,0,6539.2,0,2954.5,2427,2091.3,0,0,6376.9,0,35929.8,43.3,0,0,0
MROWc,2026,201095340,24553.8,0,3855917.5,204975821.1,193864660.7,25018468.7,237266720,306874400,0.0359,0.054,0.1775,42087.98,44169.4,0.82,0.81,163.1,16.9,2.44,7.5,415.4,0.09,164.3,19.9,184.2,173.7,18.1,2.61,8,440.7,0.1,174.9,21.1,196.1,91.7,5.2,0.71,7.9,364.3,0.05,92.1,18.7,110.8,630.2,53.4,7.69,38.5,1890.7,0.38,633.9,94.9,728.8,44284147.8,4583.8,662.7,2038135.4,112818.5,25.8,44601667,5407160.9,50008827.9,0,23.12,8.25,0,31.37,24.54,8.9,0,33.44,274611500,179957360,20659.2,1023086.8,0,13606270,37043400,0,0,2133531.2,12762223,0,405697.2,0,11708455,17802356,282001.8,0,0,32468154,145355660,0,23.4,198.1,0,14439.2,0,0,1585.2,4904.7,0,5803.7,0,3144.5,2427,1948.2,0,0,15238.9,0,40691,50.5,0,0,2.3
MROWc,2028,206123250,3219855.8,0,4312910.9,213656022.6,198711825.6,-6075381.3,252998940,341850720,0.0359,0.054,0.1776,61576.43,45422.5,0.89,0.88,102.1,10.7,1.55,4.7,257.1,0.06,102.9,12.4,115.3,113.6,11.9,1.72,5.3,285.5,0.07,114.4,13.9,128.3,71.7,2.8,0.36,7.3,324,0.04,71.9,17,88.9,501.4,42.5,6.12,30.9,1522.8,0.3,504.4,76.4,580.8,30437358.9,3183.3,460.5,1417522,76672,18.7,30657933.6,3707445.7,34365379.3,0,16.62,11.72,0,28.34,17.8,12.8,0,30.6,302632220,219731410,2741173,835446,0,16571702,25942998,0,0,2876884,8113406.5,0,230423,0,11293398,17006906,165372.4,0,0,34171524,182682990,0,2117.1,162.1,0,14418.2,0,0,2155.3,4875.5,0,5623.3,0,3144.5,2427,1645.5,0,0,16412.5,0,53476.2,8424.9,0,0,0
MROWc,2030,210656960,4732868.5,0,4679066.5,220068896.5,203082583.1,-34048817.7,274442270,382215520,0.0359,0.054,0.1776,65950.33,47086.8,0.93,0.93,66.5,7.2,1.04,3,161.8,0.04,67,7.9,74.9,72.3,7.8,1.13,3.4,175.2,0.05,72.8,8.6,81.4,50.6,1.8,0.24,5.3,230.8,0.03,50.7,12.2,62.9,412.3,37,5.33,23.5,1194.6,0.24,414.8,59.2,474,21399542.6,2301.4,333.5,977314.2,52065.5,14,21559156,2532684.5,24091840.5,0,13.32,12.57,0,25.89,14.3,13.8,0,28.1,328040960,254117710,4060186.5,641980.6,0,19078750,19000084,0,0,4015947.2,4238682.5,0,93941.1,0,10491319,16240026,78289.5,0,0,39642212,210459550,0,3118.9,144.1,0,14056.2,0,0,3062.4,4731.1,0,5144,0,3144.5,2427,1220.9,0,0,20810.4,0,67682.6,12512.7,0,0,0
MROWc,2035,224549300,11832060,0,4491417.2,240872771.2,216475606.5,-34769141.5,266975650,359480740,0.0359,0.054,0.1776,180568.34,51479.4,0.99,0.99,1.8,0,0,0.7,10.7,0.01,1.8,1,2.9,2.1,0,0.01,0.9,13.1,0.01,2.1,1.3,3.4,0,0,0,0,0,0,0,0,0,124.8,3.1,0.33,16.5,696,0.08,125,37.2,162.2,579789.7,10.9,1.1,235313.7,3411.8,3.6,580414.7,337962.1,918376.8,0,61.67,32.8,0,94.47,67.56,37.07,0,104.63,333267940,275641920,10073211,662599.4,0,19105868,0,0,0,6083492.5,2133779,0,773.4,0,9661653,15979362,674.7,0,8118.5,57841544,211716880,0,6395.8,144.1,0,254.4,0,0,4729.5,13366.4,0,3421.8,0,3181.5,2427,1133.9,0,1582.1,33077.4,0,73628.5,36743.4,0,0,428.8
MROWc,2040,240373150,16615806,0,4368868.3,261357806.9,231730651.9,-29962847.6,256106600,346298140,0.0359,0.054,0.1777,131737.25,56276.7,1,1,1.1,0,0,0.6,6.7,0.01,1.1,0.8,1.9,1.4,0,0,0.8,9.3,0.01,1.4,1.1,2.5,0,0,0,0,0,0,0,0,0,122.6,3,0.34,16.6,689.4,0.08,122.8,37.2,159.9,358271,6.8,0.7,206659.3,2236.3,3.4,358665.9,274239.5,632905.4,0,26.91,24.02,0,50.93,29.71,27.52,0,57.23,351415900,291320640,14240845,647540.4,0,19011624,0,0,0,6576621.5,1279836,0,14565.8,0,9147746,15747683,5403.5,0,0,61512480,223231540,0,9282.3,144.1,0,254.4,0,0,5230.7,13366.4,0,3407.2,0,3181.5,2427,1111.7,0,1582.1,37190.4,0,79347.6,49805.1,0,0,187.6
MROWc,2045,254665700,23889624,0,4791038.7,283346364.3,245509344.6,-43628875.4,277565220,384185280,0.0359,0.054,0.1778,132775.36,60239.6,1,1,0.8,0,0,0.5,4.8,0.01,0.8,0.6,1.4,0.9,0,0,0.7,6.6,0.01,0.9,0.9,1.7,0,0,0,0,0,0,0,0,0,107,2.8,0.32,14.8,604.7,0.07,107.2,32.8,140,278720.9,5.3,0.5,177402.7,1777.9,3,279025.4,231192.4,510217.8,0,24.79,23.84,0,48.63,27.77,27.92,0,55.69,389827260,326975230,20410442,636343,0,18337988,0,0,0,7037217.5,1017936.4,0,13989.2,0,8915659,13517234,2310.1,0,117,81729176,238208850,0,13090.4,144.1,0,254.4,0,0,5763.2,13206.4,0,3401.2,0,3181.5,2105.8,835.2,0,1582.1,51598.4,0,85866.2,68239.6,0,0,198.6
MROWc,2050,267765150,27514858,0,4967243.4,300247234.6,258137638.4,-45402482,289375200,397283260,0.0359,0.054,0.1778,140589.88,63505.3,1,1,0.8,0,0,0.4,5,0.01,0.8,0.5,1.3,0.9,0,0,0.5,6.3,0.01,0.9,0.7,1.6,0,0,0,0,0,0,0,0,0,99.7,2.9,0.34,13.5,559.9,0.07,99.9,30.2,130,311490.8,5.9,0.6,145102.2,1876.8,2.3,311827.3,201665.7,513493,0,29.36,25.12,0,54.48,33.14,29.66,0,62.8,407967550,345649730,23453884,384641.6,0,18005798,0,0,0,7437193,1176635.9,0,8288.2,0,8746475,10541184,825.9,0,117,95729850,242482660,0,14947.3,111.1,0,254.4,0,0,6281.9,13155.4,0,3398.2,0,3181.5,1657,596.6,0,1582.1,62912.6,0,86219.6,74659.6,0,0,268.9
NEWEc,2024,123356110,120905.7,1937390.6,704444.7,126118851.8,118921091,102851210.5,50077740,53789510,0.0359,0.054,0.135,9759.43,28098.8,0.7,0.7,120.9,2.6,0.27,17.9,630.1,0.1,121.1,36.7,157.8,128.2,2.8,0.3,18.9,664.3,0.11,128.3,38.7,167,259.7,6.1,0.71,30,1288.7,0.14,260.1,68.5,328.6,633.8,37.2,5.24,53.7,2384.9,0.38,636.4,124.9,761.3,15608428.9,329.6,35,2308780,81314.3,13.4,15627799.9,4735593.9,20363393.8,0,31.63,2,0.43,34.06,33.58,2.2,0.46,36.24,129893630,23267642,102655.1,6460556.5,0,25291694,312122.4,0,0,5799717.5,38699260,0,102129.8,0,7545683,26513482,29494.6,1568914.2,0,5497026,6043962,5926936,133.3,1068.6,0,438.5,0,0,4369.7,12900.2,0,2257.1,0,1957.5,3320.9,2564.6,1797.4,0,2898.1,1546,1811.4,289.7,17974,0,0
