gea,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,re-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,re-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,co2_shadow_price
NEWEc,2026,124639384,154584.6,1907533.6,684152.8,127385666.2,120158246.4,96543115.4,45843870,56986380,0.0359,0.054,0.135,38337,28643.7,0.7,0.7,118.2,2.3,0.24,17.5,620.9,0.1,118.3,36,154.3,123.8,2.5,0.26,18.3,648.8,0.1,123.9,37.7,161.6,232.5,5.2,0.59,27,1166,0.12,232.8,61.8,294.7,575.4,30.3,4.18,51.4,2314.3,0.32,577.4,120.5,697.9,16278961.5,320.6,32.9,2406325.5,85513.3,13.6,16297494,4958340.6,21255834.6,0,30.34,7.73,1.04,39.1,32.24,8.5,1.12,41.85,138654320,30842550,131884.8,6460205,0,24597734,118839.9,0,0,6513571.5,40867716,0,100488.2,0,7538955,26460474,25656.5,1509815.9,0,5661910,6560061.5,12107008,155.8,1068.6,0,438.5,0,0,4944.4,12900.2,0,2241.1,0,1957.5,3320.9,2548.4,1797.4,0,3015.5,3154,1941.1,379.7,17974,0,2.3
NEWEc,2028,127184500,798462.8,2124151.8,687981,130795100.1,122611875.4,91549507.4,42199710,58076660,0.0359,0.054,0.135,49840.25,29580.2,0.72,0.72,109.3,2.1,0.21,16.3,576.2,0.09,109.4,33.5,142.9,115.2,2.2,0.23,17.2,606.5,0.1,115.3,35.3,150.6,179.1,3.6,0.37,21.1,923.8,0.08,179.3,48.6,227.9,539.7,27.1,3.71,50,2227.4,0.3,541.6,116.4,658,15954280.8,304.5,30.8,2376916.8,84102.5,13.5,15971757.2,4886849.8,20858607,0,25.43,9.86,0.83,36.12,27.1,10.91,0.9,38.91,146817890,39245590,671934.4,6448840.5,0,24319562,27887,0,0,7250566.5,40387630,0,102617.8,0,7516289,26363670,36213.7,1697655,0,5963355,7421065,18610606,583.4,1068.6,0,438.5,0,0,5545.9,12900.2,0,2236.2,0,1957.5,3320.9,2537.2,1770,0,3197.8,4796,2170.8,2090.2,17700,0,0
NEWEc,2030,129913750,2333676.5,2485615.2,545055,135278098.9,125243034.8,90259234.7,34672468,48005764,0.0359,0.054,0.135,68229.43,30853.6,0.76,0.74,96.9,1.9,0.19,14.6,511.5,0.09,97.1,29.8,126.9,107.8,2.1,0.21,16.3,568.1,0.1,108,33.2,141.2,136.6,2.7,0.28,16.2,704.8,0.07,136.7,37.2,173.9,526.2,26.6,3.63,48.5,2174.8,0.29,528,113.4,641.4,14327111.8,273.7,27.6,2155638.5,75584.2,12.6,14342815.5,4411486.4,18754301.8,0,25.43,13.41,0.42,39.25,27.22,15.02,0.46,42.7,148784290,45018864,1958866.4,5714989.5,0,23873956,27408.8,0,0,8250253.5,36278616,0,96839.3,0,7548481.5,26228798,28533.2,2008931.8,0,6308167,7914683,22545760,1710.2,973.5,0,438.5,0,0,6338.3,12792.3,0,2228.6,0,1972.5,3320.9,1977.2,1768,0,3398.9,5786,2309.5,6435.1,17680,0,0
NEWEc,2035,138157630,3908179.2,1864589,658473,144588873.4,133190626.9,80554549.6,53894164,50599284,0.0359,0.054,0.135,195155.71,34516.7,0.9,0.9,29.4,0.6,0.06,6.1,158.9,0.05,29.4,10.8,40.3,29.8,0.6,0.06,6.3,164.1,0.06,29.9,11.3,41.1,0,0,0,0,0,0,0,0,0,263,5.5,0.57,33.4,1414,0.15,263.3,75.6,338.9,4146204.6,78.1,7.8,854484.9,22402.6,7.5,4150666.9,1524131.2,5674798.2,0,131.84,39.43,0,171.27,142.52,44.34,0.01,186.87,141372080,64034324,3307880.5,3642061.5,0,21642864,0,0,0,9251029,14521438,0,12934.7,0,7366470.5,25277310,0,1520746.5,46057.1,6177750.5,16402786,32202758,3214.5,717.7,0,0,0,0,7295.3,17382.8,0,1324.8,0,2028.9,3320.9,11.4,1768,903.8,3451.9,8186,4637.4,14465.5,17680,0,428.8
NEWEc,2040,148184180,6995656,1951895.2,690000.2,157821723.4,142856741.5,84080080.9,57293000,51723904,0.0359,0.0539,0.135,148529.78,38394.4,0.9,0.9,30.1,0.6,0.06,5.8,161.7,0.05,30.1,10.6,40.7,30.5,0.6,0.06,6.1,167,0.05,30.6,11,41.6,0,0,0,0,0,0,0,0,0,276.1,5.3,0.53,34.6,1465.8,0.15,276.4,78.3,354.7,4556488.2,85.9,8.6,872833.3,24506.9,7.5,4561392.1,1605180.7,6166572.8,0,59.82,30.16,0.05,90.02,65.12,34.56,0.05,99.73,152341630,73741640,5954320,2984583.5,0,20207460,0,0,0,9262354,15879560,0,56916.3,0,7102711,24846364,28.5,1561400,6644.4,14251813,18455568,31771908,5195.3,644.8,0,0,0,0,7541.9,18424.4,0,1321.2,0,2028.9,3320.9,11.4,1768,903.8,7335.2,8186,5165.8,22540.6,17680,0,187.6
NEWEc,2045,157577140,9818212,1836193.6,716421.6,169947964.7,151911910.1,90200372.3,60498004,52887670,0.0359,0.0539,0.135,150177.66,41498.8,0.89,0.89,31.8,0.6,0.06,5.8,170.6,0.05,31.9,10.9,42.8,32,0.6,0.06,6.1,174,0.05,32.1,11.3,43.3,0,0,0,0,0,0,0,0,0,269.3,5.4,0.56,34.1,1440.2,0.15,269.6,77.1,346.7,5134802.6,96.8,9.7,938735,27526.7,7.7,5140328.9,1761132.2,6901461.1,0,60.04,30.48,0.1,90.62,65.61,35.39,0.12,101.11,162429520,79747590,8373711,2946776.8,0,20122896,0,0,0,9393734,17951522,0,49396.8,0,7024905.5,24729412,27.8,1475678.4,7599.9,19355830,19650890,31347136,7041.5,644.8,0,0,0,0,7884.1,19274.2,0,1320,0,2028.9,3320.9,11.4,1768,903.8,9811.2,8186,5436.2,30579.8,17680,0,198.6
NEWEc,2050,167246540,10463178,1836070.4,727719.6,180273514,161233383,96206426.5,62784950,53078508,0.0359,0.054,0.135,163005.69,44055.2,0.88,0.88,35.4,0.7,0.07,6.1,188.9,0.05,35.4,11.8,47.2,34.7,0.7,0.07,6.2,187,0.05,34.7,11.8,46.5,0,0,0,0,0,0,0,0,0,277.9,5.3,0.53,34.6,1471.6,0.15,278.2,78.5,356.7,5988591.9,112.9,11.3,1041150.1,31994.3,8.1,5995037.1,1996789,7991826.1,0,78.81,33.15,0.13,112.08,86.27,38.47,0.14,124.89,170634830,84067090,8927425,2966099,0,20187988,0,0,0,9663514,21084890,0,44742.3,0,7043510.5,24836370,15.6,1464145.1,12554.1,22531032,20916230,30956314,7722.6,644.8,0,0,0,0,8333.2,20696.7,0,1320,0,2028.9,3320.9,11.4,1768,903.8,11294.2,8186,5721.5,33096.4,17680,0,268.9
NWPPc,2024,277861400,418248,200782,5538791.2,284019232.9,267869030.9,239890925.5,232453460,236551970,0.036,0.054,0.1435,51030.43,52755,0.76,0.76,188.3,17.8,2.56,9.8,534.1,0.1,189.5,25.8,215.3,194.9,18.5,2.66,10.1,549.5,0.1,196.1,26.5,222.7,200.9,6.4,0.79,21.4,966.9,0.09,201.3,50.2,251.5,673.8,51.5,7.28,45,2272.8,0.34,677.3,112.9,790.2,53814462.8,5092.1,730.9,2812708.7,152587.3,28.2,54165733.3,7367503.3,61533236.7,0,28.23,9.04,0,37.27,29.89,9.74,0,39.64,288243970,44128308,352658,1889656.4,0,8772649,39655676,0,220892.7,2596831.8,29147098,0,93437.6,5848751.5,149140100,9047822,4540.8,163271.3,0,11456066,29854516,0,493.6,312.3,0,7986.4,0,110,1861.6,9059.2,0,2648.9,785.4,36898.7,1151,617,314,0,4681.8,0,11185.6,1342.8,3140,0,0
NWPPc,2026,285316260,1163174.2,293600.2,5962692.6,292735709.7,275055780.6,245330796.2,254973140,249278770,0.036,0.054,0.1435,60613.21,54490.2,0.8,0.8,143.5,12.6,1.79,8.6,439.6,0.08,144.4,21.7,166.1,149.9,13.4,1.92,8.6,448.6,0.08,150.8,22,172.9,158.9,5.7,0.72,16.3,744.9,0.07,159.2,38.5,197.8,611,44.2,6.22,43.2,2143.1,0.31,614,107.1,721.2,40838573.2,3575.8,510.1,2431353.3,124996.6,21.7,41084387.7,6162177.3,47246565,0,28.36,10.71,0,39.07,30.08,11.59,0,41.67,287097060,47404910,988130.1,1865767.6,0,10670213,27736636,0,223161.9,3607382.5,30382764,0,24723.8,5848751.5,152971970,8964821,2974.2,235398.6,0,13870037,29704332,0,1010.1,312.3,0,5905.7,0,110,2640.9,9936.2,0,2648.9,785.4,37918.8,1151,617,314,0,5581.3,0,11188.3,3408.8,3140,0,2.3
NWPPc,2028,293630460,2614620,444313,7238783.9,303928193,283071045,251204159,309334270,286896260,0.036,0.054,0.1435,62252.75,56743.1,0.84,0.85,116.3,10.4,1.48,6.8,349.7,0.06,117,17.2,134.2,115.5,10.6,1.52,6.4,337.2,0.06,116.2,16.5,132.7,103.3,4.6,0.61,9.8,455.1,0.05,103.6,23.4,126.9,543,38.2,5.36,39.7,1946.1,0.27,545.6,97.7,643.4,32396181,2895.1,413.7,1886175.5,97339.5,17.6,32595392,4791693.4,37387085.5,5232044.2,24.02,10.96,0,34.98,25.55,11.94,0,37.49,281438270,52724030,2213559.5,1363197.8,0,10472888,22674712,0,222392.2,4756781,22847300,0,3941.7,7832711,152146350,8801589,307.9,357686.3,0,16720310,31024550,0,1943.1,250.7,0,5174.4,769.3,110,3518.5,9936.2,0,2648.9,1051.8,38159.7,1151,391,314,0,6630.2,0,11539.1,7140.4,3140,0,0
NWPPc,2030,303248960,4068124,529341.1,8367169,316213609.4,292343694.6,256547317.9,362499200,325156600,0.036,0.054,0.1435,62895.27,59474.6,0.86,0.9,106.6,9.9,1.42,5.9,309,0.06,107.3,15.1,122.4,85.3,8.4,1.21,4.1,231.3,0.04,85.9,11,96.8,49.3,2.1,0.28,4.8,219.3,0.02,49.4,11.3,60.7,474.6,34.5,4.85,34.3,1676.5,0.25,477,84.3,561.3,29402361.8,2731,391.4,1617833.8,85076.5,16.1,29590603.2,4157510.3,33748113.4,5232044.2,22.98,11.13,0,34.12,24.56,12.21,0,36.77,278760580,59666292,3449244.5,1131152.9,0,10298659,21604334,0,223360.2,6530984,17850466,0,13854.7,7832711,147960460,8531329,174.3,421883.6,0,20097444,32814502,0,2743.7,228.2,0,5067.4,769.3,110,4891.8,9604.3,0,2648.9,1051.8,38179.6,1151,145.6,314,0,7896.4,0,12082.3,10416,3140,0,0
NWPPc,2035,330419840,6897430.5,6845333,8675334.1,352837930.3,318537623.9,253795652.3,383960320,324968740,0.036,0.054,0.1435,173216.43,67288.1,0.96,0.97,-39.9,1.4,0.2,3.9,78.1,0.03,-39.8,6.2,-33.6,-26.1,0.9,0.13,2.4,49.2,0.01,-26,3.8,-22.2,0,0,0,0,0,0,0,0,0,192.5,8,1,24.6,1079.7,0.12,193,56.8,249.9,-11716516.2,412.9,57.6,1134845.8,22480.7,7.3,-11688477.9,1806766,-9881712,19043654.1,103.62,30.56,0,134.18,112.62,34.42,0,147.04,293598270,99042280,5854992.5,735085.8,17339246,9819690,0,2972283.5,222560,8595859,9859048,0,0,8544440,125855180,8066185,0,5504692.5,5155.6,39406440,50817416,0,4951.7,182.9,2354,0,769.3,110,6590.1,11095.8,0,719.2,1147.5,38303.3,1151,0,3839.2,1884.7,14725.4,0,16639,21798.8,38391.8,0,428.8
NWPPc,2040,363522020,10447468,6613932.5,9185070.1,389768500.7,350449600.3,279606933.6,416473540,341555200,0.0359,0.054,0.1435,136667.7,74959.5,0.93,0.97,-30.2,1.5,0.2,4.6,112.9,0.03,-30.1,8,-22.2,-10.2,0.8,0.11,1.6,45.8,0.01,-10.1,3,-7.1,0,0,0,0,0,0,0,0,0,210.4,7.5,0.91,26.4,1163.2,0.12,210.9,61.1,272,-9550148.6,453.2,61.5,1423073.2,34842.4,8.4,-9519864.1,2463660.5,-7056203.6,15533132.1,53.22,24.65,0,77.88,57.74,27.96,0,85.7,314609760,110161560,8850627,733627,17339246,9626105,0,2935624.5,222398.3,8708466,18505612,0,2795.6,7771589,125288090,8064812,0,5330064,0,48657240,52573460,0,7772,182.9,2354,0,769.3,110,6894.1,14437.1,0,719.2,1044.6,38326.2,1151,0,4083.3,1884.7,18493.9,0,15334.9,34946.3,40833.1,0,187.6
NWPPc,2045,396687400,17217388,7675991,10546887.7,432127653.8,382422356.3,284347921.5,477576400,390649150,0.0359,0.054,0.1435,139808.9,83235.2,0.95,0.99,-29.7,0.7,0.08,3.7,79.5,0.02,-29.7,6.1,-23.6,-11.6,0.3,0.04,1.1,23.5,0.01,-11.6,1.8,-9.8,0,0,0,0,0,0,0,0,0,164.3,6,0.73,21.1,904.9,0.1,164.7,48.1,212.7,-10307259.8,222.1,28.5,1262162.2,26693,7,-10292856.7,2059525.1,-8233331.6,15533132.1,43.64,25.25,0,68.89,48.05,29.11,0,77.16,344940200,147779730,14611731,684712,17339246,9737131,0,1166601.6,198273.3,8762757,15877586,0,4697.3,7053286.5,116680936,7843505,0,6159469,1552.8,69512870,69305830,0,11169.3,182.9,2354,0,769.3,110,7214.3,16974.3,0,719.2,963,38345.5,1151,0,4083.3,1884.7,26824.8,0,18576.7,51896.6,40833.1,0,198.6
NWPPc,2050,429994400,28233190,8231475,11619702.3,478078730.8,414531483.9,293445177.7,525847460,441261220,0.0359,0.054,0.1435,149238.98,91028.7,0.95,0.99,-23.5,0.5,0.07,3.6,83.9,0.02,-23.5,6.1,-17.4,-11.3,0.2,0.03,0.9,16.6,0,-11.3,1.4,-9.9,0,0,0,0,0,0,0,0,0,154.1,7,0.89,20.1,872.4,0.1,154.6,46.1,200.7,-9335789.1,206.2,25.2,1397304.4,32129.1,7.4,-9322767.6,2356767.1,-6966000.6,15533132.1,53.22,26.66,0,79.88,59.2,31.4,0,90.61,393250400,184633550,23948640,678503.3,17339246,9564616,0,825302,0,8942890,20165110,0,5123.4,6042588,115604430,7804346.5,0,6633930,5008.2,92303704,83386960,0,16579,182.9,2354,0,769.3,0,7594.7,20272.8,0,719.2,831.1,38364.8,1151,0,4083.3,1884.7,35219.1,0,22133.9,84402.9,40833.1,0,268.9
NYSTc,2024,154072400,1664475.4,1437838.1,435396.6,157610111.7,148533067.8,130567090.5,27553852,13750307,0.0359,0.054,0.15,10093.21,34902.2,0.68,0.65,161.5,5.2,0.76,20.7,674.4,0.19,161.8,40.8,202.7,182.8,6.2,0.88,22.9,772.7,0.2,183.2,46,229.2,226.1,7.2,0.96,24.9,1020.8,0.15,226.6,55.4,282,692.7,41.8,6.1,59.9,2398.5,0.54,695.7,131.5,827.1,22966062.4,739.9,107.7,2942870.6,96017.7,26.3,23017507.2,5811378.7,28828885.8,0,33.35,2.05,5.2,40.6,35.46,2.26,5.5,43.21,143949710,27043020,1410681.2,2012466.8,0,13723075,1650856.2,0,0,2489203.8,36821510,0,1353569.9,0,26824434,25580680,6374147.5,1155260,0,7175673.5,16895378,482764.3,1857.5,394.6,0,445,0,0,1928.7,9759.5,0,2825.1,0,4550.6,3203,10900.7,1427.1,0,3677.8,130,5104.2,3843,14271,0,0
NYSTc,2026,155267710,1870184.4,1396543.8,483680.9,159018113.7,149685311.3,121169106,24257484,22269916,0.0359,0.054,0.15,39580.85,35231,0.75,0.73,110.6,3,0.4,14.8,511,0.11,110.8,30.1,140.9,128,3.7,0.48,16.8,589.9,0.13,128.3,34.4,162.7,206.5,6.2,0.83,23.3,932.8,0.14,206.9,51.1,258.1,620.4,34.3,4.89,55.4,2329.6,0.43,622.7,125,747.7,17226194.1,465.1,61.8,2306646.6,79550.1,17.9,17256916.9,4682115.3,21939032.2,0,31.79,7.87,0,39.66,33.83,8.66,0,42.5,157170270,37849010,1596025.9,2000678.2,0,22657804,750046,0,0,2828028.5,34409460,0,773544.4,0,27631948,25552424,2838419,1110909.6,0,7060509.5,16804268,11156201,2000,394.6,0,445,0,0,2234.8,9759.5,0,2253.7,0,4671.1,3203,10490.2,1427.1,0,3677.8,3088,5104.2,4429,14271,0,2.3
NYSTc,2028,157365060,2470175.5,2004890.6,575345.1,162415465.2,151707185.3,119869636.5,27435258,28080864,0.0359,0.054,0.15,51125.52,35902.5,0.78,0.75,98.6,2.6,0.34,13.3,461.5,0.1,98.7,27.1,125.9,113.9,3.1,0.4,15.2,533.6,0.11,114.1,31.1,145.2,141.8,3.8,0.49,16.4,656,0.1,142.1,36,178.1,592.7,32.3,4.58,53.7,2268.4,0.4,594.9,121.4,716.3,15935004.8,418.1,54.6,2158643.6,74602.3,16.5,15962373,4386294.1,20348667.1,0,26.93,10.04,0,36.97,28.74,11.13,0,39.86,163199660,42545828,2084775.6,1979091,0,25154510,625356.8,0,0,3363252.8,32674182,0,722607.3,0,27893980,25498386,2372055.2,1648894.4,0,6928272,16713646,15540658,2500,394.6,0,445,0,0,2680.8,9759.5,0,1901.1,0,4720.3,3203,10385.7,1427.1,0,3677.8,4318,5104.2,6239.1,14271,0,0
NYSTc,2030,160291620,4899710.5,1755941.2,602079.4,167549343,154528472.1,113023605.9,26809424,31165004,0.0359,0.054,0.15,70227.84,36877,0.81,0.9,81.4,2.1,0.27,11.3,382.2,0.09,81.5,22.7,104.3,46.6,1.3,0.17,6.3,217.4,0.05,46.7,12.8,59.6,83.5,2.2,0.31,9.8,373.6,0.07,83.6,21,104.6,555.8,28.7,4.04,51.7,2185.4,0.37,557.8,117,674.7,13871144.1,355.8,46.5,1927142.4,65118,15.1,13894430,3871791,17766221,0,26.31,13.09,3.17,42.57,28.22,14.67,3.35,46.24,172018480,54525736,4168225.5,1966785.2,0,24776868,453174.8,0,0,4235443,28815580,0,611056.2,0,27855302,25305334,2138527.8,1401883.9,0,18205502,16623514,15461278,3705.3,394.6,0,370,0,0,3362.3,9759.5,0,1884,0,4738.4,3203,9755.5,1427.1,0,9322.7,4318,5104.2,12668.9,14271,0,0
NYSTc,2035,168657580,8249479,1573258.1,660370.9,179140697.1,162593607.3,95150501.9,26759656,37841490,0.0359,0.054,0.15,193366.97,39749.1,0.89,0.95,32.4,0.6,0.06,5.3,172.5,0.04,32.4,10.4,42.8,14.4,0.3,0.03,2.6,83.2,0.02,14.4,5.1,19.5,0,0,0,0,0,0,0,0,0,248.2,5.2,0.54,31.5,1338.3,0.14,248.5,71.4,319.8,6098809.8,115,11.5,990444.3,32487.8,7.8,6105374.5,1960704.2,8066078.8,0,124.35,34.82,0,159.18,135.62,39.58,0,175.2,190339340,83990190,7056010.5,1327343.6,0,24032776,0,0,0,5070612,21580182,0,3573.7,0,26723550,24285624,413.7,1268142.5,71525.7,28707706,19708296,30503580,5858.1,339.6,0,0,0,0,4221.7,16273.7,0,612.9,0,4765.1,3203,277.3,1427.1,1271.1,14917.7,9000,6010.6,28079.7,14271,0,428.8
NYSTc,2040,179295620,12451698,1458776.5,669337.4,193875426.7,172849122.7,94239814.5,26211002,39448836,0.0359,0.054,0.15,140037.69,43031.9,0.89,1,30.4,0.6,0.06,4.9,161.8,0.04,30.4,9.7,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.3,5.1,0.52,33.2,1411.9,0.15,265.6,75.4,341,6232745.4,117.5,11.8,999107.9,33170.4,7.7,6239457,1989695,8229152.1,0,56.44,25.02,0,81.46,62.03,28.95,0,90.98,207227440,99635620,10662210,1275896,0,22844800,0,0,0,5303310.5,21923658,0,30394.9,0,25856118,23809468,1616.1,1165593.9,22069.7,39825660,23930758,30575884,7339.4,339.6,0,0,0,0,4506.9,16273.7,0,612.9,0,4780.6,3203,36.3,1427.1,1271.1,20803.2,9000,6700.9,40439.1,14271,0,187.6
NYSTc,2045,189133010,15227483,1551462.2,678225.7,206590186.7,182332628,89146463.9,23260040,43563990,0.0359,0.054,0.15,141469.87,45652.4,0.9,1,27.9,0.5,0.05,4.5,148.5,0.03,27.9,8.9,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.2,5.2,0.53,32.7,1383.5,0.15,258.5,74,332.4,6266061.5,118.2,11.8,1000521.4,33335.7,7.7,6272811.4,1996027.3,8268838.7,0,56.31,24.9,0,81.22,62.09,29.1,0,91.19,226979040,117443730,12983540,1257996.8,0,22798148,0,0,0,6024220,22137408,0,37420.6,0,25444290,23600256,2551.9,1239697.9,34024.6,54500760,26425128,30493612,8955.2,339.6,0,0,0,0,5240.2,16121.5,0,612.9,0,4785.5,3203,36.3,1427.1,1271.1,28562.1,9000,7356.8,48791.6,14271,0,198.6
NYSTc,2050,199197520,18754056,1758694.2,699430.3,220409698.2,192034833.4,83626327.6,21204866,47742396,0.0359,0.054,0.15,160323.07,47866.7,0.88,1,33.2,0.6,0.06,4.7,175.2,0.03,33.2,9.9,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.6,5.1,0.51,33.1,1409.5,0.14,265.9,75.1,341,8107379.5,152.8,15.3,1141423,42774.3,6.7,8116109.6,2417936.3,10534045.9,0,73.78,27.7,0,101.48,82,32.78,0,114.77,247086050,136783380,16048963,1274562.2,0,22644984,0,0,0,6625282,28581216,0,60521.6,0,25520772,14667658,1867.6,1428287.4,73846.1,68701410,30970660,30486020,10874.7,339.6,0,0,0,0,5880.6,17215.4,0,612.9,0,4790.5,1991.6,33.2,1427.1,1271.1,36213.7,9000,8689.8,61136.4,14271,0,268.9
RFCEc,2024,293203400,1093078.5,1825040.4,1541712.9,297663225.1,282661412,249366695.3,75803710,113172340,0.0359,0.054,0.146,10966.86,69307.4,0.47,0.46,233.3,8.8,1.13,26.6,1082.3,0.17,233.8,58.9,292.7,251.4,10.3,1.34,27.8,1140.4,0.18,252,61.8,313.9,275.7,14.5,1.98,24.6,1116.3,0.15,276.6,57.9,334.6,731.1,53.1,7.62,52.8,2422.3,0.45,734.8,125.1,859.9,77730000.7,2944.4,376.4,8848707.9,360549.6,56.3,77920512.9,19608451.4,97528964.4,0,31.68,2.35,0.13,34.16,33.62,2.57,0.14,36.32,335169000,48296530,937940.5,2687794.8,0,0,14330898,0,0,7439069.5,162008960,0,764866.9,0,4541525,99559180,547962.8,1493345.4,0,22122548,9439877,9295036,1273.8,588.6,0,8088.9,0,0,5439.1,28317,0,5760,0,1371.9,12467.7,8094.6,1992,0,10749.9,3331.1,2728.3,2547.5,19920,0,0
RFCEc,2026,295210620,1425341,2018532.4,1778074.6,300432566.6,284596385.5,244048634.3,82333790,117587560,0.0359,0.054,0.146,41482.06,70040,0.49,0.5,214.8,7.2,0.89,25.5,1027.6,0.16,215.2,56.2,271.4,226.1,8.1,1.02,26.3,1064.8,0.17,226.6,58.1,284.8,245.9,10.9,1.46,23.7,1064.4,0.13,246.6,55.4,302,663.8,44.7,6.32,50.5,2359.9,0.38,666.9,121,787.9,71689709.1,2401.1,298.3,8517965.8,342964.4,53.1,71842698.6,18752792.9,90595491.5,0,31.49,8.85,0.35,40.68,33.43,9.69,0.37,43.5,335871040,56383930,1213410.5,2686330.8,0,0,10252660,0,0,9486026,158520480,0,602273.8,0,4729800.5,99457060,387846.2,1637228.5,0,21817940,9388973,15690994,1646.3,588.6,0,8088.9,0,0,6959,28317,0,5590.4,0,1424.9,12467.7,8094.6,1992,0,10749.9,5105.1,2728.3,3292.5,19920,0,2.3
RFCEc,2028,299096770,2390387.8,2351775,2112856.7,305951783.5,288342745,237642998.6,96870940,136464020,0.0359,0.054,0.146,57319.65,71497.2,0.52,0.53,202.6,6.4,0.78,24.5,981.6,0.15,203,53.8,256.8,210.1,7,0.87,25.1,1005,0.16,210.6,55.1,265.6,187.1,5.2,0.63,20.7,916.6,0.09,187.4,48,235.4,640.1,43.4,6.14,49.3,2304.1,0.37,643,118.1,761.1,69612596.6,2191.8,268.4,8427610.6,337284.7,52.2,69751172.1,18492935.2,88244107.3,0,27.62,12.15,0.26,40.02,29.38,13.37,0.27,43.03,345789060,68308780,2050116.6,2670762.5,0,0,8592114,0,0,11954495,157087400,0,734850.9,0,4717324,99241080,468983.8,1917658.2,0,21511966,9338336,25503988,2225.1,588.6,0,8088.9,0,0,8807,28317,0,5263.5,0,1424.9,12467.7,8082.2,1992,0,10749.9,7763.1,2728.3,5568.1,19920,0,0
RFCEc,2030,304649600,2378090.5,2768124.5,1997699.5,311793510.7,293695888.5,240641593.1,100932430,124961050,0.0359,0.054,0.146,73709.46,73592.1,0.54,0.55,192.8,6.2,0.77,23.4,930.2,0.15,193.2,51.1,244.4,197.9,6.9,0.87,23.5,939.1,0.15,198.3,51.6,249.9,116.7,3.5,0.43,12.7,564.7,0.06,116.9,29.6,146.5,614.9,41.7,5.88,47.1,2216.2,0.35,617.7,113.3,731,64364834.6,2084.2,256.7,7801817.9,310433.9,49.5,64497033.1,17066251.2,81563284.3,0,27.24,15.63,0.35,43.22,29.02,17.22,0.38,46.61,336045660,71151920,2025449.4,2637058.8,0,0,8582008,0,0,15240203,145429980,0,484273.9,0,4671334.5,98471336,334686.8,2257611.2,0,21217128,9287980,25406606,2224.8,588.6,0,8088.9,0,0,11260.3,27923,0,5446.5,0,1424.9,12467.7,6950,1992,0,10752.3,7763.1,2728.3,5570.8,19920,0,0
RFCEc,2035,320692060,8625210,2331622.2,1948885.8,333597796.7,309161545.2,219681457.1,136658800,92423150,0.0359,0.054,0.146,190587.96,79719.2,0.82,0.82,21,1,0.1,10.8,286.1,0.1,21,19.4,40.4,17.9,1,0.1,10.9,289.9,0.09,18,19.5,37.5,0,0,0,0,0,0,0,0,0,244.6,5.5,0.58,31.4,1345.9,0.14,244.9,71.5,316.5,5945338,285.5,28.6,3105693.3,81879.3,27.9,5961643.2,5553317.2,11514960.4,9348570,133.49,39.38,0,172.87,144.01,44.01,0,188.02,289364700,113916340,7415311,2408752,10702745,0,0,0,0,16506894,53442456,0,139,0,4213493,95240840,0,1881600.6,143037.9,31207766,19663874,46537804,6343.2,588.6,1453,0,0,0,12542.6,34556.9,0,2425,0,1431.9,12467.7,15.6,1992,3021.5,15904.7,14205.1,5594.8,25443.1,19920,0,428.8
