state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-css_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind-ofs_MWh,wind-ons_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
AL,2022,0,0,0,0,0,6.4,0,0,5790.7,0,0,31.2,0,9689,2618.2,0,3334,5544.5,0,1738.7,0,0,0,673.9,0,0,0,0,0,0,0,29415,0,0,0,33947848,0,32255,0,42696494,1868654,0,9703434,44519210,0,1233751,0,0,0,1186886,0,0,135217948,53833006.4,54134547.1,4389.4,625.4,6550,37548.4,3758995.2,8954677.4,174015.6,36.7,0,398.12,400.35,32.46,4.63,48.44,277.69,27.8,66.22,1286.93,0.27
AL,2024,0,0,0,0,0,6.4,0,0,5790.7,0,0,62.4,0,11004,927.1,0,3334,5544.5,0,338,0,0,0,753.6,0,0,0,0,0,0,0,29415,0,0,0,33101628,0,84587,0,60693752,2213665,0,9703073,44519210,0,377500,0,0,0,1620554,0,0,152343384,59417562.5,59717137.1,4391.9,617.9,5099.3,24009.3,4466688.9,10665793.3,207679.4,37.6,0,390.02,391.99,28.83,4.06,33.47,157.6,29.32,70.01,1363.23,0.25
AL,2026,0,30.8,0,0,0,6.4,0,0,5790.7,0,0,153.2,0,11004,927.1,0,3435,5544.5,0,338,0,0,0,1312.3,0,0,0,73255,0,0,0,29415,0,0,0,32637770,0,158659,0,49611158,2275738,0,10056862,44519210,0,433952,0,0,0,2393586,0,0,142189605,54423637.8,54714620.8,4252.5,601.7,5090.8,23805.3,3920614.2,9381164.5,182915,35.5,0,382.75,384.8,29.91,4.23,35.8,167.42,27.57,65.98,1286.42,0.25
AL,2028,0,48.4,186.5,0,0,6.4,0,0,5790.7,0,0,373.6,4353.1,6650.9,927.1,0,3471,5544.5,0,338,0,0,0,2183.5,0,0,0,63768,517813,0,0,29415,0,0,0,21405172,0,357245,33408844,11266601,1549040,0,10148994,44519210,0,941157,0,0,0,4430846,0,0,128638106,28942536.1,29140152.4,2896.2,407.7,4330.2,25304.9,3309655.7,7629861.6,144701.9,29.6,0,224.99,226.53,22.51,3.17,33.66,196.71,25.73,59.31,1124.88,0.23
AL,2030,0,89.5,528.7,0,0,6.4,0,0,5790.7,0,0,770.5,4353.1,6650.9,927.1,0,3471,5544.5,0,338,0,0,0,4240.2,0,0,0,170169,1172139,0,0,29415,0,0,0,19299200,0,710713,33408844,9064555,1832443,0,10136205,44488208,0,850143,0,0,0,9273194,0,0,130435229,26032456.3,26211722.1,2630.6,369.5,3904.7,22835.6,3151794.7,7220478.9,136275.9,28.1,0,199.58,200.96,20.17,2.83,29.94,175.07,24.16,55.36,1044.78,0.22
AL,2032,0,151.3,825.9,0,0,6.4,0,0,5790.7,0,0,1137.3,4353.1,6650.9,927.1,0,3471,5544.5,0,338,0,0,0,5400.8,0,0,0,251723,1777018,0,0,29415,0,0,0,15108457,0,1263181,33408844,6388861,421142,0,10142601,44519210,0,933009,0,0,0,12281448,0,0,126524909,19902123.4,20044781.8,2097.1,293.6,3474.5,22294.5,2810833,6313939.2,117322.2,25.3,0,157.3,158.43,16.57,2.32,27.46,176.21,22.22,49.9,927.27,0.2
AL,2034,0,162.7,825.9,373.9,0,6.4,0,0,5790.7,0,0,1376.7,4353.1,6650.9,927.1,0,3471,5544.5,0,338,0,0,0,7584.3,0,0,0,248790,1684660,1142119,0,29415,0,0,0,15170204,0,1453503,33122615,1878029,211160,0,10150097,44519210,0,164716,0,0,0,17022013,0,0,126796531,17608600.5,17747181.5,2038.3,285.1,2221.4,8828.8,2500433.5,5674711.6,106309.4,22.9,0,138.87,139.97,16.08,2.25,17.52,69.63,19.72,44.75,838.43,0.18
AL,2036,0,162.8,1331.6,373.9,0,6.4,0,0,5790.7,0,0,1470.8,4353.1,6650.9,927.1,0,3471,5544.5,0,84,0,0,0,9020.3,0,0,0,243963,3014739,1028501,0,29415,0,0,0,12641048,0,1861775,33370372,1127656,219774,0,10148744,44214110,0,0,0,0,0,20303976,0,0,128204073,14653139.2,14770404.7,1732.4,240.4,1628.9,5052.4,2378436.8,5349165.5,99494.9,21.2,0,114.3,115.21,13.51,1.88,12.71,39.41,18.55,41.72,776.07,0.17
AL,2038,2.9,236.4,1331.6,373.9,0,6.4,0,1950.5,3840.2,0,0,1592,4353.1,6650.9,1015.1,0,3471,5544.5,0,0,0,0,0,9220.5,0,0,2841,386212,2884957,1006318,0,29415,0,0,13833189,11351868,0,2357601,33378113,0,166958,0,10134272,44214110,0,0,0,0,0,21066505,0,0,140812358,14240484.4,14453675,3111,441.3,1459.4,9322.1,2698997.3,6387143.5,123516.3,27,0,101.13,102.64,22.09,3.13,10.36,66.2,19.17,45.36,877.17,0.19
AL,2040,2.9,707,1331.6,373.9,0,6.4,0,1950.5,3840.2,0,0,1755.5,4353.1,6650.9,1015.1,0,3471,5544.5,0,0,0,0,0,10457.1,0,0,1483,1297886,2701175,1027774,0,29415,0,0,13833189,11397732,0,2517642,3420938,11483850,495752,0,10133369,44519210,0,0,0,0,0,23211556,0,0,126070971,17431423.5,17637030.5,2977.3,428.1,1500.9,9947.8,1838206.9,4387575.7,85330.8,23.9,0,138.27,139.9,23.62,3.4,11.91,78.91,14.58,34.8,676.85,0.19
AL,2042,32,687.9,1331.6,373.9,0,6.4,0,1950.5,3840.2,0,0,1931.7,4353.1,6650.9,1015.1,0,3471,5544.5,0,0,0,0,0,11487.6,0,0,39716,1003277,2730812,1014840,0,29415,0,0,13833189,10580085,0,2925614,3420938,10325340,448168,0,10138506,44340819,0,0,0,0,0,25223404,0,0,126054125,16158828.6,16357257.9,2872.6,413.3,1391.7,9554.5,1759433.9,4186274.7,81225,23.2,0,128.19,129.76,22.79,3.28,11.04,75.8,13.96,33.21,644.37,0.18
AL,2044,32,688.6,1145.1,373.9,0,6.4,0,1950.5,3784.1,0,0,2087.7,4353.1,6650.9,1259.3,0,3471,5544.5,0,0,0,0,0,11487.6,0,0,16254,944540,2347617,1029724,0,29415,0,0,13833189,8582104,0,3162464,3420938,11671634,1209152,0,10126809,44519210,0,0,0,0,0,25796429,0,0,126689479,15068624.2,15251906,2657.8,381.2,1145.8,9038,1808209,4248211.1,81671.8,22.6,0,118.94,120.39,20.98,3.01,9.04,71.34,14.27,33.53,644.66,0.18
AL,2046,46.7,647.5,802.9,373.9,0,6.4,0,1950.5,3784.1,0,0,2218,4353.1,6783.9,1573.9,0,3471,5544.5,0,0,0,0,0,11412.6,0,0,41256,990737,1784393,989942,0,29415,0,0,13833189,10945780,0,3360166,3420938,13605511,1430217,0,10148776,44519210,0,0,0,0,0,25303313,0,0,130402845,18305914,18509269.2,2949.4,422.9,1454.3,10074.7,1981733.3,4709313.3,91307.8,24.2,0,140.38,141.94,22.62,3.24,11.15,77.26,15.2,36.11,700.2,0.19
AL,2048,46.7,608.7,505.7,373.9,0,6.4,0,1950.5,3784.1,0,0,2349.8,4353.1,6783.9,2195.5,0,3471,5544.5,0,0,0,0,0,11300.7,0,0,47226,945523,1128539,926647,0,29415,0,0,13833189,18976818,0,3560081,3420938,13284034,796397,0,10148776,44519210,0,0,0,0,0,24760880,0,0,136377673,25961123.6,26229406.4,3881.7,559,2479.4,12875,2172254.4,5351265.6,106421.4,28,0,190.36,192.33,28.46,4.1,18.18,94.41,15.93,39.24,780.34,0.21
AL,2050,46.7,609.6,505.7,0,0,6.4,0,1950.5,3727.6,0,0,2502.2,4353.1,7401.7,3156.3,0,3471,5544.5,0,0,0,0,0,11307.7,0,0,40480,922907,1141438,0,0,29415,0,0,1204412,21783450,0,3790867,3420938,16733602,1233083,0,10148776,44519210,0,0,0,0,0,24438104,0,0,129406683,29079931.5,29275032.6,2833.9,405.3,2851.2,9803.3,2059962.2,4862445.7,93822.8,24,0,224.72,226.23,21.9,3.13,22.03,75.76,15.92,37.57,725.02,0.19
AR,2022,0,0,0,0,0,16.8,0,0,5128.1,0,0,87.6,0,4597,715.6,0,1265.8,1817.8,0,787,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,29892165,0,128278,0,11096925,792169,0,2917131,14613013,0,281525,10755,0,0,608324,0,0,60380654,35610603.2,35859144.7,3590.5,518.5,41515.8,21955.6,1707362.3,4506554.2,93741.7,20.8,0,589.77,593.88,59.46,8.59,687.57,363.62,28.28,74.64,1552.51,0.35
AR,2024,0,0,0,0,0,16.8,0,0,5128.1,0,0,274.4,0,4597,702,0,1265.8,1817.8,0,118.7,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,12883617,0,404229,0,13406151,654897,0,2912679,14613013,0,36220,3827,0,0,670144,0,0,45625145,18241913.5,18346748.9,1527.9,217.2,16838.8,8998.8,1214097.8,2952107.2,58215.1,11.7,0,399.82,402.12,33.49,4.76,369.07,197.23,26.61,64.7,1275.94,0.26
AR,2026,0,2.9,0,0,0,16.8,0,0,4310.4,0,0,694.5,0,4597,702,0,1265.8,1817.8,0,3.1,30,0,0,1772.9,0,0,0,2949,0,0,0,40369,0,0,0,7935397,0,652533,0,6781816,811771,0,2916355,14613013,0,0,3515,0,0,3885091,0,0,37642809,10702409.3,10765193.2,914.4,130.2,10127.3,5144.7,748437,1756591.4,33756.8,8.1,0,284.31,285.98,24.29,3.46,269.04,136.67,19.88,46.66,896.77,0.21
AR,2028,0,7.3,0,0,0,16.8,0,0,3487.7,0,0,1174.2,0,4597,702,0,1298.8,1817.8,0,3.1,30,0,0,3062.9,0,0,0,9559,0,0,0,38022,0,0,0,1938640,0,1474012,0,1358724,512405,0,2967618,14613013,0,0,27020,0,0,7006337,0,0,29945350,2675947.3,2691253.4,223.2,31.7,2466.6,1265.2,289228.4,554263.6,8855,4.2,0,89.36,89.87,7.45,1.06,82.37,42.25,9.66,18.51,295.71,0.14
AR,2030,0,59.6,0,0,0,16.8,0,0,3487.7,0,0,1759.7,0,4536,702,0,1298.8,1817.8,0,1.8,30,0,0,4769.6,0,0,0,29779,0,0,0,36662,0,0,0,637615,0,2112471,0,0,229547,0,2960647,14374441,0,0,15674,0,0,11138729,0,0,31535564,709717.7,714389.4,67.7,9.7,784.4,368.6,162057.1,231820.4,2311.3,3.3,0,22.51,22.65,2.15,0.31,24.87,11.69,5.14,7.35,73.29,0.1
AR,2032,0,62.8,1,0,0,16.8,0,0,3487.7,0,0,2053.5,0,4536,815.5,0,1306.8,1817.8,0,1.8,30,0,0,5486.3,0,0,0,85421,2524,0,0,35869,0,0,0,562856,0,2689903,0,0,487653,0,2965642,14066624,0,0,26515,0,0,12872292,0,0,33795298,789449.7,793749.2,62.8,8.9,695,361.6,174511,262497.3,2923.1,3.2,0,23.36,23.49,1.86,0.26,20.57,10.7,5.16,7.77,86.49,0.1
AR,2034,14.2,250.6,1,0,0,16.8,0,0,3487.7,0,0,2130.6,0,4536,911.3,0,1306.8,1817.8,0,1.8,30,0,0,6953.7,0,0,20278,370160,2161,0,0,36727,0,0,0,55687,0,2367642,0,0,642239,0,2980125,13941570,0,0,23495,0,0,16310290,0,0,36750373,444875.3,445778.8,14.3,1.7,101.1,121.8,170809.8,244575,2447.7,3,0,12.11,12.13,0.39,0.05,2.75,3.31,4.65,6.66,66.6,0.08
AR,2036,18.6,445.9,554.8,0,0,16.8,0,0,3487.7,0,0,2167.5,0,4536,1220.9,0,1306.8,1817.8,0,1.8,30,0,0,8528.1,0,0,19902,717681,1351441,0,0,35755,0,0,0,0,0,2797879,0,0,1273399,0,2980811,13979293,0,0,10768,0,0,19666589,0,0,42833519,756673.2,757487.8,14.3,1.4,20.5,168.2,213319.7,341320.5,4266.4,3.2,0,17.67,17.68,0.33,0.03,0.48,3.93,4.98,7.97,99.6,0.07
AR,2038,18.6,875.2,606.1,0,0,16.8,0,0,3487.7,0,0,2203.9,0,4536,1220.9,0,1306.8,1817.8,0,1.8,30,0,0,9615.7,0,0,18062,1294995,1233389,0,0,33867,0,0,0,0,0,3103019,0,0,1081454,0,2983804,13941570,0,0,8615,0,0,22144659,0,0,45843435,642673.5,643365.4,12.1,1.2,18.6,142.9,199454.6,309643.5,3669.2,3.1,0,14.02,14.03,0.26,0.03,0.41,3.12,4.35,6.75,80.04,0.07
AR,2040,18.6,878.3,606.1,0,0,16.8,0,0,3487.7,0,0,2247.1,0,4536,1220.9,0,1306.8,1817.8,0,1.8,30,0,0,10814.1,0,0,22644,1426704,1187803,0,0,33867,0,0,0,0,0,3120178,0,0,985647,0,2983804,14370328,0,0,8615,0,0,24561368,0,0,48700959,585433.2,586063.5,11,1.1,18.1,130.2,196462.3,298027,3379.3,3.2,0,12.02,12.03,0.23,0.02,0.37,2.67,4.03,6.12,69.39,0.06
AR,2042,18.6,875.4,1014.6,0,0,8.8,0,0,3487.7,0,0,2284.5,0,4536,1220.9,0,1306.8,1817.8,0,0,30,0,0,12015,0,0,24907,1335718,2265825,0,0,34433,0,0,0,0,0,3365693,0,0,1001721,0,2986165,14254910,0,0,8615,0,0,27196064,0,0,52474050,595377.7,596018.7,11.2,1.1,18.4,132.4,196633.7,299667.6,3428.7,3.1,0,11.35,11.36,0.21,0.02,0.35,2.52,3.75,5.71,65.34,0.06
AR,2044,18.6,1090.5,1014.6,0,0,8.8,0,0,3487.7,0,0,2341.3,0,4536,1220.9,0,1306.8,1817.8,0,0,30,0,0,12015,0,0,21198,1678149,2024081,0,0,34433,0,0,0,205338,0,3449267,0,0,954403,0,2986094,14467189,0,0,10596,0,0,27037668,0,0,52868416,792905.1,795324.2,36.7,4.9,326.1,260.7,202108.1,315576.4,3777.6,3.3,0,15,15.04,0.69,0.09,6.17,4.93,3.82,5.97,71.45,0.06
AR,2046,18.6,1157.9,1014.6,0,0,8.8,0,0,3487.7,0,0,2393.8,0,4536,1267.2,0,1306.8,1817.8,0,0,30,0,0,12002,0,0,19041,1710955,2219035,0,0,37763,0,0,0,0,0,3526688,0,0,637793,0,2983886,14613013,0,0,8615,0,0,26847078,0,0,52603866,378761.6,379169.4,7.1,0.7,17.9,84.2,174279.8,243781.1,2303.7,3.1,0,7.2,7.21,0.14,0.01,0.34,1.6,3.31,4.63,43.79,0.06
AR,2048,18.6,1383.2,1013.6,0,0,8.8,0,0,3417.9,0,0,2466.5,0,4536,1267.2,0,1306.8,1817.8,0,0,30,0,0,11915,0,0,18304,1976142,2030741,0,0,40369,0,0,0,3564751,0,3633818,0,0,675035,0,2987198,14613013,0,0,11920,0,0,26539980,0,0,56091271,3670484.1,3697108.9,384.4,55.6,4479,2039.2,277729.5,563663.6,9551.6,4.8,0,65.44,65.91,6.85,0.99,79.85,36.36,4.95,10.05,170.29,0.08
AR,2050,4.4,1205,1013.6,0,0,8.8,0,0,3328.6,0,0,2536.9,0,4536,3491.9,0,1306.8,1817.8,0,0,30,0,0,11811.3,0,0,3857,1917274,1953357,0,0,40369,0,0,0,9458681,0,3737490,0,0,2560808,0,2988099,14613013,0,0,11920,0,0,25999600,0,0,63284467,10327510.9,10399702.5,1043.7,150.5,12041.8,5590.7,580618.2,1401832,27484.3,8,0,163.19,164.33,16.49,2.38,190.28,88.34,9.17,22.15,434.3,0.13
AZ,2022,245,0,0,0,0,30.7,0,0,2943,295.6,0,1387.9,0,10718.7,3078.1,0,2840.9,3937,0,1169,216.3,0,0,2630.3,0,617.3,258377,0,0,0,0,27577,0,0,0,20778526,815158,2624554,0,20101867,3466692,0,7246652,31618584,0,1113957,15459,0,0,7014434,0,1691248,96773084,33452241.1,33647976.5,2839.9,407,13811.2,25940.6,2289852.4,5397877.5,104072.9,24.4,0,345.68,347.7,29.35,4.21,142.72,268.06,23.66,55.78,1075.43,0.25
AZ,2024,245,217.2,0,0,0,30.7,0,0,2943,295.6,0,1587.6,0,10987.8,3078.1,0,2840.9,3937,0,1118,216.3,0,0,4509.3,0,955.5,4944,429314,0,0,0,27577,0,0,0,19745280,815158,2971907,0,16694944,1965723,0,7246652,31618584,0,599818,119472,0,0,11109066,0,2790064,96138503,29495538.1,29677928.9,2644.1,379.5,11733.7,21606.5,1903856.6,4531579,87980.4,21.6,0,306.8,308.7,27.5,3.95,122.05,224.74,19.8,47.14,915.14,0.23
AZ,2026,245,1087.2,0,0,0,30.7,0,0,2943,295.6,0,1859.8,0,10987.8,2983.1,0,3234.9,3937,0,1118,216.3,0,0,7959,0,1137.5,23900,1635080,0,0,0,27577,0,0,0,18251718,815158,3192025,0,15139065,2586390,0,8628073,31618584,0,587621,294435,0,0,21068134,0,3426668,107294428,27631420.5,27800586.5,2453.2,351.9,10955.1,20265.6,1824193.7,4308638.9,83181,20.7,0,257.53,259.11,22.86,3.28,102.1,188.88,17,40.16,775.26,0.19
AZ,2028,245,1327.9,510.2,0,0,30.7,0,0,2943,295.6,0,2211.7,0,10987.8,2383.6,0,3237.9,3937,0,1098,216.3,0,0,11653.3,0,1137.5,100677,1700875,1306747,0,0,27577,0,0,0,9783146,815158,3300439,0,7240136,2609231,0,8633183,31494011,0,577109,299673,0,0,32244641,0,3281638,103414241,15385613.1,15478060.2,1339.2,192.5,6696.8,12382.3,1176249.7,2583850.5,47099.6,14.8,0,148.78,149.67,12.95,1.86,64.76,119.73,11.37,24.99,455.45,0.14
AZ,2030,245,2632.5,1105.3,0,0,30.7,0,0,2943,295.6,0,2617.3,0,10619.8,2094.6,0,3237.9,3937,0,585,216.3,0,0,15031.1,0,1137.5,148049,4207721,2539009,0,0,27577,0,0,0,6693597,815158,4591857,0,6764929,2516258,0,8637020,30677587,0,307476,192334,0,0,41524240,0,3120059,112762871,11570274.6,11634773.9,938.5,133.8,4360.6,8422.1,1001418.5,2134921.4,37924.8,12.3,0,102.61,103.18,8.32,1.19,38.67,74.69,8.88,18.93,336.32,0.11
AZ,2032,245,3893.7,1147.6,31.4,0,30.7,0,0,2181,295.6,0,2946.4,0,10530.6,2094.6,0,3237.9,3937,0,472,357.5,0,0,15941.1,0,1137.5,260440,6530672,2527357,99871,0,26387,0,0,0,6511312,812957,5268032,0,7152921,2516258,0,8637020,27210491,0,248083,396799,0,0,43974881,0,3094807,115268288,11391359.9,11453747.6,909,129.3,4065.1,7962.9,970073.8,2100384.2,37825.9,11.3,0,98.82,99.37,7.89,1.12,35.27,69.08,8.42,18.22,328.16,0.1
AZ,2034,460.2,3893.7,1761.9,1655.5,0,30.7,0,0,2181,295.6,0,3172.9,0,10530.6,2094.6,0,3237.9,3937,0,359,357.5,0,0,19633.2,0,1137.5,623812,7008420,4212585,5081671,0,27577,0,0,0,6710089,815158,5642899,0,7670070,2516258,0,8637020,27129946,0,188690,215147,0,0,52772103,0,2625250,131876695,11762032.7,11826149,935.1,132.8,3985.9,7878.4,992604.9,2165321.2,39248.5,11.4,0,89.19,89.68,7.09,1.01,30.22,59.74,7.53,16.42,297.62,0.09
AZ,2036,450.2,4411.7,1761.9,2643.5,0,30.7,0,70.4,2110.6,295.6,0,3206.7,0,10530.6,2094.6,0,3237.9,3937,0,175,357.5,0,0,22097.3,0,1137.5,654609,8222153,4226754,8033607,0,24177,0,0,499426,4187322,815158,5028903,0,7864961,2516258,0,8637020,26295958,0,91980,310797,0,0,60215109,0,2450036,140074228,9144056.3,9190365.5,680.1,95.4,2460.3,5585,916317.7,1954706.3,34753.9,10,0,65.28,65.61,4.86,0.68,17.56,39.87,6.54,13.95,248.11,0.07
AZ,2038,598.8,4411.7,3384.1,2643.5,0,30.7,0,832,1233,295.6,0,3243.8,0,10530.6,2094.6,0,3237.9,3937,0,175,357.5,0,0,24439.7,0,1137.5,980483,8412120,8591438,7973763,0,22194,0,0,5906200,1596955,693263,6118261,0,7864961,2516258,0,8637020,26078483,0,91980,239105,0,0,64410654,0,2442438,152575577,6896860.8,6962409.9,957.1,135.6,1165.6,5399.6,994690.3,2197518.3,40261.3,11.1,0,45.2,45.63,6.27,0.89,7.64,35.39,6.52,14.4,263.88,0.07
AZ,2040,598.8,4194.5,5031.2,2643.5,0,30.7,0,832,1233,295.6,0,3291.6,0,10530.6,2094.6,0,3237.9,3937,0,175,357.5,0,0,26867.8,0,1009.4,1029588,8070914,12391160,8400218,0,22194,0,0,5906200,1528337,791951,6233893,0,7864961,2516258,0,8637020,25844200,0,91980,169406,0,0,69539327,0,2284607,161322216,6850028.9,6914977.2,948.5,134.4,1129.5,5351.8,994041.6,2196625.8,40253.8,11.1,0,42.46,42.86,5.88,0.83,7,33.17,6.16,13.62,249.52,0.07
AZ,2042,598.8,3324.6,6132.2,2643.5,0,30.7,0,832,1233,295.6,0,3339.4,0,10530.6,2172.5,0,3237.9,3937,0,175,357.5,0,0,28449.4,0,900.2,994081,5958864,14505913,8315448,0,22194,0,0,5906200,1272771,815158,6280385,0,7745103,2557212,0,8029623,25777375,0,91980,130394,0,0,73075714,0,2116694,163595109,6515300.7,6577792,913.1,129.2,990.5,5116.8,980353.8,2158201.1,39425.4,10.9,0,39.83,40.21,5.58,0.79,6.05,31.28,5.99,13.19,240.99,0.07
AZ,2044,598.8,3083.8,6816.2,2643.5,0,30.7,0,832,1233,0,0,3406.5,0,10603.8,2287.6,0,3237.9,3937,0,175,357.5,0,0,28367.3,0,910.2,1029660,5836647,16554302,8431436,0,22194,0,0,5906200,2413467,0,6405672,0,7747109,2617697,0,8132603,26051393,0,91980,115616,0,0,75297716,0,2244416,168898110,7765307.7,7837782.6,1056.7,150.1,1561.8,6041.7,1021655.8,2281503.8,42170.9,11.6,0,45.98,46.41,6.26,0.89,9.25,35.77,6.05,13.51,249.68,0.07
AZ,2046,598.8,3130.8,6246.3,2643.5,0,30.7,0,832,1233,0,0,3488.1,0,10836.1,4626.6,0,3237.9,3937,0,175,357.5,0,0,27866.6,0,880.2,972502,6175364,15430277,8661808,0,22194,0,0,5906200,4833665,0,6610521,0,7769751,4222260,0,8637020,26287186,0,91980,180419,0,0,74352982,0,2437579,172591708,11232517.3,11326678,1371.7,195.2,2756.7,8257.8,1207326.4,2773027.3,52418.7,13.3,0,65.08,65.63,7.95,1.13,15.97,47.85,7,16.07,303.71,0.08
AZ,2048,762.9,3094.3,6214,2612,0,30.7,0,832,1233,0,0,3594.9,0,11034.8,4626.6,0,3237.9,3937,0,175,357.5,0,0,27709.1,0,880.2,1189990,5351869,14255090,7829146,0,27577,0,0,5406774,7078277,0,6812983,0,7840339,5012693,0,8637020,31579674,0,91980,126569,0,0,73266763,0,2650061,177156804,14145727.5,14256356.1,1610.2,229.5,3899.6,10081.8,1372237.3,3146494.5,59396.4,15.5,0,79.85,80.47,9.09,1.3,22.01,56.91,7.75,17.76,335.28,0.09
AZ,2050,1934.5,3094.3,6113.4,987.9,0,28.2,0,832,1233,0,0,3710.7,0,10982.6,6139.4,0,3237.9,3937,0,175,357.5,0,0,27539.1,0,530.2,2941546,5274893,14421663,2820511,0,27577,0,0,370400,7076251,0,7032111,0,7773420,5972501,0,8637020,31618584,0,91980,181053,0,0,72855627,0,1578509,168673646,14200626.9,14272892.3,1060.1,149,3903.2,8504.2,1286880.1,2829131.9,51630.9,13.4,0,84.19,84.62,6.28,0.88,23.14,50.42,7.63,16.77,306.1,0.08
CA,2022,0,2464.3,0,0,0,865.4,0,0,0,917.8,0,11082.5,0,19762,10812.4,3107.8,10215.5,2240,0,4961.5,3911.9,0,0,15474.4,0,6486.7,0,2350321,0,0,0,1707425,0,0,0,0,2530961,19281768,0,92128701,5688311,7944706,29045873,17891898,0,2607764,347253,0,0,41722707,0,14689806,237937493,41672522.4,41723910.8,849.5,95.5,2279.1,44499.4,5224286.1,11557976.6,212293.3,26.9,0,175.14,175.36,3.57,0.4,9.58,187.02,21.96,48.58,892.22,0.11
CA,2024,501,3457.2,0,0,0,865.4,0,0,0,917.8,0,12856.6,0,19762,10758.4,3107.8,10215.5,2240,0,994.6,3911.9,0,0,20465.6,0,6476,603189,4023327,0,0,0,1561729,0,0,0,0,2530961,19194729,0,82698459,5658983,7944706,29045873,17891898,0,522762,1225377,0,0,55487237,0,14832942,243222173,35969935,36009911.9,690.3,71.1,1262.3,28778,4473034.6,10060926.3,187325.7,20.5,0,147.89,148.05,2.84,0.29,5.19,118.32,18.39,41.37,770.18,0.08
CA,2026,901.9,4359.5,0,0,0,865.4,0,0,0,917.8,0,15005.8,0,19762,10758.4,3107.8,10619.1,2240,0,993,3911.9,0,0,22705.5,0,6416,690769,5646831,0,0,0,1494705,0,0,0,0,2416298,25941576,0,65795033,5657224,7944706,30089940,17891898,0,521921,1928459,0,0,60255112,0,14249829,240524301,29100617.2,29133202,560.8,58.1,1170.8,23816.9,3659451.7,8176158.2,151407.4,17.5,0,120.99,121.12,2.33,0.24,4.87,99.02,15.21,33.99,629.49,0.07
CA,2028,901.9,5443,9.1,0,0,865.4,0,0,0,917.8,0,17420.1,0,19762,10667.1,5263.2,10982.8,2240,0,883,4482.7,0,0,25198.3,600,6481.7,733678,7546386,22014,0,0,1472544,0,0,0,0,2530961,29938977,0,40879361,5608627,23996065,31072055,17891898,0,464105,5618483,0,0,67563852,2191528,14352520,251883054,19109998.3,19131687.3,371.1,38.9,1047.6,16282.3,2476545.1,5439398.8,99305.6,13,0,75.87,75.95,1.47,0.15,4.16,64.64,9.83,21.59,394.25,0.05
CA,2030,901.9,7983.6,2183.1,0,0,842.4,0,0,0,917.8,0,19933.5,0,19729.5,10646.8,5263.2,11099.4,0,0,592.9,6737,0,0,37737.6,2000,6451.7,660024,12592704,5982475,0,0,1420386,0,0,0,0,2530961,21696198,0,26717601,5597958,23996065,31426755,0,0,311628,11307310,0,0,104701207,8846021,14254390,272041684,13493168.5,13508431.5,261.5,27.4,907,11383.5,1648772.4,3733698.9,69903.2,6.6,0,49.6,49.66,0.96,0.1,3.33,41.84,6.06,13.72,256.96,0.02
CA,2032,1103,9132.4,4774.1,0,0,691.5,0,0,0,917.8,0,22098.4,0,19619.5,10310.4,5263.2,11204.3,0,0,592.9,7814,0,0,42401.7,3200,5870.8,1302340,16260778,12035216,0,0,1307540,0,0,0,0,2530961,38393463,0,24986286,5416518,23996065,31698119,0,0,311628,11408175,0,0,116823451,13398678,10411161,310280381,12712408,12726832.7,246.8,25.9,850,10823.6,1553154.8,3516175.2,65815.6,6.3,0,40.97,41.02,0.8,0.08,2.74,34.88,5.01,11.33,212.12,0.02
