state,country,t,co2_gen_mmt,nuclear_MWh,coal_MWh,o-g-s_MWh,gas-cc_MWh,gas-ct_MWh,hydro_MWh,canada_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,battery_MWh,curtailment_MWh,nuclear_MW,coal_MW,o-g-s_MW,gas-cc_MW,gas-ct_MW,hydro_MW,geothermal_MW,biomass_MW,wind-ons_MW,wind-ofs_MW,csp_MW,upv_MW,distpv_MW,battery_MW,nuclear_gen_frac,canada_gen_frac,o-g-s_gen_frac,biomass_gen_frac,gas-ct_gen_frac,wind-ofs_gen_frac,upv_gen_frac,wind-ons_gen_frac,coal_gen_frac,geothermal_gen_frac,distpv_gen_frac,gas-cc_gen_frac,csp_gen_frac,hydro_gen_frac,water_consumption,water_withdrawal,generation_MWh
MT,usa,2016,0.004605881,0,4.336333813,0,0.003145808,0.030420642,10.4997456,0,0,0,1.879867529,0,0,0.000829517,0.005868681,0,-0.009796626,0,2.3411,0.002,0.000543755,0.39135,2.79054,0,0,0.701755,0,0,0.001,0.011383636,0,0,0,0,0,0.001815484,0,4.95E-05,0.112189293,0.258789631,0,0.000350239,0.00018774,0,0.626618108,2.57126023,3.66625512,16.75621159
NC,usa,2016,0.07266328,40.42199992,66.240683,0,28.15200166,0.315533038,4.481986723,0,0,1.407189341,1.33E-05,0,0,3.444832187,0.084465951,-0.002787316,-0.013329548,5.113456951,10.6896,0.09145,4.675572255,6.312869,1.83624,0,0.365295,6.00E-06,0,0,2.830602,0.135381818,0.086,0.279642767,0,0,0.009735053,0.002182884,0,0.023831636,9.17E-08,0.458258571,0,0.000584342,0.194757896,0,0.031006758,46.95697762,3014.314945,144.5487051
ND,usa,2016,0.018653311,0,17.20845972,0,0,0.023216885,1.821546499,0.017041175,0,0,7.999163821,0,0,3.34E-06,0.023495431,0,-0.010534663,0,4.2084,0.0163,0,0.3721,0.508,0,0,2.831135,0,0,1.82E-06,0.048228182,0,0,0.00062899,0,0,0.000856935,0,1.23E-07,0.295249157,0.635164292,0,0.000867216,0,0,0.067233286,10.62226245,112.7757867,27.09292687
NE,usa,2016,0.025344044,5.56330293,24.72471947,0,0.211777729,0.051903135,1.079838964,0,0,0.047597263,4.292481093,0,0,0.004437223,0.029899375,0,-0.02479183,0.703768,3.7681,0.35563,0.320613681,1.4773,0.2836,0,0.015199,1.321962,0,0,0.005,0.048228182,0,0.154510625,0,0,0.001321927,0.001441515,0,0.000123236,0.119215858,0.686684132,0,0.000830401,0.005881741,0,0.029990564,9.950691023,842.9938741,36.00595718
NH,usa,2016,0.001994344,9.851430629,0.117796232,0,4.699664731,0.006640044,1.425019633,0,0,0.670336097,0.418441699,0,0,0,0.024888882,0,0,1.246224,0.53382,0.4002,1.184244,0.082177,0.492986,0,0.210366,0.15905,0,0,0,0.047460909,0,0.57228453,0,0,0.038940839,0.00038573,0,0,0.024307912,0.006842962,0,0.001445833,0.273010644,0,0.082781549,3.911097444,448.5695644,17.21421795
NJ,usa,2016,0.023564522,32.49043914,3.101914987,0,49.53008031,0.132598444,0.022901998,0,0,0.638753288,0.023652,0,0,1.068257345,0.817015544,-0.000712291,0,4.1101,1.865,0.9923,7.9626,3.17634,0.0039,0,0.1281,0.009,0,0,0.710183909,1.471570909,0.4,0.36994264,0,0,0.007272973,0.001509792,0,0.012163392,0.000269306,0.035319025,0,0.009302702,0.563959403,0,0.000260767,31.66189281,307.9942558,87.82561306
NM,usa,2016,0.026515297,0,23.88995518,0,4.450004634,0.034355918,0.209693528,0,0,0.047140854,3.093831974,0,0.002171661,0.977803338,0.075921061,0,-0.057219627,0,3.471002,0.804,1.435951,1.0881,0.0829,0,0.0064,1.11738,0,0.001,0.499443727,0.090527273,0,0,0,0,0.00143806,0.001048048,0,0.029828467,0.094379167,0.728777157,0,0.002316017,0.135750013,6.62E-05,0.006396825,14.91846332,152.2262782,32.78087814
NV,usa,2016,0.011581211,0,6.05994843,0,12.88058288,0,2.179471363,0,4.198098756,0.01464672,0.398955235,0,0.581947777,2.737090068,0.179441141,0,-0.002833192,0,1.0054,0.3519,5.2985,1.3726,0.831299,0.5638,0.0032,0.15181,0,0.174,1.626265545,0.22959,0,0,0,0,0.000501082,0,0,0.093639172,0.013648743,0.207318188,0.143622051,0.006138899,0.440660367,0.019909139,0.074562359,5.87932548,12.36543606,29.23018237
NY,usa,2016,0.028027476,41.69741787,1.008327973,2.746448971,59.82067516,0.187787364,26.19359917,12.92325462,0,2.452818592,4.92226238,0,0,0.243950369,0.435278606,-0.00135182,0,5.274799656,0.9878,10.748841,8.534495704,4.839880509,4.440396,0,0.449586,1.852194842,0,0,0.182871909,0.770851818,1.4066,0.273189546,0.084669465,0.017993947,0.016070165,0.001230329,0,0.001598293,0.032249254,0.006606276,0,0.002851821,0.39192794,0,0.171612964,30.4043335,1152.457832,152.6318211
OH,usa,2016,0.109273326,16.86932122,99.6666035,0,30.11958943,0.279538162,0.468420921,0,0,0.346921439,1.660528216,0,0,0.097059187,0.043804878,0,-0.00018812,2.134,15.368,0.33205,3.924304675,5.8724,0.10144,0,0.09426,0.639515,0,0,0.064657273,0.087251818,0,0.112799195,0,0,0.002319741,0.001869173,0,0.000649001,0.011103366,0.66643539,0,0.000292908,0.201399061,0,0.003132165,66.00779792,1744.733609,149.551787
OK,usa,2016,0.020454327,0,2.3732274,0,43.45872646,0.055251122,2.254843329,0,0,0.01281588,18.95168203,0,0,0.002537797,0.033693671,-0.010210784,-0.3414458,0,4.7805,5.0123,7.095000944,1.423998,0.8552,0,0.0028,6.663405,0,0,0.0025,0.048228182,0.26,0,0,0,0.000190875,0.00082289,0,3.78E-05,0.282259428,0.035345982,0,0.000501821,0.647258394,0,0.033582813,10.51619529,47.92979651,67.14277768
OR,usa,2016,0.003219906,0,0,0,8.269824134,0.029777464,28.12279944,0,0.149472569,0.647029004,8.280167414,0,0,0.135986878,0.047961574,0,-0.02622312,0,0.585,0.0258,3.345058839,0.379299,6.650165,0.020074,0.105045,3.161861,0,0,0.126124636,0.103718182,0,0,0,0,0.014163447,0.000651828,0,0.002976749,0.181252634,0,0.00327195,0.001049878,0.18102622,0,0.615607295,2.10595422,22.35570928,45.68301848
PA,usa,2016,0.079525323,77.15586583,51.61975068,0,74.72247551,0.144162975,2.57159589,0,0,1.921191954,3.644195755,0,0,0.090513233,0.130554206,-0.078036753,-0.000519252,9.760358202,12.7354,3.189358,10.28098566,3.178086,0.80012,0,0.42294,1.393056,0,0,0.051283273,0.250095455,1.491,0.363942238,0,0,0.009062213,0.000680013,0,0.000426949,0.017189578,0.243489039,0,0.000615821,0.352463998,0,0.012130152,88.48256157,1288.307201,212.000306
RI,usa,2016,0.001549446,0,0,0,3.702039333,0,0.013151006,0,0,0.122981096,0.046870992,0.083872656,0,0.028341922,0.001403812,0,0,0,0,0.00571,1.745051205,0,0.003782,0,0.025844,0.02034,0.03,0,0.017795,0.002476364,0,0,0,0,0.030755571,0,0.020975186,0.007087854,0.011721672,0,0,0.000351071,0.925819794,0,0.003288853,0.566099909,18.3829527,3.914788161
SC,usa,2016,0.020311212,51.82691835,18.56947432,0,5.375947754,0.130704008,2.070830237,0,0,1.340220169,0,0,0,0.018320593,0.030509789,-0.002920705,0,6.5562,5.519,0.2401,2.2957,3.36866,1.33624,0,0.1965,0,0,0,0.012924091,0.046344545,2.716,0.653036896,0,0,0.016887232,0.001646915,0,0.000230846,0,0.233981727,0,0.000384434,0.06773878,0,0.026093169,27.41751158,2162.615635,79.36292522
SD,usa,2016,0.004139836,0,3.520206,0,1.159339481,0.031263552,4.227135926,0,0,0,2.30114792,0,0,0,0.029520827,0,-0.004351819,0,0.475,0.02633,0.29,0.903,1.594,0,0,0.8353,0,0,0,0.048229091,0,0,0,0,0,0.002774392,0,0,0.204208608,0.312390334,0,0.002619739,0.102882174,0,0.375124752,2.660334042,3.837726524,11.26861371
TN,usa,2016,0.017452715,35.75205204,12.84185456,0,11.77782174,0.15905672,8.44485444,0,0,0.058113945,0.0756864,0,0,0.119511888,0.039812962,-0.160865598,0,4.5227,6.883,0.0396,1.489916,4.0994,2.56513,0,0.0116,0.0288,0,0,0.079676909,0.067588182,1.6163,0.516135262,0,0,0.000838963,0.002296226,0,0.001725336,0.001092648,0.185391707,0,0.000574761,0.170030775,0,0.121914321,28.93755236,586.4023947,69.2687647
TX,usa,2016,0.157157605,39.37492454,38.61717801,5.004924561,279.2160504,0.8030698,0.88543253,0,0,0.897668974,55.82852969,0,0,0.908023141,0.145436511,0,-0.350134477,4.981,23.932199,17.998473,43.03229102,12.68900091,0.6851,0,0.2266,19.461405,0,0,0.626783909,0.211265455,0.001,0.093376041,0,0.011868976,0.002128786,0.001904448,0,0.00215334,0.1323951,0.091579076,0,0.000344897,0.66214957,0,0.002099767,102.9733456,794.664749,421.6812382
UT,usa,2016,0.035695655,0,32.55623209,0,6.785986731,0.043382089,0.753395471,0,0.603132315,0.090479149,0.98804004,0,0.00364047,0.998662227,0.094425363,-4.73E-05,-0.00036625,0,4.654001,0.266106,1.856,0.55645,0.267537,0.081,0.01794,0.388,0,0.0015,0.837547,0.150465455,0.0001,0,0,0,0.002108217,0.001010828,0,0.023269415,0.023021912,0.758579279,0.014053336,0.002200166,0.158117466,8.48E-05,0.017554556,23.72236541,34.38861778,42.91737594
VA,usa,2016,0.024441778,28.20512322,14.88746074,0,26.07279434,0.182177192,1.24992888,0,0,2.098739821,0,0,0,0.127475113,0.016901456,-0.001074403,-0.000111972,3.567999695,3.7364,2.748139,6.591900184,4.4651,0.861465,0,0.433036606,0,0,0,0.145456273,0.026992727,3.241,0.387217059,0,0,0.028812775,0.002501039,0,0.001750056,0,0.204384101,0,0.000232033,0.357943154,0,0.017159783,19.13669953,1503.883713,72.84060076
VT,usa,2016,0.001692297,0,0,0,4.618373578,0.006884308,1.336695986,25.115,0,0.53612343,0.307230106,0,0,0.07377051,0.038347558,0,-0.123589377,0,0,0.013767,0.663804362,0.0852,0.28128,0,0.0752,0.119,0,0,0.059884091,0.091883636,0,0,0.784049276,0,0.016736898,0.000214917,0,0.002302995,0.009591222,0,0,0.001197148,0.144178079,0,0.041729465,1.236678557,1.637155309,32.03242548
WA,usa,2016,0.006579302,8.988008683,3.548542891,0,6.130558516,0.008214205,85.11594988,0.214,0,0.844436621,8.211183531,0,0,0.000925426,0.034270625,-1.17E-07,-0.018215734,1.136999544,1.34,0.05471,3.10217004,0.7258,21.589212,0,0.1696,3.074761,0,0,0.000454545,0.08247,0.258248,0.07947232,0.001892196,0,0.007466541,7.26E-05,0,8.18E-06,0.072603602,0.031376353,0,0.000303022,0.054206635,0,0.752598517,10.11750269,15.58519852,113.0960904
WI,usa,2016,0.049934627,9.432272817,42.65794669,0,18.16473542,0.177949069,1.820280453,0,0,0.49782143,1.703445243,0,0,0.004383168,0.01332836,0,-0.000576935,1.19319977,7.170052797,0.5753,2.6624,3.84261,0.3339,0,0.135514,0.64841,0,0,0.004360909,0.025844545,0,0.126655014,0,0,0.006684665,0.002389471,0,5.89E-05,0.022873584,0.57280392,0,0.000178971,0.243913091,0,0.024442428,25.42463637,1068.689347,74.47216265
WV,usa,2016,0.081409546,0,84.73652656,0,0,0.044710881,1.636804233,0,0,0.01464672,1.786899043,0,0,0,0.026260247,0,-0.007656577,0,12.64,0,0,1.049,0.230802,0,0.0032,0.6863,0,0,0,0.048228182,0,0,0,0,0.000165976,0.000506663,0,0,0.020249101,0.96023245,0,0.000297581,0,0,0.018548229,55.92859757,179.618427,88.24584769
WY,usa,2016,0.027795322,0,25.43993663,0,1.04060573,0.00949884,0.891768119,0,0,0,3.99423434,0,0,0,0.029714348,0,-0.005457576,0,6.352,0.0047,0.132000051,0.12,0.3079,0,0,1.50112,0,0,0,0.048228182,0,0,0,0,0,0.000302455,0,0,0.127181593,0.810040523,0,0.000946143,0.033134234,0,0.028395052,16.17557463,49.90617761,31.40575801
AL,usa,2018,0.036311779,40.05001359,11.37106401,0,62.53426789,0.157198737,8.201783067,0,0,1.737749842,8.41E-05,0,0,0.344798827,0.005429454,0,-0.000132331,5.0664,6.3025,1.9486,9.265,2.5414,3.04256,0,0.29974,3.20E-05,0,0,0.1716,0.003617273,0,0.321939263,0,0,0.013968782,0.001263631,0,0.002771642,6.76E-07,0.091405511,0,4.36E-05,0.502677385,0,0.065929466,35.88766837,1383.378496,124.4023895
AR,usa,2018,0.016138874,14.38398167,10.35644785,0,13.86429582,0.043358668,2.910544472,0,0,0.069741514,0,0,0,0.162152002,0.009418952,-7.38E-06,-0.008229616,1.8196,5.122401,0.7872,4.8755,0.7206,1.3549,0,0.0128,0,0,0,0.08515,0.006773636,0.028,0.34411488,0,0,0.00166846,0.00103729,0,0.00387924,0,0.24776226,0,0.000225334,0.331682187,0,0.069630349,17.63585919,51.50830873,41.79994095
AZ,usa,2018,0.048899964,31.12207949,42.51835799,0,13.68502158,0.041980187,6.751090093,0,0,0.237006092,0.765166121,0,1.145092837,4.528083534,3.400039596,-0.018569059,-0.010815079,3.937,5.754,0.192,9.8649,2.567014469,2.170496,0,0.03844,0.2798,0,0.3039,1.774481364,1.803687273,0.216320545,0.298693822,0,0,0.002274663,0.000402904,0,0.043458233,0.007343674,0.408069482,0,0.032631843,0.131341847,0.010990016,0.064793514,52.54123383,88.63267857,104.1939175
CA,usa,2018,0.040195413,18.1815552,0,0,99.56947735,0.127518592,32.0157002,0,20.75277277,5.704278083,16.7185861,0,3.557344122,26.57980608,12.74988582,-0.023014646,-0.00681618,2.3,0.033,7.38393,20.31642919,10.649981,10.3376091,2.7870852,0.925024,6.148667324,0,1.383187,10.077886,7.336317273,3.866,0.077054552,0,0,0.024175082,0.000540432,0,0.112646858,0.070854399,0,0.087951531,0.054034803,0.421981587,0.015076244,0.135684512,27.78158046,1051.931343,235.9569243
CO,usa,2018,0.037093792,0,34.33910777,0,3.846475464,0,1.685942021,0,0,0.086831152,8.783403326,0,0.0749107,2.240217499,0.658993514,-1.71E-05,-0.005352984,0,4.939,0.0904,3.31544,2.921,0.672325,0,0.013,3.0513,0,0.031,0.867391532,0.380062727,0.5625,0,0,0,0.001679004,0,0,0.043317786,0.169839575,0.663995407,0,0.012742575,0.074377065,0.001448505,0.032600083,22.87243179,56.36119764,51.71588145
CT,usa,2018,0.006930505,16.56779198,0.139456636,0,16.82891704,0.062312967,0.513636314,0,0,0.862035838,0.014839893,0,0,1.191790712,0.575024779,0,0,2.095856,0.383426,1.543272,2.432123,1.443491,0.133474,0,0.214331,0.005,0,0,0.665294983,0.449066364,0.0294,0.450753057,0,0,0.023453052,0.001695323,0,0.032424556,0.000403743,0.003794139,0,0.015644461,0.457857378,0,0.013974291,7.078321409,743.0758371,36.75580616
DE,usa,2018,0.00354707,0,3.034472249,0,1.994421799,0.0154424,0,0,0,0.0366168,0.005255008,8.52E-06,0,1.293713057,0.083575712,0,-0.000672223,0,0.41,0.7597,1.5012,0.398,0,0,0.010102,0.002,2.25E-06,0,0.679549455,0.056516364,0,0,0,0,0.005665161,0.002389168,1.32E-06,0.200156563,0.000813027,0.469477782,0,0.0129304,0.30856658,0,0,2.493674586,3.558357851,6.463497025
FL,usa,2018,0.083398514,28.23675344,26.93555233,0,150.492596,0.334407701,0.199604515,0,0,3.48834277,0,0,0,1.229995923,0.269891847,0,-1.86E-07,3.572000975,8.785,6.733855,32.49347787,10.8262,0.0545,0,0.68272,0,0,0,0.584307909,0.169493636,0,0.133704888,0,0,0.01651778,0.001583466,0,0.005824199,0,0.127543523,0,0.001277975,0.712603015,0,0.000945155,55.02851389,1809.445144,211.1871446
GA,usa,2018,0.048458546,32.10269772,37.49262553,0,31.61162354,0.33267508,3.384485303,0,0,2.163373449,0,0,0,2.024025018,0.073799384,-0.000109722,0,4.06105,9.4247,0.7115,7.954,8.5741,2.27538,0,0.302566,0,0,0,1.033128,0.048236364,1.861502,0.294020314,0,0,0.019813779,0.003046885,0,0.018537522,0,0.343385271,0,0.000675909,0.289522693,0,0.030997626,54.95184442,82.89542536,109.185305
IA,usa,2018,0.038503367,4.893209856,37.54022223,0,2.587565439,0.021700032,1.192067199,0,0,0.080599358,20.67380031,0,0,0.007214752,0.097112749,0,-0.061971918,0.619,5.647602,0.38083,1.7614,1.4607,0.1949385,0,0.017,6.951992,0,0,0.003882364,0.0685,0,0.072931215,0,0,0.001201299,0.00032343,0,0.000107533,0.308134213,0.559521068,0,0.001447424,0.038566564,0,0.017767255,19.70590228,701.492991,67.09349193
ID,usa,2018,0.000332761,0,0,0,0.900905786,0.00036113,10.1893218,0,0.089352936,0.164114594,2.522709797,0,0,3.379415236,0.018352215,0,-0.027146773,0,0,0.0054,0.56709,0.850046766,2.768895,0.012,0.02534154,0.966824,0,0,1.457183636,0.011727273,0,0,0,0,0.009505881,2.09E-05,0,0.195743212,0.146120936,0,0.00517552,0.001063001,0.052182458,0,0.590188076,0.269984475,0.359144151,17.26453349
IL,usa,2018,0.059819788,91.41448489,54.02047064,0,12.292893,0.546540468,0.13778811,0,0,0.600790146,12.84732575,0,0,0.11302507,0.046402079,0,-0.005370966,11.5640996,11.79409,1.709629,3.5518,10.624793,0.0329,0,0.13606,4.54142,0,0,0.063769727,0.033883636,0,0.531418635,0,0,0.003492566,0.003177197,0,0.000657047,0.074685192,0.314036499,0,0.000269749,0.071462115,0,0.000801002,79.88764963,1851.406201,172.0197201
IN,usa,2018,0.076416062,0,71.93029878,0,15.40732079,0.134590811,0.468146569,0,0,0.282469471,6.746479724,0,0,0.365334281,0.028478758,0,-0.000616817,0,15.252,1.2299,3.7379,3.4212,0.089721,0,0.078712,2.3108,0,0,0.208679,0.020252727,0,0,0,0,0.002962041,0.001411351,0,0.003830981,0.070745166,0.754277958,0,0.000298635,0.161564774,0,0.004909095,39.54522661,987.3121671,95.36311918
KS,usa,2018,0.008109147,9.2884032,7.201152845,0,1.178354677,0.113392859,0.034380079,0,0,0.0411939,17.78062864,0,0,0.002343473,0.0771627,0,-0.462158042,1.175,4.8442,1.0733,0.243,2.81757,0.00739,0,0.009,5.24445,0,0,0.001,0.050674545,0,0.260055435,0,0,0.001153341,0.003174758,0,6.56E-05,0.497819595,0.201616887,0,0.002160391,0.032991412,0,0.000962569,10.5987628,93.26340516,35.71701237
KY,usa,2018,0.082044146,0,74.9089918,0,17.11422037,0.349389181,3.831712859,0,0,0.09886536,0,0,0,0.049732543,0.020492812,-4.47E-11,-2.77E-06,0,11.8487,0.006,2.16570591,4.8988,1.08254,0,0.0216,0,0,0,0.02808,0.014779091,0,0,0,0,0.001025857,0.003625369,0,0.00051604,0,0.777278668,0,0.00021264,0.177582398,0,0.039759028,52.04874929,154.3279793,96.37340493
LA,usa,2018,0.026259902,16.85983519,0.981336627,0,61.067125,0.142885779,0.953305671,0,0,1.063689171,0,0,0,0.005750829,0.104932131,0,0,2.1328,3.7476,6.231362,7.759526157,2.113073,0.192,0,0.14441,0,0,0,0.0028,0.069564545,0,0.207687508,0,0,0.013103032,0.001760135,0,7.08E-05,0,0.012088574,0,0.001292604,0.752254031,0,0.011743275,20.31259477,581.8910571,81.1788604
MA,usa,2018,0.005748233,5.356444262,0,0,14.09836685,0.026041629,1.168881846,0,0,1.176346528,0.349351254,0,0,2.057272008,2.820709751,-1.41E-05,0,0.6776,0,1.726795,6.116584,0.671176,0.2746844,0,0.246881,0.128439,0,0,1.162022351,2.085940909,1.6641,0.197995131,0,0,0.043482369,0.0009626,0,0.07604482,0.012913389,0,0,0.104264465,0.521130782,0,0.043206445,4.292701084,241.1274569,27.05341413
MD,usa,2018,0.015262423,13.50019999,12.97070939,0,7.269539924,0.0989982,1.837117853,0,0,0.575098884,0.518810311,0,0,0.968997104,1.405167725,0,-0.002548823,1.7078,4.652,1.7972,2.78,2.5515,0.59048,0,0.128647,0.19,0,0,0.507411016,0.972082727,0,0.344879917,0,0,0.014691638,0.002529036,0,0.024754273,0.013253675,0.331353401,0,0.035896811,0.185709718,0,0.046931531,9.273995776,975.926362,39.14463938
ME,usa,2018,0.001114127,0,0,0,2.811279659,0.011708494,4.196718234,-0.037,0,3.091834242,2.876192903,0,0,0.013491276,0.027209272,0,-0.000118322,0,0,0.73053,1.25,0.144904,0.6656636,0,0.455107,0.830774648,0,0,0.0075,0.02102,0,0,-0.00284803,0,0.237990219,0.000901247,0,0.001038475,0.221391487,0,0,0.002094401,0.216394868,0,0.323037334,2.13613718,18.60738198,12.99143408
MI,usa,2018,0.062880461,25.92138915,56.64720261,0,13.12355602,0.164480764,1.631237685,1.86755677,0,1.972873063,6.310077745,0,0,1.115898917,0.035852838,-9.70E-05,0,3.279103156,8.877702,2.24321,4.747822892,4.1074,0.2974646,0,0.380344,2.18405,0,0,0.621859837,0.026925455,1.872,0.238269687,0.017166602,0,0.01813467,0.001511909,0,0.010257355,0.058002302,0.520701693,0,0.00032956,0.120631868,0,0.014994354,28.13783718,2849.424068,108.7901256
MN,usa,2018,0.029687967,12.60060846,28.31437103,0,1.594988342,0.144535561,0.978168167,9.68,0,2.611674525,10.6839096,0,0,0.568241264,0.109116207,0,-0.023483061,1.594000026,4.0516,0.37774,2.066005214,3.03986,0.18754,0,0.403291917,3.708285,0,0,0.310031219,0.079445455,0,0.187270471,0.143864335,0,0.038814754,0.00214809,0,0.008445212,0.158784458,0.420808694,0,0.001621687,0.023704746,0,0.014537553,23.65474724,601.7868341,67.28561315
MO,usa,2018,0.062587959,9.430693694,62.38247128,0,4.332654023,0.103928543,1.159446735,0,0,0.070655324,2.900506934,0,0,0.071484207,0.162644917,-0.000687151,-0.132144018,1.193000008,11.639,0.42604,1.9006,4.4413,0.5703,0,0.0145,0.958524,0,0,0.038124091,0.113466364,0.667,0.1169851,0,0,0.000876459,0.001289204,0,0.000886741,0.035979972,0.773836994,0,0.002017564,0.053745353,0,0.01438261,22.57357676,2131.995817,80.61448565
MS,usa,2018,0.02154389,11.13422785,3.2608224,0,45.95952856,0.05542306,0,0,0,0.478731898,0,0,0,0.203247155,0.001660808,0,0,1.408500195,3.006,2.80979,6.9851,1.315311,0,0,0.0656,0,0,0,0.105662727,0.001087273,0,0.182248554,0,0,0.007836035,0.000907182,0,0.003326814,0,0.05337417,0,2.72E-05,0.752280062,0,0,17.88685426,25.25995915,61.09364173
MT,usa,2018,0.013972525,0,12.62551265,0,0.003382643,0.029749764,10.66938952,0,0,0,2.664603043,0,0,0.002025642,0.021226461,0,-0.012271135,0,2.3411,0.002,0.000543755,0.391650369,2.84378,0,0,0.882755,0,0,0.001,0.014382727,0,0,0,0,0,0.001143523,0,7.79E-05,0.102422138,0.485300052,0,0.000815904,0.000130022,0,0.410110499,8.255453587,11.98146383,26.01588972
NC,usa,2018,0.056751057,40.42199992,52.64795051,0,20.80877802,0.251003483,4.481986723,0,0,2.160062772,0.595878151,0,0,6.534436249,0.40216805,-0.001463372,-0.023865883,5.113456951,10.4806,0.09145,4.675572255,6.402869,1.83624,0,0.365295,0.208006,0,0,3.385597,0.269500909,0.086,0.315047986,0,0,0.016835471,0.001956314,0,0.050929221,0.004644258,0.410336718,0,0.003134487,0.162183059,0,0.034932485,39.25833464,2772.522081,128.3042639
ND,usa,2018,0.016034912,0,14.92506094,0,0,0.034034993,1.997677137,0,0,0,10.9358504,0,0,3.30E-06,0.067956824,0,-0.024703876,0,4.0203,0.0113,0,0.5637,0.55712,0,0,3.309930718,0,0,1.82E-06,0.048293636,0,0,0,0,0,0.001217249,0,1.18E-07,0.391116672,0.533789321,0,0.002430451,0,0,0.071446189,9.414886543,81.43130436,27.9605836
NE,usa,2018,0.024997339,5.56330293,24.52692617,0,0.025539102,0.001629647,1.079838964,0,0,0.047606903,4.972365192,0,0,0.009822926,0.077548169,0,-0.069888451,0.703768,3.7681,0.14218,0.320613681,1.4276,0.2836,0,0.015202194,1.380722,0,0,0.005,0.049907273,0,0.153239699,0,0,0.001311319,4.49E-05,0,0.00027057,0.136962477,0.675587658,0,0.002136044,0.000703468,0,0.029743877,9.791788202,841.521703,36.30458001
NH,usa,2018,0.001756279,9.851430629,0,0,4.405289112,0.006640044,1.509168509,0,0,0.68852542,0.427684557,0,0,0.302823103,0.109496922,0,0,1.246224,0.48632,0.4002,1.184244,0.082177,0.521906,0,0.210366,0.15905,0,0,0.168412829,0.08144,0,0.569412024,0,0,0.039796723,0.000383794,0,0.017503155,0.024720138,0,0,0.006328915,0.254625413,0,0.087229838,3.833489158,443.9643569,17.3010583
NJ,usa,2018,0.027632327,32.49043914,1.748502987,0,63.54646079,0.125762096,0.022901998,0,0,0.638753288,0.023652,0,0,6.330842978,3.345701842,-0.001403619,0,4.1101,0.613,0.5417,8.5216,3.17634,0.0039,0,0.1281,0.009,0,0,3.437340714,2.399188182,0.4,0.300078819,0,0,0.005899469,0.001161528,0,0.058471105,0.000218448,0.016149019,0,0.030900606,0.586909486,0,0.000211521,33.60428992,325.4298405,108.2730171
NM,usa,2018,0.02166474,0,19.52047605,0,4.018327166,0.018169501,0.209693528,0,0,0.047140854,6.653802685,0,0.00216981,1.42195155,0.306329758,0.000895712,-0.170375352,0,2.634001,0.534,1.435951,1.0781,0.0829,0,0.0064,1.91968,0,0.001,0.555903727,0.160965455,0.000977972,0,0,0,0.00146409,0.000564304,0,0.044162646,0.20665228,0.606262474,0,0.009513919,0.124800285,6.74E-05,0.006512614,11.98454676,147.9194825,32.1980609
NV,usa,2018,0.009475525,0,5.481273727,0,9.587136723,0,2.179471363,0,4.261667274,0.01464672,0.398956307,0,0.581439871,5.113147075,0.564129856,0,-0.02164773,0,0.7404,0.2389,5.2985,1.3726,0.831299,0.5724,0.0032,0.15181,0,0.174,1.976265545,0.296470909,0,0,0,0,0.000519721,0,0,0.181433924,0.014156489,0.19449646,0.151220179,0.020017475,0.34018811,0.0206317,0.077335941,5.592797595,10.6995534,28.18186892
NY,usa,2018,0.028220507,37.09906541,1.031258663,2.900013796,60.85882695,0.163587804,26.76209053,1.16144323,0,2.526052192,5.172919912,0,0,0.516388136,2.03929035,-0.000325567,-7.12E-05,4.693099656,0.9878,7.786241,9.212095704,4.216180509,4.531596,0,0.465586,1.900072842,0,0,0.289461909,1.429018182,1.4066,0.264556925,0.008282361,0.020680271,0.018013516,0.00116656,0,0.003682412,0.036888578,0.007354003,0,0.014542371,0.433990019,0,0.190842984,30.29186137,956.6234164,140.230937
OH,usa,2018,0.093564833,16.86932122,79.13445645,0,45.01884424,0.222683606,0.468420921,0,0,0.368892564,5.304984486,0,0,0.329380006,0.150910926,0,-0.000911676,2.134,12.446,0.2682,6.779504675,5.1784,0.10144,0,0.10216024,1.692515,0,0,0.189322831,0.112761818,0,0.114083732,0,0,0.002494744,0.001505963,0,0.002227529,0.035876513,0.535169969,0,0.001020579,0.304453136,0,0.003167834,60.59277,1272.041744,147.8678944
OK,usa,2018,0.012597235,0,4.210052787,0,20.19975589,0.064777162,2.254843329,0,0,0.01281588,27.24867997,0,0,0.044807121,0.077664088,-0.008909743,-0.764785785,0,4.2905,3.9074,7.3894,1.417398,0.8552,0,0.002800052,8.193585,0,0,0.0205,0.048508182,0.26,0,0,0,0.000236834,0.001197063,0,0.000828023,0.503547769,0.077800565,0,0.00143521,0.37328568,0,0.041668856,6.921857076,29.49295368,54.11339623
OR,usa,2018,0.005148551,0,3.884633932,0,3.729519777,0,30.01876941,0,1.304604902,0.644621887,8.406019623,0,0,0.711884985,0.183823982,0,-0.103086913,0,0.585,0.0258,3.345058839,0.379299,7.098212,0.1752763,0.105045,3.211861,0,0,0.314624091,0.134803636,0,0,0,0,0.013186799,0,0,0.014562776,0.171958934,0.079466565,0.026687835,0.003760421,0.076293451,0,0.614083218,3.339194125,68.73367598,48.8838785
