state,country,t,co2_gen_mmt,nuclear_MWh,coal_MWh,o-g-s_MWh,gas-cc_MWh,gas-ct_MWh,hydro_MWh,canada_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,battery_MWh,curtailment_MWh,nuclear_MW,coal_MW,o-g-s_MW,gas-cc_MW,gas-ct_MW,hydro_MW,geothermal_MW,biomass_MW,wind-ons_MW,wind-ofs_MW,csp_MW,upv_MW,distpv_MW,battery_MW,nuclear_gen_frac,canada_gen_frac,o-g-s_gen_frac,biomass_gen_frac,gas-ct_gen_frac,wind-ofs_gen_frac,upv_gen_frac,wind-ons_gen_frac,coal_gen_frac,geothermal_gen_frac,distpv_gen_frac,gas-cc_gen_frac,csp_gen_frac,hydro_gen_frac,water_consumption,water_withdrawal,generation_MWh
NV,usa,2032,0.010317745,0,1.618553664,0,22.78505597,0,2.179471363,0,4.262135027,0.01464672,0.404457023,0,0.573611232,4.536468694,0.520239435,0,-0.29258513,0,0.2184,0.0065,6.793102467,1.3176,0.831299,0.5724,0.0032,0.15457,0,0.174,1.976265545,0.308863636,0,0,0,0,0.000396988,0,0,0.122957394,0.010962488,0.043869616,0.115521797,0.014100678,0.617570913,0.015547279,0.059072847,5.041839193,15.91714578,36.89463913
NY,usa,2032,0.029088013,15.86538045,2.79371603,0,71.99717776,0.101869805,27.2044812,0.818007255,0,2.526052192,20.25919104,0,0,13.55375098,4.104156127,-0.01701836,-0.009580699,2.006999656,0.6856,1.180041,15.83527505,1.681280509,4.612036,0,0.465586,5.679929773,0,0,7.793658818,3.051997273,1.4066,0.099642027,0.005137469,0,0.015864792,0.00063979,0,0.08512391,0.127237217,0.017545846,0,0.025776025,0.452176028,0,0.170856895,26.15862578,176.5491584,159.2237828
OH,usa,2032,0.088200238,16.86932122,76.0983186,0,38.65162428,0.177566709,0.523396339,0,0,0.368891519,9.451939382,0,0,12.39866906,0.968983311,0.00015262,-0.003924299,2.134,10.4905,0.2066,7.926877474,4.5586,0.1132,0,0.10216,2.881823275,0,0,7.092534953,0.729722727,0.000246997,0.108478304,0,0,0.00237216,0.001141844,0,0.07972974,0.060780771,0.489350843,0,0.006231055,0.248549578,0,0.003365704,63.02440849,796.4850669,155.5087104
OK,usa,2032,0.015791311,0,12.29643408,0,5.895676289,0.059924099,2.254843329,0,0,0.01281588,28.04567192,0,0,5.132393817,0.147163019,0.140050924,-0.44825088,0,3.0705,0.0184,6.8474,1.220485177,0.8552,0,0.0028,8.039721768,0,0,2.289251511,0.094103636,0.433265995,0,0,0,0.000238015,0.001112902,0,0.095318065,0.520860104,0.22836757,0,0.00273309,0.109493635,0,0.04187662,9.063166,60.9546291,53.84492244
OR,usa,2032,0.014865425,0,0,0,40.58758967,0.006679221,30.13249801,0,1.305120995,0.647437039,7.587593632,0,0,3.434238113,0.688360579,-0.009286541,-0.27021255,0,0,0.0028,6.468269096,0.465079177,7.124092,0.1752763,0.105045,2.593249551,0,0,1.663890455,0.520158182,0.023219743,0,0,0,0.007672008,7.91E-05,0,0.040695079,0.089911566,0,0.01546544,0.008156944,0.480955348,0,0.357064467,8.775197627,29.8317431,84.38951726
PA,usa,2032,0.096992353,56.31190646,71.97097938,0,72.84681702,0.105554716,2.705618081,0,0,1.921191954,2.724779551,0,0,0.336625816,2.571706983,-0.019013299,-0.004314967,7.123559202,12.0664,0.0589,15.89586136,1.668486,0.84187,0,0.42294,1.034856,0,0,0.195756571,1.916928182,1.491,0.266256217,0,0,0.009083857,0.000499088,0,0.001591648,0.012883412,0.340296074,0,0.012159648,0.344437245,0,0.012792812,87.63544477,1348.950404,211.49518
RI,usa,2032,0.000372881,0,0,0,0.902980857,0,0.013151006,0,0,0.122981096,0.058827291,0.109417135,0,0.643562177,0.137920213,0,-0.012947291,0,0,0,1.745051205,0,0.003782,0,0.025844,0.02184,0.03,0,0.368586798,0.099497273,0,0,0,0,0.061835598,0,0.05501556,0.323586739,0.029578698,0,0,0.069347071,0.454023933,0,0.006612401,0.11490323,5.140553964,1.87942264
SC,usa,2032,0.028121593,63.36034836,26.14297413,0,4.553084714,0.119438448,2.070830237,0,0,1.433704699,0.002496172,0,0,8.545348109,2.110488819,-0.060277797,0,8.0152,4.139,0.107,3.045701,5.594970517,1.33624,0,0.1965,0.00066,0,0,4.114094455,1.402641818,2.716,0.584835708,0,0,0.01323354,0.001102454,0,0.078876219,2.30E-05,0.241307777,0,0.019480468,0.042026387,0,0.019114407,38.54928187,2175.171456,108.3387137
SD,usa,2032,0.003615577,0,3.306852618,0,0.287628319,0.061912637,4.566176625,0,0,3.43E-05,8.040155915,0,0,0.065361256,0.124652569,-0.007861727,-0.028523716,0,0.475,0.0113,0.293345048,1.253103871,1.721848,0,4.65E-06,2.126589833,0,0,0.031142762,0.084411818,0.012138245,0,0,0,2.08E-06,0.003763052,0,0.003972659,0.488680864,0.200990579,0,0.007576386,0.017482056,0,0.277532322,2.335543716,3.401515403,16.45277421
TN,usa,2032,0.030454212,35.75205204,19.27604696,0,31.19998369,0.048685206,8.85174111,0,0,0.058113945,0.235375497,0,0,2.470221405,0.272265658,-0.000598182,0,4.5227,3.866,0.0396,4.839403578,2.6326,2.685818,0,0.0166,0.06288,0,0,1.323949636,0.193836364,1.6163,0.364205566,0,0,0.000592006,0.000495955,0,0.025164105,0.002397766,0.196364773,0,0.002773566,0.317833721,0,0.090172541,34.09528145,871.1043194,98.16448551
TX,usa,2032,0.175031146,39.37492454,81.41097145,0,254.7928945,0.421332371,0.88543253,0,0,1.473009591,80.88804238,0,0,31.40493233,6.009548918,0.133980994,-0.60919169,4.981,16.618199,1.949973,67.38400504,14.68197091,0.6851,0,0.2266,21.35898545,0,0,13.87258387,3.849815455,0.160094357,0.079279262,0,0,0.002965824,0.00084833,0,0.063232118,0.162863659,0.163916549,0,0.012099899,0.513011589,0,0.00178277,123.0503616,761.177846,496.6610886
UT,usa,2032,0.037251015,0,33.91169265,0,7.208183547,0.000914907,0.753395471,0,0.943813947,0.09047227,1.204467068,0,0.00362722,3.284807563,2.239665673,0.009321169,-0.019835882,0,4.579001,0.028606,2.131,0.55645,0.267537,0.1268125,0.01794,0.44924,0,0.0015,1.356444636,1.420979091,0.013082361,0,0,0,0.00182253,1.84E-05,0,0.066171207,0.024263534,0.683138235,0.019012775,0.045117219,0.145206134,7.31E-05,0.015176867,24.66846785,35.76488512,49.64104032
VA,usa,2032,0.027214996,28.20512322,19.00130715,0,23.08862068,0.198326927,1.24992888,0,0,2.56230148,0.089880623,0,0,5.594695132,0.140633678,-0.001823357,-0.001371426,3.567999695,2.8953,0.842139,8.816906582,4.099175282,0.861465,0,0.43303958,0.02316,0,0,2.879575182,0.097267273,3.241,0.351988461,0,0,0.03197648,0.002475039,0,0.069819519,0.001121674,0.237128581,0,0.001755051,0.288136591,0,0.015598604,20.62904792,1516.161512,80.13081777
VT,usa,2032,0.001639133,0,0,0,4.451685887,0,1.514300425,25.115,0,0.615894806,1.854617031,0,0,2.301334958,0.244623671,0.010632513,-0.019707487,0,0,0.007216,0.663804362,0.001705,0.317826492,0,0.088380954,0.515034787,0,0,1.446666434,0.198796364,0.045267712,0,0.695755387,0,0.017062,0,0,0.063753382,0.051378053,0,0,0.006776756,0.123324087,0,0.041950336,1.247193514,1.665379433,36.09745678
WA,usa,2032,0.003248973,8.988008683,0,0,8.174416893,0,90.01142764,1.058,0,1.069085292,7.288582173,0,0,0.04689785,0.123794262,-0.002280632,-0.005174973,1.136999544,0,0.05221,3.203756728,0.7258,22.8045879,0,0.1696,2.362336602,0,0,0.023675459,0.100585455,0.26561703,0.076978351,0.009061306,0,0.009156247,0,0,0.00040166,0.062423509,0,0,0.001060244,0.070010295,0,0.77090839,7.806207005,12.21681641,116.7602128
WI,usa,2032,0.052699533,0,48.65432969,0,9.35695672,0.124372162,2.115213301,0,0,0.365374337,1.761514873,0,0,2.007063954,0.527330804,9.85E-05,-0.000752008,0,6.668371,0.44042,3.377076162,3.01026,0.3861243,0,0.086514,0.5625,0,0,1.186391026,0.381999091,0.000110404,0,0,0,0.005628751,0.001916007,0,0.030919693,0.027136903,0.749541115,0,0.00812376,0.144147989,0,0.032585781,25.13734114,639.8142295,64.91215584
WV,usa,2032,0.081392104,0,84.73288911,0,0,0.055737913,2.039580691,0,0,0.01464672,1.335144076,0,0,0,0.074933923,-0.000221052,-0.00091632,0,12.55466,0,0,1.038,0.246912,0,0.0032,0.45464,0,0,0,0.05852,0.000255393,0,0,0,0.000165963,0.00063157,0,0,0.015128609,0.960114149,0,0.000849081,0,0,0.023110628,55.93222886,179.6380931,88.25293243
WY,usa,2032,0.040949636,0,36.76095823,0,0.649006367,0.001079769,0.891768119,0,0,0,16.14204433,0,0,0,0.12811275,0.001411856,-0.04391493,0,5.235,0.002,0.140384832,0.12,0.3079,0,0,4.058658583,0,0,0,0.083306364,0.002589813,0,0,0,0,1.98E-05,0,0,0.295788271,0.673611103,0,0.00234755,0.011892451,0,0.016340839,22.0921178,31.94095846,54.57296957
AL,usa,2034,0.039966239,40.05001359,19.75945126,0,57.12228847,0.097266467,8.545373854,0,0,1.737749842,0.038493837,0,0,4.272878819,0.010518717,0.010209746,-0.012636589,5.0664,5.3594,1.5436,15.8775318,3.26666134,3.153172,0,0.29974,0.010609029,0,0,2.184327273,0.007295455,0.016316772,0.304252723,0,0,0.013201372,0.000738916,0,0.032460289,0.000292431,0.150108984,0,7.99E-05,0.433947714,0,0.064917663,37.98693689,1597.030413,131.6340349
AR,usa,2034,0.017353122,14.38398167,11.87713377,0,16.04736646,0.001322952,2.957050042,0,0,0.069741514,0.001450442,0,0,2.590759648,0.045109813,-0.000521172,-0.000481981,1.8196,1.807,0.0067,6.737461776,0.7206,1.3821,0,0.0128,0.00036,0,0,1.312422727,0.030818182,0.028193773,0.299829215,0,0,0.001453738,2.76E-05,0,0.054003505,3.02E-05,0.247574822,0,0.000940299,0.334501906,0,0.061638704,18.82253194,54.84356063,47.9739163
AZ,usa,2034,0.038426479,31.12207949,33.60218178,0,10.50578954,0.083325251,8.352068862,0,0,0.237006092,0.59653444,0,1.144232632,10.41613464,7.756640832,-0.083303317,-0.23404618,3.937,4.617,0.192,9.1599,1.9419976,2.589576,0,0.03844,0.2168,0,0.3039,4.296171985,4.382118182,0.251490413,0.299781165,0,0,0.002282944,0.000802624,0,0.100332659,0.005746075,0.32367057,0,0.074715278,0.101196253,0.011021738,0.080450695,45.89225392,69.22180703,103.8159936
CA,usa,2034,0.010664831,0,0,0,27.25521692,0,34.59780129,0,43.9537507,5.688436144,34.69715929,0,3.481315014,68.86019748,23.20787647,-3.289222451,-1.648809386,0,0,0.06979,21.4900986,17.43304368,11.1629907,5.91570667,0.922124,10.1585655,0,1.383187,28.67319254,14.30601909,5.561218679,0,0,0,0.023531045,0,0,0.284850244,0.143529857,0,0.181821097,0.096002764,0.112745178,0.014400967,0.143118848,10.19624731,104.5026344,241.7417533
CO,usa,2034,0.034151937,0,30.96891026,0,5.208751255,0.003140263,1.685942021,0,0,0.086808679,5.973892267,0,0.074913766,5.853661898,1.969840323,0.002937281,-0.006308685,0,4.223,0.0513,3.31544,2.6445,0.672325,0,0.013,1.89482,0,0.031,2.489827545,1.165822727,0.570676673,0,0,0,0.001675007,6.06E-05,0,0.112948667,0.115268559,0.597557085,0,0.03800883,0.100504867,0.00144549,0.032530902,20.85791591,53.34805101,51.82586073
CT,usa,2034,0.004766333,16.56648614,0.317050216,0,11.17481622,0,0.513636314,0,0,1.032929901,0.01680652,0,0,1.756061448,1.640872359,-0.006817735,0,2.095856,0.162226,0.049005,2.432123,1.129502,0.133474,0,0.214331,0.00554,0,0,1.040699387,1.345590909,0.0294,0.501731039,0,0,0.031283218,0,0,0.053183912,0.000509001,0.009602153,0,0.049695306,0.338439431,0,0.015555941,6.788315793,749.0919198,33.01865912
DE,usa,2034,0.003235262,0,3.0384936,0,1.261540605,0,0,0,0,0.0366168,0.005230091,8.50E-06,0,1.74297854,0.093068996,0,-0.011330318,0,0.41,0.0337,1.5012,0.2989,0,0,0.010102,0.001521268,2.25E-06,0,0.987925564,0.06762,0,0,0,0,0.005927027,0,1.38E-06,0.282129536,0.000846576,0.491829802,0,0.015064737,0.204200946,0,0,2.346191283,3.375509278,6.177928631
FL,usa,2034,0.098251146,28.23675344,54.73957747,0,117.5226609,0.058121681,0.214679215,0,0,3.746675687,0,0,0,21.46113164,4.780547648,0.0134006,-0.058954177,3.572000975,8.47932,2.338355,36.46683253,7.4541,0.05798,0,0.68272,0,0,0,10.1500594,3.030798182,0.021107625,0.122364081,0,0,0.016236234,0.000251871,0,0.093001898,0,0.237214172,0,0.020716522,0.509284909,0,0.000930313,63.65901385,1930.655162,230.7601477
GA,usa,2034,0.053305611,49.49375052,51.40828668,0,8.139190977,0,3.435474509,0,0,2.163373449,0.006649355,0,0,16.30800977,1.853316229,-0.049571826,0,6.26105,8.365,0.707,7.954,7.7711,2.30898,0,0.302566,0.00174,0,0,8.124037091,1.229523636,1.861502,0.37267131,0,0,0.016289475,0,0,0.122793834,5.01E-05,0.387087124,0,0.013954848,0.061285373,0,0.025867969,71.38834027,110.0442415,132.8080515
IA,usa,2034,0.039525798,4.893209856,38.75177732,0,1.80866382,0.01095324,1.192067199,0,0,0.080599358,33.42411356,0,0,0.006657875,0.986902335,0.015436903,-0.256359838,0.619,5.320702,0.20351,1.6761,0.6057,0.1949385,0,0.017,8.520697429,0,0,0.003882364,0.711389091,0.01687525,0.060294661,0,0,0.000993154,0.000134967,0,8.20E-05,0.411855541,0.477503589,0,0.012160717,0.022286551,0,0.014688781,19.95419748,736.9075515,81.15494456
ID,usa,2034,0.004841607,0,0,0,13.42825611,0.090828057,10.59018394,0,0.089352936,0.169369978,3.392545204,0,0,6.410250882,0.031342659,0.004630466,-0.03534461,0,0,0,2.327276312,7.119357359,2.871055,0.012,0.02534154,1.062284,0,0,3.025723764,0.020718182,0.007718443,0,0,0,0.00495203,0.002655626,0,0.187422565,0.099191051,0,0.002612496,0.000916395,0.392614618,0,0.309635219,2.841501889,3.558737081,34.20212976
IL,usa,2034,0.065708311,62.97616105,61.0545853,0,6.106622885,0.41353053,0.13778811,0,0,0.600790146,12.0167077,0,0,4.929261452,0.267643298,0.000342139,-0.001018342,7.966599602,9.16609,1.637829,3.5518,9.967953,0.0329,0,0.13606,3.585959083,0,0,2.694712947,0.195396364,0.000535005,0.424073067,0,0,0.004045641,0.002784659,0,0.033192989,0.080918907,0.411133432,0,0.001802274,0.041121184,0,0.000927847,71.55857679,1071.209115,148.5030905
IN,usa,2034,0.096351227,0,92.44111459,0,8.780558191,0.119437496,0.468146569,0,0,0.328019352,3.220765722,0,0,3.291009721,0.225730019,0,-0.001140559,0,12.9645,1.0174,3.756357863,2.9932,0.089721,0,0.078712,0.9691,0,0,1.779588091,0.162872727,0,0,0,0,0.003012813,0.001097017,0,0.030227475,0.029582293,0.849059012,0,0.002073299,0.080648228,0,0.004299862,50.01105551,1190.624425,108.8747817
KS,usa,2034,0.017467965,9.2884032,15.93684885,0,0.541474881,0.085116536,0.034380079,0,0,0.0411939,18.71514374,0,0,3.769678231,0.869936626,0.154139851,-0.405905074,1.175,4.1446,0.2513,0.243,2.06737,0.00739,0,0.009,4.95963,0,0,1.64138609,0.577682727,0.195638169,0.188473885,0,0,0.000835878,0.001727126,0,0.076491716,0.379754817,0.323379569,0,0.017652155,0.010987236,0,0.000697617,15.84874721,151.0009675,49.28217604
KY,usa,2034,0.076232241,0,71.43924818,0,11.27354192,0.358764497,3.910625012,0,0,0.09886536,0,0,0,7.494291549,0.051340956,0,-0.016689258,0,9.746,0,2.455542238,9.250329086,1.100028,0,0.0216,0,0,0,4.091165182,0.038231818,0,0,0,0,0.001044794,0.003791367,0,0.079198507,0,0.754958856,0,0.000542563,0.119137036,0,0.041326876,49.43966299,70.74763058,94.62667747
LA,usa,2034,0.049351875,16.85983519,4.916034347,0,123.8277986,0.031463794,1.048636238,0,0,1.063689171,0,0,0,0.198418226,0.49271989,8.00E-05,-5.68E-06,2.1328,0.6913,1.417662,22.43565985,2.089873,0.2112,0,0.14441,0,0,0,0.100378,0.333944545,0.000389856,0.113581209,0,0,0.007165853,0.000211965,0,0.001336702,0,0.033118303,0,0.003319352,0.834202171,0,0.007064445,36.01507294,563.2620173,148.4385955
MA,usa,2034,0.002763259,0,0,0,6.956490224,0,1.191705293,0,0,1.176346528,0.81158783,0,0,4.529358844,5.491234025,-0.014931968,0,0,0,0,5.939655,0.377888,0.2802044,0,0.246881,0.2447,0,0,2.689114279,4.324915455,1.6641,0,0,0,0.058360009,0,0,0.224707106,0.040263878,0,0,0.272426926,0.345120103,0,0.059121977,1.483518177,1.866696112,20.15672274
MD,usa,2034,0.022939361,13.50019999,21.29904848,0,5.072259603,0.009696208,1.837117853,0,0,0.575098884,0.519540165,0,0,0.887042881,6.231966611,2.16E-05,-0.077707076,1.7078,3.976,0.6196,2.78,1.7489,0.59048,0,0.128647,0.19,0,0,0.507411016,4.522737273,2.69E-05,0.270371864,0,0,0.011517648,0.000194188,0,0.017765028,0.01040496,0.426561343,0,0.124809146,0.101583405,0,0.036792416,12.69662104,1133.73225,49.93197067
ME,usa,2034,0.000525456,0,0,0,1.334902141,0,4.25078595,-0.157,0,3.303398263,3.324189257,0,0,0.337440797,0.112623592,-0.001326754,-0.006192182,0,0,0.01761,1.25,0.112896,0.6752518,0,0.455107,0.9486,0,0,0.186004343,0.090244545,0.002699918,0,-0.012553633,0,0.26413789,0,0,0.026981579,0.265800327,0,0,0.00900532,0.106738034,0,0.339890484,1.94536514,19.25224268,12.50634
MI,usa,2034,0.054192959,25.92138915,44.05564419,0,25.46117325,0.146597269,1.631237685,3.012689137,0,1.984482918,9.557136914,0,0,7.073987797,0.061575953,-0.000118991,-0.000856087,3.279103156,6.042702,0.16026,7.397990343,3.3123,0.2974646,0,0.380344,3.077982571,0,0,4.136818327,0.048431818,1.872,0.217999158,0.025336748,0,0.016689522,0.001232885,0,0.059492312,0.080375623,0.370508435,0,0.000517854,0.214128737,0,0.013718726,27.43710552,2381.378695,118.9059143
MN,usa,2034,0.013810659,8.22122496,12.8834802,0,1.307336644,0.111834244,0.982999817,18.43082622,0,2.611406123,20.36452549,0,0,0.711691019,1.657096858,-0.001247288,-0.029888225,1.04,1.7969,0.28848,2.056583441,2.325973693,0.188404,0,0.403292874,5.04784705,0,0,0.418372953,1.211376364,0.014956604,0.12218979,0.273932266,0,0.038812606,0.001662161,0,0.010577667,0.302672303,0.191483599,0,0.024628972,0.019430583,0,0.014610054,12.1113066,414.2288933,67.28242157
MO,usa,2034,0.054078716,9.430693694,54.64780193,0,2.139810065,0.082846609,1.209199481,0,0,0.073055226,1.765054387,0,0,0.065618637,3.290096384,0.002285459,-0.112591795,1.193000008,8.50084,0.2466,1.900633929,3.064733724,0.5915,0,0.0145,0.5,0,0,0.038124091,2.314081818,0.673877672,0.129713232,0,0,0.001004828,0.001139503,0,0.000902543,0.024277208,0.75164598,0,0.045253197,0.029431735,0,0.016631775,21.05826035,1780.44432,72.70417642
MS,usa,2034,0.007450872,11.13422785,7.466435328,0,10.14068611,0,0,0,0,0.478731898,0,0,0,1.79053891,0.011198232,0.000115638,-0.001484946,1.408500195,1.626,0.66039,6.9631,1.195311,0,0,0.0656,0,0,0,0.928004182,0.007437273,0.000296826,0.358916029,0,0,0.015432103,0,0,0.057718696,0,0.240683355,0,0.000360979,0.326888837,0,0,15.1709219,22.21300279,31.02181833
MT,usa,2034,0.013974289,0,12.40065374,0,0.002590032,0.004292112,11.0859905,-0.315,0,0,13.26071661,0,0,0.087111195,0.085587816,0.000461039,-0.012470908,0,1.674,0.002,0.000543755,0.339708346,2.94185,0,0,3.21428,0,0,0.042896636,0.059656364,0.000567681,0,-0.00860375,0,0,0.000117233,0,0.002379311,0.362196483,0.338705162,0,0.002337702,7.07E-05,0,0.302797117,8.101268619,11.7557341,36.61194201
NC,usa,2034,0.064855228,40.42199992,64.68749128,0,11.60429876,0.147811754,4.631389862,0,0,2.449671754,0.77936941,0,0,5.993958493,8.437053299,0.007383319,-0.142168976,5.113456951,9.402,0.09145,4.675572255,6.121869,1.878014,0,0.365295,0.25588,0,0,3.385597,5.830261818,0.128818011,0.290485918,0,0,0.017604155,0.001062224,0,0.043074577,0.005600807,0.464865799,0,0.060631468,0.083392345,0,0.033282706,43.40556333,2954.808168,139.1530445
ND,usa,2034,0.013450082,0,12.47269269,0,0,0.129710709,1.997677137,2.190173782,0,0,16.59299237,0,0,0.081118776,0.224118822,0.02137738,-0.010678009,0,2.1307,0.0092,0,2.545663242,0.55712,0,0,3.981675,0,0,0.042471,0.164029091,0.029348627,0,0.065012536,0,0,0.003850298,0,0.002407908,0.492541969,0.37023609,0,0.006652683,0,0,0.059298516,7.766684759,71.05227134,33.68848428
NE,usa,2034,0.024971534,0,24.47388274,0,0.07103419,0.004051886,1.079838964,0,0,0.047629234,5.106391165,0,0,0.186556749,0.41343033,0.000430975,-0.154620957,0,3.5561,0.02245,0.320636693,0.535750892,0.2836,0,0.015203342,1.33745,0,0,0.090165364,0.281710909,0.000525119,0,0,0,0.001517685,0.000129112,0,0.005944551,0.162712973,0.779849817,0,0.013173781,0.002263474,0,0.034408607,8.318920238,590.6701767,31.38281526
NH,usa,2034,0.001311064,9.851430629,0,0,3.267855326,0.023187997,1.509168509,0,0,0.817191293,0.77623465,0,0,0.277601786,0.642289601,0,-0.010134409,1.246224,0,0,1.184244,4.578302294,0.521906,0,0.210366,0.248725237,0,0,0.168412829,0.502324545,0,0.573926811,0,0,0.04760811,0.001350891,0,0.016172586,0.045222049,0,0,0.037418649,0.190379434,0,0.087921471,3.670455185,443.9991523,17.16495979
NJ,usa,2034,0.012950977,27.68655606,2.999016302,0,25.69044165,0.117057922,0.022901998,0,0,0.638753288,0.023652,0,0,12.61521429,9.770524057,-0.037370956,0,3.5024,0.463,0.3937,8.2416,2.77004,0.0039,0,0.1281,0.007439661,0,0,7.364446512,7.354444545,0.4,0.347977919,0,0,0.008028158,0.00147124,0,0.158554065,0.00029727,0.037693076,0,0.122800634,0.322889795,0,0.000287843,25.41852569,103.8343716,79.56411756
NM,usa,2034,0.020298321,0,19.18063347,0,1.546351819,0,0.209693528,0,0,0.047140854,7.105583811,0,0.0021454,1.312984357,1.945502831,0.043913334,-0.103823736,0,2.634001,0.048,1.435951,1.0071,0.0829,0,0.0064,1.7593,0,0.001,0.555903727,1.061255455,0.061592286,0,0,0,0.001503694,0,0,0.041881431,0.22665313,0.611821735,0,0.062057435,0.04932536,6.84E-05,0.006688781,11.76616369,147.5975587,31.35003607
NV,usa,2034,0.012937448,0,1.618553664,0,29.68148129,0,2.179471363,0,4.262135027,0.01464672,0.405198527,0,0.574424721,4.520246242,0.523955451,-1.83E-07,-0.25603393,0,0.2184,0.0065,7.200955152,1.3176,0.831299,0.5724,0.0032,0.15457,0,0.174,1.976265545,0.311827273,2.19E-07,0,0,0,0.000334552,0,0,0.103248848,0.00925531,0.036970066,0.097353221,0.011967887,0.677967215,0.013120677,0.049782223,5.943303895,16.85087839,43.78011301
NY,usa,2034,0.028773729,15.86538045,2.79371603,0,70.94787042,0.197103362,27.2044812,0.892310863,0,2.526052192,20.7583583,0,0,13.41905514,4.125008105,-0.013152282,-0.007705182,2.006999656,0.6856,0.017155,15.83527505,4.433875998,4.612036,0,0.465586,5.58472171,0,0,7.793658818,3.095185455,1.4066,0.099952415,0.005621588,0,0.015914211,0.001241758,0,0.084540486,0.130778335,0.017600502,0,0.025987686,0.4469739,0,0.17138912,25.9652464,173.9916565,158.7293361
OH,usa,2034,0.087644489,16.86932122,75.54410701,0,38.71573991,0.140697457,0.523396339,0,0,0.368891519,9.448508532,0,0,17.9534784,1.321519458,0.001714536,-0.021724029,2.134,10.4905,0.2066,7.943042394,4.5586,0.1132,0,0.10216,2.880541275,0,0,10.20900668,0.994967273,0.003440369,0.104852858,0,0,0.00229288,0.000874518,0,0.111591539,0.058728096,0.469551526,0,0.008214029,0.240641335,0,0.003253219,62.66067837,795.6573122,160.8856598
OK,usa,2034,0.015027546,0,11.10663466,0,7.208598175,0.045615668,2.254843329,0,0,0.01281588,27.76506972,0,0,7.439739589,0.194179625,0.15241102,-0.5041317,0,3.0705,0.0184,6.8474,1.220696329,0.8552,0,0.0028,7.6444,0,0,3.274194337,0.123401818,0.461977191,0,0,0,0.000228743,0.000814166,0,0.132787293,0.49556149,0.198235426,0,0.003465792,0.128661793,0,0.040245299,8.566092252,56.05368414,56.02749665
OR,usa,2034,0.014732457,0,0,0,40.1164975,0.006679221,30.13249801,0,1.305120995,0.647437039,7.491137605,0,0,3.432204695,0.837128424,0.03229612,-0.221602315,0,0,0.0028,6.706026335,0.465079177,7.124092,0.1752763,0.105045,2.20542,0,0,1.663890455,0.630202727,0.076406416,0,0,0,0.007710457,7.95E-05,0,0.040874809,0.089213449,0,0.015542946,0.009969529,0.477755352,0,0.358853915,8.664662724,27.41614057,83.9687035
PA,usa,2034,0.096396873,56.31190646,71.82282267,0,71.77505152,0.112889247,2.705618081,0,0,1.921191954,1.706497839,0,0,0.33326669,3.380973669,-0.016657571,-0.00437681,7.123559202,12.0664,0.01,15.89586622,1.668486,0.84187,0,0.42294,0.647356,0,0,0.195756571,2.520623636,1.491158083,0.268062303,0,0,0.009145475,0.000537388,0,0.001586454,0.008123464,0.34189912,0,0.016094493,0.341671714,0,0.012879589,87.36810628,1346.768697,210.0702181
RI,usa,2034,0.000414709,0,0,0,1.000529241,0,0.013151006,0,0,0.122977239,0.05836292,0.109508453,0,0.88339353,0.163095022,-0.000108003,-0.014546099,0,0,0,1.745051205,0,0.003782,0,0.025844,0.021428571,0.03,0,0.506346824,0.118038182,0.000384012,0,0,0,0.052308094,0,0.046579176,0.375749463,0.024824538,0,0,0.069372103,0.425572876,0,0.005593751,0.13739039,5.111948524,2.241508957
SC,usa,2034,0.02827642,63.36034836,26.12925846,0,4.611705778,0.383401013,2.070830237,0,0,1.433704699,0.003434223,0,0,8.460108261,2.284818016,-0.043953209,0,8.0152,4.139,0.107,3.045701,9.90495682,1.33624,0,0.1965,0.0009,0,0,4.114094455,1.527842727,2.716,0.582690285,0,0,0.013184994,0.003525928,0,0.077802964,3.16E-05,0.240296423,0,0.021012215,0.042411322,0,0.019044287,38.50237601,2179.287233,108.737609
SD,usa,2034,0.003607225,0,3.283482495,0,0.348821618,0.053335831,4.566176625,0,0,3.43E-05,9.0276996,0,0,1.204517907,0.151099453,-0.015124614,-0.066647687,0,0.475,0.0113,0.293345048,2.4823547,1.721848,0,4.65E-06,2.126709833,0,0,0.596795217,0.102824545,0.018119667,0,0,0,1.84E-06,0.002862106,0,0.064636816,0.484444234,0.176198172,0,0.008108296,0.018718459,0,0.245030078,2.332051231,3.393650884,18.6351678
TN,usa,2034,0.031879996,35.75205204,17.33740641,0,41.13131296,0,8.85174111,0,0,0.058113945,0.235375497,0,0,2.445580946,0.360583877,-0.000619404,0,4.5227,3.34,0.0396,6.09605109,2.6326,2.685818,0,0.0166,0.06288,0,0,1.323949636,0.255955455,1.6163,0.336736577,0,0,0.000547356,0,0,0.023034106,0.002216923,0.163295211,0,0.003396219,0.38740203,0,0.083371578,35.52929551,815.5942007,106.1721668
