state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-css_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind-ofs_MWh,wind-ons_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
IL,2048,1185.9,7211.5,561.5,115.3,0,85.3,0,0,196,0,0,3230.4,0,1463,1408,0,43.3,10517.4,0,5.1,0,0,0,25138.6,0,47448.9,896372,11394648,1238774,175457,0,345974,0,0,0,0,0,4455606,0,0,0,0,141606,74599107,0,0,0,0,0,53463809,0,167977021,314688373,0,0,0,0,156,0,666707.7,720090,1652.9,15.1,0,0,0,0,0,0.5,0,2.12,2.29,5.25,0.05
IL,2050,1491.7,7272.5,1597.9,2821.9,1446.3,85.3,0,0,0,0,0,3301.5,0,1463,1408,0,43.3,9615.4,0,5.1,0,0,0,28314,0,47556.7,1031971,8065245,2406192,5511131,3986467,330372,0,0,0,0,0,4553854,0,0,0,0,141606,58879340,0,0,0,0,0,60735396,0,165983080,311624652,0,0,0,0,148.5,0,527931,570127.7,1306.6,11.9,0,0,0,0,0,0.48,0,1.69,1.83,4.19,0.04
IN,2022,32,0,0,0,0,56.8,0,0,13974.4,0,0,169.1,0,3875,3044.2,0,66.2,0,0,705.1,0,0,0,631.9,0,3591.8,10554,0,0,0,0,260346,0,0,0,49009447,0,229113,0,21961651,271982,0,277864,0,0,0,0,0,0,1218205,0,9456903,82696064,61598455,62031788.3,6263.2,903.6,39267.2,42921.9,2659251,7455065.4,160657.9,30.1,0,744.88,750.12,75.74,10.93,474.84,519.03,32.16,90.15,1942.75,0.36
IN,2024,30,0,0,0,0,56.8,0,0,11259.6,0,0,251.4,0,3875,3044.2,0,66.2,0,0,668.1,0,0,0,631.9,0,3591.8,11720,0,0,0,0,260346,0,0,0,26753800,0,344355,0,23740839,579345,0,277864,0,0,0,0,0,0,1327014,0,10650303,63945586,38106626.1,38345529.4,3469.1,496.4,21387.6,24585,2015112.3,5364033.2,112211.7,18.4,0,595.92,599.66,54.25,7.76,334.47,384.47,31.51,83.88,1754.8,0.29
IN,2026,30.1,0,0,0,0,56.8,0,0,11259.6,0,0,392.1,0,6210.1,3044.2,0,66.2,0,0,668.1,0,0,0,631.9,0,3591.8,10396,0,0,0,0,260346,0,0,0,20873309,0,537417,0,40008728,373155,0,277864,0,0,0,0,0,0,1308626,0,10606437,74256277,37350984.5,37545460.1,2848.6,401.4,16958.6,21420.8,2475438.1,6278220.7,127448.5,17.6,0,503,505.62,38.36,5.41,228.38,288.47,33.34,84.55,1716.33,0.24
IN,2028,30.1,305.9,0,0,0,56.8,0,0,8204.6,0,0,651.2,0,6210.1,3044.2,0,66.2,0,0,668.1,0,0,0,631.9,0,3591.8,12294,11992,0,0,0,260346,0,0,0,11616558,0,892917,0,38527160,1035144,0,277864,0,0,0,0,0,0,1290358,0,10562844,64487476,27466665.8,27582934.9,1723,237.8,9799.1,13948.6,2159211.6,5306229.1,105487.8,12.8,0,425.92,427.73,26.72,3.69,151.95,216.3,33.48,82.28,1635.79,0.2
IN,2030,595.5,843,0,0,0,56.8,0,0,6574.2,0,0,1114.8,0,6209,3044.2,0,66.2,0,0,546.1,0,0,0,1916.7,0,3591.8,172327,993361,0,0,0,260346,0,0,0,4670959,0,1220766,0,33706211,733767,0,277864,0,0,0,0,0,0,4189599,0,10460683,56685883,17781847.2,17835222.1,811.1,107,4170.6,7553.4,1676296.7,4000748.7,77927.8,8.1,0,313.69,314.63,14.31,1.89,73.57,133.25,29.57,70.58,1374.73,0.14
IN,2032,575.5,998.2,0,0,0,56.8,0,0,6378.7,0,0,1659.9,0,6209,3044.2,0,66.2,0,0,546.1,0,0,0,2535.6,0,3591.8,280370,1018459,0,0,0,260346,0,0,0,1472765,0,2136951,0,31137982,537432,0,277864,0,0,0,0,0,0,5674795,0,10369122,53166085,13251928.6,13276819.1,397.5,47.8,1632.2,4625.1,1438612.6,3366027.3,64624.3,5.9,0,249.26,249.72,7.48,0.9,30.7,86.99,27.06,63.31,1215.52,0.11
IN,2034,1532.4,998.2,551.6,0,0,56.8,0,0,6378.7,0,0,2201.6,0,6350.8,2889.2,0,66.2,0,0,445.1,0,0,0,3773.1,0,3591.8,855428,996355,1188431,0,0,251371,0,0,0,493617,0,2575895,0,29453726,313768,0,277864,0,0,0,0,0,0,8565312,0,10262518,55234286,11437329.9,11453259.2,265.9,29.3,858.3,3617.2,1312253.3,3048523.4,58217.9,5,0,207.07,207.36,4.81,0.53,15.54,65.49,23.76,55.19,1054.02,0.09
IN,2036,1525.8,998.2,1191.9,0,0,56.8,0,0,6224.5,0,0,2441.3,0,6350.8,2928.3,0,66.2,0,0,445.1,0,0,0,4610.3,0,3997.7,1104491,1214032,2306764,0,0,251371,0,0,0,493617,0,3076413,0,27967421,418114,0,277864,0,0,0,0,0,0,10480346,0,11523530,59113964,10911347.7,10926711,256,28.3,840.3,3462.1,1250131.4,2904393.1,55468,4.8,0,184.58,184.84,4.33,0.48,14.21,58.57,21.15,49.13,938.32,0.08
IN,2038,1525.8,1115.6,1191.9,0,0,56.8,0,0,6159.5,0,0,2629.9,0,8377,2928.3,0,66.2,0,0,445.1,0,0,0,4695.5,0,4700.1,947523,1379015,2072277,0,0,251371,0,0,0,493617,0,3609011,0,40134998,158913,0,277864,0,0,0,0,0,0,10598257,0,13208916,73131762,15001301,15021066.3,333,36,980.2,4668.4,1733296.5,4025395,76855.6,6.6,0,205.13,205.4,4.55,0.49,13.4,63.84,23.7,55.04,1050.92,0.09
IN,2040,1529.6,1115.6,1191.9,70.5,0,56.8,0,0,5888.4,0,0,2790.7,0,9828.1,2928.3,0,66.2,0,0,445.1,0,0,0,4821.8,0,6564.6,1045124,1407855,2022369,199338,0,251371,0,0,0,72533,0,3303240,0,49994699,103600,0,277864,0,0,0,0,0,0,10568237,0,19435643,88681873,18026348.2,18046355.9,348.2,35.3,779.3,5357.5,2128666.6,4932072.4,94001.8,7.9,0,203.27,203.5,3.93,0.4,8.79,60.41,24,55.62,1059.99,0.09
IN,2042,1529.4,1117.8,1191.9,70.8,0,56.8,0,0,5888.4,0,0,2938.5,0,9828.1,2928.3,0,66.2,0,0,445.1,0,0,0,4814.2,0,9294.9,1288535,1163600,2183956,98336,0,237570,0,0,0,72533,0,3761970,0,49398745,119471,0,277864,0,0,0,0,0,0,10524528,0,31409442,100536549,17829426.5,17849222.2,344.5,34.9,765.8,5299.4,2104942.5,4877617,92971.3,7.8,0,177.34,177.54,3.43,0.35,7.62,52.71,20.94,48.52,924.75,0.08
IN,2044,1529.4,1215.5,1191.9,70.8,0,56.8,0,0,5888.4,0,0,3095.3,0,10307,3270.4,0,66.2,0,0,444.2,0,0,0,4729.8,0,10022.8,1219368,1448004,2221333,127894,0,237570,0,0,0,72533,0,4247033,0,52499779,961515,0,277864,0,0,0,0,0,0,10304820,0,35551875,109169585,19426663.3,19448178.3,374.6,37.9,820.5,5770.6,2293655.6,5315454.3,101324.8,8.5,0,177.95,178.15,3.43,0.35,7.52,52.86,21.01,48.69,928.14,0.08
IN,2046,964.1,2655.4,1744.3,70.8,0,56.8,0,0,5092.2,0,0,3245.6,0,10307,13102.4,0,66.2,0,0,444.2,0,0,0,4716.8,0,17461,774653,2809268,3634064,129393,0,260346,0,0,0,362154,0,3963331,0,34762814,7686082,0,277864,0,0,0,0,0,0,9707107,0,61463182,125830258,17335656.5,17357002.6,364.1,38.4,970.1,5294.6,2021397.9,4690148.6,89485.7,7.6,0,137.77,137.94,2.89,0.31,7.71,42.08,16.06,37.27,711.16,0.06
IN,2048,964.1,3819.6,1744.3,70.8,0,56.8,0,0,4327.2,0,0,3417.3,0,10307,12882.4,0,66.2,0,0,7.2,0,0,0,4951,0,22929.1,824123,5301386,2922832,124044,0,232374,0,0,0,72533,0,4688575,0,8640638,6072209,0,277864,0,0,0,0,0,0,10605229,0,79392952,119154758,6764412.2,6772300.8,136,14.1,385,2036.4,797855.7,1845237.5,35119.7,3,0,56.77,56.84,1.14,0.12,3.23,17.09,6.7,15.49,294.74,0.03
IN,2050,7.2,4116.6,1192.7,168.8,14.5,56.8,0,0,0,0,0,3635.7,0,11289,12743.6,0,66.2,0,0,3.8,0,0,0,4901.3,0,22761.9,5136,5476825,2119303,337737,37125,226361,0,0,0,0,0,4988242,0,10575256,676827,0,277864,0,0,0,0,0,0,10455752,0,82471589,117648016,4166149.4,4170633.7,78.5,7.9,231.9,1228.9,498245.9,1148222.2,21794.4,1.8,0,35.41,35.45,0.67,0.07,1.97,10.45,4.24,9.76,185.25,0.02
KS,2022,0,0,0,0,0,9,0,0,4521.6,0,0,68.5,0,266,2804.5,0,7,1225,0,1206.5,0,0,0,30.2,0,8040.6,0,0,0,0,0,41365,0,0,0,25367521,0,92750,0,1175515,243090,0,22256,9860176,0,8268,0,0,0,73060,0,27453723,64337723,29231396.7,29461329.1,3309.9,480.9,6278.5,16738.9,1040966.2,3005606.3,65776.6,16.5,0,454.34,457.92,51.45,7.48,97.59,260.17,16.18,46.72,1022.36,0.26
KS,2024,0,0,0,0,0,9,0,0,4521.6,0,0,90.8,0,266,223.2,0,7,1225,0,0,0,0,0,3271.7,0,9451.3,0,0,0,0,0,41365,0,0,0,15405312,0,75053,0,1019352,216585,0,22256,9860176,0,0,0,0,0,8612676,0,34893064,70145840,17954259.2,18094450.7,2018.6,293.2,3827.8,10439.5,685930.1,1909125,40947.2,10.9,0,255.96,257.95,28.78,4.18,54.57,148.83,9.78,27.22,583.74,0.15
KS,2026,0,43.6,0,0,0,9,0,0,4521.6,0,0,128.1,0,266,223.2,0,7,1225,0,0,0,0,0,3887.8,0,10527.1,0,57821,0,0,0,41365,0,0,0,11022682,0,193692,0,1006702,310498,0,22256,9860176,0,0,0,0,0,10162300,0,39594472,72271964,13045174.5,13145693.5,1448,210.1,2744,7854,539212.5,1447439.2,30400.2,8.4,0,180.5,181.89,20.04,2.91,37.97,108.67,7.46,20.03,420.64,0.12
KS,2028,0,535.3,0,0,0,9,0,0,4521.6,0,0,193.2,0,266,223.2,0,7,1225,0,0,0,0,0,7386.7,0,14603.7,0,901687,0,0,0,38050,0,0,0,6217680,0,261806,0,426156,157037,0,22256,9465868,0,0,0,0,0,19600700,0,54001505,91092746,7298737.2,7355450.9,816.8,118.6,1554.2,4300.2,330823.5,835656.1,16890.1,5.5,0,80.12,80.75,8.97,1.3,17.06,47.21,3.63,9.17,185.42,0.06
KS,2030,0,535.3,716.8,0,0,9,0,0,4521.6,0,0,297.3,0,266,223.2,0,7,1225,0,0,0,0,0,8697.4,0,16095.7,0,424671,1530998,0,0,36084,0,0,0,2980937,0,394838,0,116668,154275,0,22256,8363570,0,0,0,0,0,23032029,0,58644375,95700702,3523369.2,3550650.1,392.9,57,752.8,2095.4,194666.8,442351.9,8280.1,3.4,0,36.82,37.1,4.11,0.6,7.87,21.89,2.03,4.62,86.52,0.04
KS,2032,0,535.3,838.6,0,0,9,0,0,4521.6,0,0,403.1,0,266,223.2,0,7,1225,0,0,0,0,0,8718.4,0,16484.1,0,644914,1250427,0,0,34809,0,0,0,1412669,0,546705,0,223832,146438,0,22256,8048667,0,0,0,0,0,22675886,0,57700248,92706852,1790200.9,1803367.4,190,27.5,366.5,1203.9,141412.2,279062.4,4596.2,2.5,0,19.31,19.45,2.05,0.3,3.95,12.99,1.53,3.01,49.58,0.03
KS,2034,0,535.3,838.6,0,0,9,0,0,4521.6,0,0,511.5,0,266,223.2,0,7,1225,0,0,0,0,0,8718.4,0,17907.5,0,741887,1186005,0,0,34809,0,0,0,1173758,0,765504,0,169364,104895,0,22256,8427325,0,0,0,0,0,21803954,0,62748263,97178019,1480691.3,1491689.2,158.6,23,308.3,974,131294.2,244986.6,3792.9,2.4,0,15.24,15.35,1.63,0.24,3.17,10.02,1.35,2.52,39.03,0.03
KS,2036,0,535.3,838.6,0,0,9,0,0,4410.3,0,0,614.1,0,266,223.2,0,7,1225,0,0,0,0,0,8718.4,0,18071.5,0,613923,1287242,0,0,36084,0,0,0,1068992,0,934381,0,153211,25006,0,22256,8427325,0,0,0,0,0,21034997,0,61212907,94816324,1306130.9,1316102.8,143.7,20.8,281.8,804.9,121260.8,218717.5,3248.8,2.3,0,13.78,13.88,1.52,0.22,2.97,8.49,1.28,2.31,34.26,0.02
KS,2038,0,586.5,838.6,126.4,0,9,0,0,4410.3,0,0,721.5,0,266,223.2,0,7,1225,0,0,0,0,0,8977.6,0,18160.4,0,776445,1093595,320375,0,36084,0,0,0,1169312,0,1115364,0,116668,0,0,22256,8167495,0,0,0,0,0,22535066,0,60503531,95856192,1393527.4,1404393.6,156.5,22.7,306.8,813.3,119220.1,219637.6,3348.3,2.3,0,14.54,14.65,1.63,0.24,3.2,8.48,1.24,2.29,34.93,0.02
KS,2040,0,1107.5,838.6,1311.4,0,9,0,0,4410.3,0,0,834,0,266,223.2,0,7,1225,0,0,0,0,0,13357.9,0,18064.3,0,1520347,892675,2868572,0,33999,0,0,0,761713,0,948593,0,116668,0,0,22256,8170920,0,0,0,0,0,32502678,0,55813894,103652316,919944.9,927019.2,101.9,14.8,202.7,556.8,104612.2,174188.3,2315.5,2.1,0,8.88,8.94,0.98,0.14,1.96,5.37,1.01,1.68,22.34,0.02
KS,2042,0,2798.2,838.6,1560.8,0,9,0,0,4410.3,0,0,955.5,0,266,223.2,0,7,1225,0,0,0,0,0,16077.3,0,17212,0,4445295,975087,2652428,0,34991,0,0,0,740200,0,1467276,0,116668,0,0,22256,8170920,0,0,0,0,0,39264529,0,53921894,111811545,894665.6,901537,99,14.4,197.4,543.1,103851.9,171778.4,2260.2,2.1,0,8,8.06,0.89,0.13,1.77,4.86,0.93,1.54,20.21,0.02
KS,2044,0,2611.3,838.6,1560.8,0,9,0,0,4356.7,0,0,1079.7,0,266,223.2,0,7,97.4,0,0,0,0,0,16077.3,0,18609,0,3780426,864898,2523629,0,33886,0,0,0,1284551,0,1657983,0,116668,0,0,22256,649865,0,0,0,0,0,40177860,0,62254827,113366850,1503067.3,1514811.9,169.1,24.6,330.1,872.7,56433.2,158653.5,3422.2,0.9,0,13.26,13.36,1.49,0.22,2.91,7.7,0.5,1.4,30.19,0.01
KS,2046,0,2611.3,121.8,1560.8,0,9,0,0,3929,0,0,1197.9,0,266,223.2,0,7,97.4,0,0,0,0,0,16076.1,0,23330,0,3783428,212302,2114996,0,33886,0,0,0,440593,0,1825161,0,56242,0,0,22256,649865,0,0,0,0,0,39723537,0,87128850,135991117,493528.8,497340.5,54.9,8,114.1,295.6,23411.8,57894.4,1153.7,0.4,0,3.63,3.66,0.4,0.06,0.84,2.17,0.17,0.43,8.48,0
KS,2048,0,2674.3,0,1560.8,0,9,0,0,2448.9,0,0,1349.5,0,266,223.2,0,7,97.4,0,0,0,0,0,16073.1,0,25416.2,0,4154735,0,2074552,0,33755,0,0,0,0,0,2056230,0,0,0,0,22256,652264,0,0,0,0,0,38351486,0,90428081,137773360,0,0,0,0,10.4,0,6442.8,6932.2,15.2,0.1,0,0,0,0,0,0.08,0,0.05,0.05,0.11,0
KS,2050,400.9,2674.3,0,1560.8,1357.7,9,0,0,0,0,0,1475.4,0,876.8,0,0,7,97.4,0,0,0,0,0,16047.1,0,25271.1,565505,3643219,0,1679125,3098858,33886,0,0,0,0,0,2247979,0,0,0,0,22256,592285,0,0,0,0,0,36364735,0,90645683,138893532,0,0,0,0,10.5,0,5918,6364.9,13.9,0.1,0,0,0,0,0,0.08,0,0.04,0.05,0.1,0
KY,2022,0,0,0,0,0,22.2,0,0,9493,0,0,32,0,1763,4902.6,0,1137.4,0,0,11.9,0,0,0,176.1,0,0,0,0,0,0,0,101741,0,0,0,50297163,0,40443,0,13203354,2136361,0,4230827,0,0,0,0,0,0,290158,0,0,70300048,59770945.8,60206399.3,6285.6,908.9,41743.4,33842.9,2388568.2,6846828.3,149337.7,29.3,0,850.23,856.42,89.41,12.93,593.79,481.41,33.98,97.39,2124.29,0.42
KY,2024,0,0,0,0,0,22.2,0,0,9493,0,0,51.4,0,1763,4853.6,0,1141.4,0,0,5.9,0,0,0,376.6,0,0,0,0,0,0,0,101741,0,0,0,45982211,0,57611,0,13530628,2194707,0,4240767,0,0,0,0,0,0,667790,0,0,66775455,55028317.3,55424961.6,5727.7,827.7,37982.7,31120.9,2252871.4,6413126,139359.2,26.9,0,824.08,830.02,85.78,12.4,568.81,466.05,33.74,96.04,2086.98,0.4
KY,2026,0,5,0,0,0,22.2,0,0,9493,0,0,82,0,1763,4829.6,0,1158.4,0,0,5.9,0,0,0,389.2,0,0,3,8481,0,0,0,101741,0,0,0,42676755,0,103113,0,12914283,1485973,0,4329700,0,0,0,0,0,0,828229,0,0,62448278,50710826.8,51077807,5298.6,765.9,35160.7,28691.4,2057950.5,5872656,127782.8,24.8,0,812.05,817.92,84.85,12.26,563.04,459.44,32.95,94.04,2046.22,0.4
KY,2028,44.9,386.2,17.1,0,0,22.2,0,0,9359,0,0,132.4,0,1763,4829.6,0,1158.4,0,0,5.9,0,0,0,938.1,0,0,14156,438919,46049,0,0,101741,0,0,0,32772163,0,96350,0,12914283,1044004,0,4329700,0,0,0,0,0,0,1826862,0,0,53584228,40002637.5,40285999.3,4094.5,591,27095.1,22579.8,1701046,4790337.6,103488.5,19.5,0,746.54,751.83,76.41,11.03,505.65,421.39,31.75,89.4,1931.32,0.36
KY,2030,1221.2,842.4,35.4,0,0,22.2,0,0,9359,0,0,214.6,0,1782.4,4986.3,0,1158.4,0,0,0,0,0,0,1674.5,0,0,248982,934686,40106,0,0,101741,0,0,0,24660603,0,120447,0,12113851,1961074,0,4329700,0,0,0,0,0,0,3457673,0,0,47968863,31471468.1,31684850.6,3088.6,444.5,20312.4,17682.3,1459172.4,4014739.4,85617.2,15.3,0,656.08,660.53,64.39,9.27,423.45,368.62,30.42,83.69,1784.85,0.32
KY,2032,1221.2,1115.7,127.5,0,0,22.2,0,0,9359,0,0,321.5,0,2238.5,5355.6,0,1158.4,0,0,0,0,0,0,2419.2,0,0,783596,1149072,204626,0,0,99230,0,0,0,19983258,0,239987,0,15295948,4324180,0,4329700,0,0,0,0,0,0,5304282,0,0,51713878,28906464.7,29081840,2550.3,364,16470.6,16064.4,1600149.5,4217620.6,87707.6,13.9,0,558.97,562.36,49.31,7.04,318.49,310.64,30.94,81.56,1696.02,0.27
KY,2034,1223.9,1470.3,1091.9,0,0,22.2,0,0,8287,0,0,457,0,2238.5,6287.3,0,1158.4,0,0,0,0,0,0,19803.8,0,0,831494,1721253,1850229,0,0,88070,0,0,0,9560736,0,452527,0,10274641,7510795,0,4329700,0,0,0,0,0,0,45613013,0,0,82232459,18125368.4,18213953.9,1301.9,182.4,8068.2,9889.9,1273503.3,3195064.2,64404,8.5,0,220.42,221.49,15.83,2.22,98.11,120.27,15.49,38.85,783.19,0.1
KY,2036,1223.9,1470.3,1205,36.5,0,22.2,0,0,8287,0,0,595.1,0,2238.5,6287.3,0,1158.4,0,0,0,0,0,0,20029,0,0,874407,1774165,1989847,115581,0,97005,0,0,0,10019526,0,729035,0,9104934,7646793,0,4329700,0,0,0,0,0,0,46357110,0,0,83038102,18246260.3,18338200.4,1349,189.5,8419.5,9979.7,1247485.3,3145690.2,63619.4,8.6,0,219.73,220.84,16.25,2.28,101.39,120.18,15.02,37.88,766.15,0.1
KY,2038,1223.9,1559.8,1205,36.5,0,22.2,0,0,8287,0,0,756.2,0,2238.5,6287.3,0,1158.4,0,0,0,0,0,0,20098.5,0,0,874195,1961261,1952574,55740,0,95006,0,0,0,10997461,0,1079892,0,8774039,7343814,0,4329700,0,0,0,0,0,0,45814299,0,0,83277981,19017454.3,19117648.3,1466.7,206.9,9236.4,10438.7,1244946.7,3166069.9,64384.8,9,0,228.36,229.56,17.61,2.48,110.91,125.35,14.95,38.02,773.13,0.11
KY,2040,1223.9,1677.4,1237.8,84.2,0,22.2,0,0,8171,0,0,938.9,0,2238.5,6287.3,0,1158.4,0,0,0,0,0,0,20653.2,0,0,860190,2266369,1964800,203917,0,97005,0,0,0,11534266,0,1141997,0,6806155,5499623,0,4329700,0,0,0,0,0,0,46376788,0,0,81080810,17765224.8,17867896.9,1496.3,212.8,9595.3,9829.2,1048893.7,2724610.8,56154.4,8.5,0,219.11,220.37,18.45,2.62,118.34,121.23,12.94,33.6,692.57,0.1
KY,2042,1223.9,1717.2,1328.8,121.2,0,22.2,0,0,8171,0,0,1135.9,0,2238.5,6346.4,0,1158.4,0,0,0,0,0,0,21134.3,0,0,890501,2204053,2337639,267879,0,87722,0,0,0,5926961,0,1358853,0,5299256,6114475,0,4329700,0,0,0,0,0,0,46886740,0,0,75703780,11586532.7,11640979.6,801.9,111.9,4939.2,6303.9,842609.2,2099767.7,42136.8,5.4,0,153.05,153.77,10.59,1.48,65.24,83.27,11.13,27.74,556.6,0.07
KY,2044,1179,1513.4,1406,121.2,0,22.2,0,0,7946,0,0,1344.4,0,2238.5,7079.1,0,1158.4,0,0,0,0,0,0,21573.3,0,0,901446,2039383,2540457,254468,0,83056,0,0,0,7177617,0,1652070,0,6459618,6711148,0,4329700,0,0,0,0,0,0,47368944,0,0,79517908,13696375.9,13762368,970.6,135.8,6002.7,7465.6,974814,2439407.8,49088.6,6.4,0,172.24,173.07,12.21,1.71,75.49,93.89,12.26,30.68,617.33,0.08
KY,2046,2.7,1130.5,1387.7,121.2,0,22.2,0,0,7534,0,0,1552.5,0,2238.5,9510.7,0,1158.4,0,0,0,0,0,0,21563.6,0,0,1670,1605215,2545887,262649,0,98727,0,0,0,8006456,0,2215485,0,1846181,6019048,0,4329700,0,0,0,0,0,0,46781316,0,0,73712332,12070651.1,12138027.7,983.5,139.4,6280.4,6659.8,744115.6,1914537.1,39223.2,5.7,0,163.75,164.67,13.34,1.89,85.2,90.35,10.09,25.97,532.11,0.08
KY,2048,2.7,978.7,1356.3,121.5,0,22.2,0,0,7234,0,0,1756.8,0,2265.4,9898,0,1158.4,0,0,0,0,0,0,23236.3,0,0,1806,1435711,2451446,236262,0,87209,0,0,0,6439145,0,2506648,0,0,2194084,0,4329700,0,0,0,0,0,0,48966169,0,0,68648180,7549861.5,7601313.1,744.6,107.2,4926.8,4245.5,348886.1,959045.9,20441.5,3.7,0,109.98,110.73,10.85,1.56,71.77,61.84,5.08,13.97,297.77,0.05
KY,2050,0,624.2,2789.8,1250.7,756.4,22.2,0,0,0,0,0,1959.8,0,13051,5047.5,0,1158.4,0,0,0,0,0,0,30773.2,0,0,0,749923,6482631,2565674,2438245,84518,0,0,0,0,0,2644196,0,0,2912636,0,4329700,0,0,0,0,0,0,63846914,0,0,86054437,1727193.3,1729052.9,32.6,3.3,102,886.2,206509.3,476035.6,9037.5,0.8,0,20.07,20.09,0.38,0.04,1.19,10.3,2.4,5.53,105.02,0.01
LA,2022,0,0,0,0,0,11.1,0,0,2137.2,0,0,552.5,0,7369.1,1735.8,0,192,2132.9,0,5979.5,0,0,0,143.4,0,0,0,0,0,0,0,0,0,0,0,8618356,0,822705,0,46200570,3285992,0,1016718,17063844,0,5074609,0,0,0,283965,0,0,82366759,32638063.7,32747016.6,1592.9,225.2,55778.8,29765.4,3389332.1,7356330,132872.2,27.1,0,396.25,397.58,19.34,2.73,677.2,361.38,41.15,89.31,1613.18,0.33
LA,2024,0,0,0,0,0,11.1,0,0,2137.2,0,0,1002.8,0,7369.1,929.2,0,192,2132.9,0,4232.3,0,0,0,266.4,0,0,0,0,0,0,0,0,0,0,0,5140826,0,1429882,0,50438640,2984772,0,1016718,17063844,0,2953152,0,0,0,614960,0,0,81642794,28782500.8,28856619.3,1114.7,149.8,32511.3,26454.1,3184100,7024550.3,128678.6,21.3,0,352.54,353.45,13.65,1.84,398.21,324.02,39,86.04,1576.12,0.26
LA,2026,0,0.9,0,0,0,11.1,0,0,2137.2,0,0,1438.9,0,9099.6,929.2,0,192,2132.9,0,3819.8,0,0,0,872.1,0,0,0,1185,0,0,0,0,0,0,0,3237284,0,1993475,0,59138958,2900759,0,1016718,17063844,0,2404472,0,0,0,1971029,0,0,89727724,29110820.7,29170391.7,919.2,117.9,23983.3,26828.5,3375828.4,7481404.9,137584.3,20.4,0,324.44,325.1,10.24,1.31,267.29,299,37.62,83.38,1533.35,0.23
LA,2028,0,354.5,0,0,0,11.1,0,0,2137.2,0,0,1921.4,0,9099.6,929.2,0,192,2132.9,0,3819.8,0,0,0,1421.6,0,0,0,327255,0,0,0,0,0,0,0,933110,0,2644770,0,49589765,2145912,0,1016718,17063844,0,2272722,0,0,0,3322038,0,0,79316133,22318269.3,22353886.3,561.4,69.2,16603,20511.6,2772817,6042598.4,109568.5,17,0,281.38,281.83,7.08,0.87,209.33,258.61,34.96,76.18,1381.42,0.21
LA,2030,0,361.2,110.4,0,0,0,0,0,2137.2,0,0,2720.1,0,8826.2,929.2,0,192,2132.9,0,3256.9,0,0,0,2375.6,0,0,0,422190,287481,0,0,0,0,0,0,111175,0,3860202,0,40878354,2029691,0,1016718,17063844,0,1335292,0,0,0,5587273,0,0,72592220,17199412.3,17221652.9,364,41.7,8777.7,15857.2,2212586.6,4816338.7,87253.7,13.2,0,236.93,237.24,5.01,0.57,120.92,218.44,30.48,66.35,1201.97,0.18
LA,2032,0,585,281.7,0,0,0,0,0,2137.2,0,0,3135.2,0,8826.2,929.2,0,192,2132.9,0,2518.9,0,0,0,3108.9,0,0,0,885066,556946,0,0,0,0,0,0,0,0,4509594,0,37402746,1250838,0,1016718,17063844,0,630049,0,0,0,7220292,0,0,70536092,14824735.6,14842082.4,293.1,31.6,4296.4,13733.2,1920466.4,4206424.7,76609.7,10.9,0,210.17,210.42,4.15,0.45,60.91,194.7,27.23,59.64,1086.11,0.16
LA,2034,0,585,773.1,0,0,0,0,0,2137.2,0,0,3263.5,0,8826.2,929.2,0,192,2132.9,0,1776.8,0,0,0,3986.8,0,0,0,845860,1580551,0,0,0,0,0,0,111255,0,4675788,0,33526522,538984,0,1016718,17063844,0,0,0,0,0,9363905,0,0,68723427,12497680.5,12511915.4,246.4,25.2,827.4,11645.4,1616456.4,3567133,65377.5,8.9,0,181.85,182.06,3.59,0.37,12.04,169.45,23.52,51.91,951.31,0.13
