Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
Midwest,IL,Havana,891,9,Havana 9,Mason County,891|9|Midwest,0,0,5.18E-05,0.003656052,0.000940442
Midwest,IL,Hennepin Power Station,892,1,Hennepin Power Station 1,Putnam County,892|1|Midwest,0,0,0.002936629,0.003914873,0.002207644
Midwest,IL,Hennepin Power Station,892,2,Hennepin Power Station 2,Putnam County,892|2|Midwest,0,0,0.006035111,0.003447926,0.002207644
Midwest,IL,Venice,913,CT03,Venice CT03,Madison County,913|CT03|Midwest,39568.45,385957.88,0.00490827,0.001557432,0.006576566
Midwest,IL,Venice,913,CT04,Venice CT04,Madison County,913|CT04|Midwest,59740.6,583163.973,0.004884341,0.001553406,0.006576566
Midwest,IL,Venice,913,CT05,Venice CT05,Madison County,913|CT05|Midwest,7159.52,83833.117,0.004998527,0.00158957,0.006576566
Midwest,IL,Venice,913,CT2A,Venice CT2A,Madison County,913|CT2A|Midwest,934.75,9397.791,0.010135626,0.009084524,0.006576566
Midwest,IL,Venice,913,CT2B,Venice CT2B,Madison County,913|CT2B|Midwest,775.42,7657.734,0.009852941,0.008897059,0.006576566
Midwest,IL,Dallman,963,4,Dallman 4,Sangamon County,963|4|Midwest,1099275.36,10190222.5,0.001169071,0.00047173,0.000120585
Midwest,IL,Dallman,963,31,Dallman 31,Sangamon County,963|31|Midwest,0,0,0.010204947,0.005052935,3.87E-05
Midwest,IL,Dallman,963,32,Dallman 32,Sangamon County,963|32|Midwest,0,0,0.010195626,0.005046835,3.87E-05
Midwest,IL,Dallman,963,33,Dallman 33,Sangamon County,963|33|Midwest,344107.16,3711401.792,0.004811015,0.00261999,9.97E-05
Midwest,IL,Marion,976,4,Marion 4,Williamson County,976|4|Midwest,0,0,9.33E-05,0.004278589,3.87E-05
Midwest,IL,Marion,976,5,Marion 5,Williamson County,976|5|Midwest,21278.99,311875.4,0.001191552,0.000529124,0.006576566
Midwest,IL,Marion,976,6,Marion 6,Williamson County,976|6|Midwest,20944.12,309290.5,0.004565875,0.001581157,0.006576566
Midwest,IL,Marion,976,123,Marion 123,Williamson County,976|123|Midwest,681942.83,9984005.091,5.50E-05,0.00557839,0.003363873
Midwest,IL,Duck Creek,6016,1,Duck Creek 1,Fulton County,6016|1|Midwest,0,0,0.002504682,0.003915225,0.000940442
Midwest,IL,Newton,6017,1,Newton 1,Jasper County,6017|1|Midwest,3864185.28,38503853.25,0.002968696,0.006856993,0.002207644
Midwest,IL,Newton,6017,2,Newton 2,Jasper County,6017|2|Midwest,0,0,0,0,0
Midwest,IL,Interstate,7425,1,Interstate 1,Sangamon County,7425|1|Midwest,1032.5,12080.265,0.082475314,0.011119754,0.006576566
Midwest,IL,Tilton Power Station,7760,1,Tilton Power Station 1,Vermilion County,7760|1|Midwest,41020.24,413057.11,0.00659545,0.002082774,0.006576566
Midwest,IL,Tilton Power Station,7760,2,Tilton Power Station 2,Vermilion County,7760|2|Midwest,40276.86,411705.596,0.006532484,0.002080176,0.006576566
Midwest,IL,Tilton Power Station,7760,3,Tilton Power Station 3,Vermilion County,7760|3|Midwest,38812.77,389104.84,0.006560639,0.002102304,0.006576566
Midwest,IL,Tilton Power Station,7760,4,Tilton Power Station 4,Vermilion County,7760|4|Midwest,34276.77,360785.181,0.006580453,0.002097068,0.006576566
Midwest,IL,Alsey Station,7818,ACT1,Alsey Station ACT1,Scott County,7818|ACT1|Midwest,2733.6,44777.713,0.00674524,0.002148685,0.006576566
Midwest,IL,Alsey Station,7818,ACT2,Alsey Station ACT2,Scott County,7818|ACT2|Midwest,1526.11,26412.245,0.006677592,0.002118594,0.006576566
Midwest,IL,Alsey Station,7818,ACT5,Alsey Station ACT5,Scott County,7818|ACT5|Midwest,1942,34361.243,0.006704778,0.002144321,0.006576566
Midwest,IL,Alsey Station,7818,ACT6,Alsey Station ACT6,Scott County,7818|ACT6|Midwest,39556.49,363613.185,0.006629137,0.001396017,0.006576566
Midwest,IL,Freedom Power Project,7842,CT1,Freedom Power Project CT1,Fayette County,7842|CT1|Midwest,1680.89,17614.517,0.007106599,0.002252538,0.006576566
Midwest,IL,MEPI GT Facility,7858,1,MEPI GT Facility 1,Massac County,7858|1|Midwest,14867.82,232430.887,0.003179356,0.002086445,0.006576566
Midwest,IL,MEPI GT Facility,7858,2,MEPI GT Facility 2,Massac County,7858|2|Midwest,14997.21,248745.275,0.003219712,0.002112885,0.006576566
Midwest,IL,MEPI GT Facility,7858,3,MEPI GT Facility 3,Massac County,7858|3|Midwest,13848.43,242952.355,0.003190771,0.002093946,0.006576566
Midwest,IL,MEPI GT Facility,7858,4,MEPI GT Facility 4,Massac County,7858|4|Midwest,8611.7,117950.189,0.005490732,0.002134634,0.006576566
Midwest,IL,MEPI GT Facility,7858,5,MEPI GT Facility 5,Massac County,7858|5|Midwest,9077.15,125047.393,0.005682945,0.002210368,0.006576566
Midwest,IL,Factory Gas Turbine,8016,2,Factory Gas Turbine 2,Sangamon County,8016|2|Midwest,92.06,2398.9,0.022126599,0.0085906,0.027503907
Midwest,IL,Archer Daniels Midland Co.,10865,FBC1,Archer Daniels Midland Co. FBC1,Macon County,10865|FBC1|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC2,Archer Daniels Midland Co. FBC2,Macon County,10865|FBC2|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC3,Archer Daniels Midland Co. FBC3,Macon County,10865|FBC3|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC4,Archer Daniels Midland Co. FBC4,Macon County,10865|FBC4|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC5,Archer Daniels Midland Co. FBC5,Macon County,10865|FBC5|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC6,Archer Daniels Midland Co. FBC6,Macon County,10865|FBC6|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC7,Archer Daniels Midland Co. FBC7,Macon County,10865|FBC7|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC8,Archer Daniels Midland Co. FBC8,Macon County,10865|FBC8|Midwest,0,0,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,FBC9,Archer Daniels Midland Co. FBC9,Macon County,10865|FBC9|Midwest,0,8740576.549,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,GB1,Archer Daniels Midland Co. GB1,Macon County,10865|GB1|Midwest,0,452400.666,0,0,0
Midwest,IL,Archer Daniels Midland Co.,10865,GB2,Archer Daniels Midland Co. GB2,Macon County,10865|GB2|Midwest,0,513200.194,0,0,0
Midwest,IL,Archer Daniels Midland Co. - Peoria,10866,13,Archer Daniels Midland Co. - Peoria 13,Peoria County,10866|13|Midwest,0,702876.861,0,0,0
Midwest,IL,Archer Daniels Midland Co. - Peoria,10866,14,Archer Daniels Midland Co. - Peoria 14,Peoria County,10866|14|Midwest,0,596273.923,0,0,0
Midwest,IL,Tate & Lyle,10867,123-08,Tate & Lyle 123-08,Macon County,10867|123-08|Midwest,0,2615957.084,0,0,0
Midwest,IL,Tate & Lyle,10867,123-09,Tate & Lyle 123-09,Macon County,10867|123-09|Midwest,0,862618.061,0,0,0
Midwest,IL,"Gibson City Energy Center, LLC",55201,GCTG1,"Gibson City Energy Center, LLC GCTG1",Ford County,55201|GCTG1|Midwest,84404.01,987324.189,0.011664663,0.005302119,0.006576566
Midwest,IL,"Gibson City Energy Center, LLC",55201,GCTG2,"Gibson City Energy Center, LLC GCTG2",Ford County,55201|GCTG2|Midwest,80715.27,965723.697,0.008166672,0.00371117,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT01,Pinckneyville Power Plant CT01,Perry County,55202|CT01|Midwest,26433.3,249979.349,0.011273048,0.00675884,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT02,Pinckneyville Power Plant CT02,Perry County,55202|CT02|Midwest,27387.5,254887.4,0.011264315,0.006753492,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT03,Pinckneyville Power Plant CT03,Perry County,55202|CT03|Midwest,31752.18,295606.093,0.011276067,0.006770674,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT04,Pinckneyville Power Plant CT04,Perry County,55202|CT04|Midwest,27887.67,269096.625,0.01124469,0.006756678,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT05,Pinckneyville Power Plant CT05,Perry County,55202|CT05|Midwest,2629.62,28906.551,0.009396752,0.035349685,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT06,Pinckneyville Power Plant CT06,Perry County,55202|CT06|Midwest,2223.72,24207.373,0.008470898,0.031857941,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT07,Pinckneyville Power Plant CT07,Perry County,55202|CT07|Midwest,2653.05,32277.027,0.009310828,0.034957277,0.006576566
Midwest,IL,Pinckneyville Power Plant,55202,CT08,Pinckneyville Power Plant CT08,Perry County,55202|CT08|Midwest,2135.35,23706.198,0.009077586,0.034096983,0.006576566
Midwest,IL,Kinmundy Power Plant,55204,KCTG1,Kinmundy Power Plant KCTG1,Marion County,55204|KCTG1|Midwest,11972.39,141696.529,0.010700842,0.004861086,0.006576566
Midwest,IL,Kinmundy Power Plant,55204,KCTG2,Kinmundy Power Plant KCTG2,Marion County,55204|KCTG2|Midwest,7417.45,90065.549,0.011294496,0.005137762,0.006576566
Midwest,IL,Shelby County,55237,SCE1,Shelby County SCE1,Shelby County,55237|SCE1|Midwest,42779.94,425899.6,0.005012732,2.40E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE2,Shelby County SCE2,Shelby County,55237|SCE2|Midwest,42165.7,419686.6,0.005040224,2.46E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE3,Shelby County SCE3,Shelby County,55237|SCE3|Midwest,37072.31,369065.7,0.00502676,2.44E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE4,Shelby County SCE4,Shelby County,55237|SCE4|Midwest,39288.76,391304.7,0.005043433,2.48E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE5,Shelby County SCE5,Shelby County,55237|SCE5|Midwest,42890.85,426988.2,0.00503454,2.53E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE6,Shelby County SCE6,Shelby County,55237|SCE6|Midwest,38602.7,384379.9,0.005005838,0.00019535,0.006576566
Midwest,IL,Shelby County,55237,SCE7,Shelby County SCE7,Shelby County,55237|SCE7|Midwest,42015.52,418221.7,0.005025285,2.51E-05,0.006576566
Midwest,IL,Shelby County,55237,SCE8,Shelby County SCE8,Shelby County,55237|SCE8|Midwest,39705.49,395285.9,0.005031198,2.47E-05,0.006576566
Midwest,IL,Tuscola Plant,55245,1,Tuscola Plant 1,Douglas County,55245|1|Midwest,0,0,0,0,0
Midwest,IL,Tuscola Plant,55245,3,Tuscola Plant 3,Douglas County,55245|3|Midwest,0,0,0,0,0
Midwest,IL,Tuscola Plant,55245,4,Tuscola Plant 4,Douglas County,55245|4|Midwest,0,0,0,0,0
Midwest,IL,Holland Energy Facility,55334,CTG1,Holland Energy Facility CTG1,Shelby County,55334|CTG1|Midwest,912613.73,6554821.75,0.009305747,2.08E-05,0.003800189
Midwest,IL,Holland Energy Facility,55334,CTG2,Holland Energy Facility CTG2,Shelby County,55334|CTG2|Midwest,865457.02,6199434.731,0.009789329,0.000327495,0.003800189
Midwest,IL,Raccoon Creek Power Plant,55417,CT-01,Raccoon Creek Power Plant CT-01,Clay County,55417|CT-01|Midwest,5773.22,70150.699,0.009480143,0.009480143,0.006576566
Midwest,IL,Raccoon Creek Power Plant,55417,CT-02,Raccoon Creek Power Plant CT-02,Clay County,55417|CT-02|Midwest,5102.73,61454.299,0.009171299,0.009171299,0.006576566
Midwest,IL,Raccoon Creek Power Plant,55417,CT-03,Raccoon Creek Power Plant CT-03,Clay County,55417|CT-03|Midwest,5047.23,60359.946,0.00937877,0.00937877,0.006576566
Midwest,IL,Raccoon Creek Power Plant,55417,CT-04,Raccoon Creek Power Plant CT-04,Clay County,55417|CT-04|Midwest,5014.76,60921.32,0.008847418,0.008847418,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-01,Goose Creek Power Plant CT-01,Piatt County,55496|CT-01|Midwest,8066.74,99416.144,0.004419392,0.004419392,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-02,Goose Creek Power Plant CT-02,Piatt County,55496|CT-02|Midwest,9524.64,118655.771,0.009121981,0.009121981,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-03,Goose Creek Power Plant CT-03,Piatt County,55496|CT-03|Midwest,7858.83,95495.766,0.009180668,0.009180668,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-04,Goose Creek Power Plant CT-04,Piatt County,55496|CT-04|Midwest,9186.14,113558.337,0.00878159,0.00878159,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-05,Goose Creek Power Plant CT-05,Piatt County,55496|CT-05|Midwest,7888.88,97241.717,0.009,0.009,0.006576566
Midwest,IL,Goose Creek Power Plant,55496,CT-06,Goose Creek Power Plant CT-06,Piatt County,55496|CT-06|Midwest,6275.03,77775.721,0.008656213,0.008656213,0.006576566
Midwest,IL,Prairie State Generating Station,55856,1,Prairie State Generating Station 01,Washington County,55856|01|Midwest,6486779.64,65520450.73,0.003629037,0.000467307,0.000120585
Midwest,IL,Prairie State Generating Station,55856,2,Prairie State Generating Station 02,Washington County,55856|02|Midwest,7118008.52,66951912.66,0.003763071,0.000296688,0.000120585
Midwest,IL,Wood River Refinery,880067,BLR15,Wood River Refinery BLR15,Madison County,880067|BLR15|Midwest,0,2272103.096,0,0,0
Midwest,IL,Wood River Refinery,880067,BLR16,Wood River Refinery BLR16,Madison County,880067|BLR16|Midwest,0,1932995.207,0,0,0
Midwest,IL,Wood River Refinery,880067,BLR17,Wood River Refinery BLR17,Madison County,880067|BLR17|Midwest,0,3356579.676,0,0,0
Midwest,IL,Wood River Refinery,880067,BLR19,Wood River Refinery BLR19,Madison County,880067|BLR19|Midwest,0,362742.905,0,0,0
Midwest,IL,Lemont Refinery,880076,430B-1,Lemont Refinery 430B-1,Will County,880076|430B-1|Midwest,0,1002758.868,0,0,0
Midwest,IL,Lemont Refinery,880076,430B24,Lemont Refinery 430B24,Will County,880076|430B24|Midwest,0,328233.682,0,0,0
Midwest,IL,Lemont Refinery,880076,431B25,Lemont Refinery 431B25,Will County,880076|431B25|Midwest,0,91591.142,0,0,0
Midwest,IL,Marathon Petroleum Company LP,880088,59F-3,Marathon Petroleum Company LP 59F-3,Crawford County,880088|59F-3|Midwest,0,0,0,0,0
Midwest,IL,Marathon Petroleum Company LP,880088,59F-4,Marathon Petroleum Company LP 59F-4,Crawford County,880088|59F-4|Midwest,0,0,0,0,0
Midwest,IN,IPL - Harding Street Station (EW Stout),990,50,IPL - Harding Street Station (EW Stout) 50,Marion County,990|50|Midwest,206493.39,2294920.569,0.007277424,0.00035465,0.003281659
Midwest,IN,IPL - Harding Street Station (EW Stout),990,60,IPL - Harding Street Station (EW Stout) 60,Marion County,990|60|Midwest,241420.9,2605626.261,0.00727628,0.000354595,0.003281659
Midwest,IN,IPL - Harding Street Station (EW Stout),990,70,IPL - Harding Street Station (EW Stout) 70,Marion County,990|70|Midwest,1004526.43,10120097.29,0.007288334,0.003030924,0.003281659
Midwest,IN,IPL - Harding Street Station (EW Stout),990,GT4,IPL - Harding Street Station (EW Stout) GT4,Marion County,990|GT4|Midwest,67641.21,867768.417,0.006431177,0.002015742,0.006576566
Midwest,IN,IPL - Harding Street Station (EW Stout),990,GT5,IPL - Harding Street Station (EW Stout) GT5,Marion County,990|GT5|Midwest,72431.82,938520.917,0.00644372,0.002019673,0.006576566
Midwest,IN,IPL - Harding Street Station (EW Stout),990,GT6,IPL - Harding Street Station (EW Stout) GT6,Marion County,990|GT6|Midwest,160838.51,1615656.427,0.006442986,0.002019444,0.006576566
Midwest,IN,IPL - Eagle Valley Generating Station,991,GT1,IPL - Eagle Valley Generating Station GT1,Morgan County,991|GT1|Midwest,727214.45,4694730.075,0.006459725,0.00202469,0.003800189
Midwest,IN,IPL - Eagle Valley Generating Station,991,GT2,IPL - Eagle Valley Generating Station GT2,Morgan County,991|GT2|Midwest,748676.2,4853376.815,0.00645977,0.002024704,0.003800189
Midwest,IN,C. C. Perry K Steam Plant,992,11,C. C. Perry K Steam Plant 11,Marion County,992|11|Midwest,0,957855.536,0,0,0
Midwest,IN,C. C. Perry K Steam Plant,992,12,C. C. Perry K Steam Plant 12,Marion County,992|12|Midwest,0,1448592.667,0,0,0
Midwest,IN,C. C. Perry K Steam Plant,992,13,C. C. Perry K Steam Plant 13,Marion County,992|13|Midwest,0,714609.577,0,0,0
Midwest,IN,C. C. Perry K Steam Plant,992,14,C. C. Perry K Steam Plant 14,Marion County,992|14|Midwest,0,378160.72,0,0,0
Midwest,IN,C. C. Perry K Steam Plant,992,16,C. C. Perry K Steam Plant 16,Marion County,992|16|Midwest,0,75843.373,0,0,0
Midwest,IN,IPL - Petersburg Generating Station,994,1,IPL - Petersburg Generating Station 1,Pike County,994|1|Midwest,581626.23,6286548.62,0.004422312,0.002287488,8.22E-06
Midwest,IN,IPL - Petersburg Generating Station,994,2,IPL - Petersburg Generating Station 2,Pike County,994|2|Midwest,2511084.58,25858032.93,0.00065162,0.002493978,8.40E-06
Midwest,IN,IPL - Petersburg Generating Station,994,3,IPL - Petersburg Generating Station 3,Pike County,994|3|Midwest,2907939.26,26235304.41,0.009796481,0.00279977,1.02E-05
Midwest,IN,IPL - Petersburg Generating Station,994,4,IPL - Petersburg Generating Station 4,Pike County,994|4|Midwest,3217027.59,31058612.33,0.002313417,0.002606768,5.08E-06
Midwest,IN,Bailly Generating Station,995,7,Bailly Generating Station 7,Porter County,995|7|Midwest,0,0,0,0,0
Midwest,IN,Bailly Generating Station,995,8,Bailly Generating Station 8,Porter County,995|8|Midwest,0,0,0,0,0
Midwest,IN,Bailly Generating Station,995,10,Bailly Generating Station 10,Porter County,995|10|Midwest,0,0,0,0,0
Midwest,IN,Michigan City Generating Station,997,12,Michigan City Generating Station 12,La Porte County,997|12|Midwest,1631133.77,15529440.33,0.019921555,0.005850763,0.000171728
Midwest,IN,Cayuga,1001,1,Cayuga 1,Vermillion County,1001|1|Midwest,2587294.51,25059793.22,0.026148519,0.002784397,3.34E-05
Midwest,IN,Cayuga,1001,2,Cayuga 2,Vermillion County,1001|2|Midwest,2353271.55,22528863.71,0.023529838,0.00254351,3.56E-05
Midwest,IN,Cayuga,1001,4,Cayuga 4,Vermillion County,1001|4|Midwest,21171.31,264316.266,0.000416398,0.001363272,0.006459997
Midwest,IN,Connersville Peaking Station,1002,1A,Connersville Peaking Station 1A,Fayette County,1002|1A|Midwest,0,0,0,0,0
Midwest,IN,Connersville Peaking Station,1002,1B,Connersville Peaking Station 1B,Fayette County,1002|1B|Midwest,0,0,0,0,0
Midwest,IN,Connersville Peaking Station,1002,2A,Connersville Peaking Station 2A,Fayette County,1002|2A|Midwest,0,0,0,0,0
Midwest,IN,Connersville Peaking Station,1002,2B,Connersville Peaking Station 2B,Fayette County,1002|2B|Midwest,0,0,0,0,0
Midwest,IN,Edwardsport Generating Station,1004,CTG1,Edwardsport Generating Station CTG1,Knox County,1004|CTG1|Midwest,1765676.38,14035001.27,0.001797736,0.000473476,0.000654597
Midwest,IN,Edwardsport Generating Station,1004,CTG2,Edwardsport Generating Station CTG2,Knox County,1004|CTG2|Midwest,1739021.16,15097542.74,0.002332768,0.000649776,0.000632038
Midwest,IN,Noblesville,1007,CT3,Noblesville CT3,Hamilton County,1007|CT3|Midwest,361678.59,3748381.652,0.006321086,0.001981236,0.008585356
Midwest,IN,Noblesville,1007,CT4,Noblesville CT4,Hamilton County,1007|CT4|Midwest,290046.03,3133827.18,0.006328899,0.001983684,0.008595966
Midwest,IN,Noblesville,1007,CT5,Noblesville CT5,Hamilton County,1007|CT5|Midwest,255609.46,2723361.402,0.006304109,0.001975915,0.008562294
Midwest,IN,R Gallagher,1008,2,R Gallagher 2,Floyd County,1008|2|Midwest,19049.22,154982.102,0.028145353,0.002958151,0.001197494
Midwest,IN,R Gallagher,1008,4,R Gallagher 4,Floyd County,1008|4|Midwest,20510.39,189737.864,0.026818418,0.002827655,0.001246858
Midwest,IN,Broadway Avenue Generating Station,1011,1,Broadway Avenue Generating Station 1,Vanderburgh County,1011|1|Midwest,0,0,0,0,0
Midwest,IN,Broadway Avenue Generating Station,1011,2,Broadway Avenue Generating Station 2,Vanderburgh County,1011|2|Midwest,0,0,0,0,0
Midwest,IN,F B Culley Generating Station,1012,2,F B Culley Generating Station 2,Warrick County,1012|2|Midwest,244964.46,2938494.131,0.208705823,0.020434047,0.000184696
Midwest,IN,F B Culley Generating Station,1012,3,F B Culley Generating Station 3,Warrick County,1012|3|Midwest,2034893.56,23052147.54,0.014810205,0.002145609,0.000120585
Midwest,IN,R M Schahfer Generating Station,6085,14,R M Schahfer Generating Station 14,Jasper County,6085|14|Midwest,0,0,0.01480648,0.005506765,1.27E-05
Midwest,IN,R M Schahfer Generating Station,6085,15,R M Schahfer Generating Station 15,Jasper County,6085|15|Midwest,1446091.51,17588007.22,0.021277387,0.003170343,7.48E-05
Midwest,IN,R M Schahfer Generating Station,6085,17,R M Schahfer Generating Station 17,Jasper County,6085|17|Midwest,1458961.59,16496348.24,0.019684141,0.002458146,0
Midwest,IN,R M Schahfer Generating Station,6085,18,R M Schahfer Generating Station 18,Jasper County,6085|18|Midwest,1314646.17,14593155.77,0.021121742,0.002474108,0
Midwest,IN,R M Schahfer Generating Station,6085,16A,R M Schahfer Generating Station 16A,Jasper County,6085|16A|Midwest,9104.79,134001.476,0.007089869,0.002255866,0.006503585
Midwest,IN,R M Schahfer Generating Station,6085,16B,R M Schahfer Generating Station 16B,Jasper County,6085|16B|Midwest,2115.97,47154.259,0.006213814,0.001977122,0.006576566
Midwest,IN,Gibson,6113,1,Gibson 1,Gibson County,6113|1|Midwest,2921460.34,26575697.41,0.028326616,0.002916682,4.78E-05
Midwest,IN,Gibson,6113,2,Gibson 2,Gibson County,6113|2|Midwest,1991255.77,19139093.95,0.02677418,0.002855345,4.94E-05
Midwest,IN,Gibson,6113,3,Gibson 3,Gibson County,6113|3|Midwest,1831014.62,16931385.28,0.029404026,0.002747164,5.35E-05
Midwest,IN,Gibson,6113,4,Gibson 4,Gibson County,6113|4|Midwest,1683186.48,16568403.86,0.028713061,0.003019983,6.10E-05
Midwest,IN,Gibson,6113,5,Gibson 5,Gibson County,6113|5|Midwest,1767184.75,16543002,0.034444328,0.003210818,7.07E-05
Midwest,IN,A B Brown Generating Station,6137,1,A B Brown Generating Station 1,Posey County,6137|1|Midwest,1484148.59,15482692.9,0.025442989,0.002500316,2.98E-09
Midwest,IN,A B Brown Generating Station,6137,2,A B Brown Generating Station 2,Posey County,6137|2|Midwest,1553166.1,16986505.28,0.02498411,0.002426045,1.56E-09
Midwest,IN,A B Brown Generating Station,6137,3,A B Brown Generating Station 3,Posey County,6137|3|Midwest,20758.89,262556.56,0.006612312,0.002097585,0.006460001
Midwest,IN,A B Brown Generating Station,6137,4,A B Brown Generating Station 4,Posey County,6137|4|Midwest,24363.4,303493.007,0.007622007,0.002998507,0.006576566
Midwest,IN,Merom,6213,1SG1,Merom 1SG1,Sullivan County,6213|1SG1|Midwest,2652297.94,27487227.76,0.001083182,0.002541628,1.80E-05
Midwest,IN,Merom,6213,2SG1,Merom 2SG1,Sullivan County,6213|2SG1|Midwest,3008003.76,30490669.42,0.001171095,0.002731613,2.39E-05
Midwest,IN,Alcoa Allowance Management Inc,6705,1,Alcoa Allowance Management Inc 1,Warrick County,6705|1|Midwest,1052419.73,11337520.89,0.022218384,0.001415521,4.20E-06
