state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-ccs_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind_offshore_MWh,wind_onshore_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
AL,2022,0,0,0,0,0,6.4,0,0,5790.7,0,0,31.2,0,9689,2618.2,0,3334,5544.5,0,1738.7,0,0,0,673.9,0,0,0,0,0,0,0,29415,0,0,0,33610628,0,40473,0,45241773,1778417,0,9704035,44519210,0,1364702,0,0,0,1179001,0,0,137467655,54585022.2,54885300.3,4373.5,622.5,6730.6,39911.3,3881991.2,9217800.8,178713,37.2,0,397.08,399.26,31.81,4.53,48.96,290.33,28.24,67.05,1300.04,0.27
AL,2024,0,0,0,0,0,6.4,0,0,5790.7,0,0,62.4,0,11004,927.1,0,3334,5544.5,0,1536.1,0,0,0,753.6,0,0,0,0,0,0,0,29415,0,0,0,27993072,0,94462,0,77049329,1624461,0,9703479,44519210,0,1640248,0,0,0,1607980,0,0,164261657,61621765.3,61890242.8,3956.1,551.6,6568.1,45412.1,5226107.7,12165773.4,232504.4,40.4,0,375.14,376.78,24.08,3.36,39.99,276.46,31.82,74.06,1415.45,0.25
AL,2026,0,1.6,0,0,0,6.4,0,0,5790.7,0,0,153.2,0,11004,927.1,0,3334,5544.5,0,1536.1,0,0,0,1253.2,0,0,0,3973,0,0,0,29415,0,0,0,23067860,0,216091,0,69763732,2284077,0,9701033,44519210,0,1655280,0,0,0,2522512,0,0,153763183,54007328,54232811.5,3328.7,462.6,5937.5,43310.4,4765718.3,10973205.6,207967.5,36.8,0,351.24,352.7,21.65,3.01,38.61,281.67,30.99,71.36,1352.52,0.24
AL,2028,0,134.8,13.4,0,0,6.4,0,0,5790.7,0,0,373.6,8936.3,2067.7,927.1,0,3449,5544.5,0,1536.1,0,0,0,2786.1,0,0,0,328294,43977,0,0,29415,0,0,0,6418558,0,51720,68584089,11403385,1085751,0,10100025,44519210,0,1607645,0,0,0,5228823,0,0,149400892,15218690,15309949.1,1405.7,180.8,3504.7,31850.7,4502633.6,9951103,182566.5,29.3,0,101.86,102.48,9.41,1.21,23.46,213.19,30.14,66.61,1221.99,0.2
AL,2030,0,134.8,653.9,0,0,6.4,0,0,5790.7,0,0,770.5,8936.3,2067.7,927.1,0,3449,5544.5,0,1536.1,0,0,0,7464.9,0,0,0,185960,1749748,0,0,29415,0,0,0,11137361,0,827547,68584089,9417209,1517903,0,10103283,44519210,0,1480089,0,0,0,16488584,0,0,166040399,19473370,19602203.4,1945.8,259.5,3885.6,31145,4581498.6,10265719.8,190460.1,31.2,0,117.28,118.06,11.72,1.56,23.4,187.57,27.59,61.83,1147.07,0.19
AL,2032,0,135.2,657.6,0,0,6.4,0,0,5790.7,0,0,1137.3,8936.3,2067.7,927.1,0,3462,5544.5,0,1536.1,0,0,0,7482,0,0,0,219962,1353782,0,0,29415,0,0,0,12821408,0,1719345,68584089,5639266,411166,0,10127032,44353372,0,1682814,0,0,0,17303353,0,0,164245003,19267343.5,19408135.3,2109.4,285.5,4405.5,34720.5,4414471.8,9900445.1,183804.5,31.5,0,117.31,118.17,12.84,1.74,26.82,211.39,26.88,60.28,1119.09,0.19
AL,2034,0,135.8,658.1,0,0,6.4,0,0,5790.7,0,0,1376.7,8936.3,2067.7,927.1,0,3462,5544.5,0,1536.1,0,0,0,7484.8,0,0,0,213041,1377622,0,0,29415,0,0,0,12449183,0,2083248,68584089,6195795,303412,0,10127032,44519210,0,1265803,0,0,0,17071670,0,0,164219522,18694581.9,18831122.3,2052,276.2,3679.8,27464.9,4368642.1,9826540.6,182871.2,30.5,0,113.84,114.67,12.5,1.68,22.41,167.25,26.6,59.84,1113.58,0.19
AL,2036,0,169.1,821.1,0,0,6.4,0,0,5790.7,0,0,1470.8,8936.3,2067.7,927.1,0,3471,5544.5,0,772.1,0,0,0,8092.6,0,0,0,277890,1847561,0,0,29415,0,0,0,12641048,0,2195762,68584089,5062298,391120,0,10145857,44519210,0,518152,0,0,0,17991025,0,0,164203426,17972113,18107519.7,2040.4,273.3,2492.5,14718.4,4242526.3,9616557,180071.4,28.9,0,109.45,110.27,12.43,1.66,15.18,89.64,25.84,58.56,1096.64,0.18
AL,2038,0.5,169.7,1014.6,269,0,6.4,0,0,5790.7,0,0,1592,8936.3,2067.7,927.1,0,3471,5544.5,0,516.1,0,0,0,10021.3,0,0,601,250865,2349178,858117,0,29415,0,0,0,12641048,0,2212719,68584089,6121444,323984,0,10148776,44519210,0,135092,0,0,0,21976128,0,0,170150667,18001512.3,18135972.3,2031,270.8,1869.3,8207.2,4234946.3,9638839.3,181079.5,28.3,0,105.8,106.59,11.94,1.59,10.99,48.24,24.89,56.65,1064.23,0.17
AL,2040,0.5,177.6,1014.6,269,0,6.4,0,0,5790.7,0,0,1755.5,8936.3,4756.9,927.1,0,3471,5544.5,0,258.3,0,0,0,10042.5,0,0,538,270288,2064885,661989,0,29415,0,0,0,12580078,0,2658041,4810917,34527218,1422326,0,10147553,44519210,0,498740,0,0,0,22553625,0,0,136744822,26623836.5,26744077.5,1776.7,246.5,2555.8,16182.4,2636048.1,5889318,108959.7,23,0,194.7,195.58,12.99,1.8,18.69,118.34,19.28,43.07,796.81,0.17
AL,2042,0.5,177.1,1014.6,274.1,0,6.4,0,0,5790.7,0,0,1931.7,8936.3,5924.5,927.1,0,3471,5544.5,0,0,0,0,0,10067.3,0,0,528,295964,2023654,611482,0,29415,0,0,0,12374464,0,2925614,5600587,43001731,1521634,0,10147455,44519210,0,0,0,0,0,22304769,0,0,145356509,29149948.1,29270587.8,1797.9,245.6,1731.9,8107.8,2969241.5,6710301.5,125325.4,23.3,0,200.54,201.37,12.37,1.69,11.91,55.78,20.43,46.16,862.19,0.16
AL,2044,0.5,44.7,1080.3,314.2,0,6.4,0,0,5372.6,0,0,2087.7,8936.3,5924.5,927.1,0,3471,5544.5,0,0,0,0,0,10486.3,0,0,400,68997,2387679,830420,0,29415,0,0,0,11333092,0,3162464,4815184,41338434,1590627,0,10150097,44519210,0,0,0,0,0,22788697,0,0,143014718,27506217,27617419,1659.3,226.2,1593.3,7600.4,2835495.2,6373990.7,118536.2,22.4,0,192.33,193.11,11.6,1.58,11.14,53.14,19.83,44.57,828.84,0.16
AL,2046,0.5,45,829.6,314.2,0,6.4,0,0,4616.1,0,0,2218,8936.3,5924.5,817.1,0,3471,5544.5,0,0,0,0,0,11592.2,0,0,400,66757,2007094,888547,0,29415,0,0,0,9691381,0,3029489,4284622,39952300,1636844,0,10150097,44519210,0,0,0,0,0,25053583,0,0,141309738,25340411.8,25437417.9,1452.8,196.7,1377.5,6894.3,2704747.5,6029497.2,111373.9,21.3,0,179.33,180.01,10.28,1.39,9.75,48.79,19.14,42.67,788.15,0.15
AL,2048,0.5,568,1681.2,495.3,0,6.4,0,0,4616.1,0,0,2349.8,8936.3,7977.5,817.1,0,3471,0,0,0,0,0,0,15396.1,0,0,400,1054570,4293658,1432953,0,29415,0,0,0,8334124,0,3086480,4614515,54061031,1825154,0,10132477,0,0,0,0,0,0,32907288,0,0,121772067,29125690,29217331.4,1393.4,183.6,1247.8,7529.5,2894403.2,6921094.2,134996.5,13.9,0,239.18,239.93,11.44,1.51,10.25,61.83,23.77,56.84,1108.6,0.11
AL,2050,35.5,567.3,1754.4,495.3,0,6.4,0,0,3727.6,0,0,2502.2,8936.3,7977.5,1591.1,0,3471,0,0,0,0,0,0,15601.5,0,0,39296,918103,4116258,1413983,0,29415,0,0,0,5718318,0,3761641,6003454,53663288,2747569,0,10117380,0,0,0,0,0,0,35048420,0,0,123577125,26932721.5,27004164.7,1106,141,917.8,6688.5,2923956.1,6924907.5,134141,13,0,217.94,218.52,8.95,1.14,7.43,54.12,23.66,56.04,1085.48,0.11
AR,2022,0,0,0,0,0,16.8,0,0,5128.1,0,0,87.6,0,4597,715.6,0,1265.8,1817.8,0,787,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,25991638,0,128292,0,14033179,852086,0,2917131,14613013,0,487940,8005,0,0,605989,0,0,59677642,32852025.6,33069239.8,3142.1,452.7,36026.6,21792.6,1752753.4,4485857.3,91533.6,19.8,0,550.49,554.13,52.65,7.59,603.69,365.17,29.37,75.17,1533.8,0.33
AR,2024,0,0,0,0,0,16.8,0,0,5128.1,0,0,274.4,0,4597,715.6,0,1265.8,1817.8,0,304,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,7085849,0,404229,0,26098848,920164,0,2916355,14613013,0,92748,8990,0,0,670144,0,0,52850708,18246896.7,18312952.2,988.2,134.1,9279.2,7449.6,1706924.7,3951623.9,75220.3,11.5,0,345.25,346.5,18.7,2.54,175.57,140.96,32.3,74.77,1423.26,0.22
AR,2026,0,0,0,0,0,16.8,0,0,4310.4,0,0,694.5,0,4597,715.6,0,1265.8,1817.8,0,3.1,30,0,0,336.7,0,0,0,0,0,0,0,40369,0,0,0,2614641,0,1023263,0,20859998,727959,0,2914367,14613013,0,0,3365,0,0,731001,0,0,43527975,11527523.1,11556571.7,448.6,57.4,3367,3460.2,1281873.3,2872124.5,53289.7,8.1,0,264.83,265.5,10.31,1.32,77.35,79.49,29.45,65.98,1224.26,0.19
AR,2028,0,78.1,0,0,0,16.8,0,0,3487.7,0,0,1174.2,4597,0,715.6,0,1292.8,1817.8,0,3.1,30,0,0,450.2,0,0,0,120761,0,0,0,38491,0,0,0,560484,0,1716614,35280939,0,510140,0,2957061,14613013,0,0,32762,0,0,972290,0,0,56802553,2235467,2254729,324.4,35.1,722.5,772.4,1805521.4,4041060.6,74932.6,9.3,0,39.36,39.69,5.71,0.62,12.72,13.6,31.79,71.14,1319.18,0.16
AR,2030,0,581.7,0,0,0,16.8,0,0,3487.7,0,0,1759.7,4597,0,715.6,0,1292.8,1817.8,0,1.8,30,0,0,2228.2,0,0,0,994900,0,0,0,35755,0,0,0,413755,0,2321792,35201210,0,389536,0,2956506,14613013,0,0,30665,0,0,5236698,0,0,62193830,1987858.7,2005778.6,304.6,32.4,515,660.8,1786085.6,3992363.8,73951.9,9.2,0,31.96,32.25,4.9,0.52,8.28,10.62,28.72,64.19,1189.05,0.15
AR,2032,0,581.7,2.1,0,0,16.8,0,0,3487.7,0,0,2053.5,4597,0,926.8,0,1292.8,1817.8,0,1.8,30,0,0,2505.8,0,0,0,833628,4297,0,0,35302,0,0,0,109926,0,2971417,35231875,0,816123,0,2957239,13941570,0,0,21285,0,0,5989382,0,0,62912044,1956175.2,1972210.5,278.4,28.4,150.5,553.4,1801143.5,4028071.5,74646.3,9,0,31.09,31.35,4.42,0.45,2.39,8.8,28.63,64.03,1186.52,0.14
AR,2034,0,581.7,10.4,0,0,16.8,0,0,3487.7,0,0,2130.6,4597,0,1221.4,0,1292.8,1817.8,0,1.8,30,0,0,2523.8,0,0,0,874919,20856,0,0,34339,0,0,0,0,0,3133856,35231875,0,1624842,0,2953247,14613013,0,0,15427,0,0,5950928,0,0,64453304,2337905.3,2353677.9,276.2,27.6,21.7,601.9,1860612,4156391.4,76954,9.3,0,36.27,36.52,4.29,0.43,0.34,9.34,28.87,64.49,1193.95,0.14
AR,2036,0,592.7,12.9,0,0,16.8,0,0,3487.7,0,0,2167.5,4597,0,1257.6,0,1292.8,1817.8,0,1.8,30,0,0,2544,0,0,0,854278,19884,0,0,33867,0,0,0,0,0,3182140,35231875,0,1488841,0,2946284,14613013,0,0,11920,0,0,5918431,0,0,64300533,2251888.2,2267568.1,274.6,27.5,20.7,582.8,1850433.1,4132795.2,76504.1,9.3,0,35.02,35.27,4.27,0.43,0.32,9.06,28.78,64.27,1189.79,0.14
AR,2038,0,593.1,12.9,0,0,16.8,0,0,3487.7,0,0,2203.9,4597,0,1504.1,0,1292.8,1817.8,0,1.8,30,0,0,2547.1,0,0,0,879518,20244,0,0,33507,0,0,0,0,0,3246869,35231875,0,1890381,0,2952782,14275049,0,0,2105,0,0,5842559,0,0,64374889,2489350.2,2505285.7,279.1,27.9,22.6,635.6,1875514.6,4194681,77738.9,9.3,0,38.67,38.92,4.33,0.43,0.35,9.87,29.13,65.16,1207.6,0.15
AR,2040,0,593.9,12.9,0,0,16.8,0,0,3487.7,0,0,2247.1,4597,0,1504.1,0,1292.8,1817.8,0,1.8,30,0,0,3179.1,0,0,0,737852,10119,0,0,37199,0,0,0,0,0,3310095,77873,0,1794822,0,2957304,14613013,0,0,14301,0,0,7022967,0,0,30575545,1068784.6,1069964.6,20.7,2.1,23.8,237.8,259034.6,440421.4,6055.4,3.4,0,34.96,34.99,0.68,0.07,0.78,7.78,8.47,14.4,198.05,0.11
AR,2042,0,593.9,12.9,0,0,8.8,0,0,3487.7,0,0,2284.5,4597,1835.8,1504.1,0,1292.8,0,0,0,30,0,0,3179.1,0,0,0,883560,12018,0,0,35889,0,0,0,0,0,3365693,77873,12978322,1475454,0,2952252,0,0,0,1152,0,0,7277737,0,0,29059949,5499605.4,5505554.4,104.2,10.4,61.1,1222.7,653909,1515919.8,28904.4,2.4,0,189.25,189.46,3.58,0.36,2.1,42.08,22.5,52.17,994.65,0.08
AR,2044,0,553.7,12.9,0,0,8.8,0,0,3487.7,0,0,2341.3,4597,1835.8,1504.9,0,1292.8,0,0,0,30,0,0,3232.6,0,0,0,801239,12096,0,0,33554,0,0,0,0,0,3449224,0,11776644,1156745,0,2956645,0,0,0,8922,0,0,7297659,0,0,27492730,4879792.6,4885045.1,92,9.2,54.8,1084.7,577389.1,1338480.5,25520.5,2.1,0,177.49,177.68,3.35,0.33,1.99,39.46,21,48.68,928.26,0.08
AR,2046,0,400.1,12.9,0,0,8.8,0,0,3487.7,0,0,2393.8,4597,1835.8,1728.8,0,1292.8,0,0,0,30,0,0,3809,0,0,0,680054,28995,0,0,32178,0,0,0,0,0,3505968,0,11559411,1147240,0,2960339,0,0,0,22548,0,0,8718137,0,0,28654870,4796407.8,4801570.6,90.4,9,53.4,1066.2,567495.9,1315581.7,25084.4,2.1,0,167.39,167.57,3.16,0.32,1.86,37.21,19.8,45.91,875.4,0.07
AR,2048,0,456.4,10.8,0,0,8.8,0,0,3417.9,0,0,2466.5,4597,1835.8,2798.7,0,1292.8,0,0,0,30,0,0,3801.7,0,0,0,791896,24293,0,0,28753,0,0,0,110653,0,3633757,0,10753225,2284546,0,2960339,0,0,0,13255,0,0,8638302,0,0,29239017,5305471.6,5312026.1,111.7,11.8,221.1,1224.9,616921.9,1433365,27376.2,2.3,0,181.45,181.68,3.82,0.4,7.56,41.89,21.1,49.02,936.29,0.08
AR,2050,0,639.9,245,0,0,8.8,0,0,3328.6,0,0,2536.9,4597,1835.8,2798.7,0,1292.8,0,0,0,30,0,0,4958.5,0,0,0,1033772,630048,0,0,29354,0,0,0,591017,0,3736422,0,10753225,2331398,0,2960532,0,0,0,17229,0,0,11106826,0,0,33189822,5861752.1,5872567.6,173.1,20.7,942.1,1546.1,636510,1491702.9,28674,2.6,0,176.61,176.94,5.22,0.62,28.38,46.58,19.18,44.94,863.94,0.08
AZ,2022,245,0,0,0,0,30.7,0,0,2943,295.6,0,1387.9,0,10762.9,3142,0,2840.9,3937,0,1169,216.3,0,0,2630.3,0,617.3,254855,0,0,0,0,27577,0,0,0,20748264,815158,2617620,0,20819118,3521745,0,7246652,31618584,0,1113957,15732,0,0,6976382,0,1691197,97466840,33729058.9,33924868.6,2842,407,13798.8,26020.6,2325377.1,5479520.8,105619.4,24.5,0,346.06,348.07,29.16,4.18,141.57,266.97,23.86,56.22,1083.64,0.25
AZ,2024,245,0,0,0,0,30.7,0,0,2943,295.6,0,1587.6,0,10770.8,3142,0,2840.9,3937,0,1118,216.3,0,0,8239.1,0,617.3,8508,0,0,0,0,27577,0,0,0,16095973,743908,2213265,0,16894993,1794612,0,7246652,31618584,0,778014,112985,0,0,21445659,0,1693482,100674212,25744591.6,25895796.8,2194.3,314.3,10443.3,19615.5,1814256.1,4206707.7,80099.6,20.1,0,255.72,257.22,21.8,3.12,103.73,194.84,18.02,41.79,795.63,0.2
AZ,2026,245,82.1,0,0,0,30.7,0,0,2943,295.6,0,1859.8,0,10770.8,3047,0,3234.9,3937,0,1118,216.3,0,0,10139.1,0,617.3,13908,116172,0,0,0,27577,0,0,0,12767272,815158,3518547,0,13930260,1932216,0,8628073,31618584,0,728082,228232,0,0,27915828,0,1698340,103938250,20951033.4,21071806.7,1753.1,251,8621.7,16287.9,1563193.7,3540992.4,66207,17.7,0,201.57,202.73,16.87,2.42,82.95,156.71,15.04,34.07,636.98,0.17
AZ,2028,245,1392.3,0,0,0,30.7,0,0,2943,295.6,0,2211.7,0,10770.8,2447.5,0,3237.9,3937,0,1098,216.3,0,0,13264.8,0,955.5,28828,1942589,0,0,0,27577,0,0,0,2959501,693263,4078351,0,10292342,2271169,0,8637020,31618584,0,717570,255684,0,0,36807070,0,2725431,103054978,9068521.2,9102690.7,503.1,70.2,3698.7,7927.3,1088530.1,2180679.3,36540.8,11.8,0,88,88.33,4.88,0.68,35.89,76.92,10.56,21.16,354.58,0.11
AZ,2030,438.3,2290.5,0,0,0,30.7,0,0,2943,295.6,0,2617.3,0,10402.8,2158.5,0,3237.9,3937,0,585,216.3,0,0,14582.9,0,1137.5,237817,3338503,0,0,0,25707,0,0,0,2087660,815158,4927242,0,5338132,2518181,0,8627252,29984664,0,383162,291937,0,0,40198817,0,3199923,101974155,6042116.5,6065582.4,345.8,48.2,2251.1,4879.4,789077,1517051.8,24341.3,9.5,0,59.25,59.48,3.39,0.47,22.08,47.85,7.74,14.88,238.7,0.09
AZ,2032,438.3,3118.3,406,0,0,30.7,0,0,2181,295.6,0,2946.4,0,10147.8,2158.5,0,3237.9,3937,0,472,216.3,0,0,15285.2,0,1137.5,339728,5279690,981287,0,0,24299,0,0,0,1485881,815158,5496284,0,5360797,2518181,0,8637020,27236156,0,323770,317738,0,0,40889294,0,3127249,102832531,5314600.3,5332381.9,264.6,36.3,1757.3,4061.4,736838.9,1415693.1,22702.4,8.5,0,51.68,51.86,2.57,0.35,17.09,39.5,7.17,13.77,220.77,0.08
AZ,2034,426.3,3639.6,771.2,0,0,30.7,0,0,2181,295.6,0,3172.9,0,10147.8,2158.5,0,3237.9,3937,0,359,216.3,0,0,15803,0,1137.5,428665,6343287,1931512,0,0,25140,0,0,0,1534472,815158,5983558,0,5594568,2518181,0,8637020,26942330,0,264377,317639,0,0,42154910,0,3073225,106564043,5424964.4,5443152.7,271.3,37,1608.2,3828.4,739836.2,1433970.7,23216.2,8.4,0,50.91,51.08,2.55,0.35,15.09,35.93,6.94,13.46,217.86,0.08
AZ,2036,544.2,3640.3,1441.7,0,0,30.7,0,0,2181,295.6,0,3206.7,0,10147.8,2158.5,0,3237.9,3937,0,175,216.3,0,0,16905.5,0,1137.5,740273,6250110,3562901,0,0,22194,0,0,0,2027548,815158,5987467,0,6380027,2518181,0,8637020,26295016,0,167666,317686,0,0,44335770,0,2906117,110963134,6256555.9,6279415.6,340.4,46.6,1578.8,3852.2,778349.9,1555616.2,26005.1,8.5,0,56.38,56.59,3.07,0.42,14.23,34.72,7.01,14.02,234.36,0.08
AZ,2038,1135.3,3804.6,1441.7,115.3,0,30.7,0,0,2065,295.6,0,3243.8,0,10350.5,2673.5,0,3237.9,3937,0,175,216.3,0,0,17457.3,0,1137.5,1497721,6482069,3500054,367829,0,22194,0,0,0,1933553,815158,6143324,0,7432704,2788836,0,8637020,26198357,0,167666,317821,0,0,45254177,0,2794164,114352647,6667958.4,6690471.1,337.2,45.7,1531,3945.3,836097.6,1687864.9,28503.7,8.6,0,58.31,58.51,2.95,0.4,13.39,34.5,7.31,14.76,249.26,0.08
AZ,2040,1505.2,3804.6,2455.5,115.3,0,30.7,0,0,2065,295.6,0,3291.6,0,10350.5,2673.5,0,3237.9,3937,0,175,216.3,0,0,19052.7,0,1009.4,1940995,6251849,6005151,355451,0,25084,0,0,0,1713023,815158,6239079,0,7842316,2788836,0,8637020,26687717,0,167666,169932,0,0,48575155,0,2556212,120770646,6555187.3,6575738.1,309.5,41.5,1411.5,3800.1,850348.8,1709025.9,28735.3,8.7,0,54.28,54.45,2.56,0.34,11.69,31.47,7.04,14.15,237.93,0.07
AZ,2042,1556.8,3778.9,2512,750.2,0,30.7,0,0,2065,295.6,0,3339.4,0,10350.5,2673.5,0,3237.9,3937,0,175,216.3,0,0,20680.4,0,900.2,1970300,6437755,5673003,2398088,0,23206,0,0,0,1582883,815158,6226326,0,7672338,2788836,0,8637020,26130239,0,167666,186340,0,0,52949008,0,1941106,125599274,6363004.7,6382399.5,292.7,39.1,1347.6,3680,834661.6,1675409.5,28135.5,8.5,0,50.66,50.82,2.33,0.31,10.73,29.3,6.65,13.34,224.01,0.07
AZ,2044,1556.8,4582.9,2556.1,1193.2,0,30.7,0,0,2065,0,0,3406.5,0,10350.5,2633,0,3237.9,3937,0,175,216.3,0,0,24210.6,0,910.2,1857133,8438424,6198631,3708216,0,22194,0,0,0,1384005,0,6413315,0,6700789,2767549,0,8637020,25942624,0,167666,194627,0,0,58937735,0,2024244,133394174,5777536.4,5794850.7,261.5,34.9,1248.2,3397.9,782102.2,1550422,25707.8,8.2,0,43.31,43.44,1.96,0.26,9.36,25.47,5.86,11.62,192.72,0.06
AZ,2046,1363.5,5845.7,2556.1,1193.4,0,30.7,0,0,2065,0,0,3488.1,0,10350.5,2633,0,3237.9,3686.6,0,175,216.3,0,0,26626.7,0,880.2,1841082,11501167,6448546,3652016,0,22194,0,0,0,1111492,0,5101999,0,6389476,2758456,0,8637020,24250673,0,167666,219673,0,0,66665490,0,1688592,140455542,5310026.1,5324627.9,222,29.3,1100.8,3111.5,739828.9,1462994.6,24197.8,7.6,0,37.81,37.91,1.58,0.21,7.84,22.15,5.27,10.42,172.28,0.05
AZ,2048,1363.5,5737.4,2932.1,2179.4,0,30.7,0,0,2065,0,0,3594.9,0,10350.5,2764.2,0,3237.9,1559.2,0,175,216.3,0,0,30563.9,0,880.2,1821080,11383826,7827390,6950189,0,21840,0,0,0,1074752,0,6682141,0,5865042,3167340,0,8637020,10282269,0,91980,264278,0,0,74387119,0,1589346,140045611,5254852,5268897,214.8,28,855,2702.2,611855.4,1325583,23908.4,4.6,0,37.52,37.62,1.53,0.2,6.11,19.3,4.37,9.47,170.72,0.03
AZ,2050,1363.5,5993.9,4970.2,2426.6,0,28.2,0,0,2065,0,0,3710.7,0,10298.3,2764.2,0,3237.9,1099.5,0,175,216.3,0,0,36442.5,0,530.2,1867614,12169451,13455227,7597691,0,21840,0,0,0,802896,0,6297857,0,5473264,3418643,0,8013544,7251056,0,91980,263717,0,0,88370214,0,966919,156061912,4994186.6,5005886.4,181.1,23.1,718.7,2494,580405.7,1278377.2,23386.5,3.9,0,32,32.08,1.16,0.15,4.61,15.98,3.72,8.19,149.85,0.02
CA,2022,0,2464.3,0,0,0,865.4,0,0,0,917.8,0,11082.5,0,19762,10812.4,3106,10215.5,2240,0,4961.5,3911.9,0,0,14448.4,0,6486.7,0,1916865,0,0,0,1707425,0,0,0,0,2530961,19281768,0,93230518,5688311,7931200,29045873,17891898,0,2607764,164186,0,0,38826936,0,14698391,235522096,42131808.7,42183698,858.2,96.4,2284.2,44846.1,5278614.9,11683716,214687.7,27.1,0,178.89,179.11,3.64,0.41,9.7,190.41,22.41,49.61,911.54,0.12
CA,2024,501.5,2603.9,0,0,0,865.4,0,0,0,917.8,0,12856.6,0,19762,10758.4,3106,10215.5,2240,0,994.6,3911.9,0,0,20434,0,6476,625488,2484336,0,0,0,1617276,0,0,0,0,2530961,17563366,0,83366706,5659453,7931200,29045873,17891898,0,522762,1395078,0,0,55407249,0,14832461,240874105,36238486.7,36278779.3,695.6,71.7,1296.3,29030.8,4506974.2,10136091.8,188707.8,20.6,0,150.45,150.61,2.89,0.3,5.38,120.52,18.71,42.08,783.43,0.09
CA,2026,1003.2,2603.9,0,0,0,865.4,0,0,0,917.8,0,15005.8,0,19762,10758.4,3106,10464.5,2240,0,993,3911.9,0,0,20690.4,0,6416,731830,2793589,0,0,0,1489096,0,0,0,0,2530961,26099368,0,72435486,5657224,7931200,29690007,17891898,0,521921,2448969,0,0,55477925,0,14520994,240220467,31820907.6,31856445.8,612.3,63.3,1194.7,25838.6,3980882.5,8921069,165607.1,18.7,0,132.47,132.61,2.55,0.26,4.97,107.56,16.57,37.14,689.4,0.08
CA,2028,1003.2,5042.7,0,0,0,865.4,0,0,0,917.8,0,17420.1,0,19762,10667.1,3290.2,10881.6,2240,0,883,4012.3,0,0,24849.7,600,6402.4,838813,7748904,0,0,0,1477744,0,0,0,0,2530961,25859319,0,52806421,5608627,9303314,30798618,17891898,0,464105,4145171,0,0,67060195,2456478,14502685,243493254,23834008.3,23860806.5,460.4,47.9,1094.2,19751.2,3034961.1,6733652.5,123979.1,15.1,0,97.88,97.99,1.89,0.2,4.49,81.12,12.46,27.65,509.17,0.06
CA,2030,1203.4,5927.4,5044.2,0,0,842.4,0,0,0,917.8,0,19933.5,0,19729.5,10646.8,3290.2,10998.3,0,0,592.9,5477.6,0,0,39786.1,2000,6454.4,1112759,8601758,14039765,0,0,1392463,0,0,0,0,2530961,21243625,0,38142915,5597958,9303314,31074329,0,0,311628,9319292,0,0,111469785,8834567,13687783,276662903,17922175,17942233.3,345.3,35.8,939,14648.8,2171426.2,4945897.2,93024.4,8.6,0,64.78,64.85,1.25,0.13,3.39,52.95,7.85,17.88,336.24,0.03
CA,2032,2407,5835.5,6353.4,0,0,691.5,0,0,0,917.8,0,22098.4,0,19619.5,10310.4,3290.2,11103.2,0,0,592.9,5477.6,0,0,40364.7,3200,5907.1,2917622,10221240,15923368,0,0,1270719,0,0,0,0,2530961,38398702,0,34397852,5416518,9245489,31342632,0,0,311628,7375668,0,0,111802265,13387332,12817630,297359627,16359469.8,16377846.8,315.8,32.8,861.8,13520.1,1982570.4,4513281.1,84850.9,7.9,0,55.02,55.08,1.06,0.11,2.9,45.47,6.67,15.18,285.35,0.03
CA,2034,2407,7300.5,6811.3,0,0,462.9,0,0,0,917.8,0,23504.2,0,19619.5,10289.3,3290.2,11208.1,0,0,592.9,5511.9,0,0,41139.1,5000,5831.8,3036006,14040896,16488493,0,0,1171610,0,0,0,0,2530961,40834202,0,28765706,5405428,9303314,31646848,0,0,311628,6575444,0,0,112589677,21678329,13088565,307467109,14153961.8,14169966,274.3,28.7,795.5,11927.5,1718932.8,3905726.4,73319,6.9,0,46.03,46.09,0.89,0.09,2.59,38.79,5.59,12.7,238.46,0.02
