state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-ccs_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind_offshore_MWh,wind_onshore_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
IN,2042,149.3,437.5,1212.3,0,0,56.8,0,0,5888.4,0,0,2938.5,2516,12824.3,6809,0,66.2,0,0,445.1,0,0,0,2736.5,0,3391.8,116207,514381,2946693,0,0,133996,0,0,0,72533,0,4032238,747348,96256994,777247,0,277864,0,0,0,0,0,0,5901019,0,9354330,121130850,35017805.5,35056382.5,673.4,67.8,1301.9,10368.8,4162925.6,9656796.6,184217.2,15.4,0,289.09,289.41,5.56,0.56,10.75,85.6,34.37,79.72,1520.81,0.13
IN,2044,0.2,699.7,1212.3,0,0,56.8,0,0,5888.4,0,0,3095.3,2516,13006.6,6873,0,66.2,0,0,444.2,0,0,0,2746.5,0,3593.1,99,997048,2164365,0,0,128531,0,0,0,72533,0,4247033,1115572,97710143,1198490,0,277864,0,0,0,0,0,0,5906086,0,12140635,125958400,35867501.4,35907131.5,691.8,69.7,1327.8,10619.2,4278328.7,9924778.5,189333.4,15.8,0,284.76,285.07,5.49,0.55,10.54,84.31,33.97,78.79,1503.14,0.13
IN,2046,0.2,395.3,1212.3,0,0,56.8,0,0,5092.2,0,0,3245.6,2516,14106.8,7568.2,0,66.2,0,0,444.2,0,0,0,2733.5,0,3643.1,77,767537,2151070,0,0,128531,0,0,0,72533,0,4411031,1140747,102379592,1815014,0,277864,0,0,0,0,0,0,5840594,0,12487433,131472022,37994129.3,38036057.9,732,73.7,1400.5,11246.5,4530613.3,10510109.5,200500.9,16.7,0,288.99,289.31,5.57,0.56,10.65,85.54,34.46,79.94,1525.05,0.13
IN,2048,0.2,506.3,1212.1,0,0,56.8,0,0,4327.2,0,0,3417.3,2516,14567.7,7680.1,0,66.2,0,0,7.2,0,0,0,2700.4,0,4415.9,139,875256,2143720,0,0,128531,0,0,0,72533,0,4688575,2070757,104394196,1555503,0,277864,0,0,0,0,0,0,5714218,0,15296508,137217801,38545729.6,38588601.9,748.6,75.3,1418.1,11408.7,4634185,10750408.4,205085.6,17.1,0,280.91,281.22,5.46,0.55,10.33,83.14,33.77,78.35,1494.6,0.12
IN,2050,0.2,620.6,1221.2,0,0,56.8,0,0,3697.2,0,0,3635.7,2516,14753.8,7541.3,0,66.2,0,0,7.2,0,0,0,2655.7,0,5430.8,139,1064775,2136888,0,0,128531,0,0,0,72533,0,4988242,2512496,104106149,1356093,0,277864,0,0,0,0,0,0,5313519,0,19486831,141444061,38324782.5,38367583.2,747.3,75.2,1410,11343.3,4626326.8,10732176.5,204737.7,17.1,0,270.95,271.26,5.28,0.53,9.97,80.2,32.71,75.88,1447.48,0.12
KS,2022,0,0,0,0,0,9,0,0,4521.6,0,0,68.5,0,266,2804.5,0,7,1225,0,1206.5,0,0,0,30.2,0,8040.6,0,0,0,0,0,41365,0,0,0,25359670,0,90431,0,1192438,238112,0,22256,9860176,0,0,0,0,0,72899,0,27447920,64325267,29219751.2,29449588.4,3308.6,480.7,6272.4,16651.7,1040125.6,3004304.7,65761.3,16.5,0,454.25,457.82,51.44,7.47,97.51,258.87,16.17,46.7,1022.32,0.26
KS,2024,0,0,0,0,0,9,0,0,4521.6,0,0,90.8,0,266,2578.5,0,7,1225,0,698.4,0,0,0,1937.1,0,8040.6,0,0,0,0,0,41365,0,0,0,10758879,0,134895,0,1812821,251421,0,22256,9860176,0,8512,0,0,0,5085957,0,29439449,57415731,13057229.1,13155830.1,1421.3,206,2689.2,8348.8,565502,1500655.4,31303.7,8.4,0,227.42,229.13,24.76,3.59,46.84,145.41,9.85,26.14,545.21,0.15
KS,2026,0,0,0,0,0,9,0,0,4521.6,0,0,128.1,0,266,2557.3,0,7,1225,0,642.8,0,0,0,7158.2,0,13513.1,0,0,0,0,0,41365,0,0,0,6163256,0,146189,0,1606942,263141,0,22256,9860176,0,0,0,0,0,19150720,0,52116349,89370393,7763348.1,7820101.9,819.1,118.5,1545.3,5289.5,395002.2,978550.4,19529,5.8,0,86.87,87.5,9.17,1.33,17.29,59.19,4.42,10.95,218.52,0.06
KS,2028,0,959.3,0,0,0,9,0,0,4521.6,0,0,193.2,0,266,2488.8,0,7,1225,0,588.5,0,0,0,9736.1,0,14471.9,0,1522066,0,0,0,39325,0,0,0,1297626,0,261806,0,815546,147496,0,22256,8662175,0,0,0,0,0,25985547,0,54779314,93533158,1880728.2,1893012,178.1,25.6,339,1575.4,169941,334987.1,5514.1,2.7,0,20.11,20.24,1.9,0.27,3.62,16.84,1.82,3.58,58.95,0.03
KS,2030,0,959.3,0,0,0,9,0,0,4521.6,0,0,297.3,0,266,2149.4,0,7,1225,0,283.3,0,0,0,9901.8,0,15024,0,1191973,0,0,0,34809,0,0,0,755379,0,456397,0,389613,160670,0,22256,8416203,0,0,0,0,0,26098932,0,55019594,92545827,1094848.9,1101957.6,103.1,14.8,199.8,925.6,129386,228428.1,3303.1,2.2,0,11.83,11.91,1.11,0.16,2.16,10,1.4,2.47,35.69,0.02
KS,2032,0,959.3,68.2,0,0,9,0,0,4521.6,0,0,403.1,0,266,2138.5,0,7,1225,0,273.8,0,0,0,9970,0,15136.2,0,1172517,156124,0,0,34354,0,0,0,226598,0,607535,0,116668,16000,0,22256,8427325,0,0,0,0,0,25527653,0,53566325,89873355,316118,318290.8,31.4,4.5,68.8,243,89092.3,120381.4,1032.9,1.9,0,3.52,3.54,0.35,0.05,0.77,2.7,0.99,1.34,11.49,0.02
KS,2034,0,959.3,140.5,0,0,9,0,0,4521.6,0,0,511.5,0,266,2080.2,0,7,1225,0,269.7,0,0,0,10030.8,0,15136.2,0,1253499,203120,0,0,34809,0,0,0,190656,0,777970,0,88548,0,0,22256,8427325,0,0,0,0,0,25266611,0,53447060,89711854,254505.2,256321,26.2,3.8,59.6,182.3,85486.8,110978.8,838.7,1.8,0,2.84,2.86,0.29,0.04,0.66,2.03,0.95,1.24,9.35,0.02
KS,2036,0,1068.2,140.5,0,0,9,0,0,4410.3,0,0,614.1,0,266,2045.1,0,7,1069.8,0,267.4,0,0,0,10173.1,0,15264.6,0,1475350,103899,0,0,34472,0,0,0,203288,0,934381,0,116668,0,0,22256,7217131,0,0,0,0,0,25570643,0,55341519,91019607,277665.7,279596.5,27.9,4,62.5,209,76436,103498.6,893.5,1.6,0,3.05,3.07,0.31,0.04,0.69,2.3,0.84,1.14,9.82,0.02
KS,2038,0,1418.7,185.4,0,0,9,0,0,4410.3,0,0,721.5,0,266,2039.4,0,7,0,0,267.4,0,0,0,10757.2,0,15732.9,0,1967792,202512,0,0,33291,0,0,0,441612,0,1115364,0,153211,0,0,22256,0,0,0,0,0,0,26889807,0,54049849,84875694,562449.1,566568.2,59.4,8.6,121.5,381.5,22860.4,64538.6,1396,0.3,0,6.63,6.68,0.7,0.1,1.43,4.49,0.27,0.76,16.45,0
KS,2040,0,2047,186,0,0,9,0,0,4410.3,0,0,834,0,266,2027.6,0,7,0,0,265.6,0,0,0,12455.8,0,15631.6,0,3164926,183692,0,0,34809,0,0,0,283248,0,1269919,0,275438,0,0,22256,0,0,0,0,0,0,29785585,0,55745911,90765784,432758.6,435515.1,40,5.7,83.8,376.4,22983.7,60470.2,1256,0.2,0,4.77,4.8,0.44,0.06,0.92,4.15,0.25,0.67,13.84,0
KS,2042,0,2589.5,186,0,0,9,0,0,4410.3,0,0,955.5,0,266,2013.8,0,7,0,0,254.2,0,0,0,13169.2,0,14368,0,3618913,167207,0,0,34472,0,0,0,283248,0,1467276,0,275438,0,0,22256,0,0,0,0,0,0,32526145,0,50743936,89138891,432758.6,435515.1,40,5.7,83.7,376.4,22976.6,60462.8,1256,0.2,0,4.85,4.89,0.45,0.06,0.94,4.22,0.26,0.68,14.09,0
KS,2044,0,2143.9,195,0,0,9,0,0,4356.7,0,0,1079.7,0,266,1964.8,0,7,0,0,103.8,0,0,0,17611.6,0,23296.3,0,2813955,229403,0,0,33999,0,0,0,591622,0,1657983,0,153211,0,0,22256,0,0,0,0,0,0,45017381,0,84762824,135282634,745119.9,750701.7,80.5,11.7,161.7,480.4,28504.8,82080.5,1794.5,0.4,0,5.51,5.55,0.59,0.09,1.2,3.55,0.21,0.61,13.26,0
KS,2046,578,2143.9,312.1,57.9,0,9,0,0,3929,0,0,1197.9,0,266,2322.1,0,7,0,0,102.7,0,0,0,18453.8,0,22067,958997,2395774,428693,163461,0,33291,0,0,0,432135,0,1308861,0,68257,0,0,22256,0,0,0,0,0,0,44868531,0,77131739,127811995,528272.2,532330.7,58.5,8.5,120.5,320.3,19128,55794.7,1228,0.3,0,4.13,4.16,0.46,0.07,0.94,2.51,0.15,0.44,9.61,0
KS,2048,578,2143.9,551.8,57.9,0,9,0,0,3117.7,0,0,1349.5,0,266,2312.3,0,7,0,0,102.7,0,0,0,18742.1,0,22611.1,883744,2440721,1285891,74433,0,33291,0,0,0,166421,0,1534312,0,56242,0,0,22256,0,0,0,0,0,0,45178288,0,79991543,131667143,205824.6,207331.5,21.7,3.1,51,139.7,8812.1,24085.1,511.6,0.1,0,1.56,1.57,0.17,0.02,0.39,1.06,0.07,0.18,3.89,0
KS,2050,578,2143.9,479.5,302.1,0,9,0,0,3117.7,0,0,1475.4,0,266,2297.7,0,7,0,0,80.5,0,0,0,19287.2,0,22119.3,682211,2751484,759993,855258,0,33291,0,0,0,0,0,1677332,0,56242,0,0,22256,0,0,0,0,0,0,46158553,0,80213500,133210121,20331.4,20353.3,0.4,0,10.5,39.3,3096.7,6291.5,107.1,0,0,0.15,0.15,0,0,0.08,0.29,0.02,0.05,0.8,0
KY,2022,0,0,0,0,0,22.2,0,0,9493,0,0,32,0,1763,4902.6,0,1137.4,0,0,11.9,0,0,0,176.1,0,0,0,0,0,0,0,101741,0,0,0,49459709,0,40440,0,13298843,2135010,0,4230827,0,0,0,0,0,0,290120,0,0,69556691,58835743.3,59263474.9,6174.7,892.8,40994.5,33305.5,2362674.8,6763069.1,147400.2,28.8,0,845.87,852.02,88.77,12.84,589.37,478.83,33.97,97.23,2119.14,0.41
KY,2024,0,0,0,0,0,22.2,0,0,9493,0,0,51.4,0,1763,4853.6,0,1141.4,0,0,5.9,0,0,0,376.1,0,0,0,0,0,0,0,101741,0,0,0,39957007,0,63709,0,13298843,2600040,0,4240767,0,0,0,0,0,0,662077,0,0,60924185,48734671.6,49079372.3,4981.2,718.9,32945.2,27504.7,2078337.9,5848883.5,126310.4,23.8,0,799.92,805.58,81.76,11.8,540.76,451.46,34.11,96,2073.24,0.39
KY,2026,0,0.6,0,0,0,22.2,0,0,9493,0,0,82,0,1763,4829.6,0,1158.4,0,0,5.9,0,0,0,404.1,0,0,0,1259,0,0,0,98665,0,0,0,36060300,0,83648,0,12914283,1711798,0,4329700,0,0,0,0,0,0,863173,0,0,56062825,43874828.5,44185821.1,4493.7,648.6,29733.5,24767.5,1862856.6,5248637.4,113420.5,21.4,0,782.6,788.15,80.15,11.57,530.36,441.78,33.23,93.62,2023.1,0.38
KY,2028,0,80.3,0,0,0,22.2,0,0,9359,0,0,132.4,0,1763,4829.6,0,1158.4,0,0,5.9,0,0,0,437,0,0,0,31683,0,0,0,89687,0,0,0,12050403,0,155635,0,11559097,886770,0,4329700,0,0,0,0,0,0,924120,0,0,30027093,17448462.3,17555075.3,1549.9,221.3,10034.2,9702.8,957103.4,2527063.8,52606.5,8.4,0,581.09,584.64,51.62,7.37,334.17,323.13,31.87,84.16,1751.97,0.28
KY,2030,101.2,1218.2,225.8,0,0,22.2,0,0,9359,0,0,214.6,0,1763,4832,0,1158.4,0,0,0,0,0,0,1331.1,0,0,6512,511293,515400,0,0,95035,0,0,0,12626179,0,83918,0,9994030,614723,0,4329700,0,0,0,0,0,0,2635835,0,0,31412625,17295443.4,17406212.8,1607,230.3,10489.8,9661.2,884730.6,2374163.4,49904.5,8.3,0,550.59,554.12,51.16,7.33,333.93,307.56,28.16,75.58,1588.68,0.27
KY,2032,101.2,1241.1,715.7,0,0,22.2,0,0,9359,0,0,321.5,0,1763,6112.5,0,1158.4,0,0,0,0,0,0,2352.5,0,0,66308,1410319,1191967,0,0,82355,0,0,0,14456901,0,218852,0,8368688,3474030,0,4329700,0,0,0,0,0,0,5031099,0,0,38630221,20273987.8,20401045.3,1845,264,11987,11301.6,1071444.9,2854039.7,59729.2,9.8,0,524.82,528.11,47.76,6.83,310.3,292.56,27.74,73.88,1546.18,0.25
KY,2034,101.2,1241.4,1000.1,0,0,22.2,0,0,8287,0,0,457,0,1763,9016.4,0,1158.4,0,0,0,0,0,0,3011.2,0,0,27527,1518657,1604766,0,0,56562,0,0,0,12035897,0,606571,0,8936275,5511683,0,4329700,0,0,0,0,0,0,6486650,0,0,41114286,19073495.9,19181153.8,1570.7,222.9,10005.7,10530.7,1156953.6,2989664.3,61417.2,9.1,0,463.91,466.53,38.2,5.42,243.36,256.13,28.14,72.72,1493.82,0.22
KY,2036,101.2,1508.9,1026.3,0,0,22.2,0,0,8287,0,0,595.1,0,1763,9016.4,0,1158.4,0,0,0,0,0,0,3706,0,0,85183,1815355,1281949,0,0,67283,0,0,0,11763049,0,680491,0,8317445,5695679,0,4329700,0,0,0,0,0,0,7969636,0,0,42005769,18663186.7,18768368.4,1534.7,217.8,9779.2,10303,1134515.4,2929971.7,60168.9,8.9,0,444.3,446.8,36.54,5.18,232.81,245.28,27.01,69.75,1432.4,0.21
KY,2038,101.2,1725.4,1026.3,0,0,22.2,0,868,7419,0,0,756.2,0,1763,9078.4,0,1158.4,0,0,0,0,0,0,4340.9,0,0,61231,1963685,1335279,0,0,50335,0,0,6155964,12195852,0,879129,0,8599785,5599573,0,4329700,0,0,0,0,0,0,9340537,0,0,50511072,19733578.6,19889849,2269.8,324.7,10106.6,12723.6,1335717.6,3553320.6,74305.7,12.1,0,390.68,393.77,44.94,6.43,200.09,251.9,26.44,70.35,1471.08,0.24
KY,2040,101.2,1725.4,1027.1,0,0,22.2,0,868,7303,0,0,938.9,0,3168.9,9078.4,0,1158.4,0,0,0,0,0,0,4343.1,0,0,41645,2019761,1154825,0,0,35082,0,0,6155964,11642718,0,1340711,0,23380489,9610487,0,4329679,0,0,0,0,0,0,9654733,0,0,69366094,26854197.7,27014346.3,2351.4,330,9971.2,16343.4,2224033.1,5601620.2,113203.3,15.1,0,387.14,389.45,33.9,4.76,143.75,235.61,32.06,80.75,1631.97,0.22
KY,2042,101.2,1724.8,1027.1,0.2,0,22.2,0,868,7303,0,0,1135.9,0,3315.3,9078.4,0,1158.4,0,0,0,0,0,0,4343.9,0,0,58738,2071714,1500029,589,0,32173,0,0,6155964,8470430,0,1621648,0,23979466,9810023,0,4329679,0,0,0,0,0,0,9524207,0,0,67554659,23800414.8,23933825.3,1967.8,273.9,7362.6,14576,2158672.8,5367389.4,107550.6,13.6,0,352.31,354.29,29.13,4.05,108.99,215.77,31.95,79.45,1592.05,0.2
KY,2044,101.2,1838.5,1027.1,0.2,0,22.2,0,868,7078,0,0,1344.4,0,3315.3,9211.6,0,1158.4,0,0,0,0,0,0,4798.6,0,0,54821,2504043,1821155,136,0,32173,0,0,6155964,7957723,0,1689496,0,23549975,8830528,0,4329700,0,0,0,0,0,0,10442889,0,0,67368602,22535609.4,22664000.8,1893.2,263.6,6925.6,13895.8,2055326,5114712.3,102544.8,13,0,334.51,336.42,28.1,3.91,102.8,206.27,30.51,75.92,1522.15,0.19
KY,2046,0,735.9,961,0.9,0,22.2,0,868,6666,0,0,1552.5,0,3315.3,11899.5,0,1158.4,0,0,0,0,0,0,5610.8,0,0,0,906165,1995196,2214,0,32173,0,0,6155964,12577871,0,1992901,0,22697308,9639246,0,4329700,0,0,0,0,0,0,12358444,0,0,72687183,27631288.5,27799292.6,2463.6,346.5,10744.8,16802.4,2227354.6,5634204,114181.6,15.5,0,380.14,382.45,33.89,4.77,147.82,231.16,30.64,77.51,1570.86,0.21
KY,2048,0,826.8,549.3,3.9,0,22.2,0,868,6366,0,0,1756.8,0,3315.3,16142.6,0,1158.4,0,0,0,0,0,0,6206.1,0,0,0,1279563,1040771,9609,0,32173,0,0,6155964,9567760,0,2299379,0,21542901,8816351,0,4322315,0,0,0,0,0,0,13747730,0,0,68814516,23523610.4,23665009.3,2077.8,291.1,8231.6,14505.4,2021671.3,5078751.4,102462.5,13.5,0,341.84,343.9,30.19,4.23,119.62,210.79,29.38,73.8,1488.97,0.2
KY,2050,0,827.5,441.1,118.6,0,22.2,0,868,5595,0,0,1959.8,0,3315.3,17522.6,0,1158.4,0,0,0,0,0,0,6780.9,0,0,0,1147514,851892,306739,0,32173,0,0,456221,6566076,0,2770688,0,21068052,10512902,0,4322315,0,0,0,0,0,0,14779752,0,0,62814323,20599498.4,20672013.4,1089.6,146.7,5776,11105.5,1852204.3,4472523.8,87842.4,9.6,0,327.94,329.1,17.35,2.34,91.95,176.8,29.49,71.2,1398.45,0.15
LA,2022,0,0,0,0,0,11.1,0,0,2137.2,0,0,552.5,0,7369.1,1735.8,0,192,2132.9,0,5979.5,0,0,0,143.4,0,0,0,0,0,0,0,0,0,0,0,8618356,0,822705,0,47880899,3294093,0,1016718,17063844,0,5165310,0,0,0,284242,0,0,84146167,33419856,33529897.9,1610,227.3,56464.1,30479.4,3485086.6,7567229.6,136731.3,27.7,0,397.16,398.47,19.13,2.7,671.02,362.22,41.42,89.93,1624.93,0.33
LA,2024,0,0,0,0,0,11.1,0,0,2137.2,0,0,1002.8,0,7369.1,1427.2,0,192,2132.9,0,3983.9,0,0,0,241.1,0,0,0,0,0,0,0,0,0,0,0,1040281,0,1462249,0,54669744,2694641,0,1016718,17063844,0,2910103,0,0,0,556721,0,0,81414302,26217373,26259548.3,661.1,82.3,21281.5,24051,3245875,7069744,128135.4,19.9,0,322.02,322.54,8.12,1.01,261.4,295.42,39.87,86.84,1573.87,0.24
LA,2026,0,0,0,0,0,11.1,0,0,2137.2,0,0,1438.9,0,8679,1427.2,0,192,2132.9,0,3571.4,0,0,0,427.6,0,0,0,0,0,0,0,0,0,0,0,933110,0,2141573,0,63545516,2883194,0,1016718,17063844,0,2404472,0,0,0,756010,0,0,90744437,28891478.7,28934555.6,689,82.6,17901.8,26613.1,3554486.1,7838580.4,143577,20.1,0,318.38,318.86,7.59,0.91,197.28,293.28,39.17,86.38,1582.21,0.22
LA,2028,0,0.5,0,0,0,11.1,0,0,2137.2,0,0,1921.4,3569.1,5109.9,1427.2,0,192,2132.9,0,3571.4,0,0,0,427.6,0,0,0,628,0,0,0,0,0,0,0,334380,0,2861284,27392038,37085009,1839773,0,1016718,17063844,0,1335804,0,0,0,998640,0,0,89928117,16741460,16775089.1,557.7,62.3,9303.8,14740.5,3269792.7,7274688,134235.4,17.1,0,186.16,186.54,6.2,0.69,103.46,163.91,36.36,80.89,1492.7,0.19
LA,2030,0,141.7,0,0,0,0,0,0,2137.2,0,0,2720.1,3569.1,5109.9,1427.2,0,192,2132.9,0,3057.9,0,0,0,672.6,0,0,0,238022,0,0,0,0,0,0,0,0,0,3934227,27392038,32963485,2010388,0,1016718,17063844,0,659283,0,0,0,1520051,0,0,86798057,14527198.1,14554592.6,468.5,49.2,4401.7,12761.8,3017340.9,6748482.4,125068.4,15,0,167.37,167.68,5.4,0.57,50.71,147.03,34.76,77.75,1440.91,0.17
LA,2032,0,141.7,0,0,0,0,0,0,2137.2,0,0,3135.2,3569.1,5109.9,2544.8,0,192,2132.9,0,2319.9,0,0,0,672.6,0,0,0,212630,0,0,0,0,0,0,0,0,0,4668823,27392038,30975217,3411776,0,1016718,16962756,0,352496,0,0,0,1596311,0,0,86588764,14422326.4,14448933.1,459.9,47.3,2620.2,12703.4,2994787.2,6727958.3,125141.7,14.5,0,166.56,166.87,5.31,0.55,30.26,146.71,34.59,77.7,1445.24,0.17
LA,2034,0,141.7,0.3,0,0,0,0,0,2137.2,0,0,3263.5,3569.1,5109.9,4425.9,0,192,2132.9,0,1577.8,0,0,0,672.6,0,0,0,211362,364,0,0,0,0,0,0,0,0,4859982,27392038,32412690,3271643,0,1016718,17063844,0,0,0,0,0,1574096,0,0,87802738,14593298.3,14619310.2,455.5,45.6,578.3,12907.7,3005132.9,6786263.3,126755.6,14,0,166.21,166.5,5.19,0.52,6.59,147.01,34.23,77.29,1443.64,0.16
LA,2036,0,141.7,1823,0,0,0,0,0,2137.2,0,0,3362.3,3569.1,5109.9,4755.9,0,192,2132.9,0,1577.8,0,0,0,4573.7,0,0,0,165359,4300921,0,0,0,0,0,0,0,0,2550329,27392038,28900624,1120255,0,1016718,17063844,0,0,0,0,0,11041573,0,0,93551661,12054877.9,12078157.8,407.7,40.8,469.8,10542.3,2705270.1,6090545.3,113482,12.9,0,128.86,129.11,4.36,0.44,5.02,112.69,28.92,65.1,1213.04,0.14
LA,2038,1.1,142.4,1823,0,0,0,0,0,2137.2,0,0,3440.9,3569.1,5109.9,7146.1,0,192,2128.7,0,1577.8,0,0,0,4573.7,0,0,1177,209184,3728495,0,0,0,0,0,0,0,0,5124112,27392038,29409030,736690,0,1016718,17030539,0,0,0,0,0,11015371,0,0,95663354,12011774.5,12035007.8,406.9,40.7,468,10502,2699863.7,6078364.8,113254.9,12.8,0,125.56,125.81,4.25,0.43,4.89,109.78,28.22,63.54,1183.89,0.13
LA,2040,1.1,142.7,1823,0,0,0,0,0,2137.2,0,0,3516.7,3569.1,11058.5,7146.1,0,192,0,0,1577.8,0,0,0,4573.7,0,0,1032,203688,3379024,0,0,0,0,0,0,0,0,5237020,0,81897199,736690,0,1016718,0,0,0,0,0,0,10860221,0,0,103331592,29652239.6,29684153.1,558.9,55.9,1267.5,27630.7,3502801.3,8126925.6,155053.7,12.9,0,286.96,287.27,5.41,0.54,12.27,267.4,33.9,78.65,1500.54,0.12
LA,2042,1.1,142.7,1823.8,0,0,0,0,0,2137.2,0,0,3587,3569.1,12116.7,7146.1,0,192,0,0,1577.8,0,0,0,4576.4,0,0,805,238028,3601810,0,0,0,0,0,0,0,0,5339436,0,89515252,1501011,0,1016718,0,0,0,0,0,0,10716476,0,0,111929535,32816769.4,32852089.2,618.5,61.9,1402.7,30579.8,3876668.5,8994343.1,171603.1,14.3,0,293.19,293.51,5.53,0.55,12.53,273.21,34.63,80.36,1533.14,0.13
LA,2044,1.1,143.8,1823.8,0,0,0,0,0,2137.2,0,0,3662.2,3569.1,12116.7,7146.1,0,192,0,0,1577.8,0,0,0,4576.7,0,0,1247,235365,3736670,0,0,0,0,0,0,0,0,5452009,214931,88855293,736690,0,1016718,0,0,0,0,0,0,10568628,0,0,110817551,32135336.7,32170003.9,607.1,60.7,1373.3,29939.3,3805034.1,8828142.6,168432.2,14,0,289.98,290.3,5.48,0.55,12.39,270.17,34.34,79.66,1519.91,0.13
LA,2046,1.1,11.5,1823.8,0,0,0,0,0,2137.2,0,0,3742.7,3569.1,12578.7,7146.1,0,192,0,0,1246.4,0,0,0,4589,0,0,1091,17547,3715316,0,0,0,0,0,0,0,0,5570773,0,90606870,1636520,0,1016718,0,0,0,0,0,0,10452243,0,0,113017078,33282955,33318776.6,627.3,62.7,1422.7,31014.3,3931750.5,9122140,174041.4,14.5,0,294.49,294.81,5.55,0.56,12.59,274.42,34.79,80.71,1539.96,0.13
LA,2048,1.1,85.2,1823.8,0,0,0,0,0,1881,0,0,3842.8,3569.1,12578.7,7146.1,0,192,0,0,1246.4,0,0,0,4746.4,0,0,1133,160836,4042103,0,0,0,0,0,0,0,0,5722232,0,90215933,1041529,0,1016718,0,0,0,0,0,0,10576556,0,0,112777039,32788462.2,32823751.7,618,61.8,1401.5,30553.6,3873344.9,8986631.9,171456,14.3,0,290.74,291.05,5.48,0.55,12.43,270.92,34.35,79.68,1520.31,0.13
LA,2050,1.1,85.5,1861,210.7,0,0,0,0,1881,0,0,3966.3,3569.1,12578.7,7146.1,0,192,0,0,423.6,0,0,0,5326.1,0,0,1006,126348,3959196,595712,0,0,0,0,0,0,0,5752024,307234,90639943,0,0,1016718,0,0,0,0,0,0,11868063,0,0,114266244,32336419.7,32371337.9,611.5,61.2,1381.7,30124.4,3832598.8,8892095.9,169652.4,14.1,0,282.99,283.3,5.35,0.54,12.09,263.63,33.54,77.82,1484.71,0.12
MA,2022,54.8,0,0,0,0,275.2,0,0,0,0,0,2550,0,6240.1,961.6,0,266.8,0,0,1719.2,1768,0,0,941.3,0,120.2,57338,0,0,0,0,1192690,0,0,0,0,0,3501588,0,9039174,533552,0,965577,0,0,1613775,2101470,0,0,1754413,0,351480,21111056,5154868,5164283.8,135.1,19.7,3150.2,10376.2,714822.8,1415352.8,23458.3,5.4,0,244.18,244.62,6.4,0.94,149.22,491.5,33.86,67.04,1111.19,0.26
MA,2024,54.8,0,0,0,0,275.2,0,0,0,0,0,2818,0,4826.5,961.6,0,266.8,0,0,1693.2,1768,0,0,941.3,800,120.2,2148,0,0,0,0,1192690,0,0,0,0,0,3870908,0,10403834,439633,0,965577,0,0,1260584,2592363,0,0,1756630,2783998,368607,25636970,5350588.7,5359368.2,130.5,17.9,2647.6,8394.6,726167.4,1480129.8,25256.4,4.8,0,208.71,209.05,5.09,0.7,103.27,327.44,28.33,57.73,985.16,0.19
MA,2026,54.8,0.3,0,0,0,275.2,0,0,0,0,0,3063.6,0,4826.5,945.6,0,266.8,0,0,1677,1768,0,0,941.3,1604,120.2,2148,730,0,0,0,1192690,0,0,0,0,0,4208323,0,12142357,667493,0,965577,0,0,1324292,2425385,0,0,1732153,5842697,359930,30863774,6257696.9,6267605.9,149.1,20,2750.7,8959,835435.5,1726679.4,29858.5,5.4,0,202.75,203.07,4.83,0.65,89.12,290.28,27.07,55.95,967.43,0.17
MA,2028,54.8,265.2,0,0,0,275.2,0,0,0,0,0,3303.7,0,4826.5,940.7,0,266.8,0,0,1665.8,1768,0,0,941.3,3246,120.2,2148,733241,0,0,0,1192690,0,0,0,0,0,4538121,0,8611411,658523,0,965526,0,0,1310009,2683308,0,0,1707963,10286954,185314,32875207,4797987.6,4806290.8,121.2,17.2,2711.2,8557.7,662515.5,1327062.7,22257.3,4.7,0,145.95,146.2,3.69,0.52,82.47,260.31,20.15,40.37,677.02,0.14
