gea,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,re-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,re-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,co2_shadow_price
NEWEc,2026,126361170,166571.7,2183227,682326.8,129393289.3,121818052.3,98028162.7,46700760,55765576,0.0359,0.054,0.135,43276.82,29026.7,0.71,0.71,115.8,2.3,0.24,17.1,606.5,0.1,115.9,35.2,151.2,121.7,2.5,0.27,18,635.3,0.1,121.8,37,158.8,249.5,5.4,0.6,29.1,1263.6,0.12,249.8,66.8,316.6,601.5,34.9,4.87,51,2312,0.34,603.9,120,723.9,15942095.6,322,33.5,2360101.9,83492.1,13.5,15960829.1,4851849.3,20812678.5,0,29.19,8.68,1.04,38.91,31.02,9.56,1.12,41.71,138566580,31365126,141188.9,6460198.5,0,24594830,187443,0,0,6513590,39898270,0,105904.2,0,7538735,26467188,31834.7,1775847.8,0,5726964,7017337,12107235,164.5,1068.6,0,438.5,0,0,4944.4,12900.2,0,2241.1,0,1957.5,3320.9,2499.4,1797.4,0,3047.1,3154,2057.3,414.9,17974,0,0
NEWEc,2028,131122216,1390930.1,2190296.2,564283.4,135267727.4,126407906.4,96175089.7,35609950,49325080,0.0359,0.054,0.135,65359.33,30700.5,0.72,0.7,113.3,2.2,0.22,16.7,596.5,0.09,113.4,34.5,147.9,126.7,2.5,0.25,18.6,666.2,0.1,126.8,38.5,165.4,215.9,4.1,0.42,25.5,1123.1,0.1,216.2,59,275.2,546.7,27.4,3.74,50.2,2251.2,0.3,548.6,117.4,666,16779859.6,320.9,32.5,2473849.8,88372,13.9,16798287.5,5111118.3,21909405.8,0,25.87,12.93,0.64,39.43,27.57,14.35,0.69,42.61,149136000,39092636,1162835,6446727.5,0,24319910,33099.4,0,0,7254941.5,42112100,0,111200.5,0,7595889,26421396,46246.3,1793964.4,0,6114495.5,7112241,18610960,999.7,1068.6,0,438.5,0,0,5545.9,12900.2,0,2236.2,0,1973.5,3320.9,2488.2,1770,0,3269.6,4796,2091,3755.7,17700,0,0
NEWEc,2030,135838400,3624419.5,2420030,567901.9,142450749,130954448.7,94879142.4,38326500,49745690,0.0359,0.054,0.135,94064.13,32502.6,0.75,0.73,96.8,1.8,0.18,14.5,511.1,0.08,96.9,29.7,126.6,108.2,2.1,0.21,16.2,570.5,0.09,108.4,33.2,141.6,191.5,3.7,0.38,22.6,992.8,0.09,191.7,52.2,243.9,502.7,23.7,3.21,47.8,2116.6,0.28,504.3,110.9,615.2,14804318.7,279.7,28.1,2212431.9,78159.7,12.8,14820324.9,4545081.6,19365406.5,0,24.21,18.45,0.19,42.85,25.98,20.8,0.21,46.98,154066100,47571610,3107523.2,5677017,0,23874786,0,0,0,8249582.5,38075650,0,103894,0,7546689.5,26124536,32893.2,1951507.2,0,6459583,10316681,22545760,2250.5,973.5,0,438.5,0,0,6338.3,13404.1,0,2228.6,0,1981.5,3320.9,1928.2,1768,0,3470.8,5786,2944.2,9368.8,17680,0,0
NEWEc,2035,152897540,5883418,2554102,606172,161941222.2,147399826.3,103583797.9,44472170,43404130,0.0359,0.054,0.135,100046.54,38295.4,0.77,0.78,90.2,1.7,0.17,13,475.6,0.08,90.3,27.2,117.5,91.3,1.8,0.18,13.3,480.2,0.08,91.4,27.6,119,170.1,3.4,0.35,20.1,879.4,0.08,170.3,46.3,216.6,460.8,17.8,2.33,47.4,2074,0.25,462,109.2,571.2,14406421.7,272.7,27.4,2077991.8,75946.5,12.2,14422040.5,4344526.5,18766567,0,23.67,20.05,0.45,44.17,25.51,22.85,0.5,48.86,161031870,58357428,5052053.5,3748921.5,0,21656050,3935.6,0,0,9284482,35719740,0,952990.2,0,7467097,25956366,37481.6,2079819.8,0,6688897.5,10176670,32207372,3562.5,717.7,0,330.5,0,0,7295.3,13308,0,7054.3,0,1981.5,3320.9,1797.6,1768,0,3679.5,8186,2944.2,15842,17680,0,0
NEWEc,2040,172452750,9667892,2425297,663441.9,185209391.3,166251359.6,119935964.9,53863764,42376964,0.0359,0.054,0.135,98517.21,44330.4,0.76,0.77,94.9,1.8,0.18,13.3,499,0.08,95,28.2,123.1,94.6,1.8,0.18,13.3,496.2,0.08,94.7,28.1,122.8,152.9,3,0.32,18,790.6,0.07,153.1,41.6,194.7,459,15,1.93,49.8,2131.3,0.26,460,113.4,573.4,16349539.3,309.5,31.2,2286674.4,86006.5,13,16367281.2,4853215.9,21220497.1,0,23.37,19.9,0.3,43.56,25.28,23.01,0.33,48.61,173778080,65273428,8303347,3206753.8,0,20462288,0,0,0,9295364,39686450,0,1437040.1,0,7441553,25950008,67048.7,1950170.2,0,12148059,12054563,31775440,5868.6,644.8,0,330.5,0,0,7541.9,13002.9,0,10332.9,0,1981.5,3320.9,1797.6,1768,0,6270.7,8186,3391.2,26039,17680,0,0
NEWEc,2045,191145470,13470602,2370715.2,674534.1,207661329.5,184271402.5,130205437.7,56918324,44007730,0.0359,0.054,0.135,95818.97,49964.7,0.76,0.76,98.6,1.9,0.19,13.5,518,0.07,98.7,28.9,127.7,100.6,1.9,0.2,13.8,526.6,0.08,100.7,29.5,130.3,139.2,2.8,0.29,16.4,721.3,0.06,139.4,37.9,177.2,464.6,13.9,1.74,51.6,2200.9,0.26,465.5,117.3,582.8,19053117.5,360.8,36.4,2602777,100075.2,14.2,19073814.4,5588886.6,24662700.9,0,22.51,19.3,0.2,42.02,24.46,22.59,0.22,47.28,194777440,77455890,11400371,3165990.8,0,20502366,0,0,0,9429689,43934510,0,3062537.2,0,7425026.5,25844160,89558,1897031.8,0,21172960,15504638,31348602,8633.6,644.8,0,0,0,0,7884.1,12646.8,0,13704.7,0,1981.5,3320.9,1237.6,1768,0,10449.1,8186,4190.8,37982.4,17680,0,0
NEWEc,2050,209457900,17234604,2776317.2,778091.8,230246910.1,201925051.8,134820352.8,67550200,55343572,0.0359,0.054,0.135,94425.89,55753.3,0.77,0.77,93.9,1.8,0.18,12.7,492.8,0.07,94,27.4,121.4,97.5,1.9,0.19,13.2,511.1,0.07,97.6,28.5,126,134.6,2.7,0.28,15.8,697.8,0.06,134.8,36.6,171.4,446.6,11.3,1.34,51.2,2197.7,0.24,447.3,116.7,564,20304196.6,384.7,38.9,2744822.1,106567.9,14.7,20326268.3,5924552,26250820.2,0,22.33,18.91,0.16,41.4,24.49,22.4,0.18,47.07,218044720,95426560,14672830,3061273.2,0,20510316,0,0,0,9654941,44016240,0,5226202,0,7153912,25600176,103355.8,2273866,0,32558064,22257288,30956262,10340.1,644.8,0,0,0,0,8333.2,11164.3,0,18584.4,0,1981.5,3320.9,746.5,1768,0,15739.2,8186,5901.3,47786,17680,0,0
NWPPc,2024,281183360,600558.8,225154.3,5604575.7,287613639.1,271071486.3,241495120.2,235828700,238878900,0.036,0.054,0.1435,48927.56,53424.7,0.76,0.76,187.6,17.7,2.54,9.9,533.8,0.1,188.8,25.8,214.6,193.5,18.3,2.63,10.1,547.8,0.1,194.8,26.5,221.2,257.9,7.2,0.84,28.4,1274.9,0.11,258.4,66.4,324.8,645.5,47.5,6.7,44.8,2237.2,0.32,648.8,111.5,760.3,54105385.6,5105.4,732.6,2839618.8,153860.3,28.3,54457528.6,7432383.9,61889912.4,0,27.99,8.65,0,36.64,29.65,9.33,0,38.99,290765950,46118520,505985.8,1885351.4,0,8772366,39724610,0,221969.5,2596831.8,29595284,0,45988,5848751.5,149053870,9025404,5179.7,184640.7,0,13444891,29854826,0,609.3,312.3,0,7986.4,0,110,1861.6,9059.2,0,2648.9,785.4,36898.7,1151,617,314,0,5392.1,0,11185.6,1805.3,3140,0,0
NWPPc,2026,291023330,1692228,373425.1,6381488.7,299470459.4,280557594.7,248825922.4,273090400,264517680,0.036,0.054,0.1435,62643.65,55770.5,0.8,0.8,151.7,13.9,2,8.4,443.6,0.08,152.7,21.6,174.3,157.8,14.7,2.11,8.5,453.5,0.08,158.8,22,180.9,199.9,6.8,0.84,20.9,949.8,0.09,200.4,49.2,249.6,600.1,42.8,6,42.9,2129.3,0.3,603,106.4,709.4,43764656.7,4025.2,576.5,2419432.6,127816.2,23.2,44041982.4,6234697.7,50276680.1,0,27.2,11.08,0,38.27,28.86,12.02,0,40.88,290912580,50644536,1432079.1,1861951,0,10671111,31509100,0,220199.5,3607382.5,27074428,0,40851.4,5848751.5,152575000,8955408,3113.5,296226.5,0,17117536,29699418,0,1318.7,312.3,0,6223.5,0,110,2640.9,9478.5,0,2648.9,785.4,37894.4,1151,617,359.3,0,6731.4,0,11187,4643,3593.4,0,0
NWPPc,2028,304192300,3415220.8,527678.6,7671141.8,315806328.6,293253018.5,257623539.7,334737180,306853060,0.036,0.054,0.1435,71398.32,59441.6,0.84,0.85,119.9,11,1.58,6.7,349.7,0.06,120.6,17.1,137.7,117.2,11,1.58,6.3,334.8,0.06,118,16.3,134.3,139.3,5.4,0.7,13.9,639.4,0.06,139.7,33,172.7,549.3,39.5,5.56,39.2,1934.2,0.28,552,96.9,648.9,34141296.9,3147.4,450.8,1893101.3,99519.5,18.5,34358167.7,4863825.2,39221993,0,24.03,12.69,0,36.72,25.6,13.87,0,39.47,287849730,58182790,2904904.2,1359456.5,0,10471012,24784346,0,222112.6,4756776,21131520,0,22689.4,7832711,151943580,8792619,447.1,423655.4,0,20616536,32587364,0,2463.2,250.7,0,6140.6,0,110,3518.5,9478.5,0,2648.9,1051.8,38149.3,1151,391,359.3,0,8012,0,11936.7,9220.9,3593.4,0,0
NWPPc,2030,318545280,5096602,600470.5,9084488.3,333326824.7,307089863.8,265824296.6,403401020,353825200,0.036,0.054,0.1435,73063.37,63418.2,0.87,0.91,100.7,9.4,1.35,5.5,289.4,0.06,101.3,14.1,115.5,74.1,7.3,1.05,3.5,200.5,0.04,74.6,9.5,84.2,100.6,3.8,0.48,10.2,466.6,0.05,100.9,24.1,125,448.1,31.5,4.42,33.3,1603.8,0.24,450.3,81.2,531.5,28197317.8,2639.8,378.6,1535980.6,80940.9,15.5,28379333.9,3952256,32331589.8,0,21.66,13.12,0,34.79,23.21,14.45,0,37.66,283605860,67502530,4316831.5,1108500.5,0,10241216,20924070,0,222570.3,6530920.5,16295949,0,27897,7832711,146438980,8442606,220.9,474342,0,24735178,36013860,0,3437.9,228.2,0,6140.6,0,110,4891.8,9146.7,0,2648.9,1051.8,38169.2,1151,145.6,359.3,0,9730.3,0,12764.2,13353.7,3593.4,0,0
NWPPc,2035,366223580,11503089,5025402.5,10061888,392813955.4,353053626.5,267793896.2,438620580,397149700,0.036,0.054,0.1435,93552.45,74805.6,0.88,0.92,81.7,6.8,0.97,5.1,260.3,0.04,82.2,12.9,95.1,60.1,5.6,0.8,3.2,174.3,0.03,60.5,8.4,68.8,77.5,2.6,0.32,8.2,369.8,0.03,77.6,19.2,96.9,391.7,26.1,3.63,30.5,1448.4,0.21,393.4,73.7,467.2,28307783.3,2370.4,336.9,1777964.1,90090,15.3,28470386.6,4466819.5,32937206.1,0,19.03,16.93,0,35.96,20.68,19.19,0,39.88,351272060,125020056,9788695,727706.6,0,9762453,18163240,0,221879.9,8588158,24790768,0,144288.4,7830384,142723310,8250481,317,4070351.2,0,50656044,65553976,0,6777.2,182.9,0,5682.6,0,110,6590.1,12257.2,0,6026.6,1051.8,38201.5,1151,145.6,2426,0,19236.8,0,19827.2,31786.9,24260.3,0,0
NWPPc,2040,423117600,23798914,5387474.5,10231146.1,462535132.1,407901606.4,288786334.7,460738200,399777280,0.0359,0.054,0.1435,91928.72,89344.5,0.9,0.95,65.5,5.2,0.74,4.4,217.1,0.04,65.9,10.9,76.7,41.2,4,0.58,2,113.4,0.02,41.5,5.3,46.8,66.9,2.4,0.3,6.9,314.9,0.03,67.1,16.3,83.4,338.9,19.9,2.72,28.9,1342,0.18,340.2,69,409.2,25880133.4,2063.5,292,1724934.1,85654.9,14,26021343.8,4281280.6,30302624.4,0,17.53,16.71,1.94,36.17,19.32,19.38,2.12,40.82,401317150,173748800,20251576,668014.9,0,9581913,15631410,0,215181.4,8654746,24811726,0,523099.5,7031905,136686560,8130449.5,305,4251399.5,0,81959990,82918870,0,14423.8,182.9,0,5526.6,0,110,6894.1,11388.7,0,14232.5,948.9,38238.8,1151,131.6,2573.3,0,31541.1,0,22650.9,69391.4,25732.9,0,0
NWPPc,2045,480117500,33246774,5703244,11566689.4,530634197.3,462851637.8,316680411.9,534939650,446465120,0.0359,0.054,0.1435,90038.17,103749.5,0.91,0.96,55.8,4.1,0.58,4,194.1,0.03,56.1,9.8,65.9,32.1,3.1,0.44,1.6,90.2,0.02,32.3,4.3,36.6,63.5,2.1,0.26,6.7,304.1,0.03,63.6,15.8,79.4,315.8,17.3,2.36,27.9,1289.2,0.16,316.9,66.3,383.2,24227317.5,1806.7,254.1,1731568.1,84152.4,13.1,24350513.1,4242896.7,28593409.7,0,16.77,16.48,1.55,34.8,18.52,19.31,1.71,39.54,441697800,213953800,28234586,622559,0,9902913,13398121,0,194756.4,8774335,25450434,0,1210007.1,6369765,129970510,8006360,86.4,4578663.5,0,107130820,97853880,0,19832.6,182.9,0,5232.7,0,110,7214.3,11388.7,0,24732.5,867.3,38269.8,1151,131.6,2718.2,0,41635.1,0,25899.4,99300,27181.9,0,0
NWPPc,2050,537353540,44023430,5653526,12965162.8,599995640.6,518029421,313213034.6,602544640,519756350,0.0359,0.054,0.1435,88972.52,118584.1,0.93,0.97,42.4,2.7,0.37,3.5,163,0.02,42.6,8.4,51,23.1,2,0.29,1.3,70.2,0.01,23.2,3.4,26.6,67.3,2.2,0.27,7.2,322.7,0.03,67.5,16.8,84.2,294.7,13.6,1.79,28.3,1288,0.15,295.6,66.8,362.4,21471712.3,1357,187.5,1765350.4,82332,11.7,21563329.3,4222030.8,25785360.1,0,17.24,16.07,0.35,33.66,19.16,19.02,0.4,38.58,516730720,286782600,37371570,600820.5,0,9889438,9410402,0,0,8951480,25966848,0,3282976,5348263,125607384,7952295,0,4518133,0,135575940,142255180,0,25215.5,182.9,0,3699.7,0,0,7594.7,10769.8,0,34558.2,735.4,38294.4,1151,11.4,2718.2,0,51971.1,0,38721.3,130613.7,27181.9,0,0
NYSTc,2024,155323820,1668714.6,1829499.2,442900.8,159264932.4,149739433.9,131650612.3,28162884,13840230,0.0359,0.054,0.15,9844.83,35142.3,0.68,0.65,162.8,5.3,0.78,20.9,673.4,0.19,163.2,41,204.1,184.3,6.3,0.9,23.1,773.1,0.2,184.7,46.2,230.8,249,7.8,1.02,27.4,1141.8,0.15,249.5,61.5,311,691.9,41.7,6.08,59.7,2402.6,0.54,694.8,131.5,826.3,23327752.9,757.4,111.1,2988140.9,96612.2,27.1,23380648.2,5874594.9,29255243.2,0,33.34,1.99,5.48,40.81,35.47,2.19,5.79,43.45,145090400,27614320,1422539.9,2012466.8,0,13724098,1671968.4,0,0,2489187,36563612,0,1401580.1,0,26825972,25580692,6781995,1491155.6,0,7687428,16954940,482764.3,1857.5,394.6,0,445,0,0,1928.7,9682.5,0,2825.2,0,4550.6,3203,11144.5,1427.1,0,3928.6,130,5119.5,3837,14271,0,0
NYSTc,2026,157615540,2118466.5,1318466.6,478793,161531263.8,151948616.5,123164328.1,24831888,21144220,0.0359,0.054,0.15,44691.21,35737.1,0.75,0.72,116.1,3.5,0.48,15.3,514,0.13,116.3,30.6,146.9,134.5,4.2,0.58,17.3,597.4,0.14,134.8,35.2,170,210.1,5.8,0.75,23.8,983.6,0.13,210.5,53.2,263.7,649.6,38.9,5.58,55.6,2333.8,0.46,652.3,125.2,777.6,18146247.5,543.3,75.2,2387013.9,80387.7,19.7,18182970,4787956.2,22970926.2,0,30.73,8.86,0,39.59,32.7,9.76,0,42.46,157991920,38366936,1802821.6,2005208.2,0,22659312,1159360.6,0,0,2848871.8,33140372,0,907384.2,0,27633596,25558522,3710215.5,1048188,0,7570019,16863508,11084536,2148.8,394.6,0,445,0,0,2234.8,9682.5,0,2253.8,0,4671.1,3203,10734,1427.1,0,3928.6,3088,5119.5,5018.3,14271,0,0
NYSTc,2028,162513000,2918465,1831153.6,565569.4,167828184,156669829.4,124763105.1,29077332,25324720,0.0359,0.054,0.15,62800.43,37130.9,0.78,0.76,102.4,2.8,0.38,13.9,463.1,0.11,102.6,27.7,130.3,115.3,3.3,0.45,15.3,520.9,0.12,115.5,30.9,146.4,134.2,3,0.36,15.7,660.9,0.08,134.4,35.5,169.9,580.4,29.6,4.18,54.3,2260.5,0.4,582.4,121.7,704.2,16634043.7,449.4,61.5,2257157.1,75260.5,18.5,16664217.2,4504976.4,21169193.5,0,26.9,12.31,0,39.22,28.7,13.66,0,42.36,164207630,43065080,2519897.5,1994894.8,0,25173490,606499.5,0,0,3403371.5,31699098,0,824523.8,0,27928172,25488708,3405164.8,1502101.2,0,7462459,16772566,15426682,2675.1,394.6,0,445,0,0,2680.8,9682.5,0,1901.2,0,4732.3,3203,10629.6,1427.1,0,3928.6,4318,5119.5,7123.4,14271,0,0
NYSTc,2030,168107140,5590845,1971495.2,586697.3,176256174.8,162062604.9,114550899.5,26234502,30511968,0.0359,0.054,0.15,73062.49,38637.2,0.82,0.9,84.7,2.2,0.31,11.7,379.5,0.1,84.9,23.1,107.9,49.5,1.4,0.19,6.7,220.9,0.06,49.6,13.3,62.9,79.2,1.8,0.22,9.4,383.7,0.05,79.3,20.8,100.1,546,27,3.81,52.2,2141.4,0.39,547.8,116.2,664,15140291.7,402.3,56,2097710.1,67800.9,18,15167567.5,4123081.1,19290648.6,0,25.54,13.39,3.19,42.12,27.44,15.05,3.38,45.87,180624690,61705270,4723330.5,1961062.8,0,24763826,414425.1,0,0,4275024,28210400,0,833810,0,27743686,25199000,3488283.2,1581585.2,0,25401616,16682117,15346520,4061.8,394.6,0,370,0,0,3362.3,9682.5,0,1884.1,0,4739.5,3203,9999.3,1427.1,0,12897.6,4318,5119.5,14698.3,14271,0,0
NYSTc,2035,188153490,10065476,2000913.6,657889.3,200877764.2,181387290.6,113573716,27884294,35595780,0.0359,0.054,0.15,95078.41,43568,0.84,0.95,65.9,1.4,0.17,9.3,324.2,0.07,66,18.9,85,22.4,0.5,0.07,3,108.9,0.02,22.4,6.3,28.7,24.1,0.6,0.07,2.8,116.5,0.01,24.1,6.3,30.4,485.1,21.6,2.95,47.8,2043.2,0.3,486.5,108.8,595.3,13538867.3,286.1,34.5,1902955.9,66740.7,13.8,13556807.1,3895599.9,17452406.9,0,23.49,17.21,1.89,42.59,25.45,19.66,2.01,47.11,208712320,87304050,8587086,1506783.8,0,24044820,0,0,0,5264557.5,31161808,0,642655.9,0,27323588,24941010,1592315.2,1608202.9,0,33781890,16661789,31595812,6054.5,339.6,0,0,0,0,4221.7,10733.2,0,1952.3,0,4753.8,3203,9050.6,1427.1,0,17442.7,9000,5156.1,28173.1,14271,0,0
NYSTc,2040,211780350,14456061,2159244,673237.9,229068894.6,204163474.5,108402857,18872156,46807884,0.036,0.054,0.15,96501.68,48796.7,0.82,1,75.7,1.6,0.19,10.1,375,0.07,75.8,21.3,97.1,0,0,0,0,0,0,0,0,0,7.5,0.2,0.02,0.9,38,0,7.5,2,9.5,464.4,18.2,2.43,48.1,2040.9,0.29,465.6,109,574.6,19121351.7,397.1,46.7,2562340.5,95048.6,16.7,19145930.1,5399339.1,24545269.3,0,22.04,17.88,2.69,42.6,24.08,20.69,2.89,47.66,257232690,120666030,12295237,1471275.6,0,23035360,0,0,0,5379280,40766670,0,3699440.8,0,26999984,24676794,1902090.8,1719797.8,0,57764940,26383208,31138612,7813.8,339.6,0,0,0,0,4506.9,12042.6,0,4679,0,4769.3,3203,6235,1427.1,0,29598.8,9000,7374.4,41231.7,14271,0,0
NYSTc,2045,232947120,19366184,2240189.5,713968.2,255267469.7,224568203.2,118725365.4,16005058,53289544,0.036,0.054,0.15,94585.53,53946.5,0.79,1,90.7,1.9,0.22,11.8,448.5,0.07,90.8,25.2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.5,16.8,2.22,50.9,2146.6,0.29,477.6,115,592.6,26139935.7,544.2,64.2,3399877,129517.5,21,26173673.9,7265222.4,33438896.3,0,21.4,18.03,1.52,40.95,23.46,21.18,1.62,46.27,292803260,136542110,16507154,1469692.1,0,23074822,0,0,0,6139105.5,50869090,0,8172601,0,27125674,24639800,2595776.8,1806547.8,0,68178290,31559820,30664890,10756.9,339.6,0,0,0,0,5240.2,12997.2,0,7121.6,0,4790.5,3203,4920.6,1427.1,0,35554.5,9000,8776.9,55241.3,14271,0,0
NYSTc,2050,252594940,27046940,2503796.5,761291,282906971.1,243509000.6,121408739,16986776,56783750,0.036,0.054,0.15,93229.89,59880.2,0.78,1,96,1.9,0.19,12,496.8,0.06,96.2,26.8,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.8,13,1.63,50.4,2136.1,0.26,450.7,114.1,564.8,30554382.7,589.5,61.5,3811710.9,158116,17.8,30588747.8,8528421.2,39117169,0,20.62,17.69,0.99,39.29,22.99,21.25,1.07,45.32,322956860,161498240,23034096,1415974.5,0,23067128,0,0,0,6511819,50224296,0,19741274,0,26185952,15078731,685520.8,2025671.6,0,90047340,34886870,30052202,14199.4,339.6,0,0,0,0,5880.6,10323,0,14302.3,0,4804.8,1991.6,1427.1,1427.1,0,47442.9,9000,9767.5,76359.6,14271,0,0
RFCEc,2024,294821630,1059085.5,1332420.8,1549450.4,298762598.3,284221335.7,249727140.5,76535230,113953520,0.0359,0.054,0.146,10713.66,69313.5,0.47,0.46,233.8,8.9,1.13,26.6,1084,0.17,234.4,58.9,293.3,251.9,10.4,1.35,27.8,1141.3,0.18,252.5,61.8,314.4,357,21.1,2.95,29.8,1363.2,0.2,358.4,70.4,428.9,727,52.4,7.51,52.7,2431.3,0.44,730.6,125.2,855.8,78167966.3,2967.9,379.6,8887048.9,362336.4,56.5,78360050.7,19700097.6,98060148.3,0,31.66,2.29,0.07,34.02,33.58,2.49,0.08,36.15,336315900,49035456,889047.1,2687975.2,0,0,14482765,0,0,7439097,162719340,0,768310.3,0,4541532.5,99557010,556985.6,1077489.4,0,22116730,10218395,9261237,1277.7,588.6,0,8088.9,0,0,5439.1,28321.4,0,5760,0,1371.9,12467.7,8075.6,1992,0,10754.1,3331.1,2954.4,2555.4,19920,0,0
RFCEc,2026,298601020,1969067.8,1942327.8,1667878,304180309.2,287864678.8,247005624.4,81049050,112032180,0.0359,0.054,0.146,46803.1,70520.7,0.5,0.5,215.4,7.6,0.96,25.2,1017.4,0.16,215.9,55.6,271.5,228.2,8.7,1.11,26.1,1058,0.17,228.7,57.7,286.4,306.5,14,1.88,29.1,1314.7,0.16,307.5,68.3,375.8,687.6,49.1,6.98,49.7,2358.2,0.39,690.9,120.1,811,71781282.8,2540.9,319.9,8404179.4,338967.4,53.3,71944338.8,18519950.3,90464289.1,0,30.01,9.92,0.31,40.24,31.88,10.88,0.33,43.08,335321060,57174680,1677783.2,2685536.5,0,0,11574337,0,0,9486132,155428720,0,559884,0,4730131.5,99479780,429423.2,1580769,0,21807864,10163292,15717395,2047.6,588.6,0,8088.9,0,0,6959,28321.4,0,5590.4,0,1424.9,12467.7,8075.6,1992,0,10754.1,5105.1,2954.4,4564.3,19920,0,0
RFCEc,2028,307373950,3868324.8,2407739,1911997.6,315561998.2,296321962.7,246465387.3,95384660,123147820,0.0359,0.054,0.146,65655.82,73392.2,0.53,0.53,196.9,6.1,0.74,24,959.1,0.15,197.3,52.7,250,206.6,6.9,0.86,24.6,987,0.16,207,54.1,261.1,244.4,6,0.68,27.8,1227.7,0.11,244.8,64.4,309.2,617.4,39.5,5.54,48.9,2274.3,0.34,620.1,116.7,736.8,67213525.5,2072.8,252.2,8207154.8,327292.4,50.9,67344142.2,17974362.7,85318504.9,0,26.91,13.79,0.26,40.96,28.65,15.24,0.27,44.16,343520220,69096610,3276753.8,2666077.5,0,0,7943589.5,0,0,11954482,153762220,0,524798.4,0,4706429,99174480,382553.2,1986708.6,0,21505280,10108480,25528368,3236.6,588.6,0,8088.9,0,0,8807,28321.4,0,5263.5,0,1424.9,12467.7,8063.2,1992,0,10754.1,7763.1,2954.4,9247.1,19920,0,0
RFCEc,2030,317124260,3882680.5,2448525.5,1833005.4,325288470.4,305721430.5,253258302,103109290,110577660,0.0359,0.054,0.146,76099.17,76499.2,0.55,0.56,186.7,5.7,0.69,23,911.2,0.15,187,50.2,237.3,192.8,6.5,0.81,23.2,922.1,0.15,193.3,50.7,244,250.4,8.2,1.02,26.6,1192.3,0.12,250.9,62.1,313,581.5,36.9,5.18,46.4,2154.3,0.32,584,110.7,694.7,61696559.6,1887.6,229.1,7615376.6,301168.3,48.1,61815346.2,16603326.1,78418672.3,0,25.64,16.08,0.36,42.07,27.34,17.75,0.38,45.47,332903800,72030170,3295891.5,2609695.8,0,0,7227874.5,0,0,15240096,142134500,0,494073.8,0,4628421,98209420,313047.8,1960710.2,0,21262140,10053970,25473960,3242.3,588.6,0,8088.9,0,0,11260.3,27927.4,0,5568.7,0,1424.9,12467.7,6932.7,1992,0,10778.5,7763.1,2954.4,9283.5,19920,0,0
