gea,t,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,cef_gen,cef_load,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_ccs,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,battery_MWh,biomass_MWh,beccs_MWh,canada_MWh,coal_MWh,coal-ccs_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,re-ct_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh,battery_MW,biomass_MW,beccs_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,re-ct_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,co2_shadow_price
ERCTc,2035,483512500,33141280,7120,5330034.6,521990969.4,466131300.3,79035320.9,227556320,258844830,0.0359,0.0539,0.1375,87323.21,113968.2,0.91,0.9,45.2,2.6,0.35,4.4,181.9,0.03,45.3,9.8,55.1,53.1,3,0.41,5.1,214,0.04,53.3,11.5,64.8,77.2,4.5,0.61,6.4,307.6,0.04,77.5,15.6,93.1,290.7,18.3,2.56,23.6,1084.1,0.17,291.9,55.9,347.9,24623948.8,1385,189.7,2387916.6,99376.1,18.7,24716995.5,5354434.2,30071429.7,0,11.92,15.25,0,27.17,13.24,17.54,0,30.78,553459260,442955680,28161904,324590.5,0,0,9775302,0,0,16949516,37331904,0,1031786.9,0,423433.2,33064326,384701.6,5648.3,0,140841620,285164500,0,18525.6,110.6,0,12422.6,0,0,11969.7,34232.2,0,9612.4,0,562.7,4980,7058.3,5,0,73305.1,0,84950,86316.8,50,0,0
ERCTc,2040,544348000,43153510,7304.2,5539407,593048237,524779854.5,82600230.2,241447400,275464930,0.0359,0.0539,0.1375,87128.26,129739.4,0.92,0.91,37.8,2,0.27,3.8,158.4,0.03,38,8.5,46.5,45,2.3,0.31,4.5,188.7,0.03,45.1,10.2,55.3,89.7,5.1,0.7,8.4,362.3,0.06,90.1,19.2,109.2,253.7,14,1.94,22.3,1007.5,0.14,254.6,52.4,307,23370977.7,1210.7,163.5,2364254,98014,17.6,23451705,5289888.1,28741593.2,0,10.74,14.84,0,25.59,12.08,17.21,0,29.28,627449500,510448030,36482308,289199.3,0,0,8229263,0,0,17139902,37177820,0,1748089,0,397405.7,32462650,208867,5861.9,0,141377470,351930620,0,22719.1,110.6,0,12422.6,0,0,12596.2,33490.2,0,16882.1,0,562.7,4980,5790.3,5,0,78649.6,0,109436.5,100282.8,50,0,0
ERCTc,2045,600488450,55817984,6459,5920374,662233250.6,578902129.7,82170821.9,262393630,292673100,0.0359,0.0539,0.1375,85976.91,144296.4,0.93,0.92,34.4,1.6,0.21,3.4,149.4,0.02,34.5,7.9,42.3,41,1.9,0.25,4.1,178.9,0.02,41.2,9.4,50.6,70.6,3.5,0.46,7.9,304.8,0.07,70.8,17,87.8,227,10.7,1.44,21.4,964.6,0.12,227.7,50.2,277.9,23358114,1086.4,144,2322047.9,101786.1,13.9,23429811.4,5359079.2,28788890.6,0,9.58,14.12,0,23.7,10.88,16.55,0,27.43,692905700,580062400,47433644,272345.6,0,0,7055651,0,0,17916724,39512216,0,2512890.5,0,379722.1,15578874,92789,5149.5,0,175580350,386565340,0,28629.4,110.6,0,9908.6,0,0,13632,32228.1,0,25819.8,0,562.7,2400,3542.5,5,0,98572.6,0,121409.2,128144.7,50,0,0
ERCTc,2050,654909760,66333516,6158.6,6053000.9,727302444.3,631367439.6,73874348.1,262454480,297910000,0.0359,0.0539,0.1375,86524.8,158985.7,0.93,0.92,34.9,1.7,0.23,3.2,148.9,0.02,35.1,7.6,42.7,41.7,2,0.27,3.8,178.7,0.02,41.9,9.1,51,58.9,2.6,0.33,7.9,267.9,0.08,59.1,15.9,75,227.2,10.8,1.45,21.2,970.4,0.11,227.9,50.1,278,26162710.9,1282,171.1,2384015.1,111783.8,12,26247638.5,5718438.9,31966077.4,0,9.4,13.93,0,23.33,10.74,16.44,0,27.18,763246140,653428100,56187640,254215.1,0,0,8557573,0,0,19490476,40173040,0,4259449,0,360725,0,20561.3,4867.9,0,192162560,441775040,0,33580.3,110.6,0,9908.6,0,0,15450.9,31779.8,0,35083.9,0,562.7,0,1528.5,5,0,108260,0,153076.7,145863.2,50,0,0
FRCCc,2024,236257360,416741.8,0,1149732.7,237823827,227766535.7,184101625.2,35294410,33867630,0.0359,0.0539,0.15,9081.83,53043.3,0.37,0.37,279.9,11.4,1.47,29.5,1273.4,0.15,280.7,67.5,348.2,292.6,12.2,1.58,30.8,1324,0.17,293.4,70.3,363.7,254,11.7,1.58,24.2,1079.1,0.14,254.8,56.4,311.1,641.2,41.8,5.9,50,2322.2,0.36,644.1,119.3,763.4,65808554,2678.5,346,6936636.4,299478.5,36.4,65982844.1,15871040.4,81853884.5,0,31.56,1.74,0,33.3,33.42,1.87,0,35.29,236384160,53722200,349444,3974161.5,0,0,14485542,0,0,2695659,133823700,0,625164.4,0,216447.9,29187508,0,0,0,51026544,0,0,466.3,742.5,0,5043,0,0,1762.6,32719,0,4872.4,0,54.5,3666,0,0,0,21280.5,0,0,977.5,0,0,0
FRCCc,2026,242657120,5287684,0,1168105.4,249112902.5,233936278.5,158114475.5,28142640,32253776,0.0359,0.0539,0.15,41957.89,54495.4,0.5,0.47,221.7,9.4,1.23,23.2,997.1,0.13,222.3,53,275.3,245.7,10.7,1.4,25.7,1097.5,0.14,246.4,58.4,304.9,226,9,1.18,22.6,1013.6,0.11,226.6,52.9,279.4,522,33.7,4.73,41,1922.5,0.29,524.3,98.4,622.7,55826611.9,2365.2,307.9,5851302.5,251208.8,31.7,55981153,13345985.2,69327138.2,0,25.79,7.87,0,33.66,27.63,8.65,0,36.27,253198370,90998424,4472125.5,3733892,0,0,13269661,0,0,4106154,111893170,0,616564.9,0,213136.3,28001388,0,0,0,86892270,0,0,2983.7,742.5,0,5043,0,0,3092.7,32719,0,4837.4,0,54.5,3666,0,0,0,36937.8,0,0,12189.9,0,0,0
FRCCc,2028,252494560,12215276,0,1523657.7,266233497,243420174.4,152409472.6,42537896,42554844,0.0359,0.0539,0.15,57201.83,56827.4,0.58,0.55,174.6,6.1,0.77,19.7,825.9,0.1,175,44.3,219.3,198.8,7.2,0.9,22.5,936,0.12,199.3,50.4,249.7,161.4,4.9,0.59,17.4,783.4,0.07,161.7,40.8,202.6,446.8,27.2,3.79,36.9,1696.3,0.25,448.6,87.5,536.1,46192505.3,1617.6,202.4,5208390.3,218721.2,27,46295957.6,11733648.2,58029605.8,0,21.78,10.54,0,32.32,23.79,11.88,0,35.67,266213170,113824024,10434512,3436622.5,0,0,7678953,0,0,6833029,102694400,0,585359.4,0,224042.4,27335254,0,0,0,106990990,0,0,6715,742.5,0,5043,0,0,5125.4,32719,0,4751.4,0,57.5,3666,0,0,0,46842.9,0,0,27259.1,0,0,0
FRCCc,2030,262812420,17560576,0,1553091.7,281926087.6,253367213,155720465.3,46005540,40503936,0.0359,0.0539,0.15,65131.3,59287.9,0.62,0.59,158.6,5.6,0.7,17.9,749.1,0.09,158.9,40.2,199.2,182.7,6.7,0.84,20.7,857.4,0.11,183.1,46.3,229.4,207.1,5.7,0.67,22.9,1024,0.09,207.4,53.4,260.9,428.5,26.1,3.63,35.4,1628.1,0.24,430.3,84,514.3,43542176.2,1535.9,192.5,4920756.2,205863,25.8,43640489.3,11062508.3,54702997.5,0,21.06,11.92,0,32.98,23.29,13.68,0,36.97,276403000,126205620,14956712,3384554.5,0,0,7366093,0,0,10974812,96476140,0,618212.8,0,224115.4,27171556,0,0,0,115230810,0,0,9505.5,742.5,0,5043,0,0,8117.4,31907.2,0,4732.4,0,57.5,3666,0,0,0,50556.3,0,0,40358.9,0,0,0
FRCCc,2035,295628350,50232076,0,1281056.1,347141497.2,285003847.1,159855666.2,34849336,31834892,0.0359,0.0539,0.15,83919.92,67627.5,0.76,0.7,96.6,2.7,0.32,11.8,478.4,0.06,96.8,26,122.8,125.1,3.9,0.47,15.1,610.2,0.08,125.4,33.3,158.7,229.1,8.2,1.04,23.6,1073.2,0.1,229.6,55.6,285.2,361.1,19.4,2.65,31.8,1468.1,0.19,362.4,75.6,438,32961152.7,925.8,109.1,4026700.4,163508.4,20.7,33018537.5,8904913.5,41923451,0,17.67,14.43,0,32.1,21.07,18.16,0,39.23,344165760,187285820,42803064,3115739.2,0,0,3254142.5,0,0,11713085,80221780,0,596771.4,0,221902.8,26666538,0,0,0,175572750,0,0,20400,742.5,0,4811,0,0,10905,31735.2,0,4732.4,0,57.5,3666,0,0,0,82192.4,0,0,122495.7,0,0,0
FRCCc,2040,331971330,68174430,0,1284159.1,401429933.4,320040722.5,190801913.9,39693116,29279756,0.0359,0.0539,0.15,83884.24,77861.2,0.76,0.71,91.4,2.3,0.27,11.3,460.3,0.06,91.5,25,116.6,118,3.2,0.38,14.6,588.5,0.08,118.2,32.1,150.3,287.9,11.3,1.45,28.8,1319.8,0.13,288.6,68.1,356.7,354.6,17,2.29,33.2,1507.2,0.18,355.8,78.1,433.9,35405516.8,897.4,102.3,4387760.4,178653.5,21.8,35460179.3,9717591.1,45177770.4,0,17.67,14.33,0,32,21.3,18.59,0,39.9,391089200,210628020,58188908,3182544.5,0,0,2512538.8,0,0,12878642,88989810,0,500946.2,0,222240,26864196,0,0,0,197749380,0,0,28788.5,742.5,0,4811,0,0,11179.3,31735.2,0,4732.4,0,57.5,3666,0,0,0,91929.5,0,0,167323.9,0,0,0
FRCCc,2045,366366400,84505340,0,1114885.5,451986642.4,353199675.4,212377720.5,34537796,23485232,0.0359,0.0539,0.15,86956.32,87357.5,0.77,0.72,87.6,2.1,0.23,10.8,445.7,0.05,87.7,24.1,111.8,113.2,2.8,0.32,13.9,573.1,0.07,113.4,31,144.4,282.7,12.3,1.61,27.2,1257.8,0.13,283.5,64.7,348.2,339.7,15.3,2.03,32.5,1482.7,0.17,340.7,76.8,417.4,38291498.8,909.5,101.2,4706909.9,195009.9,22.7,38346223,10524415.3,48870638.3,0,16.4,14.74,0,31.14,20.17,19.53,0,39.7,441055650,239608930,71968584,2555359,0,0,2057210.4,0,0,12067521,97104270,0,839837.9,0,221928.5,26699508,0,0,0,227541400,0,0,35139,667.6,0,4518,0,0,11569.5,31679.2,0,8215.8,0,57.5,3666,0,0,0,109442.5,0,0,206451.8,0,0,0
FRCCc,2050,401562660,96784630,0,1085133.3,499432409.3,387131019.4,233089661.1,34429736,21814244,0.0359,0.0539,0.15,85656.23,97276.9,0.78,0.73,86.6,2,0.23,10.6,441.8,0.05,86.7,23.8,110.5,111,2.6,0.29,13.7,565.6,0.07,111.1,30.6,141.7,288.3,12.5,1.63,27.8,1284.2,0.13,289.1,66.1,355.2,329,14.1,1.86,32.3,1460.2,0.17,329.9,75.8,405.8,41820477.8,976.9,108,5121508.3,213434.1,24.3,41879059.9,11488470.5,53367530.4,0,17.28,14.61,0,31.9,21.48,19.53,0,41.02,486994370,266342750,82414590,2521530,0,0,2045056.8,0,0,13106021,105599600,0,1200887.9,0,221859,26648120,0,0,0,253236700,0,0,40529.2,667.6,0,4225,0,0,12487.6,29953.6,0,13476.3,0,57.5,3666,0,0,0,123304.6,0,0,236412.7,0,0,0
MROEc,2024,33105814,0,0,289679.4,33395494.3,31915841.8,25683030.9,24228296,27124918,0.0359,0.0539,0.183,25395.7,8142.4,0.54,0.66,232.1,12.6,1.71,23.2,956.4,0.17,232.9,51.8,284.7,223.4,16.8,2.38,18.4,770.6,0.17,224.6,41.5,266,313.5,19.6,2.73,24.8,1189.1,0.16,314.9,60.3,375.1,814.8,67.8,9.8,50.8,2448.3,0.5,819.5,123.9,943.4,8367676,452.2,61.4,838314.7,34496.2,6,8397920.1,1867936.6,10265856.8,0,30.22,5.77,0,35.99,32.01,6.28,0,38.29,36303904,7712463,0,963881.4,0,0,3053459.5,0,0,81561.2,12960861,0,494861.5,0,1474158.4,9559487,84732.8,0,0,5368799.5,2262102.8,0,0,141.1,0,840.8,0,0,59.9,1982,0,2024.1,0,304.9,1197.1,350.7,0,0,2517.6,0,734,0,0,0,0
MROEc,2026,33918336,82875.8,0,334915,34336128.2,32699155.3,25350977.4,29084314,30425456,0.0359,0.0539,0.183,55377.65,8483.1,0.59,0.72,207.1,11.4,1.55,20.9,849.2,0.15,207.9,46.3,254.2,181.7,13.8,1.95,15.3,624,0.15,182.6,33.9,216.6,244.8,12,1.61,22.4,1037.9,0.12,245.6,53.4,299,774.2,64.1,9.21,48,2379.5,0.44,778.6,119,897.6,7334736.4,404,55,741227.6,30083.6,5.5,7361782.6,1639211.2,9000993.8,0,28.93,12.48,0,41.41,30.67,13.6,0,44.27,35683010,8985151,70399.8,963664.8,0,0,2763426.8,0,0,136023.8,11560556,0,269176,0,1474449.4,9549052,47132.2,0,0,6598472.5,2250654.5,0,59.3,141.1,0,840.8,0,0,99.7,1982,0,1968.8,0,304.9,1197.1,333.7,0,0,3127,0,734.2,237.1,0,0,0
MROEc,2028,35160868,314395.5,0,389144.4,35864407.6,33897020.7,26308920.6,35394530,30552672,0.0359,0.0539,0.183,71686.15,8736,0.69,0.82,146.8,7,0.93,17.1,640.2,0.13,147.2,36.3,183.5,111.9,7.7,1.08,11.3,411.7,0.11,112.4,23.6,136,196.6,5.3,0.63,22,975,0.09,196.9,51.1,248,572.6,43.9,6.27,39.9,1879,0.35,575.6,96,671.6,4501329,212.8,28.3,526573.1,19650.2,4.1,4515403.3,1113258.2,5628661.6,0,22.31,15.18,0,37.49,23.77,16.61,0,40.38,31019396,9555487,267602,908792.6,0,0,1331350.9,0,0,239940.4,8074875,0,145021.6,0,1448069.6,9253710,34487.1,0,0,6957611,2357935.8,0,240.3,141.1,0,840.8,0,0,175.4,1982,0,1883.4,0,308.9,1197.1,331.3,0,0,3332.3,0,762.9,864.4,0,0,0
MROEc,2030,36446044,569017,0,437202.9,37452265.5,35135996.5,22942773.4,39577460,35139268,0.0359,0.0539,0.183,79124.05,9164.5,0.78,0.87,104.5,5,0.67,12.3,456.9,0.1,104.9,26,130.8,80,5.5,0.77,8.3,296.4,0.09,80.4,17.1,97.5,183.4,7.8,1.02,18,819,0.09,183.9,42.4,226.3,507.4,39.9,5.7,34.5,1643,0.31,510.1,83.6,593.7,3400228.3,162.4,21.6,402631.4,14874.8,3.4,3410961,846820.6,4257781.6,0,19.35,15.84,0,35.19,20.67,17.44,0,38.12,33009434,14509491,484946.2,408569.2,0,0,1036786.2,0,0,437118.4,6221774,0,75194.8,0,1348373.6,8924083,213.4,0,0,10393827,3678547.2,0,436,79.4,0,840.8,0,0,318.7,1982,0,1870.5,0,308.9,1197.1,123.8,0,0,4906.9,0,1095.9,1503.1,0,0,0
MROEc,2035,40622536,1579394.5,0,436652.2,42638582.3,39162323.6,23641248.4,39641852,35111444,0.0359,0.0539,0.183,91859.17,10496.1,0.81,0.88,89.1,4,0.52,10.8,399.3,0.09,89.4,22.7,112.1,65.2,3.9,0.53,7.4,261.6,0.07,65.5,15.2,80.7,174.5,9.1,1.23,15.6,725.5,0.09,175.1,37.2,212.3,458.1,34.6,4.9,32.1,1548.5,0.26,460.4,78.4,538.8,3341955.3,147.8,19.4,405734,14992.9,3.3,3351654.7,853421.9,4205076.6,0,17.79,17.84,0,35.64,19.2,20.07,0,39.27,38091220,18997334,1348742.5,385677,0,0,908392.9,0,0,964563.8,6062143,0,345030.7,0,1289685.8,8754154,62,0,0,11901415,6131355,0,1060,79.4,0,840.8,0,0,707,1982,0,5363.5,0,308.9,1197.1,123.8,0,0,5714.5,0,1757.6,3976.3,0,0,0
MROEc,2040,45287864,2277311.8,0,476721.4,48041898.6,43659895.2,19713858.6,41180292,40890980,0.0359,0.0539,0.183,89664.85,11870.8,0.84,0.9,71.8,2.8,0.36,8.9,332.5,0.07,72,18.8,90.8,53.1,2.8,0.38,6.5,224.3,0.06,53.3,13.2,66.5,185.5,10,1.36,16.2,761.4,0.09,186.2,38.9,225.1,395,27.5,3.87,29.9,1405.9,0.23,396.8,71.9,468.7,3349188,132,16.9,417770.7,15529,3.2,3357747.9,881419.6,4239167.5,0,15.32,17,0,32.33,16.66,19.28,0,35.95,47772228,28328038,1951313.6,344768.7,0,0,749150.7,0,0,1000901.1,6118043,0,560561.2,0,1192918.8,8527336,96.7,0,0,16494086,10833053,0,1642.3,79.4,0,840.8,0,0,762.9,1982,0,5722.6,0,308.9,1197.1,123.8,0,0,7841.1,0,2803,5305.9,0,0,0
MROEc,2045,49535024,2243262.8,0,476721.3,52255008.3,47754341.4,20719853.9,41431490,42022548,0.0359,0.0539,0.183,87823.63,13119.3,0.82,0.89,87.8,3.2,0.4,10.6,413.9,0.07,88,22.9,110.9,60.5,2.9,0.38,7.1,264.7,0.06,60.7,15,75.8,175.5,7.6,1,17.1,780.2,0.08,176,40.4,216.4,387.6,26,3.65,30.2,1406.1,0.22,389.4,72.1,461.5,4487210.8,164,20.7,541099.8,21144.1,3.7,4497751.2,1172206.9,5669958.1,0,14.77,17.05,0,31.82,16.06,19.21,0,35.27,52988370,31535156,1894494.8,330534.4,0,0,861741.7,0,0,1019221.2,6897846.5,0,1910630.8,0,1146042.1,8411868,57,0,0,17867434,12648500,0,1620.3,79.4,0,840.8,0,0,812.1,1982,0,8195.8,0,308.9,1197.1,123.8,0,0,8706.3,0,3250.8,5458.8,0,0,0
MROEc,2050,53441464,2668521,0,585250.6,56695236.2,51520344.1,18619643.4,49097904,50592324,0.0359,0.0539,0.183,86201.84,14245.7,0.79,0.87,108,3.9,0.49,11.9,507.9,0.06,108.3,27,135.3,74,3.4,0.44,7.8,325.9,0.05,74.2,17.5,91.7,190.3,7.4,0.95,19.3,873.8,0.09,190.8,45.4,236.2,355.4,19.9,2.73,31,1420.7,0.19,356.7,73.4,430.1,6079207.1,221,27.9,667921.2,28521.3,3.6,6093406.3,1518835.2,7612241.6,0,14.66,17.03,0,31.69,16,19.29,0,35.29,58404460,38075590,2280620.8,317102.6,0,0,1147136.6,0,0,1097330.9,7180293.5,0,4099556.5,0,1109893.5,4194213.5,52.1,0,0,18683102,18295160,0,1765.6,79.4,0,840.8,0,0,891.3,1982,0,9658.6,0,308.9,601.2,120.6,0,0,9185.1,0,4789,6560.8,0,0,0
MROWc,2024,200070450,17191.7,0,3507163.5,203594802.4,192876588.5,52730491.1,209143950,276467800,0.0359,0.054,0.1775,11248.78,43843.4,0.73,0.72,253,26.7,3.87,10.8,627,0.14,254.9,29.5,284.4,273.7,29,4.2,11.6,675.8,0.15,275.7,31.8,307.5,279.9,23.5,3.35,16.8,873.9,0.14,281.5,42.9,324.4,752.1,64.7,9.37,45,2201.2,0.46,756.6,110.8,867.4,67981796,7180.8,1039.5,2900049.1,168506.7,37.7,68479565.2,7931852.3,76411417.4,0,26.01,2.28,0,28.29,27.6,2.47,0,30.06,270936740,150864300,14649.1,1088046.4,0,14642598,57922024,0,0,1686073.4,15318952,0,895732.6,0,11216545,18606334,367538.8,0,0,17677336,131500904,0,21.6,198.1,0,15119.2,0,0,1230.5,4904.7,0,6506,0,2954.5,2427,2056.5,0,0,8006.4,0,35829.3,43.2,0,0,0
MROWc,2026,204556300,1056970.2,0,4068404.8,209681679.6,197201170.2,18990645.9,245810100,325399460,0.0359,0.054,0.1775,51702.96,44804.8,0.81,0.81,168.7,17.7,2.57,7.4,421.1,0.1,170,20,190,182.4,19.2,2.78,8.1,453.9,0.11,183.7,21.6,205.4,180.1,13.3,1.88,12.5,619.4,0.09,181,30.9,211.9,638.9,55.7,8.04,37.3,1877.2,0.37,642.8,93.3,736.1,48301473.4,5079.7,735.1,2131339.9,120564.7,27.8,48653531.7,5731746.3,54385278,0,21.65,10.3,0,31.95,23.05,11.18,0,34.23,289305200,190691040,896398.1,1017560,0,13585550,41105876,0,0,2134741.8,11838403,0,465768.4,0,11626777,17822624,255217.8,0,0,34641350,153914940,0,696.6,198.1,0,14439.2,0,0,1585.2,4904.7,0,5763.5,0,3144.5,2427,1936.1,0,0,16149,0,42849.7,2743,0,0,0
MROWc,2028,212553100,3537822,0,4515136.5,220606062.3,204910482.5,-42116763.7,245506260,368180130,0.0359,0.054,0.1776,65069.7,47171.8,0.91,0.89,83.8,8.8,1.27,3.9,210.4,0.05,84.4,10.2,94.6,100.9,10.6,1.54,4.8,252.5,0.06,101.6,12.3,113.9,98.2,4.5,0.59,9.4,427.7,0.05,98.5,22.1,120.6,486.1,40.6,5.83,30.4,1487.6,0.29,488.9,74.8,563.7,28353004.3,2974.4,430.3,1324649.1,71198.7,17.6,28559121.5,3451181.3,32010302.7,0,16.15,12.48,0,28.63,17.32,13.67,0,30.99,343457120,262722850,3019372,834631.5,0,16581179,24278094,0,0,2873261.2,7492726.5,0,143403.8,0,11206562,17044588,133725.6,0,0,45062076,214787490,0,2292,162.1,0,14418.2,0,0,2155.3,4875.5,0,5604.8,0,3144.5,2427,1640.1,0,0,21655.2,0,62237.3,9122.9,0,0,0
MROWc,2030,219558940,6903846.5,0,4863785.5,231326556,211664430.9,-51786388,268269360,396232030,0.0359,0.054,0.1776,73251.34,49491.8,0.93,0.93,60.1,6.4,0.93,2.8,147.5,0.04,60.5,7.2,67.7,68.5,7.3,1.06,3.3,168,0.05,69,8.3,77.3,107.2,5.6,0.76,9.5,443.3,0.05,107.5,22.8,130.3,421.2,36.6,5.27,25,1253,0.25,423.8,62.4,486.2,21199214.3,2264.7,328,987344.7,52087.1,13.9,21356236.7,2543346.5,23899583.2,0,13.49,13.96,0,27.45,14.58,15.49,0,30.07,359466180,283112930,5895573.5,669375.9,0,19150044,18693010,0,0,4040584,4667449.5,0,69637.4,0,10543163,16595163,69825.1,0,0,50803336,228269020,0,4340.2,144.1,0,14056.2,0,0,3062.4,4731.1,0,5098.4,0,3144.5,2427,1215.9,0,0,25387.3,0,70703,17597.1,0,0,0
MROWc,2035,243980750,10555443,0,5020360.2,259556546.5,235208096,-62992202.5,286790700,415572030,0.0359,0.054,0.1776,90395.04,56397.2,0.96,0.95,37.9,4,0.59,1.8,93,0.02,38.1,4.6,42.7,43.4,4.6,0.67,2.1,107.3,0.03,43.7,5.3,49.1,110.2,6.5,0.89,9.3,434.5,0.06,110.6,22.3,132.9,363.7,30.8,4.42,22.1,1117.6,0.2,365.9,55.5,421.3,14357110.9,1533.7,222.1,674658.1,35300.9,9.4,14463447.1,1729197.6,16192644.7,0,11.9,17.14,0,29.03,12.95,19.21,0,32.16,388452320,322548740,9026638,636268.2,0,18978490,12759816,0,0,6135648.5,3193880.8,0,63435.2,0,10158597,11049651,36789.2,0,0,60154900,256258200,0,6616.5,144.1,0,12644.1,0,0,4729.5,4731.1,0,6025.1,0,3144.5,1657,1141.4,0,0,31751.7,0,85668,26225.7,0,0,0
MROWc,2040,271611650,13842195,0,5393290.1,290847141.3,261845319.8,-75537642.4,307836480,445242980,0.0359,0.054,0.1777,88124.15,63701.1,0.97,0.97,25,2.6,0.38,1.2,62.8,0.02,25.2,3.1,28.3,28.1,2.9,0.42,1.5,71.5,0.02,28.3,3.6,31.9,126.4,7,0.96,11,511.7,0.07,126.9,26.3,153.1,294.6,23.3,3.33,19.4,952.1,0.17,296.2,47.9,344.1,10319335.1,1084.9,156.9,515882.4,25952.9,7,10394510.5,1291190.8,11685701.3,0,9.78,16.74,0,26.52,10.71,18.89,0,29.6,428390300,366384770,11763522,599138.8,0,19200620,9111308,0,0,6591245.5,2746204.8,0,80242.2,0,9505415,8970752,28321.8,0,0,85020130,274773400,0,8364.2,144.1,0,12305,0,0,5230.7,4731.1,0,6456.9,0,3144.5,1385.6,1119.2,0,0,50355.3,0,96050.9,31775,0,0,0
MROWc,2045,297083600,20128740,0,5565408.6,322777724,286401193,-73066485.2,329388220,461447780,0.0359,0.054,0.1778,87234.26,70270.9,0.97,0.97,22.8,2.3,0.33,1,59.7,0.01,22.9,2.8,25.7,25.5,2.5,0.37,1.2,68.4,0.01,25.7,3.3,29,107.9,5.1,0.67,10.4,467.8,0.06,108.2,24.4,132.6,281,20.8,2.95,19.8,955.6,0.16,282.4,48.3,330.8,9973098.5,1009.2,145.6,458913.6,26153.5,5,10042918.4,1239651.1,11282569.4,0,9.27,16.51,0,25.78,10.27,18.93,0,29.19,454885200,395844220,17185348,595537.8,0,19773928,8349560,0,0,7071611,3695706.5,0,107138.1,0,9315047,0,18722.9,0,0,93419430,295353180,0,12074.9,144.1,0,10991.7,0,0,5763.2,4571.1,0,9689.2,0,3144.5,0,842.7,0,0,58204.7,0,106348.7,45885.9,0,0,0
MROWc,2050,320984580,22272628,0,6032704.3,349289898.6,309442782.6,-82278865.3,359011300,499752130,0.0359,0.054,0.1778,85859.19,76661.9,0.98,0.97,17.7,1.7,0.24,0.9,49.3,0.01,17.8,2.4,20.2,20.2,1.9,0.27,1.1,58.9,0.01,20.3,2.9,23.2,117.7,5.1,0.67,11.7,524.3,0.06,118,27.3,145.3,244.6,15.6,2.17,19.4,917.8,0.13,245.7,46.8,292.5,8328671.4,798.5,114.8,417125.4,23224.9,4.1,8383797.7,1110352,9494149.6,0,8.94,16.28,0,25.23,9.93,18.7,0,28.63,490028860,431568800,19013684,335998.4,0,19047430,6532542.5,0,0,7582112,4175698.8,0,177769.9,0,9155238,0,21748.1,0,0,103338550,320648100,0,12776.9,111.1,0,9338.1,0,0,6281.9,4520.1,0,14571.1,0,3144.5,0,604.1,0,0,66649.3,0,116463.4,48838.9,0,0,0
NEWEc,2024,124082770,119736.6,1726188.8,706908.3,126635598.1,119621587.5,103277547.9,50255276,54086950,0.0359,0.054,0.135,9517.61,28175.5,0.69,0.69,122.3,2.6,0.27,18,637.5,0.1,122.5,37.1,159.6,129.5,2.8,0.31,19,671.3,0.11,129.7,39,168.7,286.1,6.9,0.81,32.8,1418.7,0.15,286.5,75.1,361.6,634.1,37.2,5.24,53.8,2388.3,0.38,636.7,125,761.7,15867529.5,334.5,35.5,2338877.9,82676,13.5,15887174.9,4806299.1,20693474.1,0,31.64,1.94,0.87,34.45,33.57,2.13,0.94,36.65,130528430,23358050,101880.5,6460556.5,0,25294152,312292.6,0,0,5799717.5,39445710,0,91940,0,7545270.5,26513108,27108.3,1378363.5,0,5494761,6136636,5926936,132,1068.6,0,438.5,0,0,4369.7,12900.2,0,2257.1,0,1957.5,3320.9,2515.6,1797.4,0,2896.9,1546,1834.9,284.8,17974,0,0
