state,t,battery_2_MW,battery_4_MW,battery_6_MW,battery_8_MW,battery_10_MW,bio_MW,bio-ccs_MW,coal_ccs_MW,coal_MW,csp_MW,dac_MW,distpv_MW,gas_cc_ccs_MW,gas_cc_MW,gas_ct_MW,geo_MW,hydro_MW,nuclear_MW,nuclear_smr_MW,o-g-s_MW,pumped-hydro_MW,pvb_MW,re_ct_MW,upv_MW,wind_offshore_MW,wind_onshore_MW,battery_2_MWh,battery_4_MWh,battery_6_MWh,battery_8_MWh,battery_10_MWh,biomass_MWh,biomass-ccs_MWh,canada_MWh,coal_ccs_MWh,coal_MWh,csp_MWh,distpv_MWh,gas_cc_ccs_MWh,gas_cc_MWh,gas_ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,nuclear_smr_MWh,o-g-s_MWh,phs_MWh,battery_pv_MWh,biomass_re_ct_MWh,upv_MWh,wind_ofs_MWh,wind_ons_MWh,generation,co2_c_mt,co2e_c_mt,ch4_c_mt,n2o_c_mt,so2_c_mt,nox_c_mt,co2_p_mt,co2e_p_mt,ch4_p_mt,n2o_p_mt,dac_co2_capture_mt,co2_c_kg_per_mwh,co2e_c_kg_per_mwh,ch4_c_g_per_mwh,n2o_c_g_per_mwh,so2_c_g_per_mwh,nox_c_g_per_mwh,co2_p_kg_per_mwh,co2e_p_kg_per_mwh,ch4_p_g_per_mwh,n2o_p_g_per_mwh
AL,2022,0,0,0,0,0,6.4,0,0,5790.7,0,0,31.2,0,9689,2618.2,0,3334,5544.5,0,1738.7,0,0,0,673.9,0,0,0,0,0,0,0,29415,0,0,0,33847487,0,32943,0,41397631,1778417,0,9703494,44519210,0,1337358,0,0,0,1188992,0,0,133834946,53239404.6,53539861.1,4371,623.4,6703,39182.9,3700865.3,8806420,170992,36.6,0,397.8,400.04,32.66,4.66,50.08,292.77,27.65,65.8,1277.63,0.27
AL,2024,0,0,0,0,0,6.4,0,0,5790.7,0,0,62.4,0,11004,927.1,0,3334,5544.5,0,629.3,0,0,0,753.6,0,0,0,0,0,0,0,29415,0,0,0,32152301,0,84759,0,62455439,1999886,0,9703303,44519210,0,671935,0,0,0,1618227,0,0,153234475,59252368.9,59545723.9,4302,605,5460.7,28832.1,4541147.1,10784043.7,209145.5,38,0,386.68,388.59,28.07,3.95,35.64,188.16,29.64,70.38,1364.87,0.25
AL,2026,0,0,0,0,0,6.4,0,0,5790.7,0,0,153.2,0,11004,927.1,0,3435,5544.5,0,629.3,0,0,0,832,0,0,0,0,0,0,0,29415,0,0,0,27139053,0,232189,0,50392667,2340149,0,10057448,44519210,0,671935,0,0,0,1737500,0,0,137119567,49355634.8,49602581.4,3618.4,509.6,4770.8,25961,3822316.3,8990165.9,173112.4,33.3,0,359.95,361.75,26.39,3.72,34.79,189.33,27.88,65.56,1262.49,0.24
AL,2028,0,0,22.6,0,0,6.4,0,0,5790.7,0,0,373.6,2030.1,8973.9,927.1,0,3449,5544.5,0,629.3,0,0,0,1932.2,0,0,0,0,64252,0,0,29415,0,0,0,21046224,0,458030,15580341,12621860,1634990,0,10103280,44519210,0,879966,0,0,0,3904350,0,0,110841918,28447706.2,28635401.2,2732.7,389.2,4192.9,24096.7,2545106.3,5853241.3,110767.7,26.6,0,256.65,258.34,24.65,3.51,37.83,217.4,22.96,52.81,999.33,0.24
AL,2030,0,78.1,394.3,0,0,6.4,0,0,5790.7,0,0,770.5,2030.1,8973.9,927.1,0,3462,5544.5,0,629.3,0,0,0,4182.7,0,0,0,185407,1019818,0,0,29415,0,0,0,17963015,0,653752,15258119,8533145,2216127,0,10129993,44519210,0,1193570,0,0,0,9116519,0,0,110818089,24248761,24410349.3,2350.1,335.4,4287,28033.4,2325100.8,5231889.6,97313.8,25,0,218.82,220.27,21.21,3.03,38.68,252.97,20.98,47.21,878.14,0.23
AL,2032,0,97.3,399.5,0,0,6.4,0,0,5790.7,0,0,1137.3,3132.1,7871.9,927.1,0,3462,5544.5,0,629.3,0,0,0,5124.5,0,0,0,155830,737450,0,0,29415,0,0,0,12653931,0,1245287,23333634,4982071,2437706,0,10117967,44214110,0,453736,0,0,0,11615898,0,0,111977036,17390401.1,17508014.6,1729.5,242,2392.7,13302.6,2284032.1,5083730,93752,21.6,0,155.3,156.35,15.45,2.16,21.37,118.8,20.4,45.4,837.24,0.19
AL,2034,0,870.4,399.5,961.7,0,6.4,1253.7,0,1062.7,0,0,1376.7,3132.1,7871.9,927.1,0,3471,5544.5,0,629.3,0,0,0,8649.7,0,0,0,1384781,624514,2665929,0,29415,9234525,0,0,0,0,1169908,20033451,1615267,750335,0,10150097,44299366,0,0,0,0,0,19280781,0,0,111238371,-6349214.9,-6339911.8,162.9,16.3,17.4,429.2,1742606.7,3134299.6,46570.8,14.2,0,-57.08,-56.99,1.46,0.15,0.16,3.86,15.67,28.18,418.66,0.13
AL,2036,0,870.4,420.3,961.7,0,6.4,2568.1,0,0,0,0,1470.8,3132.1,9337.3,604.1,0,3471,5544.5,0,0,0,0,323,8686.6,0,0,0,1359027,846550,2329365,0,29415,18915090,0,0,0,0,2222910,5645182,5838185,851348,0,10150097,44301291,0,0,0,0,0,20102290,0,0,112590751,-13768811.6,-13763724.3,89.1,8.9,30.7,614.3,1625029.9,2418632.8,26501.9,14.1,0,-122.29,-122.25,0.79,0.08,0.27,5.46,14.43,21.48,235.38,0.13
AL,2038,0,870.9,420.9,961.7,0,6.4,2568.1,0,0,0,0,1592,3132.1,9352.4,460,0,3471,5544.5,0,0,0,0,467.1,8687.8,0,0,0,1218726,811036,2090932,0,29415,18915090,0,0,0,0,2404659,11726916,4396748,851348,0,10139827,44519210,0,0,0,0,0,19844129,0,0,116948037,-14052020.1,-14045009.5,122.8,12.3,26.4,567.3,1838036.1,2910457.6,35850.7,14.9,0,-120.16,-120.1,1.05,0.1,0.23,4.85,15.72,24.89,306.55,0.13
AL,2040,0,870.9,420.9,961.7,0,6.4,2568.1,0,0,0,0,1755.5,3132.1,9354.5,460,0,3471,5544.5,0,0,0,0,467.1,8687.8,0,0,0,1271172,787954,2167576,0,29415,18915090,0,0,0,0,2658041,12712476,4910999,642204,0,10150097,44214110,0,0,0,0,0,19577240,0,0,118036373,-13946983.2,-13939531.8,130.5,13.1,27,592.4,1883748.8,3019842.5,37986.3,15,0,-118.16,-118.1,1.11,0.11,0.23,5.02,15.96,25.58,321.82,0.13
AL,2042,0,870.9,420.9,961.7,0,6.4,2568.1,0,0,0,0,1931.7,3132.1,9354.5,460,0,3471,5544.5,0,0,0,0,467.1,8687.8,0,0,0,1185932,747341,2197548,0,29415,18915090,0,0,0,0,2925614,14414854,1775076,642204,0,10150097,43994222,0,0,0,0,0,19304569,0,0,116281963,-14997319.5,-14990358,121.9,12.2,17.4,367.7,1828033,2892972,35600.8,14.8,0,-128.97,-128.91,1.05,0.1,0.15,3.16,15.72,24.88,306.16,0.13
AL,2044,0,870.9,398.3,961.7,0,6.4,2568.1,0,0,0,0,2087.7,3132.1,9381.4,460,0,3471,5544.5,0,0,0,0,467.1,8687.8,0,0,0,1254892,751394,2287233,0,29415,18915090,0,0,0,0,3162464,13050998,1064309,642204,0,10150097,43563488,0,0,0,0,0,19034835,0,0,113906420,-15301763.9,-15295628.3,107.4,10.7,15.3,298,1733606.7,2678586.8,31579.2,14.4,0,-134.34,-134.28,0.94,0.09,0.13,2.62,15.22,23.52,277.24,0.13
AL,2046,0,816.4,36.9,961.7,12.4,6.4,2568.1,0,0,0,0,2218,3132.1,9941.9,350,0,3471,5544.5,0,0,0,0,467.1,8612.8,0,99.9,0,1216556,78709,2083086,45494,29415,18915090,0,0,0,0,3360166,12965894,6090459,0,0,10150097,43563488,0,0,0,0,0,18637783,0,182383,117318621,-13859592.7,-13851936.7,134.1,13.4,27.6,612.2,1900472.5,3065735.7,38965.6,15,0,-118.14,-118.07,1.14,0.11,0.24,5.22,16.2,26.13,332.13,0.13
AL,2048,0,806.8,85.1,963.8,12.4,6.4,2568.1,0,0,0,0,2349.8,3132.1,10282.4,350,0,3471,5544.5,0,0,0,0,467.1,8623.9,0,102.4,0,1133258,172522,2047588,18752,29415,18915090,0,0,0,0,3560081,6891176,0,0,0,10150097,43563488,0,0,0,0,0,18407707,0,262780,105151954,-16263495.1,-16260712.1,48.7,4.9,9.1,72.9,1365615.8,1824803.2,15289.8,13,0,-154.67,-154.64,0.46,0.05,0.09,0.69,12.99,17.35,145.41,0.12
AL,2050,0,72.4,92,78.4,123.7,6.4,2568.1,0,0,0,0,2502.2,3132.1,11792.5,350,0,3471,5544.5,0,0,0,0,467.1,9009.2,0,181.5,0,89288,178185,218996,427393,29415,18915090,0,0,0,0,3790867,4664483,2151208,0,0,10150097,43563488,0,0,0,0,0,19112736,0,392338,103683586,-15582701.4,-15580009.9,47.1,4.7,15.6,215.9,1355578.2,1801514.7,14845.5,13,0,-150.29,-150.26,0.45,0.05,0.15,2.08,13.07,17.38,143.18,0.13
AR,2022,0,0,0,0,0,16.8,0,0,5128.1,0,0,87.6,0,4597,715.6,0,1265.8,1817.8,0,787,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,29897110,0,128266,0,11770366,794486,0,2917131,14613013,0,281525,10914,0,0,608434,0,0,61061613,35894452.5,36143341.4,3596.4,519.1,41526.4,22020.9,1740369.4,4583281.9,95207.7,21,0,587.84,591.92,58.9,8.5,680.07,360.63,28.5,75.06,1559.21,0.34
AR,2024,0,0,0,0,0,16.8,0,0,5128.1,0,0,274.4,0,4597,702,0,1265.8,1817.8,0,317,30,0,0,306.7,0,0,0,0,0,0,0,40369,0,0,0,12323318,0,404228,0,14275506,764411,0,2916355,14613013,0,96715,3965,0,0,670144,0,0,46108022,18230499.7,18332048.6,1481.5,210.3,16221.5,9399.8,1258075.7,3034975.6,59519.4,11.8,0,395.39,397.59,32.13,4.56,351.81,203.87,27.29,65.82,1290.87,0.26
AR,2026,2.5,0.9,0,0,0,16.8,0,0,4310.4,0,0,694.5,0,4597,702,0,1265.8,1817.8,0,3.1,30,0,0,2192.9,0,0,3115,1261,0,0,0,39613,0,0,0,5981916,0,955183,0,8388069,473931,0,2916355,14613013,0,0,3498,0,0,5016861,0,0,38392816,9134200.4,9181598.8,694.4,97.8,7436.3,4057.3,735724.2,1678807.2,31580.5,7.3,0,237.91,239.15,18.09,2.55,193.69,105.68,19.16,43.73,822.56,0.19
AR,2028,2.5,107.5,0,0,0,16.8,0,0,3487.7,0,0,1174.2,0,4597,702,0,1292.8,1817.8,0,3.1,30,0,0,4130.8,0,0,1009,143905,0,0,0,38896,0,0,0,2074436,0,1433107,0,1928863,323284,0,2946948,14613013,0,0,16723,0,0,9641894,0,0,33162077,2847461.8,2863437.8,233.2,33.1,2563.2,1329.6,303424,588886.5,9539.8,4.3,0,85.87,86.35,7.03,1,77.29,40.09,9.15,17.76,287.67,0.13
AR,2030,19.7,107.5,2.7,0,0,16.8,0,0,3487.7,0,0,1759.7,0,4536,702,0,1292.8,1817.8,0,1.8,30,0,0,4648.1,0,0,11364,103670,3050,0,0,36209,0,0,0,858688,0,2498860,0,0,164544,0,2933622,14299673,0,0,35594,0,0,10859698,0,0,31804972,859913.6,866101.9,89.4,12.9,1050.3,475.1,162070.3,237463.8,2499.6,3.3,0,27.04,27.23,2.81,0.41,33.02,14.94,5.1,7.47,78.59,0.1
AR,2032,19.7,323.3,2.7,0,0,16.8,0,0,3487.7,0,0,2053.5,0,4536,702,0,1292.8,1817.8,0,1.8,30,0,0,5247.1,0,0,12086,478365,3619,0,0,35053,0,0,0,1039777,0,2861397,0,0,134397,0,2945468,13899205,0,0,24471,0,0,12038395,0,0,33472232,1042923.6,1050706.3,112.2,16.3,1324.5,591.1,162523.3,247854,2833,3.3,0,31.16,31.39,3.35,0.49,39.57,17.66,4.86,7.4,84.64,0.1
AR,2034,19.7,337.6,43.6,0.6,0,16.8,0,0,1507.8,0,0,2130.6,0,6609.8,702,0,1312.8,1817.8,0,1.8,30,0,0,6672.6,0,0,15685,541020,100597,943,0,32923,0,0,0,1103142,0,2500254,0,5645671,59652,0,2987431,13213988,0,0,17632,0,0,15441579,0,0,41660517,3021149.6,3031162.4,150.9,20.2,1360.1,1036.3,388883.2,780944.8,13119.3,4,0,72.52,72.76,3.62,0.48,32.65,24.88,9.33,18.75,314.91,0.1
AR,2036,19.7,337.6,82.3,0.6,0,16.8,0,0,0,0,0,2167.5,0,8537.8,231,0,1313.8,1817.8,0,1.8,30,0,471,6672.6,0,0,22563,598136,162249,793,0,32165,0,0,0,0,0,3192842,0,6775430,0,0,2997946,13499338,0,0,17135,0,246253,15378883,0,0,42923732,2412053,2414649.1,45.5,4.5,33,718.8,404530.1,790324.8,12911.5,3.8,0,56.19,56.25,1.06,0.11,0.77,16.75,9.42,18.41,300.8,0.09
AR,2038,19.7,337.6,82.3,0.6,0,16.8,0,0,0,0,0,2203.9,0,9607.8,231,0,1313.8,1817.8,0,1.8,30,0,471,6672.6,0,0,21577,502694,128837,1030,0,32323,0,0,0,0,0,3246869,0,7950849,0,0,3002052,14186771,0,0,0,0,196571,15153650,0,0,44423224,2830502.2,2833548.8,53.3,5.3,36.7,775,460014.4,911557.3,15114.9,4.1,0,63.72,63.79,1.2,0.12,0.83,17.45,10.36,20.52,340.25,0.09
AR,2040,19.7,337.6,82.3,0.6,0,16.8,0,0,0,0,0,2247.1,0,9650.5,231,0,1313.8,1817.8,0,1.8,30,0,471,6680.3,0,0,20482,434340,138625,467,0,33894,0,0,0,0,0,3310416,0,6290948,13372,0,3001715,14254910,0,0,0,0,573490,14987593,0,0,43060252,2247667.6,2250086.8,42.4,4.2,32.2,925,391791.6,752487.1,12068.5,3.9,0,52.2,52.25,0.98,0.1,0.75,21.48,9.1,17.48,280.27,0.09
AR,2042,17.2,340,82.3,0.6,0,8.8,0,0,0,0,0,2284.5,0,9949.2,231,0,1313.8,1817.8,0,0,30,0,471,6710.8,0,0,16333,449379,124111,628,0,33318,0,0,0,0,0,3365693,0,6661283,0,0,3001715,13941570,0,0,0,0,818430,14855865,0,0,43268326,2371416.7,2373969.2,44.7,4.5,33.1,1134.2,403643.3,783415.5,12708.7,3.9,0,54.81,54.87,1.03,0.1,0.76,26.21,9.33,18.11,293.72,0.09
AR,2044,17.2,246.1,82.3,0.6,0,8.8,0,0,0,0,0,2341.3,0,10570.9,231,0,1313.8,1817.8,0,0,30,0,471,6710.8,0,0,18163,346682,123590,422,0,32404,0,0,0,0,0,3449267,0,5677086,0,0,3001715,12842776,0,0,8461,0,786441,14649623,0,0,40936630,2021042.5,2023217.9,38.1,3.8,29.8,1032.6,352567.3,676915.3,10852.3,3.5,0,49.37,49.42,0.93,0.09,0.73,25.22,8.61,16.54,265.1,0.08
AR,2046,0,254.9,79.6,0.6,0,8.8,0,0,0,0,0,2393.8,0,10686.1,60,0,1313.8,1817.8,0,0,30,0,642,6697.8,0,0,0,349820,120207,200,0,32563,0,0,0,0,0,3526688,0,6839055,0,0,3003907,14299673,0,0,0,0,1047095,14421463,0,0,43640670,2434703.6,2437324.2,45.9,4.6,33.4,1317.9,414253.8,804149.8,13047.6,4,0,55.79,55.85,1.05,0.11,0.76,30.2,9.49,18.43,298.98,0.09
AR,2048,0,396.6,79.6,0.6,0,8.8,0,0,0,0,0,2466.5,0,10686.1,60,0,1313.8,1817.8,0,0,30,0,642,7077.5,0,0,0,570396,106865,31,0,34930,0,0,0,0,0,3633814,0,6896579,0,0,3003907,13941570,0,0,0,0,1047095,15082986,0,0,44318172,2455182.2,2457824.8,46.3,4.6,34.3,1322.4,413572.8,806410.1,13146.8,3.9,0,55.4,55.46,1.04,0.1,0.77,29.84,9.33,18.2,296.65,0.09
AR,2050,0,382.3,73.2,25.2,0,8.8,0,0,0,0,0,2536.9,0,10701.6,60,0,1313.8,1817.8,0,0,30,0,642,7065.2,0,0,0,517122,140991,54465,0,34930,0,0,0,0,0,3737490,0,6366737,0,0,3003907,12001848,0,0,0,0,814419,15110109,0,0,41782019,2266558.5,2268998.1,42.7,4.3,32.7,1107.9,374228.3,736270.6,12117.8,3.4,0,54.25,54.31,1.02,0.1,0.78,26.52,8.96,17.62,290.02,0.08
AZ,2022,245,0,0,0,0,30.7,0,0,2943,295.6,0,1387.9,0,10762.9,3142,0,2840.9,3937,0,1169,216.3,0,0,2630.3,0,617.3,253160,0,0,0,0,27577,0,0,0,20778863,815158,2620581,0,20467238,3521745,0,7246652,31618584,0,1113957,15804,0,0,6976794,0,1691042,97147155,33623886.4,33819809.1,2843.2,407.3,13812.9,25998.8,2310113.1,5444892,104970,24.4,0,346.11,348.13,29.27,4.19,142.19,267.62,23.78,56.05,1080.53,0.25
AZ,2024,245,0.6,0,0,0,30.7,0,0,2943,295.6,0,1587.6,0,10771.8,3142,0,2840.9,3937,0,1118,216.3,0,0,10304.2,0,617.3,8910,1455,0,0,0,27577,0,0,0,18677276,528334,1986181,0,14528939,2111856,0,7246652,31618584,0,811850,125316,0,0,26338641,0,1688524,105700095,27801603.7,27974664.1,2505.7,360.4,11831.6,21616,1811946.2,4266575.9,82175.8,21.2,0,263.02,264.66,23.71,3.41,111.94,204.5,17.14,40.36,777.44,0.2
AZ,2026,245,134.3,0,0,0,30.7,0,0,2943,295.6,0,1859.8,0,10771.8,3047,0,3234.9,3937,0,1118,216.3,0,0,10712.1,0,1137.5,13138,176483,0,0,0,27577,0,0,0,16003565,815158,3507790,0,12489003,1996174,0,8628073,31618584,0,761918,277716,0,0,30008894,0,3464304,109788378,23953773,24102260.7,2149.7,309.3,10331.8,18888.6,1611644,3735728.2,71101.4,19.3,0,218.18,219.53,19.58,2.82,94.11,172.05,14.68,34.03,647.62,0.18
AZ,2028,245,1091.6,0,0,0,30.7,0,415,2528,295.6,0,2211.7,0,10771.8,2447.5,0,3237.9,3937,0,1098,216.3,0,0,12863.8,0,1297.1,50959,1664473,0,0,0,27577,0,0,2946001,11625662,815158,3301992,0,6240574,2584886,0,8635152,31618584,0,751406,336971,0,0,35836945,0,3899487,110335826,17462240.9,17595887.8,1929.2,279,8123.9,15774.8,1315175.4,3010738,56737.2,17.6,0,158.26,159.48,17.49,2.53,73.63,142.97,11.92,27.29,514.22,0.16
AZ,2030,245,2136.3,0,0,0,30.7,0,415,2528,295.6,0,2617.3,0,10403.8,2158.5,0,3237.9,3937,0,585,216.3,0,0,14477.6,0,1297.1,137908,3435233,0,0,0,27577,0,0,2946001,5692902,815158,4474636,0,6148905,2491412,0,8637020,29656009,0,383162,318403,0,0,39977204,0,3648324,108789853,10658598,10739574.2,1174.2,168.4,4089,9082.8,1041780.4,2281466.2,41479.8,13.1,0,97.97,98.72,10.79,1.55,37.59,83.49,9.58,20.97,381.28,0.12
AZ,2032,245,2653.2,1214.9,0,0,30.7,0,415,1766,295.6,0,2946.4,0,10148.8,2158.5,0,3237.9,3937,0,472,216.3,0,0,16231.1,0,1297.1,245954,4671751,3203789,0,0,22194,0,0,2946001,817501,759993,4716865,0,5385557,2354136,0,8637020,26590104,0,323770,283958,0,0,43571503,0,3537050,108067147,4834758.1,4871925.4,543.2,76.8,1432,4644.5,795822.5,1619107,27539.5,9.6,0,44.74,45.08,5.03,0.71,13.25,42.98,7.36,14.98,254.84,0.09
AZ,2034,233,2653.2,1231.1,1409.4,0,30.7,0,415,0,295.6,0,3172.9,0,10343.6,2158.5,0,3237.9,3937,0,3.4,840.4,0,0,18895,0,1297.1,253535,4402391,2928777,4309841,0,21840,0,0,2946001,0,815158,5840358,0,5943144,2453462,0,8637020,23862783,0,1797,1477632,0,0,49753826,0,3328391,116975956,3888087.4,3917076.4,429.1,59.4,42.7,2351.9,729359.4,1508031.4,26057.2,7.9,0,33.24,33.49,3.67,0.51,0.37,20.11,6.24,12.89,222.76,0.07
AZ,2036,223,2654.1,1266.7,1413.3,0,30.7,0,415,0,295.6,0,3206.7,0,10567.6,1030.3,0,3237.9,3937,0,0,1557.2,0,753.3,19515.2,0,1297.1,380499,4945426,3140706,4516155,0,22194,0,0,829317,0,680470,6004225,0,7582681,915757,0,8637020,25769859,0,0,2510284,0,1378596,49978125,0,2962304,120253617,3331624.5,3342191.6,162.9,20.9,34.6,2437.6,637494.4,1219157.8,19454.3,7.1,0,27.7,27.79,1.35,0.17,0.29,20.27,5.3,10.14,161.78,0.06
AZ,2038,585.1,2654.1,1549.7,1413.3,0,30.7,0,415,0,295.6,0,3243.8,0,11198.1,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,19694.9,0,1297.1,916528,5216330,3758652,4384316,0,22194,0,0,2083912,0,693263,6086885,0,8208241,903037,0,8637020,25675991,0,0,1176395,0,1391316,49946463,0,2988727,122089270,3680384.1,3701888.2,321,43.7,36.4,3003.5,703289.3,1405514.3,23493.2,7.8,0,30.15,30.32,2.63,0.36,0.3,24.6,5.76,11.51,192.43,0.06
AZ,2040,948.7,2706.8,1549.7,1413.3,0,30.7,0,415,0,550.5,0,3291.6,0,11198.1,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,19697.1,0,1169,1402381,5190780,3463428,4372435,0,21840,0,0,218124,0,2549646,6233893,0,8250260,903037,0,8637020,24894266,0,0,383624,0,1391316,50694551,0,2914577,121521179,3496636.7,3502236.3,92.2,10.4,36.4,2289.1,636897.1,1211405.4,19217.8,6.7,0,28.77,28.82,0.76,0.09,0.3,18.84,5.24,9.97,158.14,0.05
AZ,2042,1351.9,2689.7,1549.7,1413.3,0,30.7,0,415,0,1049.1,0,3339.4,0,11202.9,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,19108.1,0,1210.7,2018414,4789227,3304113,4305083,0,21840,0,0,218124,0,5868969,6329644,0,8214381,903037,0,8637020,23862783,0,0,144307,0,1391316,49622728,0,3228541,122859526,3483863.5,3489449.3,92,10.4,36.3,2284.7,626315.6,1198099.1,19128.3,6.4,0,28.36,28.4,0.75,0.08,0.3,18.6,5.1,9.75,155.69,0.05
AZ,2044,1351.9,3280.3,1549.7,1413.3,0,30.7,0,415,0,753.5,0,3406.5,0,11601.7,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,18655,0,1896.5,1664840,5266031,2870795,3877665,0,20778,0,0,218124,0,5092975,6456236,0,8615502,903037,0,8637020,23862783,0,0,16208,0,1391316,48617551,0,5279021,122789883,3626662.9,3632402.4,94.7,10.7,37.2,2333,643163.4,1237216.5,19875.1,6.5,0,29.54,29.58,0.77,0.09,0.3,19,5.24,10.08,161.86,0.05
AZ,2046,1351.9,4659.3,1549.7,1413.3,0,30.7,0,415,0,753.5,0,3488.1,0,11601.7,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,18502,0,1997.9,1300780,7591320,2529195,3459489,0,20778,0,0,218124,0,5092975,6611677,0,8586594,895318,0,8637020,23862783,0,0,154668,0,1391316,48118847,0,5984693,124455577,3611786.9,3617510.4,94.4,10.7,37.1,2327.9,641406.2,1233139.5,19797.3,6.5,0,29.02,29.07,0.76,0.09,0.3,18.7,5.15,9.91,159.07,0.05
AZ,2048,1351.9,4707.3,813.3,1413.3,0,30.7,0,415,0,753.5,0,3594.9,0,11601.7,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,18816,0,2103,1608406,7639400,1836473,3348254,0,26727,0,0,218124,0,5092975,6710337,0,8560849,889344,0,8637020,23874391,0,0,218569,0,1391316,48315756,0,6250135,124618076,3599073.8,3604783.7,94.2,10.6,38.8,2323.6,640130.9,1229894.6,19731.2,6.5,0,28.88,28.93,0.76,0.09,0.31,18.65,5.14,9.87,158.33,0.05
AZ,2050,1351.9,5791.5,1180.2,303,0,28.2,0,415,0,753.5,0,3710.7,0,11584.5,1010.3,0,3237.9,3937,0,0,1557.2,0,773.3,19487.9,0,1850.7,1423119,9404608,2484178,893976,0,26727,0,0,218124,0,5092975,7030533,0,8437188,895318,0,8637020,23862783,0,0,114748,0,1391316,50138989,0,5303472,125355074,3558598.4,3564264.7,93.4,10.6,38.5,2310,635247,1218689.9,19519.3,6.5,0,28.39,28.43,0.75,0.08,0.31,18.43,5.07,9.72,155.71,0.05
CA,2022,0,2464.3,0,0,0,865.4,0,0,0,917.8,0,11082.5,0,19762,10812.4,3106.1,10215.5,2240,0,4961.5,3911.9,0,0,15272,0,6486.7,0,2340383,0,0,0,1707425,0,0,0,0,2530961,19281768,0,91562127,5688311,7931828,29045873,17891898,0,2607764,259044,0,0,41152299,0,14704613,236704294,41427308.2,41478423.9,844.8,95,2275.5,44303,5195196.3,11490882.1,211019,26.8,0,175.02,175.23,3.57,0.4,9.61,187.17,21.95,48.55,891.49,0.11
CA,2024,501.6,3390.5,0,0,0,865.4,0,0,0,917.8,0,12856.6,0,19762,10758.4,3106.1,10215.5,2240,0,994.6,3911.9,0,0,20242.6,0,6476,557218,4175038,0,0,0,1628117,0,0,0,0,2530961,19244115,0,78299131,5657224,7931828,29045873,17891898,0,522762,1309730,0,0,54858314,0,14840996,238493203,34156820.7,34194847,656.1,67.7,1279.4,27469.7,4261077.5,9566304.9,177847.5,19.7,0,143.22,143.38,2.75,0.28,5.36,115.18,17.87,40.11,745.71,0.08
CA,2026,1003.2,3390.5,0,0,0,865.4,0,0,0,917.8,0,15005.8,0,19762,10758.4,3106.1,10619.1,2240,0,993,3911.9,0,0,20598.1,0,6416,741665,3992381,0,0,0,1499439,0,0,0,0,2530961,26096912,0,69261633,5657124,7931828,30089940,17891898,0,521921,2297932,0,0,54982885,0,14694622,238191138,30480642.5,30514711.6,586.8,60.7,1184.8,24812,3822588.7,8554485.7,158623.1,18.1,0,127.97,128.11,2.46,0.26,4.97,104.17,16.05,35.91,665.95,0.08
CA,2028,1003.2,5008.5,0,0,0,865.4,0,0,0,917.8,0,17420.1,0,19762,10667.1,3743.6,10908.2,2240,0,883,4032.2,0,0,23404.9,600,6402.4,792675,7529621,0,0,0,1486046,0,0,0,0,2530961,28746488,0,41111390,5612580,12679669,30867223,17891898,0,464105,4402640,0,0,62683074,2495147,14385145,233678660,19189383.5,19211182,372.9,39.1,1060,16392.4,2486778.6,5461388.4,99699.6,13,0,82.12,82.21,1.6,0.17,4.54,70.15,10.64,23.37,426.65,0.06
CA,2030,1103.1,6166.9,4527.7,0,0,842.4,0,0,0,917.8,0,19933.5,0,19729.5,10646.8,3743.6,11024.9,0,0,592.9,6317.9,0,0,38885.8,2000,6500.1,1026665,8820636,12544732,0,0,1406596,0,0,0,0,2530961,21496164,0,24059337,5609027,12679669,31198681,0,0,311628,11486217,0,0,107713229,8788252,13828954,263500749,12414042.7,12428144.9,241.2,25.3,893.4,10604.7,1521049.7,3437747.2,64262.2,6.2,0,47.11,47.17,0.92,0.1,3.39,40.25,5.77,13.05,243.88,0.02
CA,2032,2206.4,6075,6643.8,0,0,691.5,0,0,0,917.8,0,22098.4,0,19619.5,10310.4,3743.6,11129.8,0,0,592.9,6317.9,0,0,41127.8,3200,5952.8,3275120,11156416,16826958,0,0,1169795,0,0,0,0,2530961,38382215,0,20962292,5421146,12678565,31468966,0,0,311628,8578688,0,0,113917537,14032146,11625576,292338011,11092285.8,11104959,216.2,22.8,771.8,9634.7,1357485.2,3068060,57351,5.6,0,37.94,37.99,0.74,0.08,2.64,32.96,4.64,10.49,196.18,0.02
CA,2034,2206.4,7624.4,6643.8,97.4,0,462.9,0,0,0,917.8,0,23504.2,0,19619.5,10289.3,3743.6,11234.7,0,0,128.4,11496,0,0,47887.3,5000,6298.8,2512618,14382124,15805508,311532,0,1038698,0,0,0,0,2530961,40729356,0,10312009,5405428,12679669,31741409,0,0,67466,17513230,0,0,131695560,17596506,13246606,317568681,7008488.7,7016186.4,133.6,13.6,573.4,5406,862826.4,1952443.7,36533.9,3.3,0,22.07,22.09,0.42,0.04,1.81,17.02,2.72,6.15,115.04,0.01
