Fuel,st_id,cnt_id,Annual_generation,Nox_emissions,SO2_emissions,Latitude,Longitude
WIND,06,029,6832,,,35.06,-118.31
SOLAR,06,083,77635,,,34.9,-119.6
GAS,06,073,8182,0.57,0.03,32.8,-116.97
GAS,06,029,41848,33.53,0.35,35.36,-119.66
GAS,06,029,57943,47.06,0.49,35.36,-119.68
GAS,06,029,43309,34.53,0.36,35.35,-119.64
SOLAR,06,031,1045,,,36.27,-119.63
SOLAR,06,053,3084,,,36.62,-121.64
OTHF,06,059,,,,33.71,-117.89
HYDRO,06,007,37475,,,39.87,-121.63
HYDRO,06,115,181,,,39.53,-121.1
SOLAR,06,037,,,,34.01,-118.24
SOLAR,06,017,353,,,38.63,-120.98
HYDRO,06,057,18173,,,39.3,-120.84
GEOTHERMAL,06,025,278273,0.38,0.08,33.16,-115.62
GAS,06,107,11143,0.52,0.04,35.79,-119.29
SOLAR,06,029,1790,,,35.76,-119.34
GAS,06,013,4465081,126.88,9.55,38.02,-121.84
SOLAR,06,067,4053,,,38.55,-121.45
SOLAR,06,067,4319,,,38.52,-121.4
SOLAR,06,067,5098,,,38.57,-121.34
SOLAR,06,073,12074,,,33.27,-116.35
SOLAR,06,065,185765,,,33.8,-115.38
SOLAR,06,065,245676,,,33.8,-115.38
SOLAR,06,065,5695,,,33.92,-116.53
SOLAR,06,065,587991,,,33.81,-115.39
SOLAR,06,065,696347,,,33.82,-115.39
BIOMASS,06,065,308328,227.26,62.05,33.59,-116.09
HYDRO,06,071,190609,,,34.21,-117.33
SOLAR,06,039,3777,,,37.09,-120.15
OIL,06,067,0,,,38.57,-121.5
SOLAR,06,039,3795,,,37.1,-120.15
SOLAR,06,029,4798,,,35.59,-119.41
NUCLEAR,06,079,16477366,,,35.21,-120.86
WIND,06,001,49607,,,37.76,-121.61
BIOMASS,06,039,2518,47.55,0.08,37.02,-120.37
HYDRO,06,065,4405,,,33.68,-117.07
SOLAR,06,065,2591,,,33.71,-117.07
WIND,06,029,27921,,,35.05,-118.17
WIND,06,065,147943,,,33.94,-116.55
WIND,06,047,14693,,,37.05,-121.17
BIOMASS,06,107,0,0,0,36.57,-119.42
SOLAR,06,107,1473,,,36.54,-119.43
HYDRO,06,109,346441,,,37.9,-119.97
GAS,06,037,6852,,,33.98,-118.43
GAS,06,037,7150,,,34.08,-118.43
SOLAR,06,097,6159,,,38.58,-122.87
SOLAR,06,037,1879,,,34.71,-118.13
SOLAR,06,037,1599,,,34.71,-118.13
SOLAR,06,037,1599,,,34.71,-118.13
GAS,06,029,46508,45.33,0.47,35.22,-119.58
OTHF,06,037,12240,,,33.84,-118.23
HYDRO,06,109,175452,,,37.7,-120.42
SOLAR,06,077,334,,,37.91,-121.19
GAS,06,085,777781,19.43,1.89,37.38,-121.95
HYDRO,06,109,158087,,,38.25,-120.03
SOLAR,06,047,241,,,36.98,-120.63
GAS,06,029,18373,30.71,0.32,35.5,-119.05
OTHF,06,037,,,,33.92,-118.13
GAS,06,071,268,0.54,0.01,34.06,-117.35
HYDRO,06,025,10448,,,32.71,-114.94
HYDRO,06,025,43014,,,32.71,-115.03
HYDRO,06,025,40420,,,32.71,-115.13
HYDRO,06,025,97817,,,32.71,-115.22
HYDRO,06,025,11617,,,32.67,-115.39
HYDRO,06,061,43384,,,39.26,-120.77
HYDRO,06,061,163533,,,39.26,-120.77
SOLAR,06,019,2484,,,36.14,-120.22
BIOMASS,06,077,372410,42.49,0.12,37.94,-121.33
SOLAR,06,065,2943,,,34.03,-117.52
HYDRO,06,061,64161,,,39.22,-120.84
HYDRO,06,057,22877,,,39.22,-120.84
OIL,06,001,8109,56.1,0.03,37.8,-122.28
SOLAR,06,029,0,,,35.53,-119.06
GAS,06,111,2062,,,34.2,-119.17
SOLAR,06,029,2373,,,34.93,-117.91
SOLAR,06,029,2204,,,34.92,-117.9
SOLAR,06,029,8219,,,35.21,-119.4
HYDRO,06,025,3081,,,32.7,-115.28
HYDRO,06,037,3041,,,34.26,-118.62
WIND,06,065,5949,,,33.89,-116.54
WIND,06,095,24288,,,38.12,-121.83
WIND,06,065,25666,,,33.88,-116.46
HYDRO,06,007,288724,,,39.54,-121.49
SOLAR,06,029,1688,,,34.91,-117.92
SOLAR,06,029,4527,,,34.94,-118.13
SOLAR,06,029,1172,,,34.95,-118.13
GAS,06,073,6659,0.88,0.02,32.8,-116.97
OTHF,06,073,-783,,,32.81,-117.05
GAS,06,025,952727,86.86,2.53,32.8,-115.54
HYDRO,06,017,28753,,,38.79,-120.62
SOLAR,06,017,2280,,,38.7,-120.83
SOLAR,06,017,649,,,38.64,-121.06
BIOMASS,06,047,54001,33.65,0.15,37.19,-120.49
GAS,06,037,202972,4.87,0.54,33.91,-118.43
GAS,06,037,1055859,1660.43,17.22,33.91,-118.4
SOLAR,06,037,0,,,34.04,-118.15
HYDRO,06,005,171176,,,38.33,-120.67
SOLAR,06,037,109280,,,34.73,-118.3
GAS,06,029,7449,9.03,0.09,35.48,-119.74
GAS,06,029,3778136,60.52,6.88,35.28,-119.47
GAS,06,083,1876,4.24,0.04,34.43,-119.9
GEOTHERMAL,06,025,372382,0.5,0.1,33.18,-115.6
SOLAR,06,065,890,,,33.87,-117.21
SOLAR,06,065,1610,,,33.76,-117.19
SOLAR,06,065,489,,,33.8,-117.02
SOLAR,06,065,961,,,33.7,-117.22
BIOMASS,06,073,14499,311.71,0.46,33.12,-117.32
GAS,06,071,6474,7.77,0.09,34.06,-117.16
SOLAR,06,069,3260,,,36.83,-121.4
GAS,06,007,7522,,,39.74,-121.85
OTHF,06,037,412760.49,169.98,0.69,33.79,-118.23
GAS,06,085,36991,,,37.42,-122.05
GAS,06,037,15066,,,33.92,-118.38
GAS,06,085,32778,,,37.24,-121.78
GAS,06,085,24975,,,37.39,-121.89
GAS,06,037,7471,,,33.93,-118.39
GAS,06,085,6654,,,37.24,-121.78
GAS,06,085,7804,,,37.4,-122.01
GAS,06,085,20403,,,37.24,-121.78
GAS,06,085,33692,,,37.38,-121.95
GAS,06,085,28488,,,37.24,-121.78
SOLAR,06,071,559,,,34.04,-117.36
GAS,06,073,8675,0.57,0.03,33.13,-117.12
OTHF,06,073,-3875,,,33.12,-117.11
HYDRO,06,071,0,,,34.1,-117.53
HYDRO,06,043,134450,,,37.58,-120.27
SOLAR,06,107,6192,,,36.27,-119.13
SOLAR,06,071,4926,,,34.58,-117.34
SOLAR,06,071,3875,,,34.58,-117.34
SOLAR,06,071,2528,,,34.58,-117.34
GAS,06,085,7595,,,37.24,-121.79
GAS,06,085,9689,,,37.24,-121.79
GAS,06,083,,,,34.46,-120.04
SOLAR,06,067,1275,,,38.56,-121.26
GAS,06,023,0,0,0,40.8,-124.2
HYDRO,06,093,8223,,,41.99,-122.36
SOLAR,06,107,7836,,,36.19,-119.12
GAS,06,101,81312,26.52,0.28,39.11,-121.61
SOLAR,06,019,1239,,,36.73,-120.61
SOLAR,06,079,2647,,,35.6,-120.69
SOLAR,06,047,619,,,37.12,-120.29
SOLAR,06,019,141839,,,36.39,-120.24
SOLAR,06,019,20947,,,36.4,-120.1
GAS,06,085,6968,,,37.42,-121.89
HYDRO,06,067,155570,,,38.71,-121.16
SOLAR,06,067,2648,,,38.69,-121.16
HYDRO,06,071,3357,,,34.16,-117.4
HYDRO,06,037,6809,,,34.32,-118.49
HYDRO,06,037,24241,,,34.51,-118.61
SOLAR,06,077,9443,,,38.04,-120.93
HYDRO,06,007,49467,,,39.55,-121.28
SOLAR,06,037,2067,,,34.07,-118.2
HYDRO,06,007,13795,,,39.87,-121.63
WIND,06,095,2349,,,38.23,-122.09
WIND,06,053,5735,,,36.46,-121.38
WIND,06,037,5030,,,34.69,-118.22
WIND,06,071,3760,,,34.62,-117.11
WIND,06,113,1671,,,38.69,-121.93
WIND,06,071,3255,,,34.56,-117.31
WIND,06,071,500,,,34.08,-117.53
WIND,06,053,5348,,,36.5,-121.45
WIND,06,065,24334,,,33.91,-116.75
WIND,06,065,9630,,,33.92,-116.82
WIND,06,053,5455,,,36.47,-121.37
WIND,06,053,4061,,,36.27,-121.19
WIND,06,077,3008,,,37.71,-121.52
WIND,06,095,1475,,,38.42,-121.82
WIND,06,103,1756,,,40.11,-122.19
WIND,06,095,107479,,,38.16,-121.8
SOLAR,06,037,2294,,,33.85,-118.31
HYDRO,06,099,-84,,,37.83,-120.81
HYDRO,06,037,-6,,,34.1,-118.41
GAS,06,081,7428,,,37.54,-122.29
SOLAR,06,037,3016,,,33.89,-118.04
SOLAR,06,001,1565,,,37.48,-121.93
HYDRO,06,061,9219,,,39.08,-120.41
SOLAR,06,019,2150,,,36.82,-119.81
GAS,06,019,9258,0.28,0.01,36.62,-120.1
SOLAR,06,019,2057,,,36.82,-119.77
SOLAR,06,019,6440,,,36.62,-120.11
SOLAR,06,019,2505,,,36.73,-119.72
HYDRO,06,019,40263,,,37,-119.7
GAS,06,029,21358,20.54,0.21,35.4,-119.32
SOLAR,06,029,2591,,,35.42,-119.15
SOLAR,06,099,51424,,,37.38,-121.13
SOLAR,06,067,1185,,,38.49,-121.39
SOLAR,06,107,1118,,,36.55,-119.43
BIOMASS,06,095,12923,0,2.26,38.31,-121.83
BIOMASS,06,115,27525,0,5.04,39.07,-121.4
SOLAR,06,019,6206,,,36.81,-121.77
SOLAR,06,065,4182,,,33.89,-116.54
WIND,06,065,15032,,,33.91,-116.58
BIOMASS,06,073,10449,171.92,0.27,32.68,-117.25
SOLAR,06,029,55771,,,34.83,-118.56
SOLAR,06,019,26488,,,36.18,-120.11
OTHF,06,073,-17061,,,32.57,-116.91
GAS,06,013,3433178,78.87,7.58,38.02,-121.76
SOLAR,06,085,2230,,,37,-121.59
GAS,06,073,21181,,,33.21,-117.3
SOLAR,06,095,12224,,,38.39,-121.95
SOLAR,06,073,6255,,,33.21,-117.3
SOLAR,06,065,538607,,,33.67,-115
GEOTHERMAL,06,025,,,,32.78,-115.26
GEOTHERMAL,06,097,481441,0.65,0.13,38.75,-122.72
GEOTHERMAL,06,097,314765,0.42,0.09,38.75,-122.71
GEOTHERMAL,06,097,4580405,6.17,1.28,38.78,-122.75
GAS,06,085,6646,15.99,0.17,37.4,-121.97
SOLAR,06,019,9983,,,36.53,-120.32
SOLAR,06,019,30759,,,36.54,-120.32
SOLAR,06,081,1407,,,37.57,-122.28
,06,073,,,,33.21,-117.3
SOLAR,06,037,1691,,,34.1,-117.78
GAS,06,085,23082,3.13,0.08,37,-121.54
GAS,06,111,64353,741.42,0.88,34.18,-119.08
GAS,06,037,18062,1.83,0.05,34.13,-118.15
OTHF,06,037,1,,,34.16,-118.28
GAS,06,073,17362,0.99,0.04,33.12,-117.1
WIND,06,073,4426,,,32.7,-116.35
SOLAR,06,029,577427,,,34.85,-118.4
SOLAR,06,029,122617,,,34.84,-118.39
WIND,06,001,155498,,,37.77,-121.63
WIND,06,001,278168,,,37.71,-121.64
SOLAR,06,037,1730,,,33.91,-118.05
SOLAR,06,037,1991,,,33.91,-118.05
SOLAR,06,085,2905,,,37.41,-122.02
GAS,06,095,14138,1.44,0.05,38.23,-121.84
HYDRO,06,105,4317,,,40.37,-123.43
WIND,06,065,42473,,,33.91,-116.71
GAS,06,071,22504,46.89,0.08,34.09,-117.53
SOLAR,06,113,3612,,,38.5,-121.69
SOLAR,06,113,2373,,,38.5,-121.69
GAS,06,037,146055,29.58,0.52,34.16,-118.28
SOLAR,06,019,533607,,,36.58,-120.38
SOLAR,06,067,5046,,,38.28,-121.46
SOLAR,06,067,2024,,,38.28,-121.46
SOLAR,06,037,7398,,,34.69,-117.99
SOLAR,06,037,6645,,,34.6,-117.93
SOLAR,06,037,7708,,,34.65,-118.08
WIND,06,065,5917,,,33.9,-116.72
SOLAR,06,007,1826,,,39.37,-121.68
SOLAR,06,007,4266,,,39.37,-121.68
HYDRO,06,063,0,,,39.89,-121.28
GAS,06,073,29077,25.97,0.27,32.78,-117.01
SOLAR,06,073,2196,,,32.82,-117
SOLAR,06,085,2639,,,37.27,-121.86
SOLAR,06,031,38864,,,36.16,-119.65
GAS,06,037,402,0.83,0.01,34,-118.22
HYDRO,06,019,98992,,,36.93,-119.02
HYDRO,06,027,-1,,,36.11,-117.96
HYDRO,06,061,26504,,,38.96,-121.04
HYDRO,06,063,,,,40.27,-121.09
SOLAR,06,031,5678,,,36.31,-119.63
GAS,06,031,8337,0.7,0.03,36.27,-119.65
GAS,06,037,15622,35.23,0.36,33.78,-118.23
GAS,06,037,94518,12.25,0.33,33.77,-118.27
HYDRO,06,089,27916,,,40.93,-121.54
HYDRO,06,089,21026,,,40.96,-121.55
HYDRO,06,089,3077,,,40.87,-121.92
WIND,06,089,284582,,,40.9,-121.8
GAS,06,037,2602487,68.72,5.98,33.76,-118.1
HYDRO,06,091,1465,,,39.57,-120.58
SOLAR,06,029,41344,,,35.33,-118.88
GEOTHERMAL,06,025,328032,0.44,0.09,32.71,-115.52
SOLAR,06,025,25610,,,32.71,-115.54
OTHF,06,059,-535,,,33.71,-117.85
OTHF,06,059,-575,,,33.67,-117.77
OTHF,06,059,-124,,,33.67,-117.65
SOLAR,06,029,140919,,,35.27,-118.01
SOLAR,06,029,139482,,,35.25,-118.01
SOLAR,06,029,124029,,,35.25,-118.03
OTHF,06,059,,,,33.71,-117.85
SOLAR,06,037,2585,,,34.65,-117.97
SOLAR,06,085,4594,,,37.29,-121.82
HYDRO,06,019,-427878,,,37.03,-118.97
WIND,06,029,3940,,,35.09,-118.4
OTHF,06,031,,,,36.23,-119.9
GAS,06,031,24959,1.94,0.08,36.24,-119.9
SOLAR,06,031,240263,,,36.22,-119.81
SOLAR,06,071,2781,,,34.44,-117.38
HYDRO,06,099,2427,,,37.62,-120.75
GAS,06,071,3803880,119.63,8.55,34.6,-117.36
GAS,06,035,27996,230.95,0.28,40.41,-120.48
GAS,06,029,19658,26.89,0.28,35.51,-119.03
WIND,06,095,356139,,,38.14,-121.81
BIOMASS,06,035,186686,123.47,32.25,40.37,-120.26
SOLAR,06,035,7002,,,40.37,-120.26
GAS,06,059,1624,20.58,0.03,33.62,-117.94
SOLAR,06,069,3992,,,36.86,-121.43
GAS,06,037,5977,,,33.84,-118.32
SOLAR,06,037,2275,,,34.71,-118.27
SOLAR,06,071,101976,,,34.64,-117.37
GAS,06,023,546228,6401.02,7.69,40.74,-124.21
BIOMASS,06,023,126629,54.07,9.91,40.47,-124.1
SOLAR,06,019,35018,,,36.18,-120.03
BIOMASS,06,037,131539,276.92,3.26,33.93,-118.43
SOLAR,06,029,2759,,,34.98,-118.95
GAS,06,073,29439,,,32.87,-117.2
SOLAR,06,025,291155,,,32.66,-115.66
SOLAR,06,025,401306,,,32.77,-115.78
SOLAR,06,025,45908,,,33.25,-115.5
SOLAR,06,025,33582,,,33.25,-115.5
SOLAR,06,025,371405,,,32.67,-115.59
SOLAR,06,029,544,,,35.4,-119.04
HYDRO,06,033,1174,,,39.08,-122.54
GAS,06,065,32202,3.71,0.11,33.91,-116.55
SOLAR,06,037,1057,,,34.01,-117.85
SOLAR,06,071,4159,,,34.55,-117.46
HYDRO,06,103,,,,40.4,-121.97
SOLAR,06,067,1419,,,38.65,-121.17
SOLAR,06,067,1115,,,38.64,-121.16
SOLAR,06,067,7545,,,38.65,-121.16
GAS,06,085,7165,,,37.38,-121.96
SOLAR,06,071,2736,,,34.09,-117.45
HYDRO,06,093,75595,,,41.93,-122.44
SOLAR,06,065,7025,,,33.57,-114.92
SOLAR,06,037,0,,,34.12,-117.94
HYDRO,06,029,3311,,,35.64,-118.48
SOLAR,06,037,0,,,33.92,-118.12
SOLAR,06,073,0,,,32.79,-117.1
SOLAR,06,107,6478,,,36.39,-119.26
SOLAR,06,071,235151,2.92,0.13,35.53,-115.45
SOLAR,06,071,252345,2.07,0.09,35.56,-115.47
SOLAR,06,071,252220,2.44,0.11,35.58,-115.48
SOLAR,06,025,6753,,,32.83,-115.51
HYDRO,06,019,39744,,,37.15,-119.26
BIOMASS,06,083,,,,34.95,-120.38
OTHF,06,077,1494,,,37.81,-121.28
SOLAR,06,073,43329,,,32.62,-116.13
HYDRO,06,089,367761,,,40.99,-121.98
HYDRO,06,017,184433,,,38.83,-120.53
OTHF,06,059,,,,33.72,-117.85
GEOTHERMAL,06,025,375735,0.51,0.11,33.2,-115.57
HYDRO,06,017,1395,,,38.85,-120.38
GAS,06,085,8967,,,37.41,-122.02
HYDRO,06,089,330612,,,40.65,-122.63
GAS,06,085,6680,,,37.41,-122.03
GAS,06,013,10759,,,37.95,-121.77
GAS,06,037,6920,,,33.92,-118.13
GAS,06,059,15898,,,33.85,-117.85
GAS,06,055,36932,,,38.25,-122.27
GAS,06,071,7322,,,34.03,-117.61
GAS,06,001,7547,,,37.7,-121.89
HYDRO,06,007,,,,39.56,-121.3
WIND,06,065,30500,,,33.92,-116.56
HYDRO,06,107,,,,36.47,-118.86
HYDRO,06,107,2359,,,36.46,-118.88
HYDRO,06,107,-78,,,36.49,-118.84
GAS,06,107,19914,49.13,0.54,36.33,-119.29
OTHF,06,073,,,,32.82,-117.13
HYDRO,06,105,0,,,40.09,-123.51
GAS,06,085,6522,,,37.36,-121.87
HYDRO,06,007,39223,,,39.53,-121.49
HYDRO,06,019,,,,37.09,-119.55
HYDRO,06,019,126294,,,37.07,-119.56
HYDRO,06,029,,,,35.44,-118.8
GAS,06,029,16326,27.37,0.28,35.52,-119.04
GAS,06,029,34580,72.81,0.75,35.3,-118.92
HYDRO,06,029,122358,,,35.46,-118.78
HYDRO,06,029,44110,,,35.78,-118.44
GAS,06,029,206481,186.53,1.92,35.45,-118.98
GAS,06,029,249247,191.5,1.99,35.44,-118.96
HYDRO,06,089,288386,,,40.61,-122.45
SOLAR,06,037,1598,,,34.7,-118.12
SOLAR,06,037,1428,,,34.7,-118.12
SOLAR,06,031,53457,,,36.05,-119.95
SOLAR,06,077,2613,,,38.12,-121.14
GAS,06,097,31041,,,38.48,-122.71
BIOMASS,06,067,65025,0,13.96,38.51,-121.19
HYDRO,06,089,0,,,40.68,-121.87
SOLAR,06,073,6932,,,32.94,-117.23
GAS,06,053,11130,18.22,0.19,36.22,-121.12
GAS,06,053,84081,11.63,0.21,36.23,-121.13
SOLAR,06,029,59235,,,34.82,-118.43
SOLAR,06,029,58467,,,34.82,-118.44
OIL,06,061,0,,,39.25,-120.03
HYDRO,06,019,32203,,,36.89,-119.16
HYDRO,06,019,,,,36.76,-119.44
GAS,06,019,11594,0.89,0.04,36.54,-119.58
SOLAR,06,107,7156,,,36.51,-119.54
SOLAR,06,071,1455,,,34.09,-117.27
SOLAR,06,059,2981,,,33.92,-117.94
GAS,06,001,15510,,,37.71,-122.16
GAS,06,037,10930,,,33.79,-118.29
WIND,06,073,150994,,,32.71,-116.34
GAS,06,073,10497,157.17,0.19,32.82,-117.14
SOLAR,06,037,2937,,,34.65,-117.97
HYDRO,06,099,7345,,,37.67,-120.44
SOLAR,06,019,864,,,36.68,-119.8
GAS,06,029,1243350,38.01,2.97,35.3,-119.59
SOLAR,06,037,2033,,,34.05,-118.18
SOLAR,06,037,1605,,,33.92,-118.24
BIOMASS,06,097,14511,138.99,0.22,38.37,-122.77
GAS,06,037,22102,2.37,0.07,34.18,-118.31
SOLAR,06,095,1193,,,38.1,-122.14
HYDRO,06,073,-14793,,,33.06,-117.12
HYDRO,06,065,24831,,,33.86,-117.45
HYDRO,06,045,1749,,,39.2,-123.19
GAS,06,095,12627,1.27,0.04,38.22,-121.87
SOLAR,06,037,8145,,,34.74,-117.97
SOLAR,06,037,1656,,,34.7,-118.06
SOLAR,06,037,12654,,,34.72,-118.29
SOLAR,06,037,10642,,,34.6,-117.93
SOLAR,06,037,3359,,,34.72,-118.1
SOLAR,06,037,3310,,,34.71,-118.17
SOLAR,06,037,7279,,,34.78,-118.19
SOLAR,06,029,4300,,,35.51,-119.11
GAS,06,073,29988,2.63,0.09,32.57,-116.94
SOLAR,06,037,6229,,,34.13,-118.7
SOLAR,06,037,1415,,,34.14,-118.7
SOLAR,06,097,2046,,,38.19,-122.66
OTHF,06,059,,,,33.64,-117.71
