gea,t,busbar_load,busbar_load_for_enduse,enduse_load,dac_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,total_gen_co2_c,total_gen_ch4_c,total_gen_n2o_c,total_gen_co2_p,total_gen_ch4_p,total_gen_n2o_p,total_gen_co2e_c,total_gen_co2e_p,total_gen_co2e,co2_captured_dac,co2_captured_ccs,total_net_co2_c,total_net_co2,total_net_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,beccs_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh,battery_MW,beccs_MW,biomass_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,upv_MW,wind-ofs_MW,wind-ons_MW,dac_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_shadow_price,rps_f,ces_shadow_price,ces_f,co2_shadow_price
AZNMc,2022,141799153.9,138553623,133574385.5,0,1409905.6,111208394.9,1217080.2,192825.4,1835625.4,0.0359,0.0539,0.135,45215.07,34043.3,364.9,30.5,4.34,23.7,1163.3,0.22,366.9,56.4,423.2,371.8,32,4.55,23.4,1158.7,0.22,373.9,55.9,429.8,424.4,14.6,1.83,44.3,1995.7,0.2,425.3,100.3,525.6,690.1,48.7,6.83,49.4,2463.9,0.33,693.3,118.4,811.8,51828424.6,4341.3,617.1,3367762.9,165143.4,31.1,52113508.1,8000026.2,60113534.3,0,0,51828424.6,55196187.5,60113534.3,35.86,9.65,0,45.52,37.99,10.57,0,48.57,143037980,27345228,31446266,32912356,0,29364,40118030,0,273084.7,9069476,64024.1,589478.8,0,5703750.5,0,16353.9,18049950,3575172.8,153923.2,1036754,0,1521.2,0,84.8,5189,0,8,1994.3,15813.3,0,5523.8,8.6,3067,3937,1952.7,216.3,6699.9,0,1744.3,0,3042.4,2163,0,0,0.11,0,0,0
AZNMc,2024,147123321.7,143642238.8,138480130.4,0,1791495,114218779.7,1615275.5,176219.5,1689588,0.0359,0.0539,0.135,45215.07,35293.2,331.4,24.8,3.49,24.3,1149.5,0.2,333,56.5,389.5,335.4,25.7,3.62,24,1145,0.2,337.1,56.2,393.3,392.5,12.2,1.49,42.2,1887.8,0.18,393.3,95.1,488.4,685.9,47.4,6.64,50,2476.4,0.33,689,119.4,808.4,49959885.8,3740.2,526.2,3659784.2,173322,29.9,50204050.6,8520732.1,58724782.7,0,0,49959885.8,53619670,58724782.7,32.51,9.58,0,42.09,34.46,10.51,0,44.97,151806820,29423460,31446266,27460646,0,14086.3,51872436,0,349355.8,9065539,64035.3,589478.8,0,5715414,0,16398.4,19795988,3895658,144013.3,1377501.2,0,2081.2,0,84.8,5189,0,8,2190,17445.9,0,4805.3,8.6,3067,3937,865.5,216.3,7403.2,0,1756.8,0,4162.4,2163,0,0,0.12,0,0,0
AZNMc,2026,152161721.7,147952741,142635725,0,1926490.8,118303980.7,1692093.2,234397.6,2282489.8,0.0359,0.0539,0.135,50683.71,36351.9,318.6,23.7,3.34,23.5,1108.9,0.19,320.2,54.6,374.7,306.7,23.6,3.32,22,1045.4,0.19,308.2,51.3,359.6,336.9,8.2,0.93,38.2,1696.1,0.15,337.4,85.7,423.1,695.7,50.4,7.09,48.7,2435.5,0.34,699,117,816,48944872.8,3648.2,513,3605657.1,170337.1,29.4,49182965.4,8382895.5,57565860.9,0,0,48944872.8,52550529.8,57565860.9,31.24,10.72,0,41.96,33.13,11.8,0,44.93,154638340,29648762,31446266,26772840,0,8814.2,53576132,0,256914.4,10647589,64032.1,587047.5,0,5684591,0,16331.6,19519816,4428022.5,188513.1,1441431.9,0,2081.2,0,84.8,4422,0,8,2500,19287.3,0,4805.3,8.6,3486,3937,865.5,216.3,7403.2,0,1756.8,0,4162.4,2163,0,0,0.16,0,0,0
AZNMc,2028,156572125.8,151571586.8,146124519.4,0,2115258.8,118951981.9,1841328.2,273930.6,2885280.2,0.0359,0.0539,0.135,58653.13,37241.7,310,23,3.23,22.9,1082.3,0.19,311.5,53.3,364.8,291.2,22.4,3.16,20.9,990.9,0.18,292.7,48.7,341.3,252.1,6.6,0.76,28.2,1253.9,0.12,252.5,63.3,315.8,665.6,45.9,6.42,48.8,2401.7,0.33,668.6,116.1,784.7,49105362.6,3644.4,512.3,3630569.8,171387.8,29.5,49343152.4,8437244.8,57780397.2,0,0,49105362.6,52735932.4,57780397.2,32.33,12.37,0,44.7,34.32,13.66,0,47.98,159426910,32619604,31446266,26693880,0,10161.3,55334880,0,254666.7,10623686,64024.3,585685,0,8144944,0,16408.8,19247496,5210756,221265.8,1572784.6,0,2161.4,0,84.8,4111,0,8,2945.6,20320.9,0,4805.3,8.6,3486,3937,865.5,216.3,7403.2,0,2343.4,0,4493.5,2163,0,0,0.17,0,0,0
AZNMc,2030,161800377.9,155227485.6,149649035.2,0,3318834.2,104275582.9,2895527.2,423307,3254058,0.0359,0.0539,0.135,65083.65,38140.1,267.9,19.6,2.75,20.1,944,0.16,269.1,46.6,315.8,256.6,19.7,2.77,18.6,876.3,0.16,257.9,43.1,301,250.1,6.4,0.74,28.1,1250.8,0.11,250.4,63.1,313.6,637.1,44.6,6.27,46,2272.6,0.32,640,109.8,749.8,46651396.2,3413.9,479.2,3507489.1,164379.3,28.3,46873973.5,8117615.1,54991588.6,0,0,46651396.2,50158885.4,54991588.6,30.63,13.3,0,43.93,32.62,14.78,0,47.4,175350740,50951904,31446266,24898662,0,13228.5,53809160,0,312913.2,10473232,64024.3,576082.2,0,9324061,0,16453.6,35506100,6105289,340679.5,2464595.8,0,2540.9,0,84.8,4111,0,8,3463.4,20320.9,0,4742.3,8.6,3486,3937,594.5,216.3,12981.8,0,2626,0,7142.6,2163,0,0,0.2,0,0.06,0
AZNMc,2032,167745856.4,159031596.4,153316436.7,0,6153183.5,107726290.4,5742138.5,411045.3,2561076.5,0.0359,0.0539,0.135,68798.25,39074.3,173.2,5.2,0.62,20.5,849.6,0.11,173.6,44.3,217.8,163.7,5.9,0.74,18.6,771.8,0.11,164.1,40.2,204.3,221.9,5.5,0.63,25.1,1114.4,0.1,222.2,56.3,278.5,612.6,39.7,5.53,47.2,2286.5,0.3,615.2,111.3,726.5,29572314.1,883.4,106.1,3492636.1,145005.1,19.5,29625161,7557942.7,37183103.7,0,0,29572314.1,33064950.3,37183103.7,31.03,13.83,0,44.86,33.15,15.63,0,48.78,171926610,51305304,31446266,3124446.2,0,6715.9,69384440,0,258384.6,10531906,64013.4,579893.3,0,9273381,0,16496.9,35152188,6863241,330238.3,4894993.5,0,4236.4,0,84.8,486,0,8,3914.9,22294.1,0,4742.3,8.6,3486,3937,486,216.3,13047.9,0,2626,0,14056.5,2163,0,0,0.2,0,0.07,0
AZNMc,2034,172184883.7,163095078.4,157233888.3,0,6531473.5,111721751.1,5849237.5,682235.8,2558331.9,0.0359,0.0539,0.135,70970.95,40071.8,173.9,5.2,0.63,20.5,851.9,0.11,174.2,44.4,218.6,162.4,5.9,0.74,18.4,764.9,0.11,162.8,39.8,202.6,255.1,5.7,0.62,29.4,1303.5,0.11,255.4,66,321.4,622.1,42.3,5.9,46.1,2269.5,0.3,624.9,109.7,734.6,30073955.2,903.3,108.6,3542439.6,147297.6,19.7,30128037.7,7671996.9,37800034.6,0,0,30073955.2,33616394.8,37800034.6,30.85,14.26,0,45.11,32.98,16.14,0,49.12,174187600,51373330,31446266,3222318.5,0,6538.8,71193030,0,279161.5,10506470,64006.1,577929.4,0,9222883,0,16382.8,34829070,7304989,546204.4,4972340,0,4213.7,0,84.8,486,0,8,4203.1,22579.4,0,4742.3,8.6,3486,3937,377.5,338.6,13115.1,0,2626,0,14230.4,3385.8,0,0,0.2,0,0.08,0
AZNMc,2036,177425485.9,167282070.5,161270411.4,0,7613951,114802059.4,6527297.5,1086653.6,2529464.5,0.0359,0.0539,0.135,71347.55,41102.4,171.8,5.2,0.62,20.2,841.2,0.11,172.1,43.8,215.9,160,5.8,0.72,18.1,754.1,0.11,160.4,39.3,199.6,211.3,4.8,0.53,24.3,1076.8,0.09,211.6,54.5,266.1,590.4,37.2,5.16,46.4,2243,0.29,592.8,109.2,702,30027500.2,903.4,108.7,3535811.5,147033.5,19.7,30081601.8,7657965.4,37739567.2,0,0,30027500.2,33563311.8,37739567.2,31.4,14.28,0,45.68,33.61,16.23,0,49.84,176126130,52480012,31446266,3232877.5,0,2398.6,71135330,0,235560.8,10507947,64020.7,578728.5,0,9699765,0,16315.2,35079760,7684170.5,876954.1,5566029.5,0,4452.1,0,84.8,486,0,8,4460.5,22566.6,0,4742.3,8.6,3486,3937,160.5,550.8,13447,0,2773.1,0,16049.8,5508,0,0,0.2,0,0.08,0
AZNMc,2038,187332716.5,171790189.4,165616520.9,0,12971546,112720693.8,11910931,1060615.1,2570980.9,0.0359,0.0539,0.135,71281.35,42208.6,158.7,4.7,0.57,18.8,778.8,0.1,159,40.6,199.6,149.4,5.1,0.64,17.2,711.9,0.1,149.7,37.2,186.9,216.4,5,0.55,24.8,1102.4,0.1,216.7,55.7,272.4,570.5,34.4,4.75,46.3,2214.4,0.28,572.7,108.4,681.1,29368648.2,874.8,105,3472553,144103.2,19.4,29420953.9,7512578.7,36933532.6,0,0,29368648.2,32841201.2,36933532.6,30.45,13.85,0.02,44.33,32.75,16.18,0.02,48.96,186501740,59069496,31446266,3080689,0,2024.2,70595150,0,168596.8,10518199,64009.8,581427,0,10525525,0,16394.4,40547964,7979610.5,844912.8,10130967,0,5696.4,0,84.8,486,0,8,4670,22731.9,0,4742.3,8.6,3486,3937,160.5,724.2,16209.8,0,2944.8,0,31830.1,7242.4,0,0,0.2,0,0.09,0
AZNMc,2040,194080442.7,176532976.8,170188865.5,0,14933027,115141941.2,13641986,1291040.8,2614438.9,0.0359,0.0539,0.135,72060.09,43375.4,154.1,4.6,0.55,18.3,757.1,0.1,154.4,39.5,193.9,145.5,4.9,0.61,16.9,696.9,0.1,145.8,36.4,182.2,184.8,4.2,0.46,21.2,942.6,0.08,185,47.6,232.6,562.9,33.2,4.57,46.5,2210.4,0.27,565.1,108.5,673.5,29012840.3,858.9,102.9,3438956.3,142534.5,19.2,29064149.1,7435017.1,36499166.2,0,0,29012840.3,32451796.6,36499166.2,30.17,13.88,0.26,44.31,32.48,16.34,0.28,49.1,189740960,61391030,31446266,2992300,0,1328.6,69951750,0,107456.2,10531520,64035.3,580743.2,0,11478735,0,16462.8,41644628,8251209,1036050.8,11638482,0,6245.5,0,84.8,486,0,8,4869,22429.5,0,4742.3,8.6,3486,3937,160.5,1074.7,16766.7,0,3014.2,0,37324.9,10747,0,0,0.23,0.4,0.1,0
AZNMc,2042,199835755.9,181819208.6,175285124.6,0,15317323,119752179.2,14138146,1179177.6,2699224.4,0.0359,0.0539,0.135,71173.4,44671.7,154.3,4.6,0.54,18.3,758.3,0.1,154.5,39.5,194.1,144.9,4.8,0.6,16.8,695.2,0.1,145.2,36.3,181.5,168.7,4.2,0.48,19,849.1,0.07,168.9,42.8,211.7,565.4,33.6,4.63,46.4,2212.9,0.27,567.5,108.4,675.9,29316575.7,865.5,103.6,3473972.5,144097.9,19.4,29368253.1,7513841.9,36882095,0,0,29316575.7,32790548.1,36882095,30.36,13.72,0.03,44.11,32.65,16.15,0.03,48.82,191520370,62067028,31446266,3001166.2,0,786.9,70774310,0,70778.4,10560278,64031.6,581546.2,0,13669846,0,4087.4,39913736,8479360,941477.2,12012694,0,6898.9,0,84.8,486,0,2,5048.6,22455.7,0,4118.3,8.6,3486,3937,160.5,1288.1,16099.6,0,3471.2,0,40119.1,12880.9,0,0,0.23,0,0.11,0
AZNMc,2044,207296982.1,187587130,180845762.7,0,16896384,117543111.6,15622202,1274182.4,2813467.6,0.0359,0.0539,0.135,76638.06,46089.3,140.9,4.2,0.51,16.7,689.9,0.1,141.1,36.1,177.2,133.7,4.6,0.57,15.5,638.1,0.09,134,33.4,167.4,141.2,3.9,0.46,15.6,698.3,0.06,141.4,35.1,176.5,555.6,32.1,4.41,46.5,2199.2,0.27,557.7,108.1,665.8,27334739.5,824.7,99.3,3243016.4,133842.4,18.5,27384149.5,6995504,34379653.5,0,0,27334739.5,30577755.9,34379653.5,30.32,14.65,0,44.98,32.63,17.33,0,49.97,195567060,70044020,31446266,2969367.5,0,372.2,65506452,0,34600.7,10572940,52122.2,580385.8,0,16574269,0,0,44803720,8666030,1037590,13322934,0,7595.8,0,84.8,486,0,0,5211.2,22554.4,0,4118.3,7,3486,3937,160.5,1476.1,17497.7,0,4164,0,44539.8,14761,0,0,0.23,0,0.12,0
AZNMc,2046,215014019.8,193441508.8,186489751.2,0,18626306,116909014,17120708,1505597.6,2946204.5,0.0359,0.0539,0.135,79703.8,47528.5,130.5,4,0.49,15.5,636.5,0.09,130.7,33.3,164,124.2,4.3,0.53,14.4,591.8,0.09,124.5,31,155.5,121,3.6,0.44,13.1,589.6,0.05,121.2,29.6,150.8,531.1,29.3,3.99,45.6,2156,0.25,533,106.1,639.1,25813249.9,795.3,96.3,3063740.5,125911.5,17.8,25861042.4,6593986.7,32455029.1,0,0,25813249.9,28876990.4,32455029.1,30.45,15.14,0,45.6,32.79,18.02,0,50.81,199474780,76532500,31446266,2960824.8,0,291.4,61569736,0,23994.4,10560955,52128.1,578145.6,0,20998410,0,0,46753060,8781025,1204988.9,14544954,0,8367,0,84.8,486,0,0,5336.7,22554.4,0,4118.3,7,3486,3937,160.5,1921.8,17969.4,0,5210.5,0,50307.8,19217.9,0,0,0.23,0,0.12,0
AZNMc,2048,223473941.8,199542907.2,192371882.1,0,20890084,107974480.4,18817968,2072115.8,3040949.8,0.0359,0.0539,0.135,80219.34,49028.6,119.1,3.7,0.45,14.1,580.3,0.08,119.3,30.4,149.7,117.8,4.1,0.52,13.6,559.2,0.08,118.1,29.3,147.4,127,3.8,0.46,13.7,619,0.06,127.2,31.1,158.3,523.7,28.9,3.93,45.3,2131.9,0.25,525.6,105.1,630.7,25385830.8,788.2,95.7,3012407.9,123644.2,17.6,25433254.7,6479121.2,31912375.9,0,0,25385830.8,28398238.7,31912375.9,30.53,15.03,0.05,45.61,32.97,18.01,0.05,51.03,214893820,91568424,31446266,2971840,0,311.6,60070600,0,46283.9,10525875,0,577183.9,0,23478682,0,0,59098976,8990767,1669747,16017298,0,8183.5,0,84.8,486,0,0,5517.9,22554.4,0,4537,0,3486,3937,160.5,2169.9,21908.6,0,5823.2,0,53291.7,21699.5,0,0,0.23,0.1,0.13,0
AZNMc,2050,233130784.4,206051889.1,198646949,0,23809278,106820009.5,21929784,1879491.8,3269618.1,0.0359,0.0539,0.135,84077.18,50627.4,110.6,3.5,0.42,13.2,538.4,0.08,110.9,28.3,139.1,110.1,3.8,0.48,12.8,523.8,0.08,110.3,27.5,137.8,114.3,3.5,0.43,12.3,553.7,0.05,114.5,27.8,142.3,523.5,29.7,4.05,44.6,2109,0.25,525.4,103.7,629.1,24425969.7,763.3,92.8,2904838.3,118843.1,17.2,24471933.1,6237008.5,30708941.7,0,0,24425969.7,27330808,30708941.7,30.38,15.62,0,46.01,32.86,18.91,0,51.77,222651950,99231880,31446266,2904931.2,0,80.7,57849716,0,24320.6,10503205,0,572920.5,0,27421328,0,0,62610280,9200278,1500211.6,18618418,0,9834.8,0,84.8,486,0,0,5692.8,22554.4,0,4830,0,3486,3937,160.5,2169.9,23175,0,6808.6,0,63362.3,21699.5,0,0,0.24,0,0.14,0
CAMXc,2022,282564432.1,275591415.9,265686029.9,0,5366773,197293084.4,3360072.5,2006700.4,1606243.4,0.0359,0.0539,0.1459,46876.07,63623.9,147.3,2.8,0.28,19,772.8,0.08,147.5,40.6,188.1,187,7.2,0.91,20.3,865.5,0.1,187.4,44.6,232,280.5,7.4,0.86,31.4,1392.6,0.13,281,70.4,351.4,648,41,5.68,50.6,2464.8,0.31,650.7,119.7,770.4,35934906.9,677.5,67.8,4624485,188525.4,20.3,35971844.8,9908568.5,45880413.3,0,0,35934906.9,40559391.9,45880413.3,36.94,9.37,0,46.31,39.17,10.28,0,49.45,244736770,78298330,17891704,0,0,10486.3,91102590,0,186175.1,31245956,15790258,5741580,0,14840315,0,1990710.6,41663596,19803708,1602268.4,2867415.8,0,2680.8,0,873.7,0,0,965.5,12043.5,20255.3,0,10625.1,2120.4,10096.7,2240,4977.4,3807.1,15372.5,0,6341,0,10723.2,38071,0,0,0.32,0,0,0
CAMXc,2024,290943553.2,283768720.6,273569423.6,0,5488357.5,204896222.6,3293000.8,2195357,1686475,0.0359,0.0539,0.1459,46876.07,65515.4,182.2,3.4,0.34,22.4,953.6,0.08,182.4,49.1,231.5,204.8,6.1,0.73,23.1,1002,0.1,205.2,51.2,256.4,223.9,5.7,0.65,25.2,1118.2,0.1,224.2,56.5,280.8,659.7,41.4,5.73,51.8,2518.4,0.31,662.3,122.4,784.8,45309098.2,854.3,85.5,5576416.9,237134.6,20.8,45355678.7,12221691.4,57577370.1,0,0,45309098.2,50885515.1,57577370.1,33.77,9.36,0.28,43.41,35.83,10.28,0.29,46.4,249610540,78872500,0,0,0,16478.9,112761330,0,559334.9,31258988,15790258,5741053.5,0,14892938,0,2008018.4,41856350,20115192,1789084.6,2821516.2,0,2711,0,873.7,0,0,965.5,12389.8,20255.3,0,10625.1,2120.4,10096.7,0,1028.8,3807.1,15624.8,0,6362.8,0,10783.5,38071,0,0.7,0.42,0,0,0
CAMXc,2026,297759437.2,288832150.9,278450862.7,0,6998689.5,202418395.9,3905682.5,3093007.5,1928596.2,0.0359,0.0539,0.1459,54236.73,66683.9,153.7,2.9,0.29,19.1,804.4,0.07,153.8,41.6,195.4,179.9,5.8,0.72,20,864.3,0.09,180.3,44.2,224.5,156.2,3.9,0.45,17.6,779.8,0.07,156.5,39.5,195.9,676.4,45.2,6.3,50.8,2492.3,0.33,679.3,120.6,800,38072730.5,717.9,71.9,4720873.9,199301.7,17.6,38111872.9,10305991.5,48417864.4,0,0,38072730.5,42793604.4,48417864.4,32.91,10.76,0,43.66,34.97,11.87,0,46.85,248749800,86413750,0,0,0,14339.1,95626550,0,474677.8,33363066,21306304,5731443,0,14784544,0,1990698.8,48824560,20813952,2488392.8,3331263.5,0,2881.2,0,873.7,0,0,965.5,12967.1,20255.3,0,10322.6,2861.1,10772.1,0,1028.8,3807.1,18150.2,0,6302.8,0,11124,38071,0,0,0.42,0,0,0
CAMXc,2028,304877801.2,292189719.8,281687752.8,0,10431206,193275395.7,6454054,3977151.5,2256875.2,0.0359,0.0539,0.146,66596.32,67456.8,128.1,2.4,0.24,16,670.9,0.06,128.3,34.8,163.1,163.3,6,0.77,17.6,761.3,0.08,163.7,38.9,202.6,103.5,2.4,0.27,11.8,523.8,0.05,103.6,26.5,130.1,662.4,43.1,6,50.7,2477.3,0.32,665.2,120.2,785.3,31748114.7,598.5,59.9,3973284.3,166254.1,14.9,31780743.5,8632334.8,40413078.3,0,0,31748114.7,35721399,40413078.3,34.37,13.03,0,47.4,36.65,14.56,0,51.21,248729340,98914330,0,0,0,6974.1,79945256,0,488271,33307980,21599188,5725231.5,0,14955914,0,1994355.6,59937690,22026364,3228568.8,5513543.5,0,3748.4,0,873.7,0,0,965.5,13851.3,20255.3,0,10322.6,2900.4,10772.1,0,869.6,3892.7,22506.5,0,6366.9,0,18076.6,38926.9,0,0,0.5,0,0,0
CAMXc,2030,314491926.5,295628520,285002954.7,0,16154602,180859754.3,7307137.5,8847464,2708804.9,0.0359,0.0539,0.146,70877.64,68249,105.5,2,0.2,13.3,552.6,0.05,105.6,28.8,134.4,141.6,5.1,0.65,15.5,663.8,0.07,142,34.1,176,142.5,3.3,0.36,16.4,724.7,0.06,142.7,36.7,179.3,629,40.4,5.63,48.8,2359.7,0.31,631.7,114.9,746.6,27092685.5,510.8,51.1,3419601.6,141901.4,12.8,27120535.5,7396235.2,34516770.8,0,0,27092685.5,30512287.1,34516770.8,32.81,13.57,0,46.37,35.24,15.45,0,50.69,257774260,114768770,0,0,0,8606.8,68406296,0,613037.2,33183462,21892070,5626208,0,15368589,0,1984344.4,73570810,23845024,7069250.5,6206567.5,0,3833,0,855.7,0,0,965.5,15100.8,19792.3,0,9766.2,2939.8,10788.6,0,602.8,5512.3,27160.1,0,6465.9,0,18784.1,55123.1,0,0,0.58,0,0.55,0
CAMXc,2032,322567230.8,299473477.7,288709715.9,0,20403950,171863127.8,7637099,12766852,2689802.3,0.0359,0.0539,0.146,72842.51,69138.5,98.3,1.9,0.19,12.4,515.1,0.05,98.4,26.9,125.3,135.2,4.4,0.54,15.2,649.8,0.07,135.5,33.4,168.9,139.9,3.1,0.33,16.2,716.4,0.06,140.1,36.3,176.3,598.4,35.9,4.95,48.7,2331.1,0.29,600.7,114,714.8,26862323.4,506.4,50.7,3392762.3,140710.5,12.7,26889927.7,7336022.9,34225950.6,0,0,26862323.4,30255085.7,34225950.6,32.3,13.76,0,46.06,34.81,15.86,0,50.67,274178430,127610350,0,0,0,4564.8,68140480,0,487412.4,33354886,22184950,5625369,0,14834326,0,1982862.2,85502250,25290912,10264133,6506283.5,0,3875.9,0,855.7,0,0,965.5,16145.6,19792.3,0,9766.2,2979.1,10838.8,0,602.8,7412.5,31327.4,0,5860.4,0,19486.3,74125.3,0,0,0.58,0,0.61,0
CAMXc,2034,333331546.4,305159683.1,294191546,0,25437654,161802808.1,8510581,16927072,2734209.9,0.0359,0.0539,0.146,73788.28,70450.4,85.2,1.6,0.16,10.8,446.4,0.04,85.3,23.3,108.6,124.2,4.1,0.51,13.9,594.6,0.06,124.5,30.6,155.1,156.2,3.3,0.35,18.3,804.9,0.07,156.4,40.8,197.2,614.3,39.8,5.52,47.2,2311.2,0.29,616.9,111.9,728.8,24472166.8,461.3,46.2,3110174.8,128207.9,11.7,24497318.8,6703086.1,31200404.9,0,0,24472166.8,27582341.6,31200404.9,31.81,13.72,0,45.53,34.46,16.04,0,50.5,288276200,143356880,0,0,0,5796.9,62325908,0,460143.3,33270874,22477238,5618400,0,18453130,0,1994959.8,96473410,26435378,13520118,7240852,0,4090.5,0,855.7,0,0,965.5,17027.8,19792.3,0,9766.2,3018.4,10838.8,0,602.8,9437,35355.5,0,6904.1,0,21613.6,94370.1,0,0,0.58,0,0.67,0
CAMXc,2036,345330292.3,312064360.8,300848053.8,0,30593532,151277030.2,9017502,21576030,2672398.9,0.0359,0.0539,0.1461,74070.94,72048.3,75.5,1.4,0.14,9.6,395.7,0.04,75.6,20.7,96.3,114.7,3.8,0.47,12.9,549.2,0.06,115,28.3,143.3,114.9,2.3,0.25,13.5,594.1,0.05,115,30.2,145.2,570.2,33.1,4.53,47.3,2262.8,0.27,572.3,110.8,683.1,23064794.3,434.8,43.5,2943890.3,120844.6,11.1,23088503.4,6330468.9,29418972.3,0,0,23064794.3,26008684.6,29418972.3,31.98,13.56,0,45.54,34.76,16.07,0,50.84,306547070,160787330,0,0,0,7147.7,58666410,0,403650,33238736,22766322,5620425.5,0,21624778,0,1982184.2,109823870,27356492,17367138,7689907,0,3843.8,0,855.7,0,0,965.5,17795.5,19792.3,0,9554,3057.8,10838.8,0,602.8,12007.2,40337.8,0,7886.3,0,23096.7,120072.4,0,0,0.58,0,0.73,0
CAMXc,2038,354680884.4,319591814.2,308104953.3,0,32459306,144054798.1,13310556,19148750,2629764.6,0.0359,0.0539,0.1461,72679.88,73782.3,69.5,1.3,0.13,8.7,363.8,0.03,69.5,18.8,88.4,105.9,3.3,0.4,11.9,512.9,0.05,106.1,26.3,132.3,119.7,2.5,0.27,14,616.8,0.05,119.9,31.2,151.1,568.9,32.9,4.51,47.4,2257.7,0.27,571.1,110.7,681.7,22098607.4,416.5,41.7,2752315.5,115719.4,10.3,22121310.5,5995179.3,28116489.7,0,0,22098607.4,24850922.9,28116489.7,31.3,13.21,0,44.5,34,15.69,0,49.69,319219400,175537020,0,0,0,1217.7,56561270,0,252871.1,33267740,23051096,3908664.8,0,29928486,0,1984238.2,115465520,28158772,15326474,11313050,0,4879.2,0,603.4,0,0,965.5,18488.8,19792.3,0,9016,3097.1,10838.8,0,131.9,12341.3,43440,0,10538.2,0,35088.9,123412.9,0,0,0.58,0,0.79,0
CAMXc,2040,364266609,327714964.1,315936138.6,0,34011920,139188441.8,15954088,18057832,2539724.2,0.0359,0.0539,0.1461,73360.51,75659.1,61.1,1.2,0.12,7.5,319.8,0.03,61.2,16.4,77.6,95.5,3,0.36,10.6,463.4,0.05,95.7,23.6,119.3,93.4,1.9,0.21,10.9,482.4,0.04,93.5,24.4,118,551.4,29.9,4.07,47.9,2249.9,0.27,553.3,111,664.3,20513105.1,386.6,38.7,2501214.8,107354.6,9.3,20534177.9,5509604.9,26043782.8,0,0,20513105.1,23014319.9,26043782.8,30.91,13.28,0,44.19,33.55,15.81,0,49.36,336841950,188526530,0,0,0,473.7,53002732,0,136733.9,33313372,31447114,2285149.5,0,38642108,0,1997938.4,119125620,28760864,14536099,13593763,0,6185.9,0,380.4,0,0,965.5,19070.7,19792.3,0,8484.5,4228,10838.8,0,131.9,12899,45201.4,0,13205.3,0,41911.3,128989.9,0,0,0.58,0,0.85,0
CAMXc,2042,372939499.9,336704583.9,324602650.9,0,33761120,142579235.6,17967184,15793936,2473796.9,0.0359,0.0539,0.1461,71486.48,77732.7,54.2,1,0.1,6.6,283.7,0.02,54.3,14.5,68.8,87.1,2.7,0.33,9.6,420.9,0.04,87.3,21.4,108.6,70.4,1.5,0.16,8.2,362.7,0.03,70.4,18.3,88.8,558.7,31.3,4.27,47.7,2252.4,0.27,560.7,110.8,671.5,19111796.2,360.2,36,2322240.8,100011.6,8.6,19131429.2,5124849.2,24256278.3,0,0,19111796.2,21434037,24256278.3,30.96,12.98,0,43.95,33.54,15.41,0,48.95,353695680,194125340,0,0,0,304.5,49495910,0,59468,33373940,46775536,1941246.8,0,41938596,0,1944325.6,120978430,29263996,12646067,15277856,0,6958.6,0,333.4,0,0,935.5,19599.4,19792.3,0,8217.1,6287.4,10838.8,0,131.9,13169.7,46397.5,0,15263.7,0,47713.6,131696.4,0,0,0.58,0,0.91,0
