"MOVESRunID";"iterationID";"yearID";"monthID";"dayID";"hourID";"stateID";"countyID";"zoneID";"linkID";"sourceTypeID";"regClassID";"fuelTypeID";"fuelSubTypeID";"modelYearID";"roadTypeID";"SCC";"engTechID";"sectorID";"hpID";"activityTypeID";"activity";"activityMean";"activitySigma"
1;1;2022;0;0;0;1;1009;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;109745000.0;0.0;0.0
1;1;2022;0;0;0;1;1009;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;448144000.0;0.0;0.0
1;1;2022;0;0;0;1;1009;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1009;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;63301000.0;0.0;0.0
1;1;2022;0;0;0;1;1011;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;11809.2;0.0;0.0
1;1;2022;0;0;0;1;1011;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1011;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;114663000.0;0.0;0.0
1;1;2022;0;0;0;1;1011;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1011;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;24093900.0;0.0;0.0
1;1;2022;0;0;0;1;1013;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;48423.9;0.0;0.0
1;1;2022;0;0;0;1;1013;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;315390000.0;0.0;0.0
1;1;2022;0;0;0;1;1013;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;133050000.0;0.0;0.0
1;1;2022;0;0;0;1;1013;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;56444600.0;0.0;0.0
1;1;2022;0;0;0;1;1013;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;63161600.0;0.0;0.0
1;1;2022;0;0;0;1;1015;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;103476.0;0.0;0.0
1;1;2022;0;0;0;1;1015;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;23294100.0;0.0;0.0
1;1;2022;0;0;0;1;1015;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;345954000.0;0.0;0.0
1;1;2022;0;0;0;1;1015;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;120416000.0;0.0;0.0
1;1;2022;0;0;0;1;1015;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;721126000.0;0.0;0.0
1;1;2022;0;0;0;1;1017;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;36493.3;0.0;0.0
1;1;2022;0;0;0;1;1017;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;62573000.0;0.0;0.0
1;1;2022;0;0;0;1;1017;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;179688000.0;0.0;0.0
1;1;2022;0;0;0;1;1017;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;66951400.0;0.0;0.0
1;1;2022;0;0;0;1;1017;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;118499000.0;0.0;0.0
1;1;2022;0;0;0;1;1019;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;25425.7;0.0;0.0
1;1;2022;0;0;0;1;1019;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1019;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;299144000.0;0.0;0.0
1;1;2022;0;0;0;1;1019;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1019;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1021;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;62914.7;0.0;0.0
1;1;2022;0;0;0;1;1021;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;290689000.0;0.0;0.0
1;1;2022;0;0;0;1;1021;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;269966000.0;0.0;0.0
1;1;2022;0;0;0;1;1021;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;87191200.0;0.0;0.0
1;1;2022;0;0;0;1;1021;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;90258700.0;0.0;0.0
1;1;2022;0;0;0;1;1023;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;16109.4;0.0;0.0
1;1;2022;0;0;0;1;1023;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1023;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;189534000.0;0.0;0.0
1;1;2022;0;0;0;1;1023;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1023;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1025;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;29212.4;0.0;0.0
1;1;2022;0;0;0;1;1025;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1025;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;343572000.0;0.0;0.0
1;1;2022;0;0;0;1;1025;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1025;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;123566.0;0.0;0.0
1;1;2022;0;0;0;1;1027;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;12080.4;0.0;0.0
1;1;2022;0;0;0;1;1027;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1027;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;142132000.0;0.0;0.0
1;1;2022;0;0;0;1;1027;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1027;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1029;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;36620.4;0.0;0.0
1;1;2022;0;0;0;1;1029;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;284793000.0;0.0;0.0
1;1;2022;0;0;0;1;1029;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;145441000.0;0.0;0.0
1;1;2022;0;0;0;1;1029;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1029;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1031;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;44359.9;0.0;0.0
1;1;2022;0;0;0;1;1031;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1031;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;314912000.0;0.0;0.0
1;1;2022;0;0;0;1;1031;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1031;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;205435000.0;0.0;0.0
1;1;2022;0;0;0;1;1033;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;60708.6;0.0;0.0
1;1;2022;0;0;0;1;1033;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1033;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;416129000.0;0.0;0.0
1;1;2022;0;0;0;1;1033;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1033;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;295878000.0;0.0;0.0
1;1;2022;0;0;0;1;1035;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;34028.3;0.0;0.0
1;1;2022;0;0;0;1;1035;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;231397000.0;0.0;0.0
1;1;2022;0;0;0;1;1035;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;168456000.0;0.0;0.0
1;1;2022;0;0;0;1;1035;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1035;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1037;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;19525.2;0.0;0.0
1;1;2022;0;0;0;1;1037;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1037;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;227495000.0;0.0;0.0
1;1;2022;0;0;0;1;1037;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1037;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;2210700.0;0.0;0.0
1;1;2022;0;0;0;1;1039;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;40926.1;0.0;0.0
1;1;2022;0;0;0;1;1039;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1039;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;380833000.0;0.0;0.0
1;1;2022;0;0;0;1;1039;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1039;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;99918300.0;0.0;0.0
1;1;2022;0;0;0;1;1041;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;17502.0;0.0;0.0
1;1;2022;0;0;0;1;1041;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1041;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;205919000.0;0.0;0.0
1;1;2022;0;0;0;1;1041;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1041;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1043;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;93424.8;0.0;0.0
1;1;2022;0;0;0;1;1043;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;190143000.0;0.0;0.0
1;1;2022;0;0;0;1;1043;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;472547000.0;0.0;0.0
1;1;2022;0;0;0;1;1043;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;166493000.0;0.0;0.0
1;1;2022;0;0;0;1;1043;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;266043000.0;0.0;0.0
1;1;2022;0;0;0;1;1045;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;52818.7;0.0;0.0
1;1;2022;0;0;0;1;1045;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1045;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;234820000.0;0.0;0.0
1;1;2022;0;0;0;1;1045;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1045;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;383687000.0;0.0;0.0
1;1;2022;0;0;0;1;1047;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;36047.4;0.0;0.0
1;1;2022;0;0;0;1;1047;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1047;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;244146000.0;0.0;0.0
1;1;2022;0;0;0;1;1047;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1047;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;178604000.0;0.0;0.0
1;1;2022;0;0;0;1;1049;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;70140.7;0.0;0.0
1;1;2022;0;0;0;1;1049;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;172110000.0;0.0;0.0
1;1;2022;0;0;0;1;1049;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;469216000.0;0.0;0.0
1;1;2022;0;0;0;1;1049;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;66291200.0;0.0;0.0
1;1;2022;0;0;0;1;1049;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;115758000.0;0.0;0.0
1;1;2022;0;0;0;1;1051;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;76998.9;0.0;0.0
1;1;2022;0;0;0;1;1051;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1051;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;407145000.0;0.0;0.0
1;1;2022;0;0;0;1;1051;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;102173000.0;0.0;0.0
1;1;2022;0;0;0;1;1051;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;392683000.0;0.0;0.0
1;1;2022;0;0;0;1;1053;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;52486.7;0.0;0.0
1;1;2022;0;0;0;1;1053;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;167004000.0;0.0;0.0
1;1;2022;0;0;0;1;1053;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;239907000.0;0.0;0.0
1;1;2022;0;0;0;1;1053;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;49676200.0;0.0;0.0
1;1;2022;0;0;0;1;1053;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;158914000.0;0.0;0.0
1;1;2022;0;0;0;1;1055;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;87989.0;0.0;0.0
1;1;2022;0;0;0;1;1055;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;71398700.0;0.0;0.0
1;1;2022;0;0;0;1;1055;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;208111000.0;0.0;0.0
1;1;2022;0;0;0;1;1055;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;98037300.0;0.0;0.0
1;1;2022;0;0;0;1;1055;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;651663000.0;0.0;0.0
1;1;2022;0;0;0;1;1057;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;15482.8;0.0;0.0
1;1;2022;0;0;0;1;1057;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1057;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;182162000.0;0.0;0.0
1;1;2022;0;0;0;1;1057;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1057;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1059;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;28032.1;0.0;0.0
1;1;2022;0;0;0;1;1059;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1059;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;229739000.0;0.0;0.0
1;1;2022;0;0;0;1;1059;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1059;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;99314200.0;0.0;0.0
1;1;2022;0;0;0;1;1061;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;26796.8;0.0;0.0
1;1;2022;0;0;0;1;1061;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1061;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;311998000.0;0.0;0.0
1;1;2022;0;0;0;1;1061;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1061;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;3253870.0;0.0;0.0
1;1;2022;0;0;0;1;1063;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;30207.9;0.0;0.0
1;1;2022;0;0;0;1;1063;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;227406000.0;0.0;0.0
1;1;2022;0;0;0;1;1063;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;127436000.0;0.0;0.0
1;1;2022;0;0;0;1;1063;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1063;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;70664.8;0.0;0.0
1;1;2022;0;0;0;1;1065;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;16844.1;0.0;0.0
1;1;2022;0;0;0;1;1065;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1065;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;198178000.0;0.0;0.0
1;1;2022;0;0;0;1;1065;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1065;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1067;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;25626.4;0.0;0.0
1;1;2022;0;0;0;1;1067;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1067;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;301505000.0;0.0;0.0
1;1;2022;0;0;0;1;1067;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1067;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1069;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;100471.0;0.0;0.0
1;1;2022;0;0;0;1;1069;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1069;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;399260000.0;0.0;0.0
1;1;2022;0;0;0;1;1069;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1069;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;776897000.0;0.0;0.0
1;1;2022;0;0;0;1;1071;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;58557.3;0.0;0.0
1;1;2022;0;0;0;1;1071;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1071;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;478228000.0;0.0;0.0
1;1;2022;0;0;0;1;1071;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1071;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;209128000.0;0.0;0.0
1;1;2022;0;0;0;1;1073;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;608923.0;0.0;0.0
1;1;2022;0;0;0;1;1073;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;145870000.0;0.0;0.0
1;1;2022;0;0;0;1;1073;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;265655000.0;0.0;0.0
1;1;2022;0;0;0;1;1073;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;3160510000.0;0.0;0.0
1;1;2022;0;0;0;1;1073;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;3536200000.0;0.0;0.0
1;1;2022;0;0;0;1;1075;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;12600.9;0.0;0.0
1;1;2022;0;0;0;1;1075;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1075;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;148255000.0;0.0;0.0
1;1;2022;0;0;0;1;1075;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1075;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1077;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;67319.4;0.0;0.0
1;1;2022;0;0;0;1;1077;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1077;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;380945000.0;0.0;0.0
1;1;2022;0;0;0;1;1077;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1077;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;407984000.0;0.0;0.0
1;1;2022;0;0;0;1;1079;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;44339.1;0.0;0.0
1;1;2022;0;0;0;1;1079;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1079;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;518670000.0;0.0;0.0
1;1;2022;0;0;0;1;1079;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1079;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;2975800.0;0.0;0.0
1;1;2022;0;0;0;1;1081;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;129226.0;0.0;0.0
1;1;2022;0;0;0;1;1081;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;67003700.0;0.0;0.0
1;1;2022;0;0;0;1;1081;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;421362000.0;0.0;0.0
1;1;2022;0;0;0;1;1081;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;235622000.0;0.0;0.0
1;1;2022;0;0;0;1;1081;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;788117000.0;0.0;0.0
1;1;2022;0;0;0;1;1083;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;102284.0;0.0;0.0
1;1;2022;0;0;0;1;1083;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;272234000.0;0.0;0.0
1;1;2022;0;0;0;1;1083;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;331714000.0;0.0;0.0
1;1;2022;0;0;0;1;1083;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;129907000.0;0.0;0.0
1;1;2022;0;0;0;1;1083;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;464243000.0;0.0;0.0
1;1;2022;0;0;0;1;1085;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;33343.4;0.0;0.0
1;1;2022;0;0;0;1;1085;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;195257000.0;0.0;0.0
1;1;2022;0;0;0;1;1085;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;196617000.0;0.0;0.0
1;1;2022;0;0;0;1;1085;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1085;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;0.0;0.0;0.0
1;1;2022;0;0;0;1;1087;0;0;0;0;0;0;0;1;"NOTHING";0;0;0;6;45585.7;0.0;0.0
1;1;2022;0;0;0;1;1087;0;0;0;0;0;0;0;2;"NOTHING";0;0;0;1;254681000.0;0.0;0.0
1;1;2022;0;0;0;1;1087;0;0;0;0;0;0;0;3;"NOTHING";0;0;0;1;135425000.0;0.0;0.0
1;1;2022;0;0;0;1;1087;0;0;0;0;0;0;0;4;"NOTHING";0;0;0;1;84921400.0;0.0;0.0
1;1;2022;0;0;0;1;1087;0;0;0;0;0;0;0;5;"NOTHING";0;0;0;1;59526500.0;0.0;0.0
