Plant FIPS state code,Plant FIPS county code,Plant primary fuel category,Plant annual net generation (MWh),Plant annual NOx emissions (tons),Plant annual SO2 emissions (tons),Plant annual CO2 emissions (tons),Plant annual CH4 emissions (lbs),Plant annual N2O emissions (lbs)
48.00,479.00,SOLAR,24698.00,,,,,
48.00,453.00,HYDRO,32185.00,,,,,
48.00,401.00,COAL,13179510.00,9710.00,48782.00,14785111.00,3648253.00,530718.00
48.00,353.00,WIND,177737.00,,,,,
48.00,125.00,WIND,408447.00,,,,,
48.00,157.00,OIL,,,,,,
48.00,91.00,BIOMASS,23764.00,0.00,4.00,0.00,0.00,0.00
48.00,115.00,WIND,627586.00,,,,,
48.00,353.00,WIND,1244025.00,,,,,
48.00,417.00,WIND,476708.00,,,,,
48.00,427.00,WIND,396684.00,,,,,
48.00,393.00,WIND,1020586.00,,,,,
48.00,139.00,GAS,4070826.00,243.00,10.00,1886456.00,68496.00,6850.00
48.00,371.00,SOLAR,354554.00,,,,,
48.00,409.00,WIND,445366.00,,,,,
48.00,75.00,SOLAR,473764.00,,,,,
48.00,71.00,GAS,85928.00,74.00,1.00,26866.00,1013.00,101.00
48.00,141.00,GAS,779175.00,46.00,4.00,460626.00,16818.00,1752.00
48.00,141.00,SOLAR,7918.00,,,,,
48.00,339.00,GAS,5203084.00,122.00,11.00,2186024.00,80381.00,8038.00
48.00,335.00,GAS,62987.00,386.00,0.00,51436.00,3204.00,513.00
48.00,245.00,GAS,90262.00,21.00,0.00,37896.00,1430.00,143.00
48.00,113.00,GAS,505148.00,228.00,2.00,381368.00,14329.00,1433.00
48.00,501.00,GAS,579911.00,113.00,2.00,370058.00,13294.00,1329.00
48.00,501.00,GAS,401492.00,63.00,1.00,266027.00,10065.00,1006.00
48.00,135.00,OIL,,,,,,
48.00,347.00,BIOMASS,161066.00,132.00,3.00,67700.00,171505.00,22510.00
48.00,245.00,GAS,500453.00,430.00,3.00,316224.00,5964.00,596.00
48.00,201.00,GAS,83567.00,143.00,1.00,52269.00,1972.00,197.00
48.00,29.00,BIOMASS,12900.00,0.00,3.00,0.00,0.00,0.00
48.00,201.00,GAS,,2.00,0.00,318.00,,
48.00,141.00,GAS,2982048.00,1707.00,9.00,1804798.00,64952.00,6495.00
48.00,141.00,SOLAR,26014.00,,,,,
48.00,187.00,SOLAR,195.00,,,,,
48.00,375.00,GAS,582238.00,482.00,2.00,436604.00,16003.00,1600.00
48.00,187.00,HYDRO,5066.00,,,,,
48.00,491.00,OTHF,934.00,,,,,
48.00,97.00,SOLAR,6806.00,,,,,
48.00,135.00,WIND,313923.00,,,,,
48.00,227.00,OTHF,-87.00,,,,,
48.00,355.00,GAS,1440690.00,87.00,3.00,658785.00,24133.00,2413.00
48.00,371.00,WIND,218740.00,,,,,
48.00,29.00,GAS,1166289.00,917.00,4.00,817535.00,30572.00,3057.00
48.00,395.00,COAL,12334134.00,4543.00,8595.00,13796169.00,3052458.00,443814.00
48.00,135.00,SOLAR,337682.00,,,,,
48.00,135.00,SOLAR,63148.00,,,,,
48.00,29.00,SOLAR,7907.00,,,,,
48.00,29.00,SOLAR,10694.00,,,,,
48.00,271.00,SOLAR,76809.00,,,,,
48.00,463.00,SOLAR,201977.00,,,,,
48.00,207.00,SOLAR,250659.00,,,,,
48.00,29.00,SOLAR,83524.00,,,,,
48.00,227.00,WIND,30670.00,,,,,
48.00,135.00,OTHF,,,,,,
48.00,135.00,GAS,4273240.00,440.00,9.00,1778174.00,66492.00,6649.00
48.00,201.00,GAS,3248923.00,192.00,5.00,1079613.00,39260.00,3926.00
48.00,153.00,WIND,471031.00,,,,,
48.00,135.00,SOLAR,40447.00,,,,,
48.00,39.00,GAS,2503442.00,2053.00,23.00,1637474.00,33427.00,3343.00
48.00,61.00,WIND,271892.00,,,,,
48.00,357.00,WIND,1028778.00,,,,,
48.00,181.00,GAS,2299646.00,58.00,5.00,997912.00,36751.00,3675.00
48.00,27.00,GAS,5701081.00,177.00,14.00,2687170.00,91498.00,9150.00
48.00,65.00,WIND,43392.00,,,,,
48.00,227.00,WIND,528796.00,,,,,
48.00,173.00,WIND,409637.00,,,,,
48.00,431.00,WIND,529964.00,,,,,
48.00,409.00,WIND,444077.00,,,,,
48.00,409.00,WIND,424258.00,,,,,
48.00,277.00,GAS,562512.00,275.00,2.00,297640.00,10969.00,1097.00
48.00,201.00,GAS,3440527.00,300.00,8.00,1497392.00,53208.00,5321.00
48.00,355.00,WIND,563256.00,,,,,
48.00,261.00,WIND,565659.00,,,,,
48.00,65.00,WIND,645860.00,,,,,
48.00,65.00,WIND,623134.00,,,,,
48.00,371.00,SOLAR,84384.00,,,,,
48.00,163.00,GAS,377418.00,4277.00,5.00,187852.00,7086.00,709.00
48.00,261.00,WIND,252356.00,,,,,
48.00,261.00,WIND,272207.00,,,,,
48.00,475.00,GAS,67092.00,108.00,0.00,58937.00,3398.00,536.00
48.00,321.00,WIND,370299.00,,,,,
48.00,27.00,SOLAR,23822.00,,,,,
48.00,141.00,GAS,51916.00,44.00,0.00,16507.00,623.00,62.00
48.00,495.00,SOLAR,548276.00,,,,,
48.00,279.00,GAS,341813.00,237.00,1.00,239860.00,9140.00,970.00
48.00,107.00,WIND,24434.00,,,,,
48.00,245.00,GAS,230008.00,184.00,2.00,68477.00,2583.00,258.00
48.00,57.00,GAS,62309.00,14.00,0.00,38876.00,1482.00,148.00
48.00,245.00,GAS,0.00,0.00,0.00,0.00,0.00,0.00
48.00,195.00,WIND,22229.00,,,,,
48.00,417.00,WIND,477786.00,,,,,
48.00,33.00,WIND,196105.00,,,,,
48.00,231.00,GAS,47124.00,28.00,2.00,20421.00,1677.00,196.00
48.00,167.00,GAS,298472.00,270.00,3.00,100522.00,3792.00,379.00
48.00,453.00,SOLAR,3921.00,,,,,
48.00,293.00,WIND,764773.00,,,,,
48.00,39.00,OTHF,-157.00,,,,,
48.00,3.00,SOLAR,656636.00,,,,,
48.00,3.00,SOLAR,199041.00,,,,,
48.00,201.00,OIL,0.00,,,,,
48.00,303.00,WIND,3674.00,,,,,
48.00,151.00,WIND,653854.00,,,,,
48.00,135.00,GAS,497061.00,58.00,1.00,271481.00,9556.00,956.00
48.00,363.00,GAS,256641.00,232.00,20.00,183352.00,8709.00,1123.00
48.00,491.00,OTHF,-769.00,,,,,
48.00,107.00,WIND,17245.00,,,,,
48.00,451.00,SOLAR,422285.00,,,,,
48.00,105.00,WIND,1176529.00,,,,,
48.00,29.00,OTHF,,,,,,
48.00,173.00,WIND,685735.00,,,,,
48.00,307.00,WIND,548710.00,,,,,
48.00,85.00,GAS,65840.00,25.00,0.00,52246.00,1978.00,198.00
48.00,489.00,WIND,310618.00,,,,,
48.00,373.00,HYDRO,93953.00,,,,,
48.00,371.00,SOLAR,263846.00,,,,,
48.00,371.00,SOLAR,347715.00,,,,,
48.00,215.00,GAS,400595.00,4858.00,6.00,209283.00,7894.00,789.00
48.00,505.00,WIND,449222.00,,,,,
48.00,201.00,OTHF,52894.00,,,,,
48.00,341.00,WIND,4549.00,,,,,
48.00,201.00,GAS,20575.00,18.00,0.00,6554.00,247.00,25.00
48.00,215.00,OIL,,,,,,
48.00,427.00,WIND,684790.00,,,,,
48.00,215.00,BIOMASS,419.00,0.00,0.00,4.00,171.00,22.00
48.00,187.00,GAS,4063560.00,251.00,9.00,1710445.00,63641.00,6364.00
48.00,461.00,SOLAR,984685.00,,,,,
48.00,241.00,HYDRO,,,,,,
48.00,453.00,GAS,23573.00,36.00,0.00,13475.00,509.00,51.00
48.00,465.00,WIND,471817.00,,,,,
48.00,41.00,GAS,185286.00,71.00,1.00,149786.00,5411.00,541.00
48.00,353.00,WIND,478683.00,,,,,
48.00,65.00,WIND,463168.00,,,,,
48.00,361.00,GAS,3290393.00,2042.00,11.00,2102145.00,90483.00,9048.00
48.00,305.00,WIND,1191003.00,,,,,
48.00,129.00,WIND,692883.00,,,,,
48.00,241.00,HYDRO,154518.00,,,,,
48.00,469.00,GAS,215015.00,111.00,4.00,132466.00,5128.00,587.00
48.00,149.00,COAL,10281366.00,6509.00,1120.00,12016438.00,2663143.00,387379.00
48.00,407.00,GAS,168113.00,30.00,1.00,128146.00,4768.00,477.00
48.00,201.00,GAS,840149.00,134.00,3.00,691965.00,25857.00,2586.00
48.00,13.00,COAL,1903062.00,1820.00,7579.00,2580845.00,632954.00,92081.00
48.00,61.00,WIND,200366.00,,,,,
48.00,173.00,WIND,59561.00,,,,,
48.00,453.00,GAS,1370225.00,111.00,3.00,686908.00,25564.00,2556.00
48.00,309.00,COAL,5385695.00,1312.00,2842.00,5933890.00,1253101.00,182269.00
48.00,235.00,WIND,1198022.00,,,,,
48.00,383.00,WIND,1205711.00,,,,,
48.00,61.00,OIL,,,,,,
48.00,415.00,WIND,213981.00,,,,,
48.00,415.00,WIND,252307.00,,,,,
48.00,57.00,OIL,50307.00,101.00,218.00,40949.00,1942.00,366.00
48.00,339.00,BIOMASS,0.00,,,,,
48.00,237.00,WIND,480504.00,,,,,
48.00,247.00,WIND,260511.00,,,,,
48.00,23.00,WIND,139857.00,,,,,
48.00,77.00,WIND,535598.00,,,,,
48.00,201.00,GAS,1491273.00,1824.00,19.00,741469.00,27970.00,2796.00
48.00,371.00,WIND,0.00,,,,,
48.00,371.00,WIND,536279.00,,,,,
48.00,485.00,GAS,4252.00,10.00,0.00,3742.00,141.00,14.00
48.00,61.00,GAS,76585.00,25.00,0.00,54042.00,1904.00,190.00
48.00,143.00,WIND,210675.00,,,,,
48.00,21.00,GAS,662018.00,563.00,2.00,424920.00,16425.00,1643.00
48.00,89.00,GAS,51200.00,636.00,1.00,28194.00,1064.00,106.00
48.00,203.00,BIOMASS,11175.00,9.00,1.00,0.00,5294.00,695.00
48.00,415.00,WIND,1538.00,,,,,
48.00,43.00,SOLAR,118184.00,,,,,
48.00,167.00,GAS,4131690.00,129.00,31.00,1373773.00,48739.00,4873.00
48.00,153.00,WIND,966260.00,,,,,
48.00,153.00,WIND,754694.00,,,,,
48.00,321.00,NUCLEAR,20855004.00,,,,,
48.00,353.00,WIND,244398.00,,,,,
48.00,201.00,OIL,,,,,,
48.00,121.00,GAS,7025.00,3.00,0.00,7440.00,255.00,26.00
48.00,359.00,WIND,497205.00,,,,,
48.00,359.00,WIND,802273.00,,,,,
48.00,359.00,WIND,652451.00,,,,,
48.00,361.00,GAS,3062471.00,151.00,5.00,1061235.00,37450.00,3745.00
48.00,317.00,WIND,225094.00,,,,,
48.00,113.00,OIL,82.00,2.00,0.00,91.00,7.00,1.00
48.00,261.00,WIND,545037.00,,,,,
48.00,33.00,WIND,1249592.00,,,,,
48.00,231.00,SOLAR,14237.00,,,,,
48.00,157.00,OIL,,,,,,
48.00,73.00,GAS,307955.00,231.00,1.00,221107.00,8633.00,864.00
48.00,29.00,SOLAR,11746.00,,,,,
48.00,29.00,SOLAR,12258.00,,,,,
48.00,29.00,SOLAR,12896.00,,,,,
48.00,341.00,WIND,156882.00,,,,,
48.00,39.00,OTHF,,,,,,
48.00,39.00,GAS,3300103.00,147.00,6.00,1287344.00,39162.00,3914.00
48.00,353.00,WIND,139075.00,,,,,
48.00,353.00,WIND,369510.00,,,,,
48.00,353.00,WIND,490136.00,,,,,
48.00,353.00,WIND,632693.00,,,,,
48.00,353.00,WIND,172684.00,,,,,
48.00,475.00,OTHF,,,,,,
48.00,453.00,OTHF,0.00,,,,,
48.00,299.00,GAS,3345326.00,67.00,7.00,1346190.00,49987.00,4999.00
48.00,201.00,GAS,1557981.00,680.00,23.00,1057329.00,34417.00,3442.00
48.00,305.00,WIND,1132408.00,,,,,
48.00,371.00,SOLAR,575830.00,,,,,
48.00,341.00,WIND,8508.00,,,,,
48.00,201.00,GAS,88520.00,75.00,1.00,28055.00,1058.00,106.00
48.00,201.00,GAS,52071.00,18.00,0.00,40585.00,1517.00,152.00
48.00,185.00,GAS,2587046.00,364.00,6.00,1137920.00,41956.00,4196.00
48.00,401.00,GAS,3267077.00,440.00,7.00,1428813.00,53401.00,5340.00
48.00,421.00,WIND,1605.00,,,,,
48.00,141.00,GAS,7.00,0.00,0.00,2.00,0.00,0.00
48.00,29.00,BIOMASS,3754.00,0.00,1.00,0.00,0.00,0.00
48.00,167.00,GAS,1668225.00,186.00,2.00,442949.00,21230.00,2123.00
48.00,167.00,OTHF,67971.00,,,,0.00,0.00
48.00,201.00,GAS,114166.00,48.00,1.00,37262.00,1406.00,141.00
48.00,201.00,GAS,23695.00,41.00,0.00,15444.00,583.00,58.00
48.00,355.00,GAS,231264.00,359.00,4.00,134024.00,5056.00,506.00
48.00,109.00,SOLAR,39993.00,,,,,
48.00,351.00,HYDRO,273824.00,,,,,
48.00,279.00,COAL,2491884.00,2489.00,6915.00,2940694.00,638189.00,92791.00
48.00,167.00,GAS,168638.00,9.00,0.00,59884.00,3827.00,383.00
48.00,479.00,WIND,1100897.00,,,,,
48.00,389.00,OTHF,,,,,,
48.00,85.00,SOLAR,10963.00,,,,,
48.00,187.00,HYDRO,4633.00,,,,,
48.00,143.00,SOLAR,0.00,,,,,
48.00,35.00,SOLAR,21874.00,,,,,
48.00,353.00,WIND,533557.00,,,,,
48.00,213.00,GAS,112033.00,183.00,0.00,93318.00,3021.00,303.00
48.00,503.00,WIND,804197.00,,,,,
48.00,371.00,OTHF,,,,,,
48.00,341.00,WIND,5720.00,,,,,
48.00,3.00,OIL,,,,,,
48.00,353.00,WIND,350672.00,,,,,
48.00,395.00,COAL,2337748.00,1993.00,2346.00,2980361.00,666964.00,97009.00
48.00,117.00,WIND,626147.00,,,,,
48.00,117.00,WIND,987668.00,,,,,
48.00,57.00,OTHF,,,,,,
48.00,389.00,OTHF,,,,,,
48.00,371.00,OTHF,,,,,,
48.00,303.00,GAS,4717.00,10.00,0.00,3909.00,147.00,15.00
48.00,97.00,WIND,354564.00,,,,,
48.00,381.00,WIND,7058.00,,,,,
48.00,57.00,GAS,913230.00,912.00,9.00,375568.00,14167.00,1417.00
48.00,461.00,SOLAR,355582.00,,,,,
48.00,29.00,GAS,3617639.00,1023.00,9.00,1773408.00,42405.00,4241.00
48.00,355.00,OIL,137733.00,260.00,706.00,161873.00,8084.00,1363.00
48.00,61.00,OIL,,,,,,
48.00,469.00,GAS,45336.00,8.00,0.00,26425.00,1129.00,113.00
48.00,469.00,GAS,21006.00,1.00,0.00,12001.00,483.00,48.00
48.00,469.00,GAS,734385.00,57.00,2.00,349066.00,13189.00,1319.00
48.00,469.00,GAS,512057.00,430.00,4.00,159911.00,6032.00,603.00
48.00,61.00,OIL,,,,,,
48.00,439.00,GAS,37375.00,67.00,1.00,22416.00,846.00,85.00
48.00,157.00,COAL,14816763.00,5652.00,33870.00,15206281.00,3488615.00,505358.00
48.00,39.00,SOLAR,229766.00,,,,,
48.00,107.00,WIND,1053746.00,,,,,
48.00,201.00,GAS,383.00,6.00,0.00,314.00,12.00,1.00
48.00,201.00,GAS,202.00,3.00,0.00,166.00,6.00,1.00
48.00,201.00,GAS,387.00,6.00,0.00,318.00,12.00,1.00
48.00,27.00,GAS,299.00,5.00,0.00,245.00,9.00,1.00
48.00,415.00,GAS,126.00,2.00,0.00,104.00,4.00,0.00
48.00,439.00,GAS,8.00,0.00,0.00,6.00,0.00,0.00
48.00,201.00,GAS,151.00,2.00,0.00,124.00,5.00,0.00
48.00,85.00,OIL,50.00,1.00,0.00,38.00,3.00,1.00
48.00,201.00,GAS,0.00,,,,,
48.00,71.00,GAS,3.00,0.00,0.00,2.00,0.00,0.00
48.00,439.00,GAS,0.00,,,,,
48.00,113.00,GAS,0.00,,,,,
48.00,201.00,GAS,262.00,4.00,0.00,215.00,8.00,1.00
48.00,439.00,GAS,11.00,0.00,0.00,9.00,0.00,0.00
48.00,85.00,GAS,0.00,,,,,
48.00,439.00,GAS,13.00,0.00,0.00,11.00,0.00,0.00
48.00,157.00,GAS,0.00,,,,,
48.00,157.00,GAS,412.00,7.00,0.00,338.00,13.00,1.00
48.00,439.00,GAS,144.00,2.00,0.00,119.00,5.00,0.00
48.00,113.00,GAS,17.00,0.00,0.00,14.00,1.00,0.00
48.00,201.00,GAS,383.00,6.00,0.00,315.00,12.00,1.00
48.00,167.00,GAS,277.00,4.00,0.00,228.00,9.00,1.00
48.00,201.00,GAS,0.00,,,,,
48.00,215.00,GAS,27.00,0.00,0.00,22.00,1.00,0.00
48.00,339.00,GAS,379.00,6.00,0.00,312.00,12.00,1.00
48.00,201.00,GAS,0.00,,,,,
48.00,113.00,GAS,2.00,0.00,0.00,1.00,0.00,0.00
48.00,201.00,GAS,1.00,0.00,0.00,1.00,0.00,0.00
48.00,39.00,GAS,121.00,2.00,0.00,105.00,4.00,0.00
48.00,479.00,GAS,0.00,,,,,
48.00,39.00,GAS,157.00,3.00,0.00,136.00,5.00,1.00
48.00,201.00,GAS,0.00,,,,,
48.00,439.00,GAS,320.00,5.00,0.00,263.00,10.00,1.00
48.00,439.00,GAS,357.00,6.00,0.00,294.00,11.00,1.00
48.00,121.00,OIL,80.00,1.00,0.00,63.00,5.00,1.00
48.00,157.00,GAS,257.00,4.00,0.00,211.00,8.00,1.00
48.00,215.00,GAS,35.00,1.00,0.00,29.00,1.00,0.00
48.00,27.00,GAS,0.00,,,,,
48.00,485.00,GAS,106.00,2.00,0.00,88.00,3.00,0.00
48.00,201.00,GAS,14.00,0.00,0.00,11.00,0.00,0.00
48.00,465.00,GAS,8.00,0.00,0.00,7.00,0.00,0.00
48.00,439.00,GAS,202.00,3.00,0.00,166.00,6.00,1.00
48.00,201.00,GAS,418.00,7.00,0.00,343.00,13.00,1.00
48.00,215.00,GAS,0.00,,,,,
48.00,201.00,GAS,0.00,,,,,
48.00,201.00,GAS,202.00,3.00,0.00,166.00,6.00,1.00
48.00,61.00,GAS,0.00,,,,,
48.00,323.00,GAS,2.00,0.00,0.00,0.00,0.00,0.00
48.00,39.00,GAS,270.00,5.00,0.00,234.00,9.00,1.00
48.00,201.00,GAS,387.00,6.00,0.00,318.00,12.00,1.00
48.00,201.00,GAS,318.00,5.00,0.00,261.00,10.00,1.00
48.00,201.00,GAS,315.00,5.00,0.00,259.00,10.00,1.00
48.00,215.00,GAS,22.00,0.00,0.00,18.00,1.00,0.00
48.00,85.00,OIL,96.00,1.00,0.00,75.00,6.00,1.00
48.00,201.00,GAS,271.00,4.00,0.00,222.00,8.00,1.00
48.00,201.00,GAS,278.00,4.00,0.00,228.00,9.00,1.00
48.00,167.00,GAS,287.00,5.00,0.00,249.00,9.00,1.00
48.00,85.00,OIL,66.00,1.00,0.00,52.00,4.00,1.00
48.00,439.00,GAS,155.00,3.00,0.00,159.00,6.00,1.00
48.00,439.00,GAS,292.00,5.00,0.00,240.00,9.00,1.00
48.00,253.00,GAS,12.00,0.00,0.00,10.00,0.00,0.00
48.00,135.00,GAS,0.00,,,,,
48.00,167.00,GAS,267.00,5.00,0.00,231.00,9.00,1.00
48.00,157.00,GAS,249.00,4.00,0.00,205.00,8.00,1.00
48.00,453.00,GAS,0.00,,,,,
48.00,491.00,GAS,9.00,0.00,0.00,8.00,0.00,0.00
48.00,201.00,GAS,1.00,0.00,0.00,1.00,0.00,0.00
48.00,479.00,GAS,0.00,,,,,
48.00,439.00,GAS,169.00,3.00,0.00,139.00,5.00,1.00
48.00,339.00,GAS,300.00,5.00,0.00,247.00,9.00,1.00
48.00,27.00,GAS,256.00,4.00,0.00,210.00,8.00,1.00
48.00,201.00,GAS,446.00,7.00,0.00,366.00,14.00,1.00
48.00,201.00,GAS,235.00,4.00,0.00,193.00,7.00,1.00
48.00,201.00,GAS,239.00,4.00,0.00,196.00,7.00,1.00
48.00,201.00,GAS,0.00,,,,,
48.00,249.00,GAS,0.00,,,,,
48.00,201.00,GAS,281.00,5.00,0.00,230.00,9.00,1.00
48.00,39.00,GAS,244.00,4.00,0.00,200.00,8.00,1.00
48.00,113.00,GAS,34.00,1.00,0.00,35.00,1.00,0.00
48.00,371.00,GAS,105.00,2.00,0.00,91.00,3.00,0.00
48.00,439.00,GAS,353.00,6.00,0.00,290.00,11.00,1.00
48.00,181.00,GAS,323.00,5.00,0.00,266.00,10.00,1.00
48.00,439.00,GAS,150.00,2.00,0.00,123.00,5.00,0.00
48.00,35.00,SOLAR,10957.00,,,,,
48.00,501.00,GAS,137830.00,250.00,2.00,67297.00,2539.00,254.00
48.00,453.00,SOLAR,55044.00,,,,,
48.00,449.00,COAL,4328149.00,4981.00,9880.00,5218554.00,1176829.00,171197.00
48.00,181.00,SOLAR,7413.00,,,,,
48.00,389.00,SOLAR,252171.00,,,,,
48.00,489.00,WIND,151579.00,,,,,
48.00,201.00,GAS,22380.00,33.00,0.00,12403.00,468.00,47.00
48.00,135.00,OIL,,,,,,
48.00,241.00,BIOMASS,433160.00,167.00,437.00,24072.00,52318.00,12108.00
48.00,367.00,BIOMASS,11889.00,0.00,2.00,0.00,0.00,0.00
48.00,153.00,WIND,180624.00,,,,,
48.00,105.00,WIND,418865.00,,,,,
48.00,181.00,SOLAR,8962.00,,,,,
48.00,181.00,SOLAR,8169.00,,,,,
48.00,479.00,WIND,236002.00,,,,,
48.00,147.00,SOLAR,17100.00,,,,,
48.00,35.00,HYDRO,78480.00,,,,,
48.00,97.00,WIND,271161.00,,,,,
48.00,79.00,WIND,657266.00,,,,,
48.00,359.00,WIND,686543.00,,,,,
48.00,315.00,GAS,885572.00,717.00,3.00,613516.00,22446.00,2245.00
48.00,207.00,WIND,922609.00,,,,,
48.00,149.00,GAS,70975.00,3.00,0.00,39011.00,1629.00,163.00
48.00,9.00,WIND,213770.00,,,,,
48.00,497.00,GAS,2376130.00,156.00,5.00,998909.00,37687.00,3769.00
48.00,221.00,GAS,2285987.00,218.00,5.00,1026847.00,37192.00,3719.00
48.00,221.00,GAS,5341622.00,90.00,11.00,2163384.00,80277.00,8028.00
48.00,97.00,WIND,372323.00,,,,,
48.00,211.00,GAS,,,,,,
48.00,457.00,BIOMASS,0.00,0.00,0.00,0.00,0.00,0.00
48.00,371.00,WIND,156256.00,,,,,
48.00,371.00,WIND,148633.00,,,,,
48.00,485.00,OIL,114.00,2.00,0.00,81.00,7.00,1.00
48.00,35.00,SOLAR,10033.00,,,,,
49.00,49.00,HYDRO,617.00,,,,,
49.00,21.00,SOLAR,6311.00,,,,,
49.00,53.00,OIL,4.00,0.00,0.00,4.00,0.00,0.00
49.00,53.00,SOLAR,4131.00,,,,,
49.00,1.00,BIOMASS,2274.00,58.00,0.00,0.00,44.00,4.00
49.00,1.00,GEOTHERMAL,211226.00,0.00,0.00,24306.00,,
49.00,47.00,COAL,2916083.00,3867.00,849.00,3260272.00,716985.00,104301.00
49.00,17.00,HYDRO,24062.00,,,,,
49.00,11.00,GAS,30313.00,54.00,1.00,18819.00,710.00,71.00
49.00,3.00,HYDRO,5675.00,,,,,
49.00,21.00,SOLAR,5931.00,,,,,
49.00,49.00,GAS,115199.00,192.00,2.00,73436.00,2770.00,277.00
49.00,57.00,HYDRO,1461.00,,,,,
49.00,21.00,SOLAR,5976.00,,,,,
49.00,5.00,GAS,25176.00,60.00,1.00,21782.00,822.00,82.00
49.00,23.00,SOLAR,0.00,,,,,
49.00,21.00,SOLAR,159142.00,,,,,
49.00,21.00,SOLAR,331362.00,,,,,
49.00,23.00,GAS,2746290.00,81.00,6.00,1215478.00,45086.00,4509.00
49.00,3.00,HYDRO,24171.00,,,,,
49.00,51.00,HYDRO,18080.00,,,,,
49.00,43.00,HYDRO,1153.00,,,,,
49.00,1.00,GEOTHERMAL,149978.00,0.00,0.00,0.00,,
49.00,21.00,SOLAR,220536.00,,,,,
49.00,1.00,SOLAR,207278.00,,,,,
49.00,1.00,SOLAR,209377.00,,,,,
49.00,1.00,SOLAR,195299.00,,,,,
49.00,21.00,SOLAR,6161.00,,,,,
49.00,21.00,SOLAR,5932.00,,,,,
49.00,21.00,SOLAR,7103.00,,,,,
49.00,9.00,HYDRO,311186.00,,,,,
49.00,35.00,GAS,83008.00,74.00,0.00,90424.00,3407.00,341.00
49.00,29.00,HYDRO,2682.00,,,,,
49.00,35.00,HYDRO,4909.00,,,,,
49.00,21.00,SOLAR,208627.00,,,,,
49.00,21.00,SOLAR,125093.00,,,,,
49.00,1.00,SOLAR,6208.00,,,,,
49.00,1.00,SOLAR,4089.00,,,,,
49.00,51.00,GAS,17600.00,258.00,0.00,11286.00,426.00,43.00
49.00,11.00,BIOMASS,14470.00,0.00,3.00,0.00,0.00,0.00
49.00,35.00,GAS,34042.00,27.00,0.00,10402.00,392.00,39.00
49.00,15.00,COAL,9248963.00,11041.00,3848.00,10101844.00,2298963.00,334386.00
49.00,15.00,SOLAR,236132.00,,,,,
49.00,15.00,COAL,6263658.00,6604.00,2690.00,6840617.00,1550627.00,225554.00
49.00,53.00,GAS,4616.00,114.00,5.00,5553.00,340.00,57.00
49.00,5.00,HYDRO,9806.00,,,,,
49.00,5.00,HYDRO,-57.00,,,,,
49.00,39.00,HYDRO,1776.00,,,,,
49.00,27.00,COAL,7580586.00,10633.00,2415.00,7602078.00,1828132.00,265980.00
49.00,21.00,SOLAR,205997.00,,,,,
49.00,51.00,HYDRO,34650.00,,,,,
49.00,35.00,OTHF,151157.00,37.00,0.00,14020.00,529.00,53.00
49.00,11.00,GAS,0.00,,,,,
49.00,1.00,SOLAR,5775.00,,,,,
49.00,51.00,HYDRO,1742.00,,,,,
49.00,49.00,GAS,6389355.00,144.00,14.00,2734977.00,102185.00,10219.00
49.00,37.00,WIND,160731.00,,,,,
49.00,35.00,HYDRO,150.00,,,,,
49.00,5.00,GAS,4880.00,12.00,0.00,4517.00,170.00,17.00
49.00,39.00,HYDRO,849.00,,,,,
49.00,39.00,HYDRO,1126.00,,,,,
49.00,1.00,SOLAR,7019.00,,,,,
49.00,1.00,SOLAR,6241.00,,,,,
49.00,1.00,SOLAR,267747.00,,,,,
49.00,1.00,WIND,415707.00,,,,,
49.00,1.00,WIND,199311.00,,,,,
49.00,53.00,GAS,127654.00,27.00,0.00,78429.00,2775.00,278.00
49.00,35.00,GAS,16391.00,30.00,0.00,11564.00,436.00,44.00
49.00,49.00,GAS,543609.00,37.00,1.00,253851.00,10303.00,1030.00
49.00,27.00,SOLAR,118178.00,,,,,
49.00,27.00,SOLAR,48292.00,,,,,
49.00,27.00,SOLAR,108278.00,,,,,
49.00,49.00,GAS,3.00,1.00,0.00,49.00,2.00,0.00
49.00,57.00,HYDRO,1675.00,,,,,
49.00,57.00,HYDRO,6484.00,,,,,
49.00,49.00,GAS,,,,,,
49.00,53.00,HYDRO,8798.00,,,,,
49.00,21.00,SOLAR,7913.00,,,,,
49.00,21.00,SOLAR,7785.00,,,,,
49.00,21.00,SOLAR,7751.00,,,,,
49.00,33.00,SOLAR,120791.00,,,,,
49.00,35.00,BIOMASS,26091.00,0.00,6.00,0.00,0.00,0.00
49.00,35.00,SOLAR,2196.00,,,,,
49.00,41.00,SOLAR,178718.00,,,,,
49.00,51.00,HYDRO,2978.00,,,,,
49.00,35.00,GAS,5454.00,53.00,0.00,2349.00,89.00,9.00
49.00,1.00,SOLAR,5666.00,,,,,
49.00,49.00,HYDRO,3.00,,,,,
49.00,49.00,WIND,45624.00,,,,,
49.00,53.00,OIL,1542.00,20.00,2.00,954.00,77.00,15.00
49.00,35.00,HYDRO,3326.00,,,,,
49.00,7.00,COAL,400898.00,725.00,3980.00,509053.00,117375.00,17078.00
49.00,35.00,GAS,197428.00,330.00,3.00,129474.00,4884.00,488.00
49.00,1.00,GEOTHERMAL,58458.00,0.00,0.00,0.00,,
49.00,21.00,SOLAR,224667.00,,,,,
49.00,45.00,WIND,3896.00,,,,,
49.00,35.00,BIOMASS,37917.00,0.00,7.00,0.00,0.00,0.00
49.00,13.00,HYDRO,5839.00,,,,,
