Plant FIPS state code,Plant FIPS county code,Plant primary fuel category,Plant annual net generation (MWh),Plant annual NOx emissions (tons),Plant annual SO2 emissions (tons),Plant annual CO2 emissions (tons),Plant annual CH4 emissions (lbs),Plant annual N2O emissions (lbs)
2.00,122.00,GAS,,,,,,
2.00,270.00,OIL,0.00,,,,,
2.00,261.00,HYDRO,17551.00,,,,,
2.00,188.00,OIL,1298.00,22.00,2.00,1096.00,89.00,18.00
2.00,105.00,OIL,1742.00,29.00,3.00,1463.00,118.00,24.00
2.00,50.00,OIL,2282.00,45.00,4.00,2179.00,176.00,35.00
2.00,110.00,HYDRO,25983.00,,,,,
2.00,110.00,OIL,-354.00,1.00,0.00,175.00,14.00,3.00
2.00,90.00,COAL,177115.00,285.00,167.00,177919.00,40344.00,5868.00
2.00,185.00,GAS,47331.00,120.00,1.00,43728.00,1650.00,165.00
2.00,90.00,OTHF,-3433.00,,,,,
2.00,130.00,HYDRO,48192.00,,,,,
2.00,122.00,GAS,2049.00,22.00,0.00,8081.00,305.00,30.00
2.00,122.00,GAS,785.00,7.00,0.00,2592.00,98.00,10.00
2.00,50.00,OIL,43094.00,674.00,59.00,33113.00,2682.00,536.00
2.00,198.00,HYDRO,22727.00,,,,,
2.00,220.00,HYDRO,77838.00,,,,,
2.00,122.00,HYDRO,391018.00,,,,,
2.00,180.00,OIL,1261.00,20.00,2.00,995.00,81.00,16.00
2.00,198.00,OIL,760.00,17.00,2.00,861.00,70.00,14.00
2.00,198.00,HYDRO,3601.00,,,,,
2.00,50.00,OIL,2561.00,38.00,3.00,1885.00,153.00,31.00
2.00,122.00,HYDRO,36381.00,,,,,
2.00,198.00,OIL,324.00,8.00,1.00,398.00,32.00,6.00
2.00,240.00,OIL,-121.00,0.00,0.00,84.00,7.00,1.00
2.00,240.00,WIND,3654.00,,,,,
2.00,70.00,OIL,18553.00,283.00,26.00,14473.00,1172.00,234.00
2.00,16.00,OIL,45654.00,662.00,59.00,33390.00,2704.00,541.00
2.00,90.00,COAL,73952.00,52.00,70.00,43953.00,9961.00,1449.00
2.00,20.00,GAS,678552.00,8111.00,9.00,343542.00,12959.00,1296.00
2.00,170.00,HYDRO,139994.00,,,,,
2.00,180.00,OIL,1353.00,20.00,2.00,968.00,78.00,16.00
2.00,270.00,OIL,5929.00,85.00,7.00,4188.00,339.00,68.00
2.00,150.00,OTHF,-246.00,,,,,
2.00,68.00,WIND,56648.00,,,,,
2.00,261.00,OTHF,-85.00,,,,,
2.00,90.00,OIL,9024.00,81.00,27.00,14226.00,1152.00,230.00
2.00,198.00,OIL,696.00,11.00,1.00,568.00,46.00,9.00
2.00,20.00,WIND,41759.00,,,,,
2.00,150.00,OTHF,-291.00,,,,,
2.00,240.00,OIL,60.00,1.00,0.00,47.00,4.00,1.00
2.00,290.00,OIL,4955.00,87.00,8.00,4652.00,377.00,75.00
2.00,180.00,OIL,2176.00,36.00,3.00,1786.00,145.00,29.00
2.00,20.00,GAS,761372.00,949.00,9.00,343174.00,13070.00,1307.00
2.00,261.00,OIL,8490.00,142.00,13.00,7199.00,583.00,117.00
2.00,230.00,HYDRO,14473.00,,,,,
2.00,110.00,HYDRO,5424.00,0.00,0.00,4.00,0.00,0.00
2.00,220.00,HYDRO,41550.00,,,,,
2.00,,OIL,469.00,8.00,1.00,425.00,34.00,7.00
2.00,290.00,OIL,2546.00,50.00,4.00,2526.00,205.00,41.00
2.00,100.00,OIL,1390.00,27.00,2.00,1359.00,110.00,22.00
2.00,20.00,GAS,2252.00,18.00,0.00,6478.00,245.00,25.00
2.00,68.00,COAL,373973.00,255.00,6.00,557689.00,125477.00,18288.00
2.00,198.00,HYDRO,1663.00,,,,,
2.00,105.00,OIL,3418.00,53.00,5.00,2884.00,234.00,47.00
2.00,50.00,OIL,3638.00,54.00,5.00,2661.00,216.00,43.00
2.00,261.00,HYDRO,3248.00,,,,,
2.00,198.00,OIL,12.00,1.00,0.00,41.00,3.00,1.00
2.00,110.00,OIL,-125.00,1.00,0.00,193.00,16.00,3.00
2.00,20.00,GAS,0.00,,,,,
2.00,220.00,OIL,-795.00,3.00,0.00,166.00,13.00,3.00
2.00,20.00,BIOMASS,38093.00,0.00,7.00,15.00,1.00,0.00
2.00,195.00,OIL,1367.00,22.00,2.00,1129.00,91.00,18.00
2.00,230.00,HYDRO,6902.00,,,,,
2.00,50.00,OIL,2737.00,42.00,4.00,2086.00,169.00,34.00
2.00,130.00,HYDRO,23221.00,,,,,
2.00,188.00,OIL,1670.00,31.00,3.00,1522.00,123.00,25.00
2.00,13.00,HYDRO,4329.00,13.00,1.00,641.00,52.00,10.00
2.00,188.00,OIL,1828.00,27.00,2.00,1319.00,107.00,21.00
2.00,198.00,OIL,600.00,10.00,1.00,534.00,43.00,9.00
2.00,150.00,OIL,0.00,,,,,
2.00,270.00,OIL,2137.00,32.00,3.00,1595.00,129.00,26.00
2.00,188.00,OIL,18753.00,270.00,25.00,13935.00,1129.00,226.00
2.00,180.00,OIL,1265.00,18.00,2.00,904.00,73.00,15.00
2.00,110.00,HYDRO,87446.00,,,,,
2.00,110.00,OIL,-844.00,4.00,1.00,323.00,26.00,5.00
2.00,270.00,OIL,1537.00,24.00,2.00,1185.00,96.00,19.00
2.00,290.00,OIL,1900.00,34.00,3.00,1638.00,133.00,27.00
2.00,50.00,OIL,805.00,17.00,1.00,823.00,67.00,13.00
2.00,60.00,OIL,23770.00,202.00,18.00,10270.00,832.00,166.00
2.00,70.00,OIL,1879.00,32.00,3.00,1586.00,128.00,26.00
2.00,164.00,HYDRO,3492.00,3.00,0.00,138.00,11.00,2.00
2.00,122.00,GAS,399354.00,556.00,6.00,208504.00,7865.00,787.00
2.00,188.00,OIL,1808.00,28.00,2.00,1360.00,110.00,22.00
2.00,188.00,OIL,2007.00,35.00,3.00,1734.00,140.00,28.00
2.00,90.00,OIL,464977.00,1770.00,497.00,325771.00,199989.00,27153.00
2.00,240.00,OIL,1084.00,19.00,2.00,990.00,80.00,16.00
2.00,185.00,OIL,3924.00,71.00,6.00,3624.00,294.00,59.00
2.00,185.00,OIL,2161.00,59.00,5.00,3014.00,244.00,49.00
2.00,185.00,OIL,4932.00,84.00,8.00,4322.00,350.00,70.00
2.00,185.00,OIL,7329.00,117.00,4.00,5601.00,304.00,50.00
2.00,185.00,OIL,6468.00,113.00,10.00,5805.00,470.00,94.00
2.00,185.00,OIL,3719.00,66.00,6.00,3359.00,272.00,54.00
2.00,185.00,OIL,6922.00,124.00,11.00,6343.00,514.00,103.00
2.00,50.00,OIL,,,,,,
2.00,150.00,OIL,0.00,,,,,
2.00,261.00,OIL,8065.00,130.00,12.00,6606.00,535.00,107.00
2.00,105.00,HYDRO,1301.00,9.00,1.00,465.00,38.00,8.00
2.00,195.00,HYDRO,14383.00,15.00,1.00,739.00,60.00,12.00
2.00,150.00,WIND,25238.00,,,,,
2.00,270.00,OIL,1854.00,28.00,2.00,1373.00,111.00,22.00
2.00,150.00,OIL,,,,,,
2.00,261.00,HYDRO,15433.00,,,,,
2.00,198.00,HYDRO,13956.00,,,,,
2.00,50.00,OIL,2388.00,29.00,2.00,1401.00,113.00,23.00
2.00,130.00,OIL,-106.00,22.00,2.00,1129.00,91.00,18.00
2.00,110.00,HYDRO,24590.00,,,,,
2.00,13.00,OIL,2863.00,57.00,5.00,2898.00,235.00,47.00
2.00,180.00,OIL,2484.00,37.00,3.00,1828.00,148.00,30.00
2.00,270.00,OIL,1677.00,27.00,2.00,1313.00,106.00,21.00
2.00,188.00,OIL,2827.00,48.00,4.00,2379.00,193.00,39.00
2.00,122.00,OIL,224.00,3.00,0.00,168.00,14.00,3.00
2.00,122.00,OIL,335.00,6.00,1.00,297.00,24.00,5.00
2.00,180.00,OIL,1798.00,30.00,3.00,1482.00,120.00,24.00
2.00,188.00,OIL,1642.00,27.00,2.00,1329.00,108.00,22.00
2.00,130.00,HYDRO,14462.00,,,,,
2.00,230.00,HYDRO,3928.00,23.00,2.00,1162.00,94.00,19.00
2.00,240.00,OIL,1403.00,24.00,2.00,1226.00,99.00,20.00
2.00,180.00,OIL,33504.00,432.00,39.00,21978.00,1780.00,356.00
2.00,110.00,HYDRO,289785.00,,,,,
2.00,122.00,GAS,33121.00,53.00,1.00,19334.00,729.00,73.00
2.00,261.00,HYDRO,41182.00,,,,,
2.00,198.00,HYDRO,6206.00,,,,,
2.00,20.00,GAS,1041694.00,1292.00,13.00,471828.00,17798.00,1780.00
2.00,50.00,OIL,5689.00,44.00,4.00,2159.00,175.00,35.00
2.00,180.00,OIL,,,,,,
2.00,180.00,OIL,3472.00,55.00,5.00,2684.00,217.00,43.00
2.00,150.00,OIL,4.00,5.00,0.00,266.00,22.00,4.00
2.00,130.00,HYDRO,81117.00,,,,,
2.00,150.00,HYDRO,132333.00,,,,,
2.00,122.00,GAS,64878.00,55.00,1.00,18791.00,709.00,71.00
2.00,198.00,OIL,20.00,2.00,0.00,83.00,7.00,1.00
2.00,185.00,GAS,49695.00,108.00,1.00,37780.00,1425.00,143.00
2.00,185.00,GAS,-375.00,1.00,0.00,54.00,2.00,0.00
2.00,70.00,OIL,3226.00,50.00,4.00,2478.00,201.00,40.00
2.00,240.00,OIL,10247.00,159.00,14.00,8119.00,658.00,132.00
2.00,50.00,OIL,3702.00,57.00,5.00,2799.00,227.00,45.00
2.00,275.00,HYDRO,88071.00,,,,,
2.00,180.00,OIL,3597.00,52.00,5.00,2660.00,215.00,43.00
2.00,16.00,OIL,1143.00,22.00,2.00,1083.00,88.00,18.00
2.00,16.00,OIL,29139.00,509.00,46.00,25958.00,2102.00,420.00
2.00,90.00,COAL,70972.00,67.00,61.00,43345.00,9673.00,1412.00
2.00,50.00,OIL,1502.00,24.00,2.00,1194.00,97.00,19.00
2.00,90.00,COAL,65058.00,66.00,53.00,42652.00,9672.00,1407.00
2.00,261.00,OIL,3642.00,67.00,6.00,3416.00,277.00,55.00
2.00,261.00,OIL,25547.00,72.00,24.00,17023.00,13934.00,1858.00
2.00,198.00,OIL,,,,,,
2.00,16.00,OIL,16291.00,117.00,11.00,6357.00,515.00,103.00
2.00,130.00,HYDRO,10841.00,,,,,
2.00,275.00,OIL,520.00,9.00,1.00,451.00,37.00,7.00
2.00,282.00,OIL,6358.00,94.00,8.00,4604.00,373.00,75.00
1.00,73.00,COAL,116.00,0.00,0.00,34.00,1.00,0.00
1.00,99.00,BIOMASS,401207.00,178.00,704.00,8089.00,21924.00,12517.00
1.00,99.00,BIOMASS,324410.00,127.00,379.00,12515.00,46998.00,11261.00
1.00,95.00,OIL,0.00,,,,,
1.00,121.00,GAS,51777.00,22.00,0.00,30642.00,1146.00,115.00
1.00,15.00,SOLAR,11491.00,,,,,
1.00,125.00,HYDRO,215446.00,,,,,
1.00,97.00,COAL,11792286.00,2366.00,3882.00,7577398.00,1024564.00,143271.00
1.00,81.00,HYDRO,464697.00,,,,,
1.00,71.00,OIL,,,,,,
1.00,83.00,NUCLEAR,31053552.00,,,,,
1.00,15.00,GAS,49866.00,15.00,0.00,36363.00,1931.00,292.00
1.00,1.00,GAS,4202153.00,133.00,10.00,1912287.00,69435.00,6943.00
1.00,33.00,GAS,1997.00,55.00,4.00,16295.00,537.00,54.00
1.00,69.00,OIL,446.00,12.00,1.00,668.00,54.00,11.00
1.00,83.00,SOLAR,31427.00,,,,,
1.00,103.00,GAS,1766065.00,64.00,4.00,779416.00,30340.00,3034.00
1.00,103.00,BIOMASS,13380.00,0.00,2.00,0.00,0.00,0.00
1.00,1.00,GAS,4700572.00,167.00,10.00,1955807.00,73366.00,7337.00
1.00,117.00,COAL,4335978.00,2750.00,1017.00,4527564.00,784910.00,112648.00
1.00,45.00,SOLAR,12802.00,,,,,
1.00,55.00,GAS,-5901.00,,,,,
1.00,39.00,HYDRO,6019.00,,,,,
1.00,53.00,BIOMASS,461461.00,197.00,456.00,67210.00,12660.00,7003.00
1.00,23.00,BIOMASS,400424.00,145.00,412.00,13489.00,59224.00,12945.00
1.00,81.00,HYDRO,178531.00,,,,,
1.00,63.00,GAS,750420.00,466.00,5.00,506936.00,19077.00,1933.00
1.00,95.00,HYDRO,599319.00,,,,,
1.00,15.00,HYDRO,257981.00,,,,,
1.00,111.00,HYDRO,155199.00,,,,,
1.00,123.00,GAS,5147792.00,132.00,11.00,2135981.00,79221.00,7922.00
1.00,97.00,GAS,1518733.00,49.00,3.00,685693.00,25507.00,2551.00
1.00,125.00,HYDRO,218024.00,,,,,
1.00,131.00,BIOMASS,462151.00,150.00,418.00,22738.00,87397.00,16021.00
1.00,1.00,BIOMASS,568088.00,131.00,589.00,0.00,46602.00,12823.00
1.00,47.00,GAS,620019.00,494.00,3.00,0.00,13250.00,6228.00
1.00,73.00,COAL,20528965.00,7372.00,1259.00,22965315.00,4912031.00,714199.00
1.00,1.00,HYDRO,365903.00,,,,,
1.00,51.00,HYDRO,570572.00,,,,,
1.00,69.00,NUCLEAR,14982937.00,,,,,
1.00,97.00,GAS,343744.00,557.00,6.00,206829.00,7802.00,780.00
1.00,17.00,SOLAR,157850.00,,,,,
1.00,21.00,HYDRO,719765.00,,,,,
1.00,127.00,HYDRO,387891.00,,,,,
1.00,121.00,HYDRO,458371.00,,,,,
1.00,51.00,HYDRO,393715.00,,,,,
1.00,129.00,GAS,572942.00,149.00,2.00,382330.00,14671.00,1470.00
1.00,39.00,GAS,3999501.00,208.00,9.00,1701113.00,66469.00,6652.00
1.00,131.00,HYDRO,428681.00,,,,,
1.00,37.00,HYDRO,585826.00,,,,,
1.00,103.00,GAS,4031284.00,89.00,8.00,1590485.00,60827.00,6083.00
1.00,33.00,SOLAR,112859.00,,,,,
1.00,25.00,BIOMASS,103512.00,27.00,112.00,10328.00,3258.00,1950.00
1.00,81.00,GAS,11356994.00,350.00,24.00,4671307.00,175737.00,17574.00
1.00,39.00,HYDRO,19189.00,,,,,
1.00,89.00,SOLAR,17237.00,,,,,
1.00,77.00,SOLAR,150357.00,,,,,
1.00,85.00,GAS,578712.00,34.00,1.00,141643.00,6471.00,647.00
1.00,49.00,BIOMASS,30560.00,0.00,7.00,0.00,0.00,0.00
1.00,73.00,GAS,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.00,GAS,1887341.00,57.00,4.00,879390.00,31464.00,3146.00
1.00,97.00,GAS,1564309.00,24.00,2.00,412937.00,17305.00,1730.00
1.00,51.00,HYDRO,259462.00,,,,,
1.00,121.00,BIOMASS,135954.00,38.00,154.00,12602.00,4232.00,2552.00
1.00,97.00,GAS,63092.00,52.00,1.00,19430.00,733.00,73.00
1.00,51.00,HYDRO,392134.00,,,,,
1.00,81.00,GAS,134.00,0.00,0.00,107.00,2.00,0.00
1.00,129.00,GAS,849610.00,71.00,1.00,296555.00,9301.00,930.00
1.00,19.00,HYDRO,276815.00,,,,,
1.00,65.00,BIOMASS,27413.00,14.00,2.00,0.00,11109.00,1458.00
1.00,113.00,GAS,738954.00,742.00,1.00,0.00,125294.00,23218.00
1.00,91.00,BIOMASS,304079.00,14.00,32.00,2036.00,43176.00,10112.00
1.00,79.00,HYDRO,1611099.00,,,,,
1.00,77.00,HYDRO,2801659.00,,,,,
1.00,51.00,HYDRO,154511.00,,,,,
1.00,97.00,GAS,,,,,,
5.00,115.00,NUCLEAR,13555684.00,,,,,
5.00,81.00,BIOMASS,601509.00,305.00,843.00,53075.00,50338.00,14874.00
5.00,15.00,HYDRO,155521.00,,,,,
5.00,51.00,HYDRO,241456.00,,,,,
5.00,47.00,SOLAR,168.00,,,,,
5.00,89.00,HYDRO,1070984.00,,,,,
5.00,147.00,GAS,,,,,,
5.00,51.00,HYDRO,138495.00,,,,,
5.00,17.00,SOLAR,229119.00,,,,,
5.00,83.00,SOLAR,2784.00,,,,,
5.00,31.00,GAS,34139.00,16.00,0.00,19481.00,742.00,74.00
5.00,41.00,BIOMASS,114300.00,50.00,130.00,12294.00,3594.00,2132.00
5.00,41.00,HYDRO,448366.00,,,,,
5.00,115.00,HYDRO,639209.00,,,,,
5.00,19.00,HYDRO,171350.00,,,,,
5.00,93.00,GAS,2963265.00,117.00,7.00,1395951.00,48868.00,4915.00
5.00,143.00,GAS,2597.00,5.00,0.00,1727.00,65.00,7.00
5.00,33.00,HYDRO,134235.00,,,,,
5.00,125.00,SOLAR,1434.00,,,,,
5.00,7.00,COAL,2805375.00,2838.00,853.00,3214063.00,733960.00,106776.00
5.00,123.00,SOLAR,1272.00,,,,,
5.00,123.00,SOLAR,1117.00,,,,,
5.00,119.00,BIOMASS,4801.00,40.00,0.00,88.00,49.00,5.00
5.00,57.00,GAS,129619.00,40.00,0.00,81604.00,2926.00,293.00
5.00,103.00,SOLAR,3286.00,,,,,
5.00,3.00,GAS,51756.00,24.00,0.00,17021.00,642.00,64.00
5.00,23.00,HYDRO,206245.00,,,,,
5.00,143.00,GAS,69062.00,37.00,0.00,51309.00,1818.00,182.00
5.00,59.00,GAS,2542869.00,91.00,6.00,1104697.00,40307.00,4031.00
5.00,51.00,SOLAR,1054.00,,,,,
5.00,63.00,COAL,4114039.00,3532.00,11042.00,4926904.00,1039127.00,151199.00
5.00,57.00,COAL,3421595.00,719.00,579.00,3395131.00,757746.00,110206.00
5.00,59.00,GAS,196186.00,262.00,1.00,130551.00,5038.00,504.00
5.00,33.00,HYDRO,0.00,,,,,
5.00,59.00,GAS,1264693.00,63.00,3.00,534081.00,19622.00,1962.00
5.00,103.00,GAS,13684.00,33.00,70.00,17644.00,380.00,38.00
5.00,21.00,OIL,126.00,2.00,0.00,103.00,8.00,2.00
5.00,119.00,HYDRO,100477.00,,,,,
5.00,109.00,HYDRO,45175.00,,,,,
5.00,143.00,SOLAR,9141.00,,,,,
5.00,5.00,HYDRO,279161.00,,,,,
5.00,93.00,OIL,0.00,,,,,
5.00,119.00,GAS,673397.00,250.00,2.00,317085.00,12515.00,1251.00
5.00,47.00,HYDRO,249823.00,,,,,
5.00,143.00,SOLAR,1517.00,,,,,
5.00,55.00,GAS,474.00,7.00,0.00,277.00,10.00,1.00
5.00,55.00,GAS,76.00,0.00,0.00,62.00,2.00,0.00
5.00,69.00,GAS,999324.00,121.00,2.00,334548.00,12431.00,1243.00
5.00,69.00,BIOMASS,312716.00,121.00,421.00,21629.00,10696.00,6668.00
5.00,93.00,COAL,4046219.00,1722.00,2807.00,4500340.00,976570.00,142089.00
5.00,59.00,HYDRO,39430.00,,,,,
5.00,1.00,BIOMASS,0.00,0.00,0.00,0.00,0.00,0.00
5.00,71.00,SOLAR,9607.00,,,,,
5.00,71.00,SOLAR,4027.00,,,,,
5.00,13.00,SOLAR,23392.00,,,,,
5.00,1.00,SOLAR,164678.00,,,,,
5.00,47.00,GAS,242326.00,89.00,27.00,132866.00,4805.00,481.00
5.00,119.00,BIOMASS,25593.00,0.00,6.00,0.00,0.00,0.00
5.00,143.00,GAS,41981.00,69.00,1.00,25173.00,950.00,95.00
5.00,139.00,GAS,11206830.00,495.00,24.00,4828609.00,179175.00,17917.00
5.00,143.00,BIOMASS,31356.00,0.00,6.00,0.00,0.00,0.00
5.00,143.00,SOLAR,9238.00,,,,,
5.00,29.00,HYDRO,132250.00,,,,,
5.00,69.00,COAL,7060258.00,5962.00,18523.00,8089453.00,1653841.00,240631.00
5.00,63.00,HYDRO,15051.00,,,,,
5.00,63.00,HYDRO,15049.00,,,,,
5.00,137.00,HYDRO,30108.00,,,,,
4.00,19.00,SOLAR,3991.00,,,,,
4.00,13.00,OTHF,-2199.00,,,,,
4.00,27.00,SOLAR,706961.00,,,,,
4.00,13.00,GAS,123379.00,191.00,0.00,82271.00,3218.00,326.00
4.00,19.00,SOLAR,2193.00,,,,,
4.00,3.00,SOLAR,53276.00,,,,,
4.00,3.00,COAL,1995504.00,1673.00,203.00,1832433.00,264013.00,37168.00
4.00,21.00,GAS,84782.00,17.00,0.00,54056.00,2357.00,236.00
4.00,13.00,GAS,2856546.00,140.00,5.00,922843.00,52775.00,5277.00
4.00,13.00,GAS,36566.00,30.00,0.00,11397.00,430.00,43.00
4.00,27.00,SOLAR,8475.00,,,,,
4.00,13.00,GAS,2378008.00,71.00,5.00,1033353.00,38553.00,3855.00
4.00,13.00,SOLAR,353290.00,,,,,
4.00,19.00,SOLAR,71931.00,,,,,
4.00,19.00,SOLAR,43567.00,,,,,
4.00,19.00,SOLAR,67215.00,,,,,
4.00,13.00,SOLAR,3551.00,,,,,
4.00,13.00,SOLAR,37903.00,,,,,
4.00,15.00,GAS,127687.00,67.00,2.00,78514.00,2914.00,291.00
4.00,15.00,SOLAR,20384.00,,,,,
4.00,21.00,SOLAR,134962.00,,,,,
4.00,19.00,SOLAR,6912.00,,,,,
4.00,19.00,SOLAR,1962.00,,,,,
4.00,13.00,SOLAR,7063.00,,,,,
4.00,19.00,SOLAR,2620.00,,,,,
4.00,25.00,SOLAR,46770.00,,,,,
4.00,17.00,COAL,1926547.00,2248.00,1069.00,2505736.00,467675.00,68032.00
4.00,19.00,GAS,50731.00,40.00,0.00,15340.00,579.00,58.00
4.00,19.00,GAS,35651.00,28.00,0.00,10695.00,403.00,40.00
4.00,19.00,SOLAR,2034.00,,,,,
4.00,21.00,GAS,276761.00,13.00,1.00,172469.00,6408.00,641.00
4.00,1.00,COAL,3402198.00,3447.00,154.00,4310859.00,920617.00,133948.00
4.00,13.00,SOLAR,40865.00,,,,,
4.00,13.00,HYDRO,,,,,,
4.00,15.00,HYDRO,1115621.00,,,,,
4.00,19.00,SOLAR,27657.00,,,,,
4.00,19.00,GAS,735.00,1.00,0.00,943.00,35.00,3.00
4.00,21.00,GAS,1865594.00,88.00,4.00,874155.00,30665.00,3066.00
4.00,13.00,SOLAR,31627.00,,,,,
4.00,3.00,OIL,62.00,1.00,0.00,100.00,8.00,2.00
4.00,17.00,WIND,118509.00,,,,,
4.00,21.00,SOLAR,272684.00,,,,,
4.00,13.00,SOLAR,3987.00,,,,,
4.00,27.00,SOLAR,104279.00,,,,,
4.00,3.00,SOLAR,40064.00,,,,,
4.00,19.00,SOLAR,843.00,,,,,
4.00,19.00,SOLAR,8339.00,,,,,
4.00,13.00,SOLAR,96043.00,,,,,
4.00,13.00,GAS,3130183.00,3321.00,35.00,1303612.00,49174.00,4917.00
4.00,13.00,GAS,7066889.00,298.00,23.00,4484418.00,23848.00,2385.00
4.00,13.00,SOLAR,3688.00,,,,,
4.00,5.00,HYDRO,3086694.00,,,,,
4.00,15.00,SOLAR,137440.00,,,,,
4.00,15.00,GAS,3449007.00,120.00,7.00,1476076.00,54902.00,5490.00
4.00,12.00,HYDRO,68992.00,,,,,
4.00,15.00,HYDRO,1604876.00,,,,,
4.00,13.00,HYDRO,79532.00,,,,,
4.00,27.00,SOLAR,38069.00,,,,,
4.00,27.00,SOLAR,40609.00,,,,,
4.00,13.00,SOLAR,9198.00,,,,,
4.00,5.00,OIL,0.00,,,,,
4.00,19.00,SOLAR,3012.00,,,,,
4.00,19.00,GAS,818629.00,398.00,9.00,301439.00,18542.00,1854.00
4.00,15.00,SOLAR,9373.00,,,,,
4.00,13.00,SOLAR,2109.00,,,,,
4.00,17.00,SOLAR,125525.00,,,,,
4.00,15.00,WIND,21333.00,,,,,
4.00,13.00,GAS,1406034.00,47.00,3.00,589132.00,22815.00,2281.00
4.00,15.00,SOLAR,2080.00,,,,,
4.00,13.00,SOLAR,14482.00,,,,,
4.00,13.00,SOLAR,30771.00,,,,,
4.00,13.00,SOLAR,3390.00,,,,,
4.00,13.00,SOLAR,7842.00,,,,,
4.00,13.00,GAS,6173339.00,205.00,14.00,2689783.00,44947.00,4495.00
4.00,13.00,SOLAR,404973.00,,,,,
4.00,13.00,SOLAR,256211.00,,,,,
4.00,13.00,SOLAR,433102.00,,,,,
4.00,15.00,WIND,1070180.00,,,,,
4.00,15.00,SOLAR,9493.00,,,,,
4.00,15.00,SOLAR,29147.00,,,,,
4.00,13.00,HYDRO,38200.00,,,,,
4.00,13.00,GAS,2238544.00,74.00,5.00,943078.00,35274.00,3527.00
4.00,19.00,GAS,1689.00,4.00,0.00,1371.00,52.00,5.00
4.00,13.00,BIOMASS,19470.00,0.00,4.00,0.00,0.00,0.00
4.00,17.00,BIOMASS,190741.00,231.00,36.00,83.00,203528.00,26713.00
4.00,13.00,GAS,668400.00,27.00,2.00,385506.00,14594.00,1459.00
4.00,12.00,SOLAR,87773.00,,,,,
4.00,13.00,NUCLEAR,31629862.00,,,,,
4.00,13.00,SOLAR,39553.00,,,,,
4.00,13.00,SOLAR,2538.00,,,,,
4.00,5.00,WIND,208377.00,,,,,
4.00,13.00,SOLAR,1521.00,,,,,
4.00,13.00,SOLAR,5849.00,,,,,
4.00,19.00,SOLAR,51184.00,,,,,
4.00,19.00,SOLAR,1201.00,,,,,
4.00,19.00,SOLAR,2769.00,,,,,
4.00,19.00,SOLAR,3057.00,,,,,
4.00,19.00,OTHF,-536.00,,,,,
4.00,21.00,SOLAR,60149.00,,,,,
4.00,7.00,SOLAR,51111.00,,,,,
4.00,17.00,WIND,119130.00,,,,,
4.00,19.00,SOLAR,8768.00,,,,,
4.00,25.00,SOLAR,4571.00,,,,,
4.00,25.00,SOLAR,22752.00,,,,,
4.00,7.00,OTHF,0.00,,,,,
4.00,13.00,SOLAR,48565.00,,,,,
4.00,19.00,SOLAR,8593.00,,,,,
4.00,25.00,SOLAR,26014.00,,,,,
4.00,13.00,SOLAR,39920.00,,,,,
4.00,3.00,SOLAR,212935.00,,,,,
4.00,3.00,SOLAR,74243.00,,,,,
4.00,13.00,SOLAR,118387.00,,,,,
4.00,13.00,GAS,5489823.00,171.00,12.00,2289557.00,85360.00,8536.00
4.00,23.00,SOLAR,9829.00,,,,,
4.00,19.00,SOLAR,1203.00,,,,,
4.00,13.00,HYDRO,64165.00,,,,,
4.00,13.00,SOLAR,34264.00,,,,,
4.00,21.00,SOLAR,297966.00,,,,,
4.00,21.00,SOLAR,119293.00,,,,,
4.00,13.00,GAS,5053431.00,107.00,10.00,1958504.00,85938.00,8594.00
4.00,13.00,SOLAR,694569.00,,,,,
4.00,13.00,HYDRO,0.00,,,,,
4.00,15.00,GAS,2744912.00,79.00,6.00,1232774.00,48373.00,4837.00
4.00,1.00,COAL,8143640.00,5681.00,6012.00,9295275.00,2111246.00,307170.00
4.00,13.00,HYDRO,26612.00,,,,,
4.00,3.00,SOLAR,53521.00,,,,,
4.00,13.00,SOLAR,249504.00,,,,,
4.00,13.00,SOLAR,410254.00,,,,,
4.00,21.00,GAS,366053.00,30.00,1.00,227795.00,8499.00,850.00
4.00,13.00,SOLAR,2647.00,,,,,
4.00,19.00,SOLAR,13862.00,,,,,
4.00,19.00,SOLAR,1539.00,,,,,
4.00,21.00,SOLAR,3136.00,,,,,
4.00,21.00,GAS,39.00,1.00,0.00,44.00,2.00,0.00
4.00,23.00,GAS,3707.00,8.00,0.00,2810.00,106.00,11.00
4.00,19.00,SOLAR,26870.00,,,,,
4.00,21.00,SOLAR,3059.00,,,,,
4.00,13.00,HYDRO,-20943.00,,,,,
4.00,21.00,SOLAR,2185.00,,,,,
4.00,1.00,BIOMASS,,,,,,
4.00,19.00,SOLAR,196974.00,,,,,
4.00,27.00,GAS,340590.00,103.00,1.00,211700.00,9245.00,943.00
4.00,27.00,GAS,52607.00,14.00,0.00,23113.00,872.00,87.00
6.00,37.00,SOLAR,1509.00,,,,,
6.00,37.00,SOLAR,5932.00,,,,,
6.00,19.00,SOLAR,2840.00,,,,,
6.00,47.00,SOLAR,3737.00,,,,,
6.00,7.00,SOLAR,2474.00,,,,,
6.00,37.00,SOLAR,,,,,,
6.00,29.00,WIND,53596.00,,,,,
6.00,29.00,WIND,70906.00,,,,,
6.00,39.00,HYDRO,19186.00,,,,,
