"","sourceTypeID","modelYearID","fuelTypeID","engTechID","fuelEngFraction"
"709","31",2006,"1","1",0.908007430401755
"710","31",2006,"2","1",0.00570231501713981
"711","31",2006,"5","1",0.0862852395424381
"712","31",2006,"9","30",5.01503866715933e-06
"713","31",2007,"1","1",0.852457398421634
"714","31",2007,"2","1",2.56964564075421e-05
"715","31",2007,"5","1",0.14751281557664
"716","31",2007,"9","30",4.08954531787165e-06
"717","31",2008,"1","1",0.837391626708015
"718","31",2008,"2","1",1.2634289843522e-05
"719","31",2008,"5","1",0.162592171673244
"720","31",2008,"9","30",3.56732889699445e-06
"721","31",2009,"1","1",0.85401448144005
"722","31",2009,"2","1",0.00264141639995267
"723","31",2009,"5","1",0.143317403167886
"724","31",2009,"9","30",2.66989921118819e-05
"725","31",2010,"1","1",0.827329678659693
"726","31",2010,"2","1",0.00398000922695645
"727","31",2010,"5","1",0.168634966142115
"728","31",2010,"9","30",5.53459712351806e-05
"729","31",2011,"1","1",0.750989972203243
"730","31",2011,"2","1",0.00625175588673025
"731","31",2011,"5","1",0.242724971702132
"732","31",2011,"9","30",3.33002078938703e-05
"733","31",2012,"1","1",0.777276915767216
"734","31",2012,"2","1",0.00426284671240648
"735","31",2012,"5","1",0.218429091220399
"736","31",2012,"9","30",3.11462999779336e-05
"737","31",2013,"1","1",0.773553869078
"738","31",2013,"2","1",0.00484266413045592
"739","31",2013,"5","1",0.221581229210671
"740","31",2013,"9","30",2.22375808729362e-05
"741","31",2014,"1","1",0.752520401044426
"742","31",2014,"2","1",0.0119892345256249
"743","31",2014,"5","1",0.235464394675616
"744","31",2014,"9","30",2.5969754332809e-05
"745","31",2015,"1","1",0.78914189202941
"746","31",2015,"2","1",0.00581493936695756
"747","31",2015,"5","1",0.204882361705776
"748","31",2015,"9","30",0.000160806897856093
"749","31",2016,"1","1",0.863600803856461
"750","31",2016,"2","1",0.00362228149696688
"751","31",2016,"5","1",0.13268376916871
"752","31",2016,"9","30",9.31454778626769e-05
"753","31",2017,"1","1",0.899304318369083
