Unit,Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Mt CO2,Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.646104,37.78844,27.652091,26.186735,32.583931,33.255953,29.507358,29.760447,30.413274,35.5873,36.666283,37.905737,39.733679,44.234482,46.599487,48.103296,49.211939,55.833112,56.460956,49.95901,56.919769,61.795624,64.094198,65.504807,67.016622,69.10529,68.972285,68.998881
Mt CO2,Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,688.618929,651.932022,565.963643,492.916915,410.678869,395.842067,343.950268,325.829783,306.499999,303.190138,295.115804,298.077866,301.123763,326.616534,302.871618,290.620184,298.505426,305.977479,295.034556,249.69807,266.580685,279.61803,274.008242,265.198093,234.310862,187.590314,197.626378,171.300035
Mt CO2,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.889299,118.749458,111.17231,112.173171,106.401764,94.583912,95.66238,96.958996,112.794673,112.928408,115.105372,115.325501,118.777874,113.286594,113.54678,105.599618,111.358294,110.030283,115.109052,103.375513,100.562513,110.038279,113.435604,103.300972,104.046358,92.161645,81.343275,81.156397
Mt CO2,Former Soviet Union (if no detail),1941.654253,2054.781986,2189.515257,2311.790773,2480.695966,2572.023097,2632.012017,2757.012492,2833.247379,2935.714764,2924.762443,2958.621992,2987.590448,3033.031409,3078.340435,3156.682712,3259.74771,3299.362033,3313.44637,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mt CO2,Former Yugoslavia (if no detail),61.808195,60.986349,66.319758,71.51029,73.469765,74.802444,78.493258,84.637934,87.524415,84.159394,96.283605,102.321343,110.639493,113.872722,119.572096,125.747084,118.421018,124.2472,125.097613,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mt CO2,Algeria,8.595347,9.643154,10.996327,11.943385,13.552694,15.94481,17.722054,21.523505,26.979872,27.736565,32.119228,38.234969,41.829319,40.808137,42.073253,47.293708,47.134176,49.544459,49.546802,51.174701,54.725081,54.956878,56.69965,54.611561,55.336862,54.892603,55.994961,57.524501,60.924707,61.50756,63.016764,68.148429,71.983745,73.37692,77.47413,80.759469,84.879694,88.128544,94.441442,95.535489,102.789651,112.186153,115.656875,123.204974,130.426655,127.640064,130.493653
Mt CO2,Angola,1.617727,2.405734,2.199131,2.253837,1.955802,1.939556,1.506541,2.576223,2.539986,2.658145,2.522902,2.198075,2.321053,2.228183,2.817595,2.771552,2.849332,3.214568,3.304776,3.922267,4.013414,3.890286,4.225733,4.18085,3.913613,4.191566,4.333508,3.733818,4.742942,4.63338,5.032717,5.503133,7.065044,7.716416,6.146691,8.253096,9.650967,11.817271,13.871999,15.151684,16.144331,16.449741,19.289788,20.914026,21.53232,21.458342,18.021394
Mt CO2,Benin,0.304678,0.399858,0.409581,0.421428,0.462751,0.280361,0.334802,0.382204,0.382315,0.394843,0.299892,0.363766,0.364559,0.378828,0.472814,0.409385,0.35989,0.356206,0.281353,0.256412,0.199848,0.208945,0.208966,0.215168,0.221525,0.907229,1.159368,1.21466,1.340466,1.424519,1.73514,2.02022,2.276874,2.434437,2.677863,3.245668,3.786198,3.835942,4.193752,4.573129,4.438047,4.21419,4.448582,4.783984,5.261645,6.602646,6.763074
Mt CO2,Botswana,..,..,..,..,..,..,..,..,..,..,1.37653,1.43626,1.407255,1.402081,1.500972,1.727264,1.792776,2.152098,2.371309,2.807401,2.734687,3.298271,3.249688,3.080084,3.189755,2.915882,3.065988,3.6822,3.85849,4.033845,3.865552,4.026662,3.915011,3.970324,4.278592,4.086871,4.319812,4.392729,4.09028,3.271367,3.883977,4.985881,5.415702,6.986347,7.068888,6.979639,7.717409
Mt CO2,Cameroon,0.734006,0.769923,0.797873,0.795467,1.019224,0.930459,1.332718,1.429745,1.54213,1.668316,1.754799,1.878459,2.044363,2.140803,2.378233,2.296648,2.278816,2.492939,2.724862,2.643756,2.433156,2.273586,2.416963,2.550265,2.459446,2.443261,2.569145,2.684373,2.401607,2.788281,2.706746,2.896222,2.983401,3.014278,2.935781,3.10607,4.118061,4.269435,4.809731,5.050631,4.854705,4.936586,5.349179,5.992238,5.944767,6.103656,6.152919
Mt CO2,Congo,0.573467,0.605685,0.599404,0.603605,0.606426,0.74315,0.635409,0.679201,0.653601,0.692372,0.724337,0.800208,0.805278,0.728154,0.759835,0.686928,0.721913,0.673758,0.660974,0.638889,0.682875,0.612804,0.59402,0.387831,0.536664,0.422885,0.319257,0.326816,0.373629,0.497599,0.634625,0.503656,0.752223,0.78117,0.843574,1.022379,1.096506,1.37194,1.569329,1.833183,2.09355,2.228669,2.537397,2.640089,3.164794,2.97836,2.847335
Mt CO2,Côte d'Ivoire,2.401772,2.652976,2.710676,2.808985,3.03834,3.483598,3.414592,3.983024,3.653702,3.390969,2.986688,2.963288,3.738631,3.337323,3.046744,3.077344,3.049392,3.061432,2.928331,2.705417,2.791494,2.772149,2.95732,3.093579,3.262483,3.875068,4.786685,4.8294,6.688638,6.329922,6.258311,6.377864,5.150728,5.418416,5.813001,5.627601,5.548482,6.36128,5.926919,6.245044,6.042079,7.885024,8.458143,8.952662,9.543523,9.586785,10.234205
Mt CO2,Dem. Rep. of Congo,2.576893,2.643358,2.62255,2.6897,2.620726,2.690006,2.805207,2.861161,3.202245,3.167521,3.38628,2.635672,3.581413,3.474444,3.254053,3.005598,3.316847,3.483364,3.300299,2.989672,1.635402,1.4112,1.37255,1.214963,1.142631,1.152152,1.151975,1.273899,1.255271,0.852804,0.713348,0.770713,0.937636,1.013146,1.281832,1.393429,1.543003,1.715975,1.737353,1.869246,2.34466,2.271174,3.476123,4.656709,2.734926,1.979013,2.201742
Mt CO2,Egypt,20.050234,22.53856,20.696799,23.432926,25.581444,29.858133,32.001619,32.949601,36.356824,40.751362,46.634152,50.365321,56.312819,61.788595,64.473872,65.698859,70.823774,72.056439,75.788301,77.862966,77.264631,80.102356,81.887285,76.629593,81.466137,85.962443,92.827128,97.785352,102.147252,100.104957,111.733308,113.490667,117.819171,128.526056,145.027708,152.133593,163.567698,170.863898,174.449011,176.436297,182.670815,189.085708,189.195077,193.349392,199.544529,204.112697,209.219059
Mt CO2,Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.435708,0.630669,0.712288,0.776324,0.851347,0.79967,0.592788,0.628059,0.615037,0.674762,0.657928,0.667038,0.660535,0.578183,0.502015,0.492457,0.425577,0.447342,0.47957,0.514275,0.545868,0.564828,0.577468,0.590108,0.599637,0.632105
Mt CO2,Ethiopia,1.307976,1.207798,1.298756,1.32179,1.17811,1.184784,1.165957,1.253924,1.32017,1.351695,1.489751,1.352898,1.452572,1.345737,1.385977,1.636789,1.86175,1.929515,2.03209,2.171078,2.214169,1.3944,1.798312,2.072112,2.325783,2.589803,2.753032,2.923389,2.918312,3.201238,4.038851,4.210465,4.570982,4.807406,4.482124,4.776189,5.503395,6.228882,6.337487,5.898599,6.816323,7.178843,8.411696,10.325544,10.059891,11.843085,13.059815
Mt CO2,Gabon,0.475371,0.472551,0.610544,0.55938,0.757319,1.172804,1.324602,1.743004,1.331937,1.290714,1.621632,1.758262,1.821704,1.507273,1.682488,1.477157,1.277949,1.442298,1.130406,0.910008,1.074154,1.112749,1.202799,1.165391,1.315246,1.415124,1.522005,1.617797,1.52247,1.465254,1.477057,1.385142,1.388737,1.431414,1.733485,1.80216,1.938413,2.015109,2.07918,2.659638,2.984984,3.126927,3.283267,3.251162,3.252522,3.357483,3.367911
Mt CO2,Ghana,1.915098,2.007377,2.07969,2.181189,2.305818,2.348777,2.507349,2.527553,2.213717,2.190291,2.677404,2.276178,1.49115,1.785739,2.067234,2.202734,2.297404,2.363984,2.613732,2.516857,2.257202,2.657613,2.696473,2.914599,3.184394,3.483325,3.604618,5.438717,5.818927,4.949505,5.444546,6.656509,6.37041,5.869142,6.306508,7.725022,8.355755,7.732564,9.244045,10.419649,10.851969,12.815716,13.695318,13.26183,14.088758,12.967698,13.779635
Mt CO2,Kenya,3.23255,3.385962,3.53958,3.525256,3.460622,3.97052,4.16436,4.152004,4.102855,4.394629,4.294571,4.069658,3.747745,4.457592,4.592785,5.216292,5.418373,5.377423,5.682855,5.517313,5.309007,5.337537,5.285051,5.27431,5.729446,6.229158,6.02844,6.583467,6.902118,7.767749,7.083632,6.834068,5.866275,6.724084,7.483192,8.445388,8.382223,8.822446,10.429718,11.209779,11.321457,10.354965,12.060053,12.898044,14.721841,16.266163,16.264973
Mt CO2,Libya,3.720885,5.40609,5.786403,6.780983,8.6706,9.227935,10.675967,11.920872,12.848423,17.588669,18.170963,19.711323,20.369148,21.51613,21.243693,22.139614,22.743203,25.052583,26.775857,25.843823,25.672065,25.416879,26.723484,31.133958,32.953725,34.676645,34.526202,35.346394,34.491668,36.746264,37.766573,39.817441,41.519265,42.417787,43.101459,41.977812,38.963802,42.184335,45.339114,48.181967,34.415101,44.366352,48.299016,47.983357,42.725711,41.056051,41.52835
Mt CO2,Mauritius,0.26147,0.290146,0.327956,0.397134,0.4224,0.488437,0.563669,0.604091,0.606905,0.572348,0.57874,0.531688,0.606552,0.648444,0.611518,0.762641,0.807272,0.901076,1.014059,1.164093,1.251644,1.323345,1.469078,1.514197,1.551459,1.614123,1.624193,1.791592,2.198405,2.431871,2.565573,2.612613,2.748569,2.770269,2.961755,3.304216,3.395196,3.466776,3.423313,3.662144,3.639261,3.734865,3.827598,3.959233,3.967535,4.042202,4.182138
Mt CO2,Morocco,6.578349,7.23056,8.329745,9.101343,9.662413,10.611978,11.647206,12.445379,13.333606,13.686748,13.860043,14.519196,15.296277,15.631605,16.272651,16.760031,17.162073,17.966846,19.41679,19.655831,20.604993,22.134018,22.84504,24.998546,26.073834,25.706733,26.87179,27.548587,29.085747,29.550532,32.193994,33.338022,33.067085,36.597954,39.215868,40.525447,41.349844,43.178424,43.15489,46.396882,50.751728,52.237979,51.518825,53.520673,55.371267,55.299726,58.14986
Mt CO2,Mozambique,2.933542,2.656237,2.771983,2.674152,2.375964,2.426944,2.307804,1.991258,1.894822,2.343329,2.033976,1.860488,1.721353,1.468862,1.504154,1.471128,1.470243,1.482472,1.459046,1.084831,0.903332,1.085147,1.280413,1.072361,1.148226,1.088453,1.198299,1.155733,1.146291,1.317721,1.304815,1.374402,1.664918,1.691163,1.514919,1.623487,1.973156,1.952469,2.21395,2.377492,2.824377,2.622461,2.955268,4.699199,6.221087,8.445417,7.624932
Mt CO2,Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.132806,1.233002,1.43249,1.654074,1.794288,1.923671,1.973528,2.020546,1.975976,1.903499,2.432816,2.116696,2.241937,2.337835,2.492652,2.507824,2.580865,2.925312,2.983469,3.078895,3.133855,3.253369,3.460988,3.619834,3.858399,3.983156,4.03715
Mt CO2,Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.650995,0.646706,0.674977,0.73905,0.772818,0.736144,0.729631,0.80367,0.842418,1.068423,1.358855,1.3798,1.866202,1.779983,1.969994,1.953955,1.951763,2.048704
Mt CO2,Nigeria,5.699087,6.844628,8.417153,9.200067,10.816425,13.711857,16.809831,20.463966,21.072207,25.354711,28.336338,32.01894,33.045589,30.490718,31.785039,30.300692,31.179047,32.652055,33.152599,28.063613,32.882617,39.618963,36.167201,30.493465,32.775287,36.420383,41.379822,37.526018,39.348344,43.766126,49.224236,50.853827,54.066321,54.019439,56.558056,51.355652,47.716495,52.945289,44.125618,55.417965,60.185024,61.639257,80.886076,88.915396,82.588782,84.738062,85.988513
Mt CO2,Senegal,1.215743,1.250851,1.379128,1.469605,1.609257,1.676251,1.818236,1.76294,1.954134,2.040625,2.002294,1.92602,1.907434,2.039982,2.124697,2.042655,2.068894,1.967231,2.079177,2.133389,2.128483,2.322301,2.264493,2.326709,2.478529,2.597371,2.868096,3.191916,3.555822,3.521497,3.8357,3.916607,3.809677,4.438918,4.626203,4.437371,4.981105,5.218785,5.374331,5.460983,5.787961,5.669916,6.003101,6.685095,7.516857,8.159977,8.311532
Mt CO2,South Africa,157.114049,162.895135,178.462552,185.319902,202.998951,216.842805,217.293049,194.728749,198.764867,208.410963,219.461284,216.061558,207.999836,220.366731,222.952718,219.470727,234.733604,233.463087,236.849133,243.841742,238.70195,235.39361,242.839839,248.157173,259.773474,269.596588,284.044564,291.986701,274.279527,280.527092,316.490523,326.837737,348.267835,375.307942,372.313634,374.190071,391.520354,421.60686,398.622983,418.800964,403.433982,420.993287,430.755113,442.494723,418.258797,418.658117,421.682392
Mt CO2,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.437697,1.47545,1.554697,2.001328,1.765239,1.549031
Mt CO2,Sudan,3.214101,3.40838,4.546732,4.269517,3.212724,3.187272,3.394339,3.08119,3.143836,3.668349,3.58035,3.683504,3.755171,3.332012,3.980398,3.917559,3.001866,4.380945,3.953016,5.295628,4.733532,4.427454,3.09084,4.595561,4.308578,4.104243,5.074408,4.624786,5.091085,5.486143,6.017397,7.461757,7.642494,8.386446,9.927598,12.357718,13.29582,14.416562,14.7375,15.122702,14.206025,13.86677,13.112352,13.983064,16.354488,18.92266,18.777895
Mt CO2,United Rep. of Tanzania,1.40302,1.639618,1.672532,1.504019,1.405116,1.37833,1.389029,1.486589,1.524441,1.490209,1.470966,1.348626,1.368642,1.388699,1.463256,1.54363,1.538063,1.585175,1.602049,1.670508,1.644437,1.638549,1.695237,1.781511,2.492046,2.775189,2.635113,2.377083,2.179323,2.609612,2.765892,3.154326,3.29559,4.57197,5.118673,5.453922,5.275357,5.397551,5.181092,6.216798,7.338101,8.88039,9.893453,9.631775,10.472963,9.676776,10.13179
Mt CO2,Togo,0.34348,0.359389,0.304709,0.272966,0.317366,0.268867,0.341817,0.341609,0.413016,0.366446,0.364336,0.433069,0.299587,0.340392,0.296704,0.482043,0.523293,0.507088,0.513386,0.575191,0.524211,0.375015,0.25309,0.58911,0.579397,0.945054,0.661513,0.825618,1.092465,0.948868,0.781264,0.852204,1.090363,1.029607,0.963204,0.887183,0.892707,1.096276,2.275963,2.076229,1.887314,1.624766,1.716469,1.811379,1.906291,1.997993,2.082434
Mt CO2,Tunisia,3.720528,4.140034,4.23004,4.780959,4.846357,5.136259,5.744272,6.263881,7.321541,7.920133,8.142169,7.935557,9.122243,9.406497,9.661523,9.926558,9.974335,10.806669,11.668419,12.195735,12.533539,13.28341,13.703848,13.794887,14.035985,14.772056,15.427013,16.097814,16.89543,17.637839,18.508267,18.526039,18.341231,19.046303,19.47277,20.164077,20.978275,21.057747,21.139471,23.293569,22.244906,23.474414,23.645011,25.036033,25.614897,25.212344,26.156972
Mt CO2,Zambia,3.367956,3.781046,4.134305,4.130575,4.326456,4.309655,3.800083,3.627813,3.243647,3.280686,2.961602,2.838322,2.72511,2.739322,2.696412,2.781247,2.708517,3.022669,3.11194,2.561421,2.725755,2.705995,2.371446,2.029496,2.002364,1.620292,2.129496,2.030737,1.642455,1.653556,1.748671,1.830703,1.944402,1.950987,2.120692,1.958412,1.331986,1.507764,1.572984,1.636973,1.983143,2.718055,2.852717,3.189165,3.475653,3.731899,6.007872
Mt CO2,Zimbabwe,7.246331,6.867484,8.006572,7.658104,7.16925,7.986329,6.915968,7.072354,7.024612,7.974013,7.94862,7.763989,8.014052,8.300128,9.730003,10.935933,14.403584,14.028603,14.414758,16.248076,17.946361,18.101249,16.666906,15.523941,15.089219,14.455191,13.379317,13.627038,15.413219,13.291761,13.575128,12.245036,10.015263,9.568751,10.272774,9.557691,9.616183,7.448904,7.480856,9.464714,11.141014,11.519006,11.817134,11.552864,11.822362,10.3689,9.714938
Mt CO2,Other Africa,8.595536,8.496169,8.732067,9.347611,9.885997,10.792783,11.300179,10.485992,12.265088,13.502881,10.974272,10.131718,10.192305,10.171577,10.819849,10.730518,13.911729,14.15043,13.835444,14.199287,14.730837,14.983033,15.13485,15.961892,16.530991,17.011684,18.703288,19.652293,20.330905,20.819194,22.155918,22.27737,23.719026,25.114697,26.730255,28.22356,28.592173,32.371195,32.585069,34.728455,30.886967,32.186327,32.905807,33.175111,34.639614,35.063324,36.327491
Mt CO2,Africa,249.199196,263.998703,285.662788,299.443885,324.258552,352.59266,362.916659,352.337832,369.690499,397.887532,421.774119,431.097012,437.34116,453.223988,465.64847,470.765234,499.408115,510.115412,522.211763,530.649905,535.451682,544.506452,553.163734,553.729475,578.447711,600.639522,633.412422,650.014033,650.24955,663.03422,726.428832,751.371435,785.920301,835.76663,865.18932,882.133024,916.449652,975.598259,964.906614,1017.908892,1012.989382,1070.356558,1118.746389,1165.576061,1156.685153,1165.548874,1185.057223
Mt CO2,Bangladesh,2.879934,2.879934,3.415264,3.895908,4.409654,4.682437,4.803017,5.190365,5.700371,6.581847,6.374086,6.885417,6.433646,6.390676,7.705068,8.522215,9.400715,9.761224,10.49572,11.423971,10.752097,11.748149,12.495181,13.471703,16.485473,16.671599,18.741427,18.980911,19.67457,20.946409,24.843932,26.550055,27.794844,29.741979,31.960244,35.202812,37.310312,40.881798,44.050973,49.899502,53.297254,57.318837,59.835786,63.046901,70.895346,72.943639,78.27017
Mt CO2,Brunei Darussalam,0.39805,0.385554,0.685174,1.142141,1.408173,1.85165,1.985738,1.87086,1.96415,2.639083,2.592829,2.706274,2.906486,2.931128,2.945928,2.939511,2.994496,3.132615,3.109555,3.260338,3.384467,3.58543,3.86477,4.138511,4.502607,4.712813,5.087993,4.313865,4.189516,4.425618,4.311228,4.361483,5.249015,4.920269,4.823126,7.216328,6.844039,7.223355,7.433705,6.861946,7.013411,6.969681,6.853818,6.69714,5.977692,6.411543,6.710178
Mt CO2,Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470828,1.529809,1.640639,1.882193,1.907148,1.963006,2.15261,2.210863,2.378217,2.377826,2.639032,2.944559,3.571214,3.650335,4.369845,4.62182,4.845225,5.05419,5.171265,6.098246,8.011977,9.287497,10.762923
Mt CO2,DPR of Korea,69.212076,71.535841,72.854708,75.905987,78.598511,84.568737,89.49878,94.861217,101.686411,108.129908,111.334224,116.566797,121.169471,124.409896,129.448215,127.090598,121.587499,123.439929,122.694632,116.84789,110.841742,97.78562,89.805761,81.858897,76.532289,67.126522,64.687911,59.646616,64.961365,69.968932,72.31511,69.072968,70.533249,72.092714,75.340154,76.534134,63.274758,70.381463,52.918936,49.292798,34.658929,36.052416,25.106143,28.676326,22.545503,25.426726,19.579698
Mt CO2,India,181.056376,188.294281,188.084387,203.438294,217.193593,232.139549,236.5238,230.977738,250.569717,263.328833,289.519447,308.313421,328.942487,360.2643,376.237076,410.022452,441.814329,466.282253,500.824621,529.055936,570.359766,593.757204,619.074373,653.455933,703.332012,736.179644,775.804869,790.262887,850.990377,885.052057,899.368053,929.504933,950.281245,1022.31659,1073.700993,1147.671261,1260.854573,1338.923555,1502.255543,1583.431201,1667.764769,1803.763778,1854.784915,2018.244235,2026.704698,2057.682254,2161.567072
Mt CO2,Indonesia,25.211612,28.345325,32.111295,35.255924,37.839826,38.800366,46.374743,52.542092,59.381316,67.615846,73.105932,75.719577,75.485867,76.652795,84.233249,93.75569,96.166835,105.144355,109.706297,134.238293,144.891723,152.713444,165.845113,178.75878,204.206565,214.605041,236.370382,243.051443,262.481596,255.411077,274.460165,280.089586,308.794189,316.044478,317.824312,339.302458,355.435167,349.106115,360.626745,357.646151,390.317956,415.213004,417.982361,456.887111,459.139082,454.267119,496.406275
Mt CO2,Malaysia,12.7988,12.598451,13.024393,15.239512,16.217173,17.653624,17.505987,19.45155,21.743216,23.701845,25.36394,26.565448,29.456536,30.034863,32.910606,32.343434,33.742331,35.669567,41.848968,49.602675,59.943934,62.917252,67.759846,72.995447,79.589944,90.916783,97.293865,97.714667,106.343651,115.058945,120.445664,126.499631,132.792606,146.572513,155.842735,161.80455,178.056273,190.309585,169.809685,189.860901,191.49175,192.982776,209.077335,220.552885,220.437513,216.236083,211.046967
Mt CO2,Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.761986,12.783153,13.54481,14.394702,13.657994,12.838965,14.673338,12.808868,11.82691,10.292679,10.235411,8.65076,8.477283,8.508039,8.567944,8.962385,8.945106,9.54934,9.251454,9.505726,10.984928,12.330981,12.909351,12.851063,13.538675,14.139533,15.572443,16.984529,18.287737,17.939589,17.118652,17.981117,19.276
Mt CO2,Myanmar,4.51245,4.394079,3.442839,4.02564,3.927468,4.193414,4.48422,4.637676,4.765234,5.072258,5.014248,5.150181,4.980085,5.481709,5.734879,6.058577,4.515227,4.279004,4.179898,3.914254,3.834927,4.089646,4.651183,5.456661,6.727112,7.105212,7.039295,7.765554,8.572831,9.282086,8.200056,8.082188,10.259271,9.921083,10.477314,9.714564,10.116776,7.608118,7.213886,7.906445,8.102464,11.447014,13.168292,16.537996,18.671324,20.899074,30.404919
Mt CO2,Nepal,0.190164,0.259621,0.394329,0.373918,0.318654,0.244249,0.28875,0.282386,0.453753,0.519432,0.444525,0.507679,0.725599,0.793742,0.551256,0.739356,0.747413,0.739812,0.578502,0.895188,1.126887,1.137413,1.298537,1.616301,1.76315,1.834007,2.100366,2.202562,3.006676,3.100119,3.350177,2.670826,2.904546,2.696735,3.074201,2.500867,2.57814,2.882196,3.427183,4.121846,4.404946,4.971779,4.944811,5.94916,5.694237,8.503721,10.113953
Mt CO2,Pakistan,15.872606,16.000198,16.989654,17.959063,19.981642,19.092109,20.301552,21.283489,22.971991,24.315825,26.266098,29.179347,30.63301,33.067204,36.498746,38.504423,45.196363,49.014615,53.23514,55.974007,57.146832,63.75284,70.364227,72.958119,79.248729,82.219065,85.676071,86.569974,94.875036,94.385051,95.401106,97.90849,100.489365,112.709614,114.969678,124.417223,136.348318,130.404249,133.727865,129.168625,130.670045,132.270774,133.081933,141.296463,150.688547,164.184363,183.447068
Mt CO2,Philippines,23.786286,24.69391,27.698282,26.556041,29.244261,29.05613,32.398885,33.724597,34.937834,32.621289,30.840902,31.113142,33.203111,29.588061,29.268471,27.086015,33.319918,34.997507,36.653882,38.051236,37.339882,40.829195,44.006148,47.36148,57.257517,62.157643,69.046937,69.434355,67.09936,68.130898,67.8777,66.845947,69.02883,70.527131,71.501652,65.547401,69.021642,71.179449,71.467864,77.128398,77.755475,80.408283,89.649782,95.71423,103.891197,114.751784,126.487694
Mt CO2,Singapore,6.059211,7.22202,8.121994,8.464359,8.439735,9.121566,10.179076,11.755671,12.673412,12.657553,13.531367,14.008146,15.111561,15.700486,16.604537,16.827283,17.233737,19.704493,21.091321,28.970008,30.47488,31.410865,36.164236,37.978755,37.581859,38.520116,38.161639,37.047107,37.802098,42.117548,42.031287,41.290841,38.15768,39.618758,36.901353,37.171597,38.286019,38.426592,38.831762,42.413616,44.763911,43.692284,43.917804,44.459324,45.49601,46.065234,47.407144
Mt CO2,Sri Lanka,2.757893,3.390964,3.533886,2.887007,2.637329,2.686088,2.905122,3.337852,3.625343,3.623598,3.759472,4.220681,4.445609,3.81764,3.485027,3.433691,3.965001,3.766497,3.587113,3.676208,3.822635,4.916224,4.816772,5.39157,5.454193,7.979738,7.950367,8.255429,9.102578,10.522688,10.403373,10.978487,11.949269,12.31365,13.39291,11.780162,12.937259,12.123205,11.566172,12.40876,14.673145,16.06775,13.740667,16.880141,19.489878,20.898562,23.103271
Mt CO2,Chinese Taipei,29.783034,33.867922,38.097224,37.136434,40.743958,49.206281,53.014977,60.343927,64.098657,71.390918,65.386718,65.017539,69.466792,71.347468,69.105273,81.154865,85.97932,100.229513,109.005125,111.121938,119.977857,128.205086,137.694947,145.778487,154.001192,162.370767,174.477457,186.689398,195.67157,214.359025,219.711618,228.186276,238.018107,246.357933,253.971752,261.496385,265.401242,254.31363,242.108301,256.357747,255.458233,247.433756,248.654017,250.611384,250.739426,257.82498,268.877108
Mt CO2,Thailand,16.242989,18.274131,20.717229,20.647901,21.151546,24.114394,26.747402,30.008132,32.091515,33.743672,32.559023,31.130056,34.59315,37.998561,42.058571,43.378321,49.995681,57.105329,66.177714,80.884028,90.012958,98.168643,110.650162,123.520636,139.93848,157.117163,160.972755,146.02567,151.719142,152.285498,159.993908,169.401921,177.112228,193.810027,200.203804,201.675955,209.446113,215.179331,207.212103,223.418643,221.780469,238.971877,247.458873,244.069637,248.039678,244.124879,244.254785
Mt CO2,Viet Nam,16.293834,15.903088,17.596204,14.41353,16.953904,11.766228,12.738559,13.406579,14.189147,14.903583,15.288506,16.447393,17.495595,17.379334,17.434722,19.116896,21.584731,20.907613,17.630514,17.388247,17.084085,17.687439,21.120162,23.421168,27.462105,30.902736,36.401705,40.225201,40.280361,44.237925,48.811068,57.187685,60.316876,73.549402,79.230185,81.577544,90.003941,101.243758,111.993506,126.659264,125.997063,125.185992,130.490981,144.37974,182.588799,193.611788,191.243601
Mt CO2,Other Asia,10.572599,10.396564,11.584728,13.679103,12.761011,12.446482,13.987812,14.330223,15.89533,16.660366,17.143814,16.701952,18.070107,18.516018,10.163354,9.683824,10.20993,9.959809,9.933592,10.255352,10.080724,9.268508,9.250987,9.820681,9.332236,9.808781,10.10259,10.590724,10.726138,11.365151,12.216774,12.430323,13.375846,14.915431,15.580221,15.966218,15.493812,17.260303,19.1974,22.131547,29.573142,28.010862,27.759663,28.934142,38.446083,45.678803,50.203967
Mt CO2,People's Rep. of China,780.185035,831.391074,864.162164,881.732495,1029.31944,1071.332089,1212.911796,1371.803873,1396.172436,1363.829588,1356.638636,1413.444354,1484.993606,1619.385521,1626.027131,1721.417906,1842.602848,1985.477642,2055.351947,2088.854238,2200.885206,2295.775295,2500.729949,2599.5029,2900.265046,2871.980724,2925.748702,3020.716711,2920.896797,3099.685154,3255.951126,3511.727723,4068.094745,4741.830883,5407.51803,5961.808473,6473.211479,6669.111668,7131.511865,7832.716615,8570.926184,8819.604803,9190.501197,9127.211491,9101.375985,9064.428642,9257.9339
Mt CO2,"Hong Kong, China",9.229432,9.559367,9.629659,11.005085,10.897089,12.604471,14.560916,15.443159,14.278741,14.606744,15.7908,17.134789,19.562412,21.304941,22.30616,25.265865,27.762493,31.021049,32.377501,33.301683,36.221223,40.746733,43.190713,36.444238,36.527226,35.23401,32.766377,41.443865,44.468373,40.347311,41.449813,40.123061,42.818591,40.910728,41.332022,42.320555,44.032254,42.858175,46.247113,41.997165,45.648905,45.099344,46.051431,47.913659,43.91731,44.728626,44.034675
Mt CO2,Argentina,82.518856,83.568664,87.346547,87.346588,85.231756,89.361549,93.036328,92.362447,97.480778,95.203787,94.001298,92.515262,94.753961,93.1963,87.77928,96.475915,101.167132,106.605597,104.722302,99.416875,104.799444,106.607837,107.358171,114.935365,117.327938,124.859923,130.833382,135.397736,139.33635,139.355594,128.858889,121.644881,130.844095,146.57504,149.47604,158.756607,165.612783,176.704997,168.915982,173.768538,181.236086,185.782647,181.004269,184.764378,190.384899,190.51204,183.375203
